#, task_type_id, arrival_time,	estimated_time_t2xlarge,	estimated_time_g3sxlarge,	estimated_time_CLOUD,	execution_time_t2xlarge,	execution_time_g3sxlarge,	execution_time_CLOUD
1,	3,	2.606,			1.579,			0.804,			0.804,			12.36,			0.992,			0.952
2,	2,	4.853,			22.914,			0.099,			0.099,			24.767,			0.1,			0.099
3,	2,	5.196,			24.209,			0.099,			0.099,			21.962,			0.099,			0.099
4,	3,	7.337,			2.082,			1.11,			1.11,			2.558,			0.771,			1.981
5,	2,	8.239,			24.051,			0.1,			0.1,			23.318,			0.1,			0.099
6,	2,	8.655,			24.564,			0.099,			0.099,			22.764,			0.099,			0.099
7,	2,	8.969,			21.323,			0.099,			0.099,			23.767,			0.099,			0.099
8,	2,	12.862,			21.492,			0.099,			0.099,			22.743,			0.1,			0.099
9,	2,	13.449,			22.417,			0.099,			0.099,			21.529,			0.099,			0.099
10,	2,	13.804,			21.373,			0.099,			0.099,			24.57,			0.1,			0.099
11,	2,	14.715,			22.46,			0.099,			0.099,			22.193,			0.099,			0.1
12,	2,	15.366,			24.378,			0.099,			0.099,			21.44,			0.099,			0.099
13,	2,	17.748,			24.269,			0.099,			0.099,			22.053,			0.1,			0.099
14,	2,	18.596,			22.132,			0.099,			0.099,			23.341,			0.099,			0.099
15,	2,	19.473,			22.795,			0.099,			0.099,			22.768,			0.099,			0.099
16,	2,	20.149,			22.495,			0.099,			0.099,			21.933,			0.1,			0.099
17,	2,	20.886,			22.209,			0.099,			0.099,			24.362,			0.099,			0.099
18,	2,	22.091,			25.046,			0.099,			0.099,			22.809,			0.099,			0.099
19,	2,	23.621,			24.044,			0.099,			0.099,			21.722,			0.1,			0.099
20,	2,	24.018,			21.951,			0.099,			0.099,			23.156,			0.099,			0.099
21,	2,	24.041,			24.468,			0.099,			0.099,			22.11,			0.099,			0.099
22,	2,	25.683,			23.39,			0.1,			0.1,			22.543,			0.099,			0.099
23,	2,	25.735,			23.789,			0.1,			0.1,			22.546,			0.099,			0.099
24,	2,	28.142,			21.949,			0.099,			0.099,			24.831,			0.099,			0.099
25,	2,	29.854,			22.279,			0.099,			0.099,			23.598,			0.099,			0.1
26,	2,	30.185,			22.45,			0.099,			0.099,			21.747,			0.1,			0.099
27,	2,	31.985,			21.565,			0.099,			0.099,			22.406,			0.1,			0.099
28,	2,	33.387,			21.641,			0.1,			0.1,			22.017,			0.099,			0.099
29,	2,	33.76,			21.597,			0.099,			0.099,			21.99,			0.099,			0.099
30,	2,	37.238,			21.78,			0.099,			0.099,			22.347,			0.099,			0.099
31,	2,	37.569,			24.821,			0.099,			0.099,			23.212,			0.099,			0.099
32,	2,	38.076,			23.134,			0.099,			0.099,			24.326,			0.099,			0.099
33,	2,	38.234,			22.338,			0.099,			0.099,			22.834,			0.099,			0.099
34,	2,	38.416,			21.385,			0.1,			0.1,			23.257,			0.099,			0.099
35,	2,	38.49,			21.89,			0.099,			0.099,			21.732,			0.099,			0.099
36,	2,	39.354,			21.956,			0.099,			0.099,			22.268,			0.099,			0.099
37,	2,	39.754,			22.871,			0.099,			0.099,			23.383,			0.099,			0.099
38,	2,	39.759,			23.262,			0.099,			0.099,			22.176,			0.099,			0.1
39,	2,	40.333,			23.22,			0.099,			0.099,			22.233,			0.099,			0.099
40,	2,	40.427,			21.956,			0.099,			0.099,			21.978,			0.099,			0.099
41,	2,	40.933,			22.472,			0.099,			0.099,			23.483,			0.099,			0.099
42,	2,	42.808,			23.953,			0.099,			0.099,			21.691,			0.099,			0.1
43,	2,	43.758,			24.364,			0.099,			0.099,			22.378,			0.099,			0.099
44,	2,	43.78,			21.618,			0.099,			0.099,			22.238,			0.099,			0.099
45,	2,	43.847,			21.66,			0.099,			0.099,			23.2,			0.099,			0.099
46,	2,	45.676,			22.462,			0.099,			0.099,			22.924,			0.099,			0.099
47,	2,	45.782,			22.296,			0.099,			0.099,			23.699,			0.099,			0.099
48,	2,	46.101,			23.385,			0.099,			0.099,			21.653,			0.099,			0.099
49,	2,	46.663,			22.569,			0.099,			0.099,			23.191,			0.099,			0.099
50,	2,	48.131,			23.39,			0.099,			0.099,			22.484,			0.099,			0.1
51,	2,	49.84,			21.436,			0.099,			0.099,			23.045,			0.1,			0.099
52,	2,	52.405,			23.44,			0.099,			0.099,			23.811,			0.099,			0.099
53,	2,	53.463,			21.606,			0.099,			0.099,			22.414,			0.099,			0.099
54,	2,	54.318,			22.308,			0.099,			0.099,			22.887,			0.099,			0.099
55,	2,	54.715,			23.612,			0.099,			0.099,			23.463,			0.099,			0.099
56,	2,	55.277,			21.819,			0.099,			0.099,			21.683,			0.1,			0.099
57,	2,	57.307,			22.757,			0.099,			0.099,			22.117,			0.1,			0.099
58,	2,	59.342,			23.641,			0.099,			0.099,			21.648,			0.099,			0.099
59,	2,	60.62,			24.713,			0.1,			0.1,			23.075,			0.099,			0.099
60,	2,	60.898,			22.233,			0.1,			0.1,			23.381,			0.099,			0.099
61,	2,	61.314,			24.445,			0.099,			0.099,			22.309,			0.099,			0.099
62,	2,	65.938,			22.086,			0.099,			0.099,			24.038,			0.1,			0.1
63,	2,	66.494,			22.088,			0.1,			0.1,			21.902,			0.099,			0.099
64,	2,	67.531,			24.068,			0.099,			0.099,			24.257,			0.099,			0.099
65,	1,	67.892,			1.274,			1.264,			1.264,			1.007,			0.909,			0.632
66,	2,	68.06,			21.98,			0.099,			0.099,			21.471,			0.1,			0.099
67,	2,	68.53,			23.547,			0.099,			0.099,			22.49,			0.099,			0.099
68,	2,	69.179,			22.44,			0.099,			0.099,			23.226,			0.099,			0.099
69,	2,	71.13,			21.763,			0.099,			0.099,			21.74,			0.1,			0.099
70,	2,	71.373,			21.706,			0.099,			0.099,			22.034,			0.099,			0.099
71,	2,	73.63,			21.377,			0.099,			0.099,			22.881,			0.099,			0.099
72,	2,	74.323,			23.062,			0.099,			0.099,			24.837,			0.1,			0.099
73,	2,	74.768,			23.385,			0.099,			0.099,			22.096,			0.099,			0.099
74,	2,	76.362,			22.509,			0.099,			0.099,			22.905,			0.099,			0.099
75,	2,	77.394,			21.947,			0.099,			0.099,			21.652,			0.099,			0.099
76,	2,	78.978,			24.136,			0.099,			0.099,			22.073,			0.099,			0.099
77,	2,	79.911,			21.756,			0.099,			0.099,			23.562,			0.1,			0.099
78,	2,	80.561,			21.927,			0.099,			0.099,			21.546,			0.099,			0.099
79,	2,	82.33,			21.992,			0.099,			0.099,			21.825,			0.099,			0.099
80,	2,	83.13,			21.635,			0.1,			0.1,			23.613,			0.099,			0.099
81,	2,	83.247,			23.117,			0.099,			0.099,			24.477,			0.099,			0.099
82,	2,	83.479,			22.682,			0.099,			0.099,			22.15,			0.099,			0.099
83,	2,	85.467,			21.951,			0.099,			0.099,			24.717,			0.099,			0.099
84,	2,	87.134,			21.681,			0.099,			0.099,			23.757,			0.099,			0.099
85,	2,	87.483,			23.526,			0.099,			0.099,			21.193,			0.099,			0.099
86,	2,	88.068,			22.567,			0.099,			0.099,			22.652,			0.099,			0.099
87,	2,	90.48,			21.592,			0.099,			0.099,			21.519,			0.099,			0.099
88,	2,	90.494,			22.159,			0.099,			0.099,			22.238,			0.1,			0.099
89,	2,	91.614,			22.214,			0.1,			0.1,			22.233,			0.099,			0.099
90,	2,	91.937,			22.439,			0.099,			0.099,			21.937,			0.099,			0.099
91,	2,	94.012,			23.102,			0.099,			0.099,			23.742,			0.099,			0.099
92,	2,	96.45,			22.222,			0.099,			0.099,			23.145,			0.099,			0.099
93,	2,	97.312,			22.959,			0.099,			0.099,			22.053,			0.099,			0.1
94,	2,	97.733,			23.334,			0.099,			0.099,			22.465,			0.099,			0.099
95,	2,	97.899,			22.679,			0.099,			0.099,			23.804,			0.099,			0.099
96,	2,	100.232,			24.22,			0.099,			0.099,			22.119,			0.099,			0.099
97,	2,	100.275,			22.235,			0.1,			0.1,			22.5,			0.099,			0.099
98,	2,	101.014,			23.102,			0.099,			0.099,			23.355,			0.099,			0.099
99,	2,	101.216,			21.635,			0.099,			0.099,			22.387,			0.099,			0.099
100,	2,	104.534,			22.276,			0.099,			0.099,			23.205,			0.099,			0.099
101,	2,	105.476,			23.811,			0.099,			0.099,			23.124,			0.099,			0.099
102,	2,	105.655,			21.775,			0.099,			0.099,			25.035,			0.099,			0.099
103,	2,	105.789,			24.681,			0.099,			0.099,			23.056,			0.099,			0.099
104,	2,	105.948,			21.784,			0.099,			0.099,			23.329,			0.099,			0.099
105,	2,	106.815,			23.611,			0.099,			0.099,			21.696,			0.099,			0.099
106,	2,	110.902,			22.604,			0.099,			0.099,			23.423,			0.099,			0.099
107,	2,	111.447,			23.288,			0.1,			0.1,			23.117,			0.099,			0.1
108,	2,	118.964,			23.423,			0.099,			0.099,			24.93,			0.099,			0.099
109,	2,	119.077,			21.628,			0.099,			0.099,			23.769,			0.099,			0.099
110,	2,	119.241,			22.94,			0.099,			0.099,			22.548,			0.099,			0.099
111,	2,	120.648,			21.608,			0.099,			0.099,			22.943,			0.099,			0.1
112,	2,	122.87,			23.424,			0.099,			0.099,			22.012,			0.099,			0.1
113,	2,	123.042,			23.848,			0.099,			0.099,			22.553,			0.099,			0.099
114,	2,	124.665,			22.959,			0.099,			0.099,			21.671,			0.099,			0.099
115,	2,	125.25,			22.712,			0.1,			0.1,			23.973,			0.099,			0.099
116,	2,	128.188,			21.668,			0.099,			0.099,			21.694,			0.099,			0.1
117,	2,	128.866,			21.595,			0.099,			0.099,			21.824,			0.099,			0.099
118,	2,	129.092,			23.447,			0.099,			0.099,			22.462,			0.099,			0.1
119,	2,	129.157,			22.146,			0.099,			0.099,			22.161,			0.099,			0.099
120,	2,	129.161,			23.39,			0.099,			0.099,			24.239,			0.099,			0.099
121,	2,	129.841,			21.975,			0.099,			0.099,			21.893,			0.1,			0.099
122,	2,	131.667,			22.882,			0.099,			0.099,			21.814,			0.1,			0.099
123,	2,	134.813,			22.026,			0.099,			0.099,			21.747,			0.099,			0.099
124,	2,	134.975,			22.132,			0.099,			0.099,			22.729,			0.099,			0.099
125,	2,	137.027,			23.57,			0.099,			0.099,			24.497,			0.099,			0.099
126,	2,	137.374,			22.94,			0.099,			0.099,			23.037,			0.099,			0.099
127,	2,	139.041,			21.576,			0.099,			0.099,			24.567,			0.099,			0.099
128,	2,	140.255,			23.357,			0.099,			0.099,			22.121,			0.099,			0.099
129,	2,	140.819,			23.518,			0.099,			0.099,			22.456,			0.099,			0.099
130,	2,	140.949,			21.748,			0.099,			0.099,			22.809,			0.099,			0.099
131,	2,	141.37,			22.414,			0.099,			0.099,			22.434,			0.099,			0.099
132,	2,	141.61,			23.246,			0.099,			0.099,			22.447,			0.099,			0.099
133,	2,	142.955,			22.339,			0.099,			0.099,			22.566,			0.099,			0.099
134,	2,	145.964,			22.28,			0.099,			0.099,			22.246,			0.099,			0.099
135,	2,	146.617,			23.761,			0.099,			0.099,			25.089,			0.099,			0.099
136,	2,	146.808,			21.844,			0.099,			0.099,			25.016,			0.099,			0.099
137,	2,	149.059,			21.469,			0.099,			0.099,			21.747,			0.099,			0.099
138,	2,	150.053,			22.445,			0.099,			0.099,			21.96,			0.099,			0.1
139,	2,	150.418,			23.136,			0.099,			0.099,			22.308,			0.099,			0.099
140,	2,	150.524,			23.008,			0.099,			0.099,			23.512,			0.099,			0.099
141,	2,	155.343,			24.214,			0.099,			0.099,			24.497,			0.099,			0.099
142,	2,	156.257,			23.598,			0.099,			0.099,			24.776,			0.099,			0.1
143,	2,	158.603,			22.963,			0.099,			0.099,			21.492,			0.099,			0.099
144,	2,	159.581,			21.92,			0.099,			0.099,			22.748,			0.1,			0.099
145,	2,	163.677,			22.238,			0.099,			0.099,			22.015,			0.099,			0.099
146,	2,	163.747,			22.848,			0.099,			0.099,			23.891,			0.099,			0.099
147,	2,	164.565,			21.401,			0.099,			0.099,			21.768,			0.099,			0.099
148,	2,	166.805,			23.036,			0.099,			0.099,			22.569,			0.099,			0.099
149,	2,	168.253,			21.395,			0.099,			0.099,			24.54,			0.1,			0.099
150,	2,	170.391,			24.442,			0.099,			0.099,			23.827,			0.099,			0.1
151,	2,	173.082,			24.0,			0.099,			0.099,			21.41,			0.099,			0.099
