#, task_type_id, arrival_time,	estimated_time_t2xlarge,	estimated_time_g3sxlarge,	estimated_time_CLOUD,	execution_time_t2xlarge,	execution_time_g3sxlarge,	execution_time_CLOUD
1,	1,	4.515,			1.019,			1.227,			1.227,			1.323,			1.191,			0.835
2,	3,	30.915,			1.643,			2.525,			2.525,			2.737,			1.961,			1.169
3,	3,	32.071,			4.718,			0.726,			0.726,			4.919,			0.601,			1.256
4,	3,	33.378,			8.374,			1.707,			1.707,			4.166,			0.733,			3.041
5,	3,	34.429,			12.341,			0.811,			0.811,			9.321,			0.819,			1.085
6,	3,	35.783,			12.185,			1.484,			1.484,			5.146,			1.771,			1.199
7,	3,	35.799,			5.279,			3.23,			3.23,			6.932,			1.663,			1.043
8,	3,	36.31,			9.321,			1.601,			1.601,			7.115,			0.819,			2.455
9,	3,	36.465,			6.04,			0.47,			0.47,			3.485,			1.302,			1.324
10,	3,	36.502,			4.088,			1.471,			1.471,			7.588,			1.872,			2.105
11,	3,	36.698,			1.9,			1.236,			1.236,			1.98,			0.873,			2.105
12,	3,	36.936,			2.563,			1.783,			1.783,			3.038,			2.525,			0.865
13,	3,	37.614,			4.174,			1.194,			1.194,			5.973,			1.188,			0.699
14,	3,	37.981,			5.736,			0.824,			0.824,			3.861,			0.853,			0.791
15,	3,	38.803,			9.48,			1.401,			1.401,			2.313,			0.824,			0.988
16,	2,	54.474,			22.11,			0.099,			0.099,			23.233,			0.099,			0.099
17,	3,	70.135,			2.757,			3.085,			3.085,			1.812,			0.665,			1.597
18,	2,	72.685,			23.699,			0.099,			0.099,			22.517,			0.099,			0.099
19,	3,	74.962,			11.928,			3.137,			3.137,			2.46,			1.853,			0.814
20,	3,	76.281,			2.796,			1.133,			1.133,			1.898,			1.915,			1.279
21,	2,	80.221,			21.545,			0.099,			0.099,			22.979,			0.099,			0.099
22,	1,	123.501,			2.079,			0.924,			0.924,			1.288,			1.223,			0.756
23,	1,	126.89,			1.104,			1.231,			1.231,			1.286,			0.995,			0.985
24,	1,	127.432,			1.093,			0.899,			0.899,			1.03,			0.945,			1.549
25,	1,	128.513,			1.791,			1.242,			1.242,			1.478,			1.346,			1.214
26,	2,	131.745,			22.435,			0.1,			0.1,			22.199,			0.099,			0.1
27,	1,	142.291,			1.295,			0.873,			0.873,			1.753,			1.123,			1.431
28,	1,	147.055,			1.932,			0.934,			0.934,			1.104,			0.79,			1.449
29,	2,	154.6,			21.645,			0.099,			0.099,			22.566,			0.099,			0.099
30,	1,	160.431,			2.144,			1.396,			1.396,			0.986,			0.789,			1.268
31,	1,	163.634,			1.242,			1.348,			1.348,			0.979,			1.154,			1.153
32,	3,	165.947,			5.927,			1.688,			1.688,			5.915,			0.961,			1.58
33,	3,	167.538,			7.115,			1.388,			1.388,			7.883,			0.942,			1.329
34,	3,	168.201,			5.298,			0.706,			0.706,			7.091,			1.961,			0.564
35,	3,	168.576,			4.041,			0.567,			0.567,			2.45,			1.107,			1.018
36,	3,	168.916,			8.781,			0.865,			0.865,			5.806,			1.637,			2.873
