#, task_type_id, arrival_time,	estimated_time_t2xlarge,	estimated_time_g3sxlarge,	estimated_time_CLOUD,	execution_time_t2xlarge,	execution_time_g3sxlarge,	execution_time_CLOUD
1,	1,	22.789,			2.01,			1.237,			1.237,			1.802,			0.849,			1.323
2,	1,	24.078,			1.907,			0.919,			0.919,			1.277,			0.994,			0.853
3,	1,	27.276,			0.964,			1.231,			1.231,			1.016,			1.161,			0.864
4,	1,	27.699,			1.515,			0.82,			0.82,			1.293,			0.94,			1.264
5,	2,	44.547,			21.635,			0.099,			0.099,			22.109,			0.1,			0.099
6,	2,	77.84,			21.671,			0.099,			0.099,			21.998,			0.099,			0.099
7,	2,	85.631,			22.209,			0.099,			0.099,			24.764,			0.1,			0.099
8,	2,	105.697,			21.835,			0.099,			0.099,			23.013,			0.099,			0.099
9,	2,	158.033,			23.96,			0.099,			0.099,			22.134,			0.099,			0.1
10,	2,	158.395,			22.084,			0.099,			0.099,			22.196,			0.099,			0.1
11,	3,	160.19,			5.327,			2.034,			2.034,			6.025,			0.811,			1.253
12,	3,	161.235,			4.098,			1.375,			1.375,			5.311,			1.21,			1.1
13,	3,	162.507,			3.538,			2.265,			2.265,			2.434,			1.551,			2.985
14,	3,	164.288,			5.97,			1.364,			1.364,			7.084,			2.105,			2.229
15,	3,	167.687,			7.463,			1.169,			1.169,			4.858,			0.993,			1.01
16,	2,	170.612,			24.413,			0.099,			0.099,			21.593,			0.099,			0.099
17,	2,	170.695,			24.764,			0.099,			0.099,			23.736,			0.1,			0.1
18,	2,	171.794,			23.313,			0.099,			0.099,			23.199,			0.1,			0.099
19,	2,	177.995,			22.07,			0.099,			0.099,			21.887,			0.099,			0.099
20,	1,	193.641,			1.315,			0.653,			0.653,			1.048,			1.222,			1.173
21,	2,	194.605,			22.799,			0.099,			0.099,			22.633,			0.099,			0.099
22,	2,	199.243,			21.576,			0.099,			0.099,			21.585,			0.099,			0.099
23,	2,	199.631,			22.52,			0.099,			0.099,			21.526,			0.099,			0.099
24,	2,	209.985,			22.852,			0.099,			0.099,			21.412,			0.1,			0.099
25,	2,	210.73,			21.718,			0.099,			0.099,			21.706,			0.099,			0.099
26,	2,	215.171,			21.931,			0.099,			0.099,			21.425,			0.099,			0.099
27,	2,	219.814,			24.112,			0.099,			0.099,			22.282,			0.099,			0.099
28,	2,	240.632,			21.966,			0.099,			0.099,			23.359,			0.099,			0.099
29,	2,	242.158,			24.558,			0.099,			0.099,			22.33,			0.099,			0.099
30,	2,	247.824,			23.292,			0.099,			0.099,			22.041,			0.099,			0.099
31,	2,	248.529,			22.614,			0.099,			0.099,			23.688,			0.099,			0.099
32,	2,	251.728,			22.394,			0.099,			0.099,			23.404,			0.099,			0.099
33,	2,	254.693,			21.618,			0.099,			0.099,			22.981,			0.099,			0.099
34,	2,	259.337,			22.553,			0.099,			0.099,			24.55,			0.099,			0.099
35,	2,	265.827,			22.14,			0.099,			0.099,			22.415,			0.099,			0.099
36,	2,	266.236,			25.046,			0.099,			0.099,			22.996,			0.099,			0.099
37,	2,	270.934,			24.154,			0.099,			0.099,			24.765,			0.099,			0.099
38,	2,	271.14,			23.359,			0.099,			0.099,			23.973,			0.099,			0.099
39,	2,	273.022,			22.73,			0.1,			0.1,			22.783,			0.099,			0.099
40,	2,	281.106,			22.56,			0.099,			0.099,			22.073,			0.099,			0.099
41,	2,	281.254,			22.9,			0.099,			0.099,			24.419,			0.099,			0.099
42,	2,	287.094,			21.374,			0.099,			0.099,			23.374,			0.099,			0.099
43,	2,	291.54,			23.082,			0.099,			0.099,			21.515,			0.099,			0.099
44,	2,	299.424,			22.943,			0.099,			0.099,			23.071,			0.099,			0.099
45,	2,	305.21,			24.648,			0.099,			0.099,			21.641,			0.099,			0.099
46,	2,	306.296,			23.77,			0.099,			0.099,			21.961,			0.099,			0.099
47,	2,	310.75,			24.187,			0.099,			0.099,			22.452,			0.099,			0.099
48,	2,	310.926,			23.734,			0.099,			0.099,			22.887,			0.099,			0.099
49,	2,	311.349,			22.757,			0.099,			0.099,			23.415,			0.099,			0.1
50,	2,	314.934,			22.179,			0.1,			0.1,			22.766,			0.099,			0.099
51,	2,	315.976,			25.25,			0.099,			0.099,			22.286,			0.099,			0.099
52,	2,	323.867,			24.372,			0.099,			0.099,			24.216,			0.099,			0.099
53,	2,	324.663,			23.478,			0.099,			0.099,			22.328,			0.1,			0.099
54,	2,	325.055,			24.39,			0.099,			0.099,			21.696,			0.099,			0.099
55,	2,	331.778,			21.793,			0.099,			0.099,			21.668,			0.099,			0.099
56,	2,	335.467,			23.733,			0.099,			0.099,			21.76,			0.099,			0.099
57,	2,	344.31,			24.907,			0.099,			0.099,			21.73,			0.099,			0.099
