#, task_type_id, arrival_time,	estimated_time_t2xlarge,	estimated_time_g3sxlarge,	estimated_time_CLOUD,	execution_time_t2xlarge,	execution_time_g3sxlarge,	execution_time_CLOUD
1,	1,	7.031,			1.327,			1.238,			1.238,			1.247,			0.621,			1.09
2,	1,	25.48,			1.255,			0.673,			0.673,			2.039,			0.896,			0.627
3,	2,	51.258,			21.687,			0.099,			0.099,			21.903,			0.099,			0.099
4,	2,	56.54,			22.137,			0.099,			0.099,			22.016,			0.099,			0.099
5,	2,	60.159,			22.604,			0.099,			0.099,			21.811,			0.1,			0.099
6,	1,	84.219,			1.21,			0.788,			0.788,			1.87,			0.821,			0.91
7,	1,	90.785,			1.415,			1.213,			1.213,			1.537,			1.252,			0.918
8,	1,	93.522,			1.241,			0.727,			0.727,			1.408,			1.191,			1.527
9,	3,	104.362,			5.444,			1.42,			1.42,			3.791,			0.551,			3.167
10,	1,	122.914,			1.214,			1.342,			1.342,			2.312,			0.876,			0.635
11,	2,	143.055,			22.412,			0.099,			0.099,			23.805,			0.1,			0.099
12,	2,	148.152,			22.37,			0.099,			0.099,			23.269,			0.099,			0.099
13,	2,	150.914,			22.154,			0.099,			0.099,			22.768,			0.099,			0.099
14,	2,	151.819,			24.047,			0.1,			0.1,			21.722,			0.1,			0.099
15,	2,	154.659,			24.519,			0.099,			0.099,			21.932,			0.099,			0.1
16,	1,	158.832,			1.185,			0.788,			0.788,			1.437,			0.912,			0.883
17,	1,	160.599,			2.019,			0.794,			0.794,			1.111,			1.597,			0.92
18,	1,	161.408,			1.263,			0.929,			0.929,			1.035,			0.619,			0.898
19,	1,	161.521,			1.794,			0.621,			0.621,			1.803,			0.725,			1.105
20,	2,	171.745,			21.472,			0.099,			0.099,			21.401,			0.099,			0.099
21,	1,	172.042,			1.524,			1.392,			1.392,			1.757,			0.869,			0.857
22,	1,	174.701,			2.012,			1.245,			1.245,			1.764,			0.878,			1.199
23,	1,	174.832,			2.37,			0.879,			0.879,			1.391,			0.612,			0.899
24,	2,	186.159,			21.875,			0.1,			0.1,			21.535,			0.099,			0.099
25,	2,	188.429,			22.74,			0.099,			0.099,			23.37,			0.099,			0.099
26,	2,	195.828,			22.489,			0.099,			0.099,			22.407,			0.099,			0.1
27,	2,	196.026,			22.14,			0.099,			0.099,			23.677,			0.099,			0.099
28,	2,	198.577,			22.28,			0.099,			0.099,			22.756,			0.099,			0.099
29,	2,	201.829,			21.396,			0.099,			0.099,			23.628,			0.099,			0.099
30,	2,	205.207,			23.029,			0.099,			0.099,			21.722,			0.099,			0.099
31,	2,	206.096,			22.978,			0.099,			0.099,			21.508,			0.099,			0.099
32,	1,	209.95,			1.029,			1.246,			1.246,			1.772,			0.879,			1.093
33,	1,	212.347,			2.042,			1.123,			1.123,			1.497,			0.913,			0.836
34,	2,	213.305,			24.075,			0.1,			0.1,			25.105,			0.099,			0.099
35,	1,	216.303,			1.335,			0.872,			0.872,			2.015,			0.612,			1.216
36,	2,	217.956,			24.408,			0.099,			0.099,			21.682,			0.099,			0.099
37,	2,	221.696,			22.243,			0.099,			0.099,			21.401,			0.1,			0.099
38,	1,	225.164,			1.251,			1.394,			1.394,			1.253,			0.903,			1.597
39,	1,	226.806,			1.002,			0.872,			0.872,			1.059,			0.908,			0.837
40,	1,	230.025,			1.309,			0.727,			0.727,			1.774,			1.22,			1.261
41,	1,	235.922,			1.935,			1.157,			1.157,			1.512,			0.735,			0.619
42,	1,	237.096,			1.251,			0.96,			0.96,			1.476,			0.917,			0.948
43,	2,	237.327,			22.081,			0.099,			0.099,			23.41,			0.099,			0.099
44,	2,	242.791,			22.282,			0.099,			0.099,			22.021,			0.099,			0.099
45,	2,	242.998,			23.325,			0.099,			0.099,			24.119,			0.099,			0.099
46,	1,	244.061,			0.981,			0.998,			0.998,			1.309,			0.863,			1.203
47,	1,	246.477,			1.334,			0.621,			0.621,			2.043,			0.855,			1.157
48,	2,	246.567,			22.081,			0.099,			0.099,			21.457,			0.1,			0.099
49,	1,	247.915,			1.219,			0.678,			0.678,			1.28,			0.929,			0.874
50,	1,	249.164,			1.801,			1.229,			1.229,			1.406,			0.866,			1.119
51,	1,	254.279,			1.272,			0.863,			0.863,			1.027,			0.616,			0.995
52,	1,	255.816,			2.34,			0.611,			0.611,			1.412,			1.213,			0.869
53,	2,	255.968,			22.165,			0.099,			0.099,			23.726,			0.099,			0.099
54,	2,	258.385,			21.687,			0.099,			0.099,			22.148,			0.099,			0.099
55,	1,	259.957,			1.763,			0.618,			0.618,			1.98,			0.998,			0.731
56,	1,	263.481,			1.286,			0.919,			0.919,			1.023,			0.872,			0.9
57,	2,	264.947,			22.262,			0.099,			0.099,			23.873,			0.099,			0.099
58,	2,	265.901,			21.758,			0.099,			0.099,			22.916,			0.099,			0.099
59,	2,	267.312,			24.704,			0.099,			0.099,			21.776,			0.099,			0.099
60,	1,	271.684,			1.825,			0.893,			0.893,			1.478,			0.855,			0.963
61,	2,	271.991,			23.96,			0.099,			0.099,			23.972,			0.099,			0.099
62,	2,	272.035,			21.559,			0.099,			0.099,			21.955,			0.099,			0.099
63,	2,	275.024,			22.624,			0.099,			0.099,			23.356,			0.099,			0.1
64,	3,	275.207,			10.731,			1.257,			1.257,			12.36,			0.743,			0.929
65,	3,	275.369,			5.195,			1.707,			1.707,			13.409,			0.706,			1.107
66,	3,	275.458,			3.284,			2.653,			2.653,			2.696,			2.405,			0.669
67,	1,	276.17,			2.158,			0.627,			0.627,			1.2,			1.084,			0.928
68,	3,	276.174,			6.948,			0.853,			0.853,			3.858,			2.59,			0.691
69,	3,	276.198,			5.487,			0.96,			0.96,			4.028,			1.641,			0.973
70,	3,	276.385,			4.113,			2.945,			2.945,			4.845,			1.301,			1.262
71,	2,	276.421,			21.711,			0.099,			0.099,			23.246,			0.099,			0.099
72,	3,	276.94,			3.527,			0.959,			0.959,			3.756,			3.25,			3.191
73,	3,	277.271,			1.911,			1.201,			1.201,			1.76,			1.261,			0.805
74,	3,	277.277,			2.881,			3.112,			3.112,			2.421,			1.557,			3.167
75,	3,	277.31,			1.955,			0.701,			0.701,			6.769,			1.317,			1.825
76,	3,	277.437,			7.46,			3.544,			3.544,			11.813,			1.636,			1.549
77,	1,	277.582,			1.277,			0.638,			0.638,			1.426,			0.619,			1.143
78,	3,	277.791,			3.034,			2.007,			2.007,			10.779,			1.807,			1.243
79,	2,	278.09,			23.804,			0.099,			0.099,			24.713,			0.099,			0.099
80,	3,	278.093,			9.082,			3.23,			3.23,			3.766,			0.873,			1.09
81,	3,	278.209,			5.068,			3.113,			3.113,			4.721,			1.375,			2.469
82,	3,	278.236,			5.915,			2.017,			2.017,			5.146,			3.132,			1.011
83,	3,	278.428,			10.841,			0.699,			0.699,			7.141,			0.733,			1.014
84,	3,	278.603,			9.003,			2.067,			2.067,			6.41,			1.061,			1.791
85,	3,	278.656,			3.165,			1.152,			1.152,			5.338,			0.973,			3.507
86,	3,	278.726,			5.089,			1.241,			1.241,			8.783,			1.849,			2.416
87,	3,	279.135,			5.746,			0.797,			0.797,			3.748,			2.412,			2.609
88,	3,	280.088,			1.408,			0.919,			0.919,			12.348,			3.142,			0.738
89,	3,	280.145,			3.92,			2.221,			2.221,			4.852,			0.968,			0.685
90,	3,	280.182,			6.772,			1.145,			1.145,			1.977,			2.182,			2.142
91,	3,	280.387,			13.779,			1.663,			1.663,			8.71,			1.862,			3.191
92,	3,	280.431,			6.764,			0.761,			0.761,			4.289,			2.507,			1.394
93,	3,	280.682,			4.174,			1.485,			1.485,			10.532,			0.832,			0.629
94,	3,	280.749,			2.271,			2.903,			2.903,			3.845,			1.072,			2.139
95,	3,	281.262,			5.064,			0.983,			0.983,			4.166,			1.916,			3.085
96,	3,	281.449,			2.234,			1.564,			1.564,			13.409,			1.319,			1.754
97,	3,	281.541,			5.298,			0.874,			0.874,			11.813,			1.208,			1.667
98,	3,	282.136,			10.867,			2.034,			2.034,			3.145,			2.78,			3.343
99,	3,	282.59,			5.736,			1.675,			1.675,			2.15,			0.853,			0.657
100,	3,	282.615,			3.028,			2.972,			2.972,			12.713,			1.646,			2.119
101,	3,	282.835,			5.736,			1.69,			1.69,			6.215,			2.4,			1.604
102,	3,	283.009,			7.46,			0.967,			0.967,			10.721,			1.924,			0.663
103,	3,	283.115,			5.603,			1.924,			1.924,			5.572,			1.658,			2.984
104,	3,	283.119,			3.626,			2.96,			2.96,			6.15,			1.37,			0.967
105,	3,	283.468,			2.434,			3.335,			3.335,			6.796,			0.615,			1.145
106,	3,	283.793,			3.688,			1.535,			1.535,			3.47,			0.968,			1.232
107,	3,	284.028,			6.369,			1.046,			1.046,			1.807,			1.522,			2.811
108,	3,	284.582,			9.643,			2.173,			2.173,			6.372,			2.335,			1.09
109,	3,	285.946,			2.997,			2.173,			2.173,			2.727,			3.563,			1.721
110,	2,	286.586,			22.517,			0.099,			0.099,			21.557,			0.099,			0.1
111,	3,	287.873,			1.977,			0.747,			0.747,			8.507,			1.853,			0.759
