#, task_type_id, arrival_time,	estimated_time_t2xlarge,	estimated_time_g3sxlarge,	estimated_time_CLOUD,	execution_time_t2xlarge,	execution_time_g3sxlarge,	execution_time_CLOUD
1,	3,	7.563,			12.036,			0.748,			0.748,			3.538,			0.683,			0.614
2,	2,	32.971,			21.698,			0.099,			0.099,			22.035,			0.099,			0.099
3,	1,	66.012,			1.312,			0.861,			0.861,			1.291,			1.335,			1.054
4,	1,	68.416,			1.455,			1.449,			1.449,			2.155,			1.385,			0.824
5,	1,	69.631,			0.969,			0.924,			0.924,			1.447,			0.821,			1.386
6,	1,	73.872,			1.019,			0.865,			0.865,			2.138,			0.86,			0.623
7,	2,	113.42,			22.536,			0.099,			0.099,			23.511,			0.099,			0.099
8,	3,	119.226,			5.582,			1.953,			1.953,			3.036,			1.279,			2.954
9,	3,	121.294,			4.146,			0.935,			0.935,			4.013,			0.687,			1.522
10,	2,	142.317,			25.028,			0.099,			0.099,			22.73,			0.099,			0.099
11,	2,	145.61,			24.521,			0.1,			0.1,			23.892,			0.099,			0.099
12,	2,	150.461,			24.569,			0.099,			0.099,			22.006,			0.099,			0.099
13,	2,	172.63,			22.398,			0.099,			0.099,			22.254,			0.099,			0.099
14,	2,	179.697,			24.774,			0.099,			0.099,			23.54,			0.099,			0.1
15,	2,	184.661,			23.751,			0.099,			0.099,			21.535,			0.099,			0.099
16,	2,	187.322,			24.206,			0.099,			0.099,			23.446,			0.099,			0.1
17,	2,	188.29,			22.39,			0.099,			0.099,			23.089,			0.099,			0.099
18,	2,	189.615,			21.425,			0.1,			0.1,			22.812,			0.099,			0.099
19,	2,	209.63,			23.109,			0.099,			0.099,			24.9,			0.099,			0.099
20,	2,	209.982,			21.363,			0.099,			0.099,			23.474,			0.099,			0.099
21,	2,	213.319,			22.096,			0.099,			0.099,			22.015,			0.099,			0.099
22,	2,	214.919,			21.652,			0.099,			0.099,			23.145,			0.099,			0.099
23,	2,	216.376,			22.26,			0.099,			0.099,			23.683,			0.099,			0.099
24,	2,	220.637,			21.848,			0.099,			0.099,			24.558,			0.099,			0.099
25,	2,	227.468,			21.772,			0.099,			0.099,			21.703,			0.099,			0.099
26,	2,	234.433,			21.782,			0.099,			0.099,			23.947,			0.099,			0.099
27,	2,	234.834,			23.027,			0.099,			0.099,			24.358,			0.099,			0.1
28,	3,	235.301,			13.827,			1.953,			1.953,			3.47,			1.391,			1.164
29,	3,	236.833,			3.781,			0.528,			0.528,			9.048,			1.399,			2.717
30,	2,	237.484,			22.071,			0.099,			0.099,			24.811,			0.099,			0.1
31,	3,	237.505,			4.051,			0.677,			0.677,			7.883,			1.229,			1.807
32,	3,	237.588,			10.367,			0.781,			0.781,			11.493,			1.061,			0.909
33,	3,	237.667,			5.927,			1.173,			1.173,			7.031,			3.142,			2.561
34,	3,	238.473,			8.879,			1.213,			1.213,			13.097,			1.891,			2.017
35,	2,	239.235,			21.748,			0.099,			0.099,			22.313,			0.099,			0.099
36,	3,	239.476,			2.153,			1.991,			1.991,			1.918,			0.759,			1.213
37,	3,	239.661,			1.9,			0.819,			0.819,			5.298,			2.929,			1.485
38,	2,	239.716,			22.439,			0.1,			0.1,			21.561,			0.099,			0.099
39,	3,	240.542,			7.304,			1.862,			1.862,			11.42,			1.446,			1.242
40,	2,	240.757,			21.79,			0.099,			0.099,			23.674,			0.099,			0.099
41,	3,	240.932,			4.615,			0.689,			0.689,			4.488,			0.993,			0.738
42,	3,	241.873,			6.195,			0.822,			0.822,			3.381,			2.173,			2.825
43,	2,	242.775,			24.313,			0.099,			0.099,			25.046,			0.099,			0.099
44,	3,	243.096,			11.765,			1.58,			1.58,			6.132,			1.494,			1.958
45,	3,	243.181,			2.838,			0.747,			0.747,			10.731,			2.447,			1.046
46,	2,	244.024,			24.285,			0.099,			0.099,			21.703,			0.099,			0.099
47,	2,	247.441,			24.971,			0.099,			0.099,			23.474,			0.1,			0.099
48,	3,	260.312,			2.206,			0.824,			0.824,			4.013,			1.504,			1.273
49,	2,	262.147,			24.56,			0.099,			0.099,			21.619,			0.099,			0.099
