#, task_type_id, arrival_time,	estimated_time_t2xlarge,	estimated_time_g3sxlarge,	estimated_time_CLOUD,	execution_time_t2xlarge,	execution_time_g3sxlarge,	execution_time_CLOUD
1,	1,	0.505,			0.953,			1.266,			1.266,			1.218,			0.641,			0.983
2,	2,	47.815,			22.513,			0.099,			0.099,			24.263,			0.099,			0.099
3,	1,	49.661,			1.108,			1.082,			1.082,			1.205,			1.113,			0.727
4,	1,	65.728,			1.053,			0.593,			0.593,			1.336,			1.245,			1.231
5,	1,	69.716,			0.945,			1.027,			1.027,			1.223,			0.692,			0.956
6,	1,	108.069,			0.964,			0.902,			0.902,			1.321,			0.87,			0.914
7,	2,	113.283,			23.741,			0.099,			0.099,			22.177,			0.099,			0.099
8,	2,	126.82,			22.33,			0.099,			0.099,			22.465,			0.099,			0.099
9,	2,	126.864,			22.463,			0.099,			0.099,			24.426,			0.099,			0.099
10,	1,	135.903,			1.248,			1.389,			1.389,			1.802,			1.234,			1.082
11,	1,	136.009,			1.318,			0.956,			0.956,			1.774,			0.614,			0.955
12,	1,	139.131,			1.247,			0.874,			0.874,			1.435,			0.915,			1.446
13,	1,	145.809,			1.227,			0.911,			0.911,			1.012,			1.143,			0.678
14,	2,	173.182,			21.88,			0.099,			0.099,			22.561,			0.099,			0.099
15,	1,	186.134,			1.266,			1.332,			1.332,			1.252,			1.141,			0.756
16,	1,	188.646,			1.335,			0.884,			0.884,			0.976,			1.238,			1.161
17,	2,	195.253,			21.893,			0.099,			0.099,			24.716,			0.099,			0.099
18,	1,	197.18,			2.204,			0.995,			0.995,			2.039,			1.264,			1.396
19,	2,	201.884,			23.443,			0.099,			0.099,			22.051,			0.099,			0.1
20,	1,	208.021,			1.216,			0.746,			0.746,			1.461,			0.986,			0.995
21,	2,	210.409,			22.585,			0.099,			0.099,			23.122,			0.099,			0.099
22,	2,	211.674,			21.936,			0.099,			0.099,			21.448,			0.1,			0.099
23,	2,	211.894,			21.63,			0.099,			0.099,			21.773,			0.099,			0.099
24,	2,	214.834,			21.821,			0.099,			0.099,			22.622,			0.099,			0.099
25,	2,	222.549,			25.105,			0.099,			0.099,			21.823,			0.099,			0.099
26,	2,	224.755,			22.112,			0.1,			0.1,			22.017,			0.099,			0.099
27,	1,	224.962,			1.009,			0.873,			0.873,			1.237,			1.218,			0.926
28,	2,	228.207,			22.74,			0.099,			0.099,			22.018,			0.099,			0.099
29,	1,	231.803,			1.024,			0.995,			0.995,			2.374,			0.611,			0.907
