task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.021,25.17,91.75,99.75,10.17,99.22,25.99,146.3,11.66,23.73,100.03,107.8,10.01,107.02,26.92,168.86,11.7
T1,0.048,27.25,114.05,104.65,10.94,103.85,26.14,147.43,10.75,27.04,114.2,108.26,11.38,111.88,24.9,156.87,9.86
T7,0.271,24.56,107.93,108.12,9.81,112.49,26.74,152.36,9.73,27.75,97.7,99.32,9.53,114.77,27.93,148.22,10.88
T8,0.345,24.66,115.28,103.23,10.26,104.37,24.22,146.24,10.47,27.98,106.58,107.35,11.03,111.7,23.93,155.11,9.98
T5,0.634,25.79,109.64,100.92,9.6,95.14,25.93,162.25,10.86,25.99,101.59,102.76,10.89,98.53,26.65,151.1,10.78
T3,0.644,23.02,106.38,105.32,10.02,94.03,26.32,157.26,11.02,25.87,104.55,102.4,10.17,97.14,25.84,146.28,11.72
T7,0.716,25.65,111.85,107.14,9.82,102.45,24.96,165.63,9.85,26.32,102.19,113.18,10.26,116.79,26.02,152.27,9.9
T7,0.743,28.42,96.22,101.96,10.21,106.72,27.22,171.35,10.65,26.79,97.37,102.79,9.7,116.89,27.22,154.77,10.8
T8,0.788,27.87,118.06,111.15,11.13,115.92,26.5,143.85,10.74,26.15,105.79,108.62,9.46,101.81,27.48,150.28,10.31
T1,0.868,25.01,107.18,104.2,11.46,102.18,26.38,162.77,10.05,26.41,98.01,105.88,9.93,116.04,26.3,159.22,10.72
T10,1.04,27.09,106.65,109.95,11.09,99.88,28.28,153.74,11.68,24.45,103.6,102.55,11.28,107.73,27.34,157.23,10.02
T2,1.061,25.41,107.94,117.14,10.8,102.33,27.31,152.41,10.06,28.28,100.35,105.78,9.61,115.7,24.81,144.29,10.55
