task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.067,1.813,1.137,1.566,0.902
2,0.409,3.435,0.542,3.169,1.176
1,0.469,2.088,0.947,1.489,0.746
2,0.76,2.794,1.302,1.862,0.591
1,0.9,1.025,0.63,1.203,0.632
2,1.272,6.287,0.686,2.434,3.265
2,1.343,5.219,0.855,12.185,1.707
2,1.367,1.899,1.662,6.41,1.807
1,1.629,1.016,0.635,1.265,1.53
2,1.705,5.487,1.701,10.331,0.706
1,4.111,1.822,1.073,1.961,0.971
2,4.92,6.369,1.168,5.698,3.238
2,5.008,2.197,1.312,7.598,1.631
2,5.523,3.194,2.751,11.381,1.031
2,5.585,3.815,3.294,3.943,1.675
1,5.733,1.436,1.158,1.789,0.942
2,5.771,1.862,2.705,2.747,1.156
1,6.808,1.401,0.95,1.242,1.082
1,7.096,1.292,1.242,1.286,0.857
1,7.164,1.541,0.621,1.299,0.841
1,7.476,1.336,0.592,1.224,1.125
2,7.943,1.616,1.506,4.369,0.972
1,8.503,1.99,0.922,1.002,0.819
2,9.35,3.492,0.642,6.039,1.615
1,9.428,1.27,0.927,1.199,1.347
2,9.447,2.472,2.286,9.016,2.039
2,9.752,1.074,1.755,2.587,2.653
2,10.015,2.591,0.873,3.194,2.232
1,10.083,2.043,0.867,1.259,1.209
1,10.399,1.303,0.896,1.758,0.924
2,10.578,11.548,0.924,7.588,1.924
1,10.76,1.777,0.883,1.334,0.617
2,10.793,5.671,1.663,7.584,0.564
1,10.892,1.083,0.804,1.328,0.627
2,11.012,4.07,0.752,3.75,0.894
2,11.139,2.184,1.389,2.578,0.542
1,11.907,1.303,0.853,1.25,0.719
2,12.236,1.95,1.663,6.358,1.601
2,12.25,1.962,1.028,6.133,1.169
1,12.522,2.446,0.843,1.921,0.969
1,13.253,1.424,1.243,1.41,0.914
2,13.904,9.02,1.232,11.381,1.275
1,14.583,1.101,0.591,1.244,0.871
1,14.959,1.403,1.233,1.772,0.612
2,15.287,13.021,1.364,4.028,1.116
1,16.597,1.289,0.924,1.325,0.905
2,17.448,3.649,1.092,2.696,3.238
1,17.56,1.035,0.734,1.801,0.629
2,17.661,1.872,1.296,2.271,1.163
1,17.805,1.304,0.887,1.062,0.913
2,18.134,1.417,0.965,4.899,2.396
