task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.17,2.191,0.898,0.944,1.426
2,0.192,6.15,0.697,3.643,0.531
2,0.212,5.585,1.46,14.09,1.466
2,0.303,3.12,1.626,3.907,0.787
2,0.885,12.444,1.261,7.084,0.745
2,1.183,1.977,0.959,8.781,1.562
1,1.24,2.037,0.952,1.336,0.872
1,2.576,1.456,1.086,1.21,0.88
2,2.947,3.176,0.748,10.367,0.47
2,3.106,8.022,0.697,2.727,1.694
1,3.383,2.459,0.901,1.14,0.73
2,4.312,4.776,2.139,5.748,1.776
1,5.115,1.327,0.918,1.304,0.929
2,5.443,3.297,1.436,2.882,0.959
2,5.558,1.579,1.415,1.939,0.833
1,5.606,1.29,0.845,1.924,0.927
2,6.825,8.05,1.087,11.86,2.838
1,6.848,1.499,0.868,2.261,0.607
2,7.109,2.64,1.695,5.603,1.42
1,7.18,1.311,0.894,1.406,0.619
1,7.479,1.228,0.623,1.436,0.587
2,7.775,2.172,1.37,9.321,2.653
1,7.995,1.219,1.114,2.049,1.25
2,8.714,3.902,2.669,6.635,1.086
1,8.905,1.248,0.904,2.424,1.323
2,9.238,4.76,0.863,3.029,1.522
2,9.531,7.34,1.031,5.094,1.212
2,9.733,3.144,0.973,6.406,2.632
1,10.01,1.468,0.588,1.193,0.879
2,10.256,6.369,3.11,3.443,0.47
2,10.837,3.815,0.476,3.194,2.119
1,10.849,1.087,1.385,1.55,1.549
2,11.006,3.538,1.671,3.923,0.787
2,11.142,8.809,1.334,3.688,0.656
2,11.227,2.637,0.541,4.239,0.856
1,11.726,1.294,0.913,1.778,0.997
1,12.459,0.943,0.611,1.024,0.785
2,13.063,7.377,0.844,3.121,1.549
2,13.66,3.888,1.826,1.579,0.564
1,13.734,2.361,0.917,1.096,0.872
1,13.934,1.325,0.92,2.046,1.434
2,14.025,7.833,1.924,12.079,1.124
2,14.617,3.626,0.822,6.932,1.447
2,14.93,6.41,1.389,2.742,2.78
2,15.165,6.04,0.766,7.573,0.901
2,15.667,5.094,2.366,9.839,1.989
1,16.39,1.124,1.396,1.253,0.856
1,16.991,1.79,1.085,1.243,0.861
2,17.45,8.293,3.071,3.21,1.206
2,17.577,3.161,3.43,1.962,0.941
1,17.762,1.197,0.616,1.183,1.183
2,18.509,12.348,2.447,2.54,1.093
1,18.72,1.41,0.935,1.337,1.131
2,19.089,7.543,2.507,1.603,2.929
2,19.33,3.688,0.682,2.997,1.133
2,19.389,12.106,2.589,2.313,0.759
2,19.567,5.018,1.062,4.132,2.717
2,20.013,11.821,0.71,2.689,0.939
2,20.2,11.459,0.727,2.119,1.335
1,20.368,1.221,0.674,1.257,0.91
1,20.832,1.439,1.377,1.907,0.964
1,20.982,1.014,0.967,1.095,1.093
1,21.283,1.134,1.234,2.374,1.246
1,21.314,1.497,1.231,1.424,0.937
2,21.324,8.478,0.771,3.688,2.048
2,22.19,10.779,1.849,11.458,1.208
2,22.28,3.902,1.117,10.779,3.142
2,22.387,5.814,1.755,4.841,1.087
2,22.792,10.367,0.896,7.543,1.707
2,22.916,3.054,1.17,5.775,3.11
1,22.962,1.204,0.788,1.277,0.607
1,23.195,1.293,1.115,1.096,1.394
1,23.256,1.288,1.246,1.737,0.928
2,23.848,11.493,1.447,1.526,2.429
2,23.984,2.515,1.594,11.905,0.733
2,24.097,4.209,1.755,5.018,0.767
2,24.408,2.241,2.182,2.939,2.249
1,24.979,2.036,1.231,1.288,0.872
1,25.008,2.179,0.86,2.119,0.642
2,25.38,4.327,0.917,3.176,1.605
1,26.449,1.115,0.641,1.224,0.995
1,26.57,1.235,1.128,2.424,1.333
2,27.035,2.881,2.265,3.443,1.062
1,27.669,1.767,0.91,1.926,0.869
2,28.071,4.841,2.416,6.796,2.972
2,28.373,11.134,0.73,2.289,2.139
1,28.552,1.242,0.908,1.07,0.729
1,28.725,1.213,1.12,1.252,0.613
1,28.789,0.964,1.105,1.305,0.957
1,29.359,1.185,0.897,1.269,0.997
2,29.978,2.878,2.911,5.806,1.01
1,29.985,1.803,0.905,1.24,0.946
1,30.587,2.424,0.986,1.423,1.191
1,30.778,1.747,0.903,2.123,0.884
2,31.025,6.153,1.01,2.15,0.812
1,32.244,2.103,0.816,1.423,1.129
2,32.256,3.626,0.74,4.039,1.324
1,32.388,1.28,0.625,0.999,1.123
1,33.083,1.248,0.617,1.288,0.904
2,33.436,11.86,1.301,2.156,1.301
1,33.813,1.961,0.848,1.21,0.611
1,33.919,1.26,1.141,1.41,0.871
1,34.04,1.274,0.73,1.205,0.788
1,34.232,1.248,0.627,1.195,1.344
1,34.824,1.442,1.227,1.032,0.855
2,35.122,4.074,1.787,4.516,0.601
2,35.379,10.367,1.76,8.012,0.941
2,35.418,4.501,2.945,2.637,1.646
1,35.471,1.765,1.388,1.111,0.96
1,35.653,1.418,1.008,1.757,0.945
1,36.046,1.33,1.119,2.059,1.002
2,36.068,6.796,0.557,6.143,0.809
1,36.104,1.253,0.948,0.943,0.869
2,36.117,6.215,0.699,5.487,1.552
1,36.208,2.038,0.624,0.94,0.905
2,36.322,7.46,2.972,5.805,2.603
2,36.884,11.458,0.89,11.518,1.606
1,36.894,1.296,0.933,1.737,0.922
1,36.97,1.005,0.688,1.476,0.587
1,37.869,2.019,0.857,1.351,1.444
2,37.894,2.757,1.541,8.652,0.901
2,38.005,4.76,1.958,5.986,1.76
1,38.101,1.242,0.856,1.288,1.426
2,39.154,2.64,2.84,3.781,0.591
1,39.208,1.486,0.652,1.813,0.833
2,39.518,4.529,2.292,3.379,1.089
2,39.924,1.848,3.58,1.9,0.805
1,39.949,2.087,0.922,1.241,1.257
2,40.243,4.612,0.528,6.475,2.119
2,40.506,3.21,2.929,1.799,1.663
2,41.253,11.42,2.199,9.144,1.072
1,41.267,0.966,0.939,2.038,0.681
2,41.324,4.023,1.352,3.943,1.551
1,41.546,1.038,0.922,1.522,0.788
2,41.804,5.814,1.522,2.634,3.225
2,41.906,13.021,2.048,5.624,2.292
2,42.235,13.326,1.085,3.105,1.613
1,42.575,1.852,0.913,2.435,1.231
1,43.391,1.294,0.779,1.943,1.342
2,43.985,2.567,0.873,6.718,1.644
1,44.492,1.326,1.12,1.752,1.332
1,45.368,2.105,0.92,2.025,0.955
1,45.757,2.01,0.913,1.027,0.623
1,45.902,1.79,0.788,1.305,0.847
2,46.058,8.355,1.062,10.841,1.793
2,47.069,4.041,1.348,3.139,0.791
1,47.127,2.149,0.627,1.51,1.085
2,47.629,2.779,1.5,13.827,0.766
2,48.188,3.907,0.832,6.475,0.661
1,49.252,1.407,0.896,0.943,1.082
2,49.307,12.035,0.715,10.636,0.686
1,49.963,1.102,0.886,1.025,1.085
2,50.123,11.202,0.974,10.841,0.729
2,50.399,4.146,2.119,2.289,0.629
1,50.577,1.249,0.673,1.294,0.957
2,51.014,2.481,1.172,6.475,1.849
2,51.338,4.214,1.943,8.946,0.791
2,52.107,4.935,1.159,11.284,0.766
