task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.064,29.16,1.04,158.6,97.68,5.65,26.21,104.09,157.16,26.8,1.08,154.18,102.66,5.68,27.8,111.96,143.48
T8,0.153,26.54,1.11,155.91,111.5,5.01,24.24,96.69,166.54,26.28,1.14,162.02,102.91,5.8,23.51,101.63,150.95
T8,0.324,26.83,1.17,163.09,104.87,5.71,24.0,101.14,144.93,27.82,1.07,153.04,109.16,4.95,27.81,101.62,167.26
T2,0.33,26.72,1.03,167.75,108.93,5.25,24.9,112.39,166.66,28.65,1.06,158.03,105.52,5.57,25.84,112.75,164.14
T9,0.722,25.76,1.03,168.98,101.38,5.63,26.76,96.26,162.04,27.74,1.09,168.91,103.38,5.67,26.59,106.0,166.52
T1,0.818,23.86,1.09,157.94,98.95,5.19,28.26,109.95,153.63,27.23,0.96,155.18,103.5,5.12,27.01,97.66,153.62
T2,0.875,26.66,0.98,160.37,102.27,5.28,25.79,113.92,152.55,28.99,1.06,149.61,107.97,5.68,26.82,98.26,156.81
T1,0.952,23.4,1.0,145.98,108.33,5.27,28.78,105.66,171.48,25.39,1.02,155.4,95.36,4.93,29.56,104.16,175.68
T5,1.057,27.33,1.06,163.33,101.8,4.72,27.55,95.6,165.89,28.19,1.14,148.18,107.73,4.76,24.83,105.12,156.92
T10,1.085,28.57,0.97,175.9,99.56,4.62,28.06,99.67,153.4,24.94,1.04,167.61,100.98,4.78,27.58,109.9,152.58
T7,1.12,24.51,0.93,146.99,104.19,5.47,26.97,99.92,160.66,27.29,0.94,155.05,105.19,5.42,27.67,110.77,173.15
T10,1.155,26.5,1.05,166.48,97.53,4.7,25.53,111.38,152.63,25.6,1.0,156.65,98.34,5.45,27.78,106.59,168.27
T7,1.214,26.3,1.03,156.67,100.31,4.84,29.16,107.9,158.41,26.02,1.05,150.84,112.37,5.2,28.54,114.37,151.91
T9,1.222,26.56,1.01,153.15,105.54,5.88,25.48,101.24,165.68,25.18,1.06,163.79,109.01,5.63,23.52,93.94,168.01
T5,1.232,29.24,0.98,151.49,115.67,5.4,25.58,105.17,152.67,29.1,1.14,148.44,102.13,5.59,28.14,108.33,167.02
T3,1.253,27.88,0.97,143.43,101.74,5.11,27.37,99.48,165.27,28.89,1.02,146.47,112.39,4.96,26.74,100.52,166.41
T6,1.271,27.6,1.02,147.25,113.99,4.93,26.42,101.72,146.47,26.1,1.09,138.76,117.16,5.55,28.46,115.53,154.55
