task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
1,0.211,2.571,1.79,4.108,0.845,2.531,1.521,4.17,0.863
1,0.853,2.427,1.706,4.075,0.807,2.226,1.785,3.981,0.692
1,0.889,2.581,1.958,3.816,0.687,1.972,1.689,4.753,0.738
2,1.07,2.526,2.078,3.828,0.744,2.285,1.557,4.541,0.797
1,1.672,2.558,1.969,4.072,0.723,1.902,1.655,4.013,0.766
1,2.051,2.592,1.801,4.674,0.738,2.146,1.506,4.666,0.768
1,2.402,2.419,1.704,4.698,0.803,2.286,1.687,3.832,0.715
2,2.925,2.617,1.912,4.978,0.75,2.573,1.852,4.331,1.018
1,3.01,2.285,1.722,4.517,0.689,2.074,1.432,3.605,0.86
1,3.059,2.104,1.948,3.729,0.631,2.433,1.714,4.477,0.668
1,3.173,2.066,1.615,4.671,0.724,2.55,1.77,5.008,0.858
1,3.28,1.923,1.48,4.402,0.625,2.576,1.977,4.567,0.766
1,4.563,2.476,1.412,4.611,0.752,2.332,1.676,5.008,0.716
1,6.278,2.316,1.519,4.408,0.633,2.197,1.769,3.625,0.615
2,6.596,1.89,1.528,4.18,0.868,2.397,1.519,4.936,0.815
1,6.717,2.414,1.837,4.013,0.801,2.042,1.545,5.095,0.66
1,7.045,2.374,1.611,4.556,0.79,2.491,1.959,4.34,0.863
1,7.589,2.245,1.492,4.878,0.842,2.315,1.55,4.36,0.832
1,7.699,2.441,1.825,3.881,0.672,1.894,1.677,4.663,0.859
1,8.252,2.602,1.959,5.067,0.634,1.954,1.463,4.616,0.65
2,10.478,2.269,2.143,4.245,0.998,2.192,1.512,3.864,0.923
1,11.048,2.484,1.566,4.816,0.746,2.343,1.76,4.916,0.711
1,11.173,2.362,1.494,4.431,0.74,2.173,1.962,4.723,0.759
1,11.759,2.104,1.746,4.43,0.789,2.612,1.9,3.785,0.702
2,12.249,2.037,1.512,4.245,0.766,2.2,2.071,4.478,0.741
1,12.667,2.521,1.445,4.076,0.738,1.872,1.755,4.354,0.816
2,13.903,2.386,2.14,4.993,0.975,2.492,1.959,4.268,0.966
2,15.47,2.416,1.629,4.674,0.944,1.943,1.619,3.978,0.782
1,16.121,2.414,1.907,4.429,0.734,2.388,1.869,3.706,0.669
1,17.419,2.04,1.417,4.009,0.674,1.854,1.473,3.968,0.757
1,17.49,2.388,1.646,4.88,0.826,2.456,1.647,3.628,0.634
2,17.67,2.408,1.859,4.556,0.814,2.58,1.555,4.64,0.726
2,18.406,2.628,2.046,4.365,0.719,2.277,1.688,4.44,0.719
1,19.223,2.088,1.531,4.479,0.655,1.886,1.603,4.39,0.853
1,19.516,2.251,1.866,4.784,0.734,1.886,1.774,4.311,0.647
1,19.593,2.193,1.662,4.38,0.807,2.238,1.987,4.275,0.623
1,20.092,2.571,1.647,4.977,0.649,2.119,1.605,4.044,0.862
1,20.112,1.857,1.946,5.112,0.791,2.177,1.927,4.772,0.638
1,20.154,2.157,1.423,4.027,0.79,2.309,1.555,4.915,0.729
1,20.265,2.01,1.506,4.236,0.796,2.472,1.577,4.999,0.61
1,20.351,2.006,1.958,4.364,0.766,1.922,1.819,4.504,0.824
1,20.669,2.412,1.591,3.946,0.621,2.024,1.723,3.61,0.76
2,20.69,1.888,1.569,4.978,0.73,2.542,1.964,4.275,0.97
2,20.714,1.926,1.867,4.135,0.852,2.408,1.603,4.658,0.908
1,21.415,2.298,1.821,4.338,0.627,2.177,1.603,4.871,0.662
1,21.466,2.274,1.812,4.449,0.691,1.929,1.773,3.668,0.737
1,21.542,2.019,1.85,3.654,0.633,2.382,1.951,4.196,0.72
1,22.134,2.328,1.799,4.677,0.82,2.049,1.408,3.661,0.658
1,23.013,2.254,1.8,4.038,0.655,2.476,1.92,4.901,0.854
1,23.02,2.133,1.512,4.083,0.776,2.301,1.855,4.146,0.76
1,23.595,2.078,1.423,4.843,0.633,1.991,1.628,4.694,0.668
2,24.311,2.301,1.612,3.789,0.937,1.888,1.88,4.64,0.961
2,24.385,2.243,1.699,5.127,0.73,2.591,1.921,4.894,0.981
1,25.316,1.899,1.824,3.748,0.622,1.904,1.952,4.969,0.703
1,25.884,2.017,1.885,4.639,0.833,2.171,1.743,4.079,0.633
1,26.481,2.315,1.441,4.225,0.836,2.324,1.675,4.878,0.834
2,27.755,2.611,2.032,4.584,0.749,2.548,2.137,4.394,0.808
2,29.041,2.227,1.956,4.76,0.758,1.944,1.665,3.826,0.999
1,29.383,1.988,1.958,4.204,0.851,2.571,1.811,4.491,0.614
1,29.82,2.531,1.739,4.816,0.614,2.063,1.603,4.843,0.771
1,29.826,2.475,1.654,4.999,0.671,2.011,1.815,4.639,0.661
1,30.439,2.592,1.489,4.597,0.76,2.011,1.783,4.165,0.716
2,31.068,2.276,1.746,5.127,0.85,2.428,2.069,4.884,0.876
1,31.103,2.179,1.514,4.233,0.617,2.604,1.869,4.945,0.854
1,31.287,2.327,1.943,4.82,0.667,2.019,1.962,4.354,0.818
1,31.296,2.548,1.809,4.19,0.813,2.379,1.967,4.477,0.695
1,33.057,2.575,1.844,4.331,0.703,2.387,1.515,4.454,0.807
1,33.367,2.21,1.438,4.051,0.711,1.936,1.653,4.455,0.737
1,33.978,2.302,1.433,4.775,0.688,2.474,1.73,3.939,0.835
1,34.49,2.142,1.438,4.414,0.851,2.591,1.467,4.349,0.847
1,35.001,2.015,1.652,4.081,0.811,2.597,1.522,4.405,0.707
1,35.462,2.263,1.696,4.938,0.678,2.162,1.598,4.616,0.676
1,35.921,2.225,1.673,4.714,0.797,2.049,1.916,4.364,0.638
1,36.123,2.391,1.552,4.006,0.676,2.45,1.663,3.8,0.661
2,37.294,1.985,1.555,4.268,0.921,1.916,1.553,3.766,0.964
1,37.439,2.078,1.743,4.988,0.809,2.542,1.439,3.711,0.683
1,39.486,2.559,1.735,3.895,0.853,2.15,1.647,4.379,0.828
1,39.657,2.563,1.881,4.633,0.751,1.857,1.794,4.611,0.751
1,39.761,1.899,1.501,4.933,0.676,2.566,1.675,4.852,0.789
2,39.88,2.182,1.74,4.144,0.998,2.324,1.985,4.306,0.765
1,40.327,2.108,1.931,3.937,0.739,2.087,1.704,4.454,0.859
1,40.654,2.53,1.556,4.759,0.765,2.362,1.434,4.624,0.827
2,40.691,2.128,1.681,4.287,0.91,2.134,1.739,4.97,1.017
1,41.225,2.286,1.62,4.978,0.61,2.231,1.872,4.492,0.61
1,41.713,2.163,1.898,3.623,0.758,1.997,1.8,4.992,0.667
2,41.733,2.045,1.965,4.587,0.719,2.549,1.74,4.851,0.995
2,43.988,2.612,1.543,3.997,0.75,2.035,2.014,3.958,0.968
2,44.353,1.89,1.69,3.648,0.812,2.624,1.578,5.011,0.886
1,44.476,2.597,1.622,4.085,0.672,1.899,1.639,3.765,0.76
2,44.697,2.15,1.649,4.398,0.961,2.332,1.606,4.933,0.98
2,45.21,2.597,1.982,3.77,0.724,1.892,1.987,3.958,0.728
1,45.955,2.346,1.512,4.051,0.647,2.479,1.963,4.999,0.816
2,46.076,2.459,1.805,4.838,0.866,2.079,1.765,4.784,0.749
2,46.951,1.914,2.071,4.383,0.913,2.169,1.519,4.162,0.837
2,47.936,2.122,1.966,4.527,0.737,2.102,1.83,4.472,0.724
1,48.787,2.185,1.825,4.045,0.824,2.1,1.498,4.861,0.785
1,48.825,2.559,1.608,3.839,0.611,1.902,1.743,3.866,0.859
2,48.944,2.136,1.917,5.063,0.733,2.298,2.007,4.626,0.735
1,49.072,2.029,1.9,4.267,0.703,2.287,1.882,4.508,0.665
1,49.256,2.173,1.836,4.617,0.848,2.074,1.538,4.778,0.761
2,49.299,2.004,1.556,4.406,0.89,2.592,1.978,4.06,0.964
2,50.519,2.368,1.561,4.29,0.812,2.209,2.069,4.695,0.822
1,51.379,2.327,1.439,3.61,0.711,2.234,1.914,5.099,0.716
1,52.002,2.215,1.746,4.219,0.769,2.412,1.44,4.138,0.843
2,52.221,2.412,2.141,3.785,0.854,2.614,2.006,4.527,0.938
1,52.665,2.511,1.891,3.832,0.81,2.215,1.844,4.554,0.734
2,52.724,2.004,1.688,4.578,0.933,2.221,1.765,5.05,0.808
1,52.873,1.89,1.675,4.88,0.782,2.351,1.962,4.346,0.849
2,53.201,2.132,1.963,4.42,0.995,2.644,1.512,4.989,0.803
1,53.884,2.238,1.79,3.605,0.847,2.456,1.654,4.718,0.646
1,54.249,2.316,1.463,4.901,0.74,2.53,1.955,4.746,0.619
2,54.559,2.498,1.643,4.14,0.76,2.078,1.719,5.111,0.797
1,54.671,2.465,1.669,4.115,0.692,1.979,1.41,4.29,0.752
1,55.179,2.175,1.845,4.347,0.724,2.478,1.762,3.698,0.78
1,55.714,2.081,1.445,5.077,0.707,2.612,1.651,5.043,0.834
1,56.906,2.04,1.703,4.912,0.863,2.59,1.782,4.824,0.843
1,57.115,2.59,1.462,3.608,0.633,2.521,1.771,4.689,0.651
2,57.158,2.333,1.519,4.9,1.007,2.484,1.62,5.01,0.83
1,57.248,2.584,1.738,4.609,0.616,2.468,1.73,4.851,0.712
1,57.537,2.145,1.864,4.645,0.632,2.54,1.711,4.354,0.788
1,57.949,2.251,1.51,4.031,0.766,2.27,1.729,4.469,0.695
1,57.95,2.359,1.978,3.888,0.81,2.146,1.434,4.946,0.698
1,58.074,2.24,1.654,4.052,0.704,2.444,1.459,4.511,0.702
2,58.189,2.425,1.625,3.984,0.792,2.416,1.712,4.837,0.752
1,58.735,2.273,1.744,3.858,0.703,2.329,1.49,4.919,0.667
2,59.625,1.876,2.056,4.993,0.795,2.422,1.718,4.643,0.851
1,59.679,2.278,1.907,4.43,0.836,2.146,1.549,4.553,0.786
2,59.689,2.31,1.567,4.252,0.804,2.494,1.609,4.451,0.984
1,60.066,2.31,1.408,3.803,0.829,1.86,1.656,4.046,0.638
1,60.149,2.248,1.779,3.901,0.843,2.106,1.674,4.986,0.851
1,60.933,2.298,1.522,4.833,0.693,2.07,1.868,4.64,0.768
1,60.952,2.431,1.88,5.07,0.667,2.491,1.442,3.838,0.659
1,61.289,2.339,1.847,4.564,0.858,2.431,1.863,3.946,0.826
1,61.436,2.505,1.682,3.673,0.636,1.856,1.879,3.667,0.83
2,61.443,1.926,1.99,4.313,1.006,2.222,2.085,3.652,0.75
1,61.586,2.511,1.516,4.749,0.702,2.562,1.44,4.31,0.66
