#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,2,128.0,0.48,12.375,1.412,1.412,14.357,1.3,1.288
2,2,154.0,0.581,16.135,1.289,1.289,11.066,1.066,1.135
3,2,34.0,1.993,13.739,1.007,1.007,12.955,1.126,1.294
4,2,228.0,2.501,10.828,1.484,1.484,11.963,1.46,1.204
5,2,80.0,2.792,16.296,1.546,1.546,16.463,1.661,1.129
6,2,250.0,4.713,16.015,1.679,1.679,13.255,1.33,1.217
7,1,6.0,5.426,1.923,0.217,0.217,1.529,0.478,0.194
8,2,185.0,8.961,13.188,1.612,1.612,13.402,1.155,1.157
9,2,208.0,9.202,13.01,1.368,1.368,15.539,1.436,1.009
10,2,89.0,10.139,14.542,1.313,1.313,13.774,1.606,1.092
11,2,155.0,10.588,11.503,1.427,1.427,11.514,1.164,1.299
12,2,96.0,11.363,12.15,1.249,1.249,10.553,1.293,1.15
13,2,131.0,12.071,10.334,1.033,1.033,10.216,1.008,1.172
14,1,95.0,14.18,1.187,0.136,0.136,1.385,0.17,0.123
15,2,235.0,15.916,11.531,1.16,1.16,11.447,1.345,1.13
16,2,82.0,16.867,14.735,1.21,1.21,12.792,1.031,1.106
17,1,10.0,18.996,3.857,0.402,0.402,3.093,0.43,0.192
18,2,48.0,19.407,16.556,1.269,1.269,13.712,1.484,1.175
19,2,141.0,20.99,16.886,1.372,1.372,15.201,1.204,1.106
20,2,257.0,22.878,12.766,1.33,1.33,16.724,1.112,1.186
21,2,181.0,23.773,11.098,1.569,1.569,12.872,1.566,1.246
22,1,90.0,24.727,4.262,0.224,0.224,3.331,0.42,0.205
23,1,13.0,26.239,4.184,0.238,0.238,3.453,0.107,0.121
24,2,95.0,27.428,13.493,1.324,1.324,15.476,1.535,1.029
25,2,113.0,32.635,15.52,1.535,1.535,13.024,1.505,1.064
26,1,120.0,34.374,2.942,0.146,0.146,1.597,0.5,0.22
27,1,169.0,34.979,1.867,0.294,0.294,3.974,0.308,0.21
28,2,179.0,35.339,16.648,1.515,1.515,12.927,1.071,1.24
29,2,132.0,35.411,13.778,1.254,1.254,16.714,1.298,1.082
30,1,59.0,37.456,4.204,0.234,0.234,1.86,0.454,0.168
31,1,7.0,37.603,1.428,0.313,0.313,3.726,0.266,0.173
32,1,6.0,39.128,2.192,0.469,0.469,4.281,0.121,0.138
33,2,116.0,39.667,15.156,1.059,1.059,10.24,1.618,1.07
34,1,44.0,39.802,2.814,0.183,0.183,1.614,0.39,0.143
35,2,170.0,40.633,10.03,1.384,1.384,12.932,1.535,1.129
36,1,146.0,40.985,3.754,0.149,0.149,1.426,0.495,0.229
37,1,103.0,42.138,3.912,0.445,0.445,2.316,0.282,0.169
38,1,10.0,42.16,3.44,0.149,0.149,4.42,0.225,0.226
39,1,7.0,42.444,2.126,0.427,0.427,2.399,0.2,0.122
40,1,44.0,42.744,2.487,0.136,0.136,4.139,0.367,0.188
41,2,153.0,43.291,14.598,1.005,1.005,11.54,1.149,1.197
42,1,16.0,44.109,1.5,0.496,0.496,2.816,0.16,0.216
43,2,168.0,45.783,10.5,1.623,1.623,14.328,1.266,1.19
44,1,13.0,46.312,4.224,0.149,0.149,4.338,0.418,0.189
45,2,64.0,46.475,13.318,1.143,1.143,15.974,1.63,1.054
46,1,387.0,47.973,1.173,0.197,0.197,3.239,0.487,0.186
47,1,59.0,48.267,1.535,0.199,0.199,1.287,0.123,0.231
48,2,103.0,49.859,14.26,1.611,1.611,12.083,1.046,1.128
49,1,7.0,49.943,3.82,0.403,0.403,4.414,0.121,0.171
50,2,221.0,50.794,16.833,1.088,1.088,16.537,1.397,1.135
51,2,262.0,51.559,12.766,1.526,1.526,16.66,1.399,1.267
52,1,559.0,52.358,4.324,0.252,0.252,2.41,0.368,0.17
53,2,208.0,52.607,10.033,1.33,1.33,11.643,1.563,1.074
54,2,183.0,52.749,13.858,1.218,1.218,14.902,1.48,1.257
55,2,150.0,53.406,13.662,1.023,1.023,11.405,1.163,1.059
56,2,159.0,53.895,11.615,1.486,1.486,11.03,1.073,1.007
57,1,447.0,55.174,1.562,0.149,0.149,1.155,0.351,0.197
58,1,44.0,56.005,3.177,0.483,0.483,1.678,0.144,0.15
59,2,309.0,56.381,10.152,1.488,1.488,16.829,1.56,1.07
60,1,7.0,57.404,3.428,0.298,0.298,2.1,0.257,0.108
61,1,28.0,57.741,2.103,0.213,0.213,1.971,0.278,0.138
62,1,7.0,57.897,1.258,0.406,0.406,1.026,0.225,0.109
63,1,169.0,57.964,3.334,0.229,0.229,1.708,0.173,0.148
64,1,498.0,58.152,2.399,0.178,0.178,1.007,0.33,0.246
65,1,146.0,59.777,2.938,0.38,0.38,1.741,0.368,0.142
66,1,169.0,61.213,1.315,0.496,0.496,1.216,0.215,0.221
67,1,28.0,62.092,4.014,0.128,0.128,2.995,0.132,0.201
68,2,200.0,62.909,16.806,1.473,1.473,16.229,1.129,1.064
69,2,195.0,63.217,10.797,1.679,1.679,10.106,1.66,1.258
70,2,177.0,63.905,16.265,1.294,1.294,11.265,1.352,1.2
71,1,6.0,64.19,2.835,0.253,0.253,3.529,0.217,0.138
72,2,120.0,64.349,10.381,1.12,1.12,12.438,1.483,1.202
73,1,559.0,64.534,4.281,0.292,0.292,3.576,0.434,0.22
74,1,6.0,64.835,3.424,0.159,0.159,1.292,0.325,0.227
75,1,103.0,65.105,2.527,0.157,0.157,4.25,0.204,0.165
76,2,155.0,65.271,14.088,1.562,1.562,13.687,1.29,1.251
77,1,7.0,65.587,2.221,0.103,0.103,1.304,0.205,0.152
78,2,129.0,65.8,14.921,1.018,1.018,14.624,1.345,1.095
79,1,387.0,66.042,1.057,0.223,0.223,4.077,0.496,0.13
80,1,59.0,66.177,4.229,0.149,0.149,3.561,0.417,0.2
81,1,157.0,66.219,3.233,0.149,0.149,4.217,0.27,0.196
82,2,174.0,66.518,12.923,1.081,1.081,15.9,1.548,1.17
83,2,108.0,66.561,16.625,1.025,1.025,14.285,1.423,1.219
84,1,387.0,66.881,2.996,0.485,0.485,3.829,0.409,0.212
85,2,138.0,67.497,10.674,1.569,1.569,13.574,1.483,1.139
86,1,120.0,68.5,2.854,0.46,0.46,3.246,0.204,0.212
87,1,214.0,69.086,2.552,0.326,0.326,1.3,0.255,0.117
88,1,103.0,69.123,4.208,0.303,0.303,3.692,0.208,0.216
89,1,90.0,69.32,1.632,0.491,0.491,2.839,0.286,0.208
90,2,79.0,69.813,14.598,1.164,1.164,15.078,1.594,1.035
91,2,210.0,69.914,11.169,1.215,1.215,10.608,1.315,1.272
92,1,44.0,70.964,2.791,0.123,0.123,3.449,0.17,0.244
93,1,90.0,71.071,2.119,0.147,0.147,2.836,0.258,0.162
94,1,512.0,71.374,3.279,0.19,0.19,3.917,0.492,0.212
95,1,103.0,72.015,1.804,0.103,0.103,2.131,0.278,0.25
96,1,7.0,72.651,2.537,0.337,0.337,4.094,0.354,0.231
97,1,559.0,72.813,2.413,0.175,0.175,1.925,0.318,0.213
98,2,188.0,72.969,12.387,1.018,1.018,16.041,1.698,1.161
99,1,16.0,73.394,2.303,0.432,0.432,2.624,0.42,0.236
100,2,111.0,73.86,10.556,1.117,1.117,16.041,1.57,1.085
101,1,90.0,73.891,1.099,0.332,0.332,1.013,0.428,0.135
102,1,95.0,73.926,1.19,0.18,0.18,1.042,0.23,0.182
103,1,28.0,73.973,1.958,0.326,0.326,2.71,0.307,0.231
104,2,176.0,74.224,11.191,1.051,1.051,14.764,1.635,1.128
105,1,49.0,74.323,3.53,0.363,0.363,3.82,0.38,0.162
106,1,498.0,74.457,4.142,0.147,0.147,1.515,0.356,0.244
107,1,146.0,74.787,3.077,0.397,0.397,3.434,0.144,0.219
108,2,228.0,75.388,12.115,1.686,1.686,10.369,1.066,1.268
109,1,44.0,75.443,2.1,0.458,0.458,4.123,0.343,0.228
110,1,379.0,75.59,2.578,0.131,0.131,2.578,0.225,0.19
111,1,120.0,75.67,2.679,0.343,0.343,3.741,0.121,0.229
112,2,179.0,76.448,12.398,1.549,1.549,14.334,1.04,1.113
113,2,179.0,76.827,13.333,1.653,1.653,16.594,1.08,1.113
114,2,298.0,77.164,16.844,1.069,1.069,13.055,1.599,1.106
115,2,172.0,77.518,12.115,1.348,1.348,15.795,1.427,1.284
116,2,156.0,77.873,14.574,1.637,1.637,10.902,1.256,1.219
117,1,103.0,78.555,3.473,0.118,0.118,1.806,0.292,0.191
118,1,379.0,78.66,3.353,0.443,0.443,4.212,0.348,0.137
119,1,28.0,78.889,1.893,0.296,0.296,1.894,0.428,0.126
120,2,136.0,78.924,10.131,1.256,1.256,13.786,1.386,1.258
121,2,99.0,79.317,15.399,1.3,1.3,11.06,1.56,1.074
122,1,7.0,79.451,2.865,0.1,0.1,2.272,0.117,0.151
123,1,44.0,79.482,1.417,0.133,0.133,1.615,0.168,0.162
124,1,13.0,81.106,1.871,0.12,0.12,1.677,0.5,0.165
125,1,7.0,81.368,1.95,0.422,0.422,3.071,0.213,0.239
126,2,179.0,81.917,11.992,1.641,1.641,16.454,1.498,1.259
127,2,182.0,82.068,13.106,1.533,1.533,13.859,1.076,1.197
128,1,157.0,82.895,1.021,0.421,0.421,3.871,0.434,0.176
129,1,28.0,84.07,2.799,0.499,0.499,2.54,0.476,0.229
130,1,120.0,84.594,1.847,0.487,0.487,1.288,0.293,0.105
131,1,49.0,85.128,2.745,0.109,0.109,2.247,0.282,0.155
132,1,28.0,85.259,2.442,0.25,0.25,3.295,0.158,0.206
133,1,214.0,85.289,2.644,0.156,0.156,2.74,0.486,0.142
134,2,203.0,85.467,16.293,1.2,1.2,11.514,1.063,1.216
135,1,387.0,85.579,1.677,0.18,0.18,4.292,0.451,0.109
136,1,379.0,85.738,3.299,0.144,0.144,2.363,0.481,0.193
137,1,498.0,85.797,4.272,0.445,0.445,2.812,0.377,0.188
138,1,44.0,85.958,4.281,0.169,0.169,4.106,0.221,0.184
139,1,7.0,86.818,1.109,0.209,0.209,1.394,0.142,0.224
140,1,7.0,87.014,3.7,0.168,0.168,1.515,0.109,0.143
141,1,157.0,87.061,3.15,0.27,0.27,3.968,0.419,0.134
142,1,6.0,87.155,2.767,0.121,0.121,3.992,0.376,0.137
143,1,447.0,87.28,4.14,0.472,0.472,1.894,0.15,0.107
144,1,59.0,87.515,3.669,0.384,0.384,3.985,0.44,0.25
145,1,146.0,87.567,2.394,0.234,0.234,1.427,0.313,0.201
146,1,214.0,87.842,2.468,0.258,0.258,1.547,0.266,0.188
147,1,7.0,88.16,1.561,0.397,0.397,3.528,0.384,0.132
148,1,157.0,89.428,2.74,0.484,0.484,2.889,0.336,0.141
149,1,10.0,89.534,3.388,0.31,0.31,1.161,0.279,0.185
150,1,7.0,89.671,4.212,0.265,0.265,3.32,0.123,0.161
151,1,7.0,89.771,2.746,0.146,0.146,4.25,0.383,0.186
152,1,447.0,89.843,1.581,0.1,0.1,1.377,0.231,0.197
153,1,157.0,89.989,1.299,0.432,0.432,1.925,0.166,0.138
154,1,28.0,90.324,4.184,0.17,0.17,1.8,0.222,0.149
155,2,93.0,90.33,10.029,1.55,1.55,11.405,1.514,1.098
156,1,498.0,90.371,1.141,0.244,0.244,1.925,0.384,0.241
157,1,498.0,90.847,3.82,0.327,0.327,2.854,0.185,0.121
158,1,146.0,91.059,2.865,0.122,0.122,3.633,0.271,0.224
159,1,103.0,91.983,3.728,0.261,0.261,1.886,0.407,0.191
160,1,28.0,92.405,2.81,0.268,0.268,4.265,0.427,0.236
161,2,159.0,93.232,12.326,1.447,1.447,16.219,1.305,1.267
162,1,214.0,93.468,2.556,0.496,0.496,1.738,0.293,0.167
163,1,6.0,94.057,4.329,0.385,0.385,2.938,0.222,0.142
164,1,44.0,94.093,3.926,0.263,0.263,3.849,0.457,0.215
165,1,157.0,94.133,2.812,0.482,0.482,2.631,0.104,0.121
166,2,107.0,94.267,11.098,1.426,1.426,11.088,1.534,1.296
167,1,7.0,94.511,1.485,0.241,0.241,3.248,0.168,0.127
168,1,103.0,94.573,3.857,0.247,0.247,3.246,0.372,0.191
169,1,379.0,94.742,3.449,0.107,0.107,1.86,0.334,0.124
170,1,49.0,95.086,3.948,0.197,0.197,1.814,0.477,0.135
171,1,103.0,95.547,1.418,0.323,0.323,2.68,0.229,0.168
172,1,7.0,95.688,3.05,0.146,0.146,1.057,0.166,0.17
173,1,120.0,95.813,4.099,0.221,0.221,2.131,0.491,0.153
174,1,157.0,95.879,2.575,0.301,0.301,1.283,0.177,0.214
175,1,169.0,95.982,3.281,0.409,0.409,1.021,0.211,0.202
176,1,379.0,95.993,3.243,0.244,0.244,3.693,0.49,0.12
177,1,44.0,96.164,1.974,0.313,0.313,3.44,0.193,0.155
178,1,6.0,96.582,2.886,0.116,0.116,3.642,0.441,0.169
179,1,44.0,96.742,1.977,0.335,0.335,1.672,0.225,0.248
180,1,44.0,96.777,4.36,0.195,0.195,3.189,0.126,0.155
181,1,16.0,96.785,1.806,0.244,0.244,3.295,0.207,0.173
182,1,559.0,96.923,4.432,0.132,0.132,4.017,0.36,0.173
183,1,16.0,97.018,1.422,0.399,0.399,1.971,0.478,0.223
184,1,126.0,97.026,1.004,0.231,0.231,4.272,0.182,0.242
185,1,44.0,97.083,2.916,0.443,0.443,2.204,0.409,0.169
186,1,559.0,97.35,2.112,0.356,0.356,4.123,0.102,0.148
187,1,387.0,97.437,4.291,0.36,0.36,2.072,0.36,0.13
188,1,126.0,97.463,3.561,0.233,0.233,2.339,0.223,0.2
189,1,126.0,97.627,3.886,0.327,0.327,2.74,0.46,0.221
190,1,95.0,98.089,4.337,0.459,0.459,4.171,0.209,0.24
191,1,16.0,98.794,2.282,0.301,0.301,3.667,0.317,0.186
192,1,90.0,98.814,2.631,0.333,0.333,2.536,0.184,0.236
193,1,512.0,98.992,4.039,0.495,0.495,3.453,0.367,0.169
194,1,28.0,99.272,4.109,0.251,0.251,3.029,0.415,0.231
195,2,169.0,99.748,15.201,1.091,1.091,16.424,1.398,1.024
196,1,559.0,99.953,4.324,0.256,0.256,1.925,0.205,0.215
197,1,157.0,100.005,3.227,0.286,0.286,1.288,0.337,0.241
