#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,2,148.0,1.537,14.334,1.153,1.153,13.018,1.185,1.185
2,2,130.0,2.377,15.122,1.681,1.681,10.247,1.149,1.239
3,2,110.0,2.431,12.806,1.593,1.593,12.279,1.269,1.061
4,2,230.0,3.353,15.696,1.384,1.384,13.171,1.077,1.058
5,2,150.0,5.219,16.291,1.132,1.132,14.511,1.447,1.219
6,2,136.0,5.987,13.01,1.614,1.614,11.643,1.073,1.136
7,2,121.0,12.605,16.852,1.334,1.334,11.662,1.271,1.25
8,2,199.0,13.041,13.765,1.681,1.681,14.843,1.294,1.24
9,2,109.0,13.25,12.927,1.174,1.174,16.578,1.239,1.223
10,2,104.0,15.573,14.624,1.539,1.539,14.256,1.331,1.092
11,2,81.0,18.08,13.913,1.615,1.615,16.299,1.618,1.096
12,2,112.0,20.323,16.146,1.386,1.386,13.255,1.151,1.128
13,1,95.0,21.842,1.867,0.434,0.434,3.996,0.104,0.169
14,2,139.0,23.902,16.175,1.266,1.266,11.615,1.173,1.284
15,2,95.0,24.366,16.831,1.113,1.113,13.255,1.201,1.017
16,2,95.0,26.058,12.827,1.388,1.388,12.975,1.385,1.164
17,2,136.0,27.299,16.293,1.051,1.051,13.09,1.063,1.065
18,1,59.0,27.52,3.926,0.275,0.275,2.865,0.197,0.202
19,2,182.0,27.603,13.302,1.304,1.304,15.283,1.268,1.161
20,2,101.0,27.833,12.251,1.494,1.494,15.478,1.546,1.197
21,1,7.0,27.989,3.189,0.122,0.122,1.093,0.475,0.114
22,2,252.0,29.21,12.254,1.641,1.641,15.974,1.375,1.108
23,1,28.0,31.847,2.012,0.202,0.202,1.672,0.154,0.118
24,2,209.0,32.413,12.373,1.501,1.501,11.098,1.692,1.19
25,2,306.0,32.73,13.244,1.559,1.559,13.305,1.398,1.049
26,2,131.0,33.437,16.729,1.559,1.559,12.931,1.426,1.1
27,1,379.0,33.628,1.428,0.116,0.116,1.286,0.225,0.154
28,2,154.0,33.766,10.137,1.623,1.623,11.122,1.582,1.284
29,2,47.0,34.029,10.213,1.355,1.355,15.856,1.33,1.281
30,2,114.0,34.086,12.004,1.372,1.372,13.606,1.624,1.054
31,2,79.0,34.183,12.577,1.569,1.569,10.142,1.254,1.037
32,1,7.0,35.661,2.954,0.356,0.356,1.205,0.44,0.12
33,2,289.0,37.478,12.217,1.609,1.609,13.226,1.18,1.146
34,2,184.0,38.726,12.681,1.393,1.393,13.606,1.559,1.211
35,2,83.0,39.076,12.429,1.117,1.117,11.654,1.324,1.091
36,2,146.0,40.16,13.335,1.209,1.209,10.359,1.018,1.082
37,2,133.0,40.587,13.861,1.694,1.694,10.109,1.582,1.156
38,2,206.0,40.843,11.965,1.609,1.609,15.815,1.456,1.223
39,2,90.0,43.553,14.607,1.39,1.39,12.434,1.078,1.286
40,1,28.0,43.682,1.646,0.451,0.451,3.864,0.264,0.142
41,1,146.0,44.115,1.9,0.226,0.226,2.197,0.219,0.177
42,1,59.0,44.622,2.154,0.487,0.487,3.125,0.38,0.231
43,1,28.0,46.2,3.612,0.409,0.409,1.872,0.387,0.202
44,1,387.0,46.386,2.324,0.197,0.197,3.535,0.111,0.126
45,1,28.0,48.216,1.088,0.49,0.49,3.054,0.336,0.201
46,1,512.0,48.3,1.907,0.471,0.471,2.556,0.318,0.126
47,2,67.0,48.755,15.439,1.644,1.644,10.915,1.554,1.141
48,2,171.0,49.351,12.475,1.412,1.412,13.68,1.025,1.064
49,2,200.0,49.881,15.907,1.554,1.554,16.146,1.55,1.047
50,2,138.0,50.139,12.109,1.173,1.173,14.099,1.369,1.016
51,1,7.0,50.185,1.062,0.176,0.176,1.516,0.478,0.19
52,1,447.0,51.618,1.898,0.146,0.146,3.895,0.322,0.17
53,2,160.0,51.736,11.084,1.569,1.569,10.041,1.438,1.064
54,1,103.0,52.909,1.193,0.105,0.105,3.031,0.46,0.141
55,1,169.0,53.267,1.089,0.374,0.374,2.258,0.343,0.163
56,2,139.0,53.8,12.88,1.239,1.239,10.718,1.143,1.109
57,1,512.0,53.829,2.024,0.302,0.302,2.441,0.371,0.107
58,1,6.0,54.733,1.55,0.471,0.471,3.288,0.324,0.13
59,1,44.0,54.963,2.292,0.23,0.23,1.772,0.395,0.226
60,2,204.0,55.254,11.443,1.197,1.197,16.214,1.18,1.265
61,2,257.0,55.311,13.885,1.094,1.094,16.291,1.045,1.078
62,2,162.0,55.374,15.125,1.42,1.42,16.219,1.263,1.129
63,2,92.0,55.601,13.203,1.417,1.417,10.216,1.676,1.173
64,2,223.0,55.897,13.228,1.501,1.501,14.08,1.676,1.294
65,1,7.0,56.89,1.468,0.228,0.228,1.286,0.326,0.124
