task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
4,0.088,9.68,97.82,102.42,108.98,107.91,103.74,99.86,1.08,10.02,109.1,103.67,96.19,106.86,115.11,103.49,1.12
3,0.407,10.75,105.15,97.52,100.18,97.14,96.84,103.36,1.12,9.97,96.07,97.62,105.42,97.4,104.08,111.18,1.08
3,0.568,10.24,109.48,106.68,107.65,98.45,104.42,106.55,1.15,9.65,100.7,94.98,113.6,96.18,105.16,110.25,1.1
2,0.717,11.61,118.97,105.72,108.26,109.92,106.97,96.1,1.03,11.63,112.47,98.27,111.82,101.39,104.48,97.84,0.98
1,0.911,10.79,108.7,102.1,99.58,111.85,100.89,92.59,0.98,9.82,112.59,101.63,102.4,107.46,111.44,104.17,1.02
4,1.161,10.78,103.31,106.65,95.4,100.32,98.01,105.98,0.99,10.62,103.86,106.58,110.98,103.4,108.48,100.61,0.99
3,1.632,10.26,99.92,97.31,105.97,102.65,97.14,107.74,1.14,10.67,102.45,105.37,112.06,107.33,98.91,100.51,1.18
1,1.647,10.87,103.99,108.27,99.37,106.44,114.82,97.83,1.07,9.88,108.29,115.82,109.09,97.96,114.69,102.68,1.05
4,1.694,9.82,109.8,103.24,97.59,114.1,101.78,96.97,0.97,10.44,109.96,101.03,98.31,110.89,111.02,107.23,1.12
1,1.93,9.57,113.1,107.83,113.4,106.3,98.06,102.97,1.02,10.03,104.93,102.16,115.33,104.7,97.69,107.97,1.12
2,2.277,11.56,106.59,105.88,109.68,108.72,108.28,97.84,1.07,10.95,113.17,98.4,108.08,99.08,112.24,110.07,1.02
1,2.342,10.28,105.79,103.01,103.37,104.66,106.29,92.46,1.1,10.16,104.68,110.63,98.87,113.72,109.98,103.18,1.0
4,2.925,10.26,98.61,102.4,104.02,116.59,105.27,106.49,1.04,11.3,99.69,107.18,108.43,103.45,102.95,102.96,1.01
4,2.946,11.24,105.69,112.35,108.57,101.19,113.14,100.36,1.03,9.66,96.82,110.2,97.19,108.09,99.08,107.92,0.97
2,3.099,11.23,116.68,96.05,100.65,102.37,109.92,108.24,1.07,11.2,110.13,111.19,107.9,103.21,109.24,110.59,1.07
