task_type,m1_1,m2_1,m3_1,m4_1
T2,2.289,54.261,79.724,112.509
T2,2.613,50.834,84.383,120.66
T2,2.563,58.116,85.548,105.209
T1,0.039,0.794,1.425,1.858
T2,2.396,54.424,89.21,118.798
T4,3.534,67.529,115.488,162.674
T3,2.801,71.541,97.932,137.793
T4,3.115,68.096,111.335,162.299
T2,2.27,54.605,84.57,106.286
T2,2.416,56.434,88.564,111.622
T3,2.952,68.49,104.065,148.177
T2,2.333,54.76,91.306,108.258
T1,0.037,0.798,1.288,1.783
T1,0.039,0.877,1.368,1.765
T1,0.041,0.868,1.381,1.913
T4,3.106,72.032,119.416,140.034
T4,3.165,75.617,105.03,151.254
T2,2.505,52.806,84.331,121.382
T4,3.09,70.356,122.252,152.696
T2,2.421,51.037,79.31,117.444
T3,3.079,61.307,102.811,128.727
T3,2.783,62.431,112.355,145.587
T4,3.347,77.888,121.786,145.062
T1,0.041,0.895,1.246,1.73
T3,3.095,66.005,99.847,133.904
T1,0.039,0.827,1.448,1.702
T4,3.562,67.958,118.159,142.956
T3,3.156,63.025,110.571,128.497
T3,2.972,63.33,111.448,137.392
T1,0.041,0.847,1.386,1.628
T2,2.399,53.378,91.151,104.759
T3,3.204,71.03,111.307,140.89
T3,2.831,70.465,109.714,131.448
T2,2.56,57.74,79.97,112.802
T1,0.041,0.781,1.286,1.63
T1,0.038,0.816,1.299,1.825
T3,3.214,61.06,103.326,138.825
T2,2.591,52.114,82.959,107.261
T4,3.34,71.532,113.685,148.912
T4,3.288,78.54,110.336,145.841
T2,2.284,54.619,85.356,120.075
T3,3.145,70.999,96.507,148.094
T4,3.287,68.081,122.017,155.869
T4,3.275,75.104,115.039,150.744
T2,2.544,56.91,86.936,117.445
T4,3.202,67.508,108.071,153.08
T3,2.889,68.017,100.423,139.138
T2,2.349,50.021,81.717,111.396
T3,3.232,63.305,103.655,137.324
T2,2.668,57.551,90.947,115.733
T1,0.04,0.829,1.32,1.651
T4,3.105,67.971,110.761,151.761
T3,3.209,68.585,109.659,135.366
T1,0.04,0.883,1.24,1.619
T2,2.432,54.195,92.653,104.372
T3,2.827,68.716,114.618,128.96
T3,3.176,66.788,114.603,147.963
T4,3.07,69.024,121.694,160.575
T3,3.197,64.324,97.554,133.923
T4,3.47,76.574,122.044,160.484
T4,3.267,76.517,121.148,138.986
T2,2.265,53.007,84.074,108.966
T1,0.039,0.785,1.462,1.841
T1,0.038,0.915,1.273,1.911
T2,2.509,54.864,90.715,104.653
T1,0.039,0.791,1.333,1.845
T2,2.616,58.138,83.573,107.65
T4,3.018,70.847,117.571,160.461
T4,3.077,71.442,119.874,137.778
T4,3.258,69.837,117.322,148.692
T4,3.262,75.127,104.838,155.813
T2,2.318,54.391,86.731,113.108
T3,3.095,61.631,100.245,142.519
T1,0.036,0.833,1.341,1.905
T3,3.008,63.781,103.465,129.539
T2,2.345,51.265,78.821,103.904
T2,2.469,50.089,79.338,106.293
T4,3.4,67.41,117.675,158.115
T3,3.194,67.756,108.882,143.702
T3,3.073,67.011,101.422,130.427
T2,2.504,52.242,86.8,103.083
T2,2.668,55.523,87.158,104.447
T3,3.077,66.156,114.093,145.139
T3,3.281,70.963,114.003,143.581
T3,3.226,72.23,108.968,142.442
T4,3.134,69.638,119.017,156.006
T3,2.823,72.366,98.699,131.427
T3,2.896,70.35,96.963,143.403
T4,3.045,67.836,123.482,146.011
T2,2.348,54.11,80.475,113.915
T3,2.981,66.018,110.926,145.26
T3,3.206,63.83,109.617,148.285
T1,0.038,0.785,1.349,1.676
T4,3.546,73.551,117.917,160.708
T1,0.036,0.795,1.369,1.761
T4,3.482,73.285,107.823,154.127
T4,3.308,67.251,106.154,162.659
T3,2.806,61.112,101.309,134.108
T4,3.509,74.143,107.949,162.014
T3,3.007,69.826,113.069,140.779
T2,2.668,54.272,79.211,109.691
T3,3.093,70.639,110.534,138.678
T3,2.804,67.656,109.764,135.238
T2,2.552,57.985,87.79,117.205
T2,2.479,58.684,84.934,109.874
T3,2.992,70.161,114.502,147.899
T1,0.04,0.888,1.385,1.874
T2,2.551,58.625,81.274,108.928
T2,2.402,57.84,87.087,102.521
T2,2.397,54.172,80.134,119.254
T3,3.028,65.836,96.933,145.735
T4,3.345,66.328,112.045,143.246
T1,0.041,0.879,1.397,1.912
T1,0.039,0.926,1.421,1.644
T2,2.636,56.552,83.889,106.726
T3,2.985,68.947,113.17,146.297
T2,2.313,53.373,86.431,114.586
T4,3.132,74.393,104.876,153.62
T2,2.444,54.761,78.771,113.421
T1,0.036,0.882,1.368,1.869
T3,2.983,67.534,98.522,148.997
T1,0.04,0.839,1.456,1.844
T1,0.037,0.781,1.281,1.855
T2,2.356,56.837,85.095,103.907
T1,0.036,0.908,1.328,1.65
T1,0.041,0.821,1.367,1.634
T1,0.036,0.788,1.33,1.839
T4,3.481,67.615,106.511,151.944
T4,3.034,73.592,113.844,137.612
T1,0.04,0.783,1.417,1.69
T4,3.566,75.879,108.037,142.812
T1,0.038,0.839,1.363,1.795
T1,0.038,0.865,1.394,1.863
T1,0.038,0.804,1.333,1.905
T4,3.276,75.442,108.715,151.802
T2,2.59,49.757,86.909,117.642
T1,0.038,0.783,1.449,1.918
T1,0.041,0.811,1.234,1.769
T3,3.175,61.274,112.014,145.425
T1,0.038,0.864,1.444,1.772
T2,2.366,56.204,87.757,116.591
