task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
1,0.212,2.382,1.844,4.495,0.696,2.022,1.459,3.646,0.829
1,0.471,2.317,1.422,5.031,0.651,2.432,1.968,4.411,0.784
1,1.07,2.574,1.667,4.219,0.643,2.568,1.586,4.902,0.63
2,1.363,2.571,1.804,4.5,0.941,2.348,1.823,3.823,0.956
1,2.273,1.995,1.433,4.895,0.766,2.472,1.668,3.624,0.637
1,2.482,1.914,1.463,4.26,0.834,2.553,1.702,3.763,0.841
1,2.562,2.525,1.684,4.401,0.779,2.138,1.679,4.666,0.845
1,2.735,2.389,1.515,4.503,0.858,2.006,1.489,4.223,0.863
1,2.995,2.197,1.553,4.305,0.736,2.162,1.408,3.711,0.762
1,3.06,2.453,1.546,3.991,0.624,2.483,1.452,3.874,0.817
1,3.731,2.42,1.469,3.824,0.86,2.475,1.787,4.363,0.809
1,3.9,2.34,1.814,4.029,0.772,1.86,1.571,3.904,0.685
2,4.233,2.104,1.677,4.335,0.748,1.91,1.658,3.975,0.885
2,4.366,2.462,2.073,4.527,0.863,2.023,2.025,3.85,0.753
1,5.416,1.922,1.515,4.104,0.687,2.048,1.719,4.666,0.858
2,5.445,2.526,1.791,4.189,0.91,2.183,2.059,4.673,0.852
1,5.949,2.502,1.735,4.491,0.691,2.233,1.447,4.013,0.671
1,6.126,1.937,1.92,4.081,0.744,2.453,1.956,4.491,0.763
1,6.401,2.584,1.92,4.401,0.806,2.23,1.554,4.716,0.848
1,6.825,2.272,1.562,4.902,0.716,2.482,1.706,3.848,0.836
2,7.549,2.097,1.625,4.209,0.947,2.322,2.125,3.823,0.771
2,7.706,2.263,1.743,4.743,0.746,1.892,1.567,4.629,0.964
1,8.808,2.578,1.722,4.564,0.84,2.054,1.451,4.617,0.742
1,10.844,2.124,1.654,4.688,0.664,2.162,1.916,4.297,0.84
2,11.339,2.298,2.125,4.656,0.951,2.04,1.882,4.361,0.829
1,11.848,1.99,1.813,3.763,0.773,2.612,1.9,3.753,0.686
