task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T5,0.493,5.36,107.45,10.69,10.11,10.44,10.33,159.2,105.32,5.75,95.56,9.7,10.59,10.95,9.69,169.9,107.94
T4,1.856,5.0,98.38,10.89,9.81,10.56,9.64,149.93,107.52,5.1,110.42,9.98,10.48,10.19,10.96,157.52,103.91
T7,1.873,5.25,111.95,11.64,10.7,11.08,10.46,156.88,94.36,4.78,101.62,10.81,9.86,10.05,10.18,160.6,109.68
T8,4.333,5.49,100.19,11.49,9.86,10.25,10.34,159.04,103.16,5.49,108.83,10.03,10.2,10.43,10.12,147.05,94.87
T5,5.577,4.88,105.56,10.65,10.66,9.69,9.45,164.77,102.61,5.52,103.05,9.46,10.83,9.67,9.85,167.1,101.16
T6,6.041,5.64,92.24,10.58,10.62,10.64,11.3,162.93,105.55,5.57,104.36,10.01,9.69,10.08,11.13,167.13,101.44
T9,6.702,5.07,111.6,10.43,10.01,10.11,11.26,165.3,103.51,5.22,103.53,10.76,9.76,10.15,9.54,148.29,112.57
T10,8.934,4.72,97.25,10.04,9.58,10.65,10.58,151.19,107.42,5.01,106.58,10.14,9.98,11.26,9.74,164.05,109.17
T3,14.071,4.88,110.1,9.81,11.78,11.05,10.0,151.64,107.07,5.26,100.45,10.5,10.93,10.93,10.79,145.7,95.79
T7,14.215,4.92,106.08,11.14,9.53,11.43,11.07,154.25,108.45,5.35,113.82,10.64,10.88,11.54,11.26,164.6,103.21
T9,14.807,4.92,104.83,9.74,10.32,10.65,9.71,167.13,116.97,5.48,110.38,11.19,10.43,11.39,11.23,165.32,101.42
T3,15.615,5.46,116.04,10.78,10.4,11.52,11.18,148.68,100.8,5.17,113.78,10.62,10.32,10.61,10.13,138.37,105.93
T6,16.174,5.47,95.78,9.67,10.28,10.7,9.69,171.32,104.28,4.95,106.03,10.39,11.0,10.05,11.27,164.45,98.88
T4,16.311,4.65,112.15,10.48,10.76,10.35,10.75,166.4,115.66,5.06,111.44,10.14,10.9,10.25,9.29,160.46,114.13
T10,16.945,4.95,100.47,10.44,10.95,10.82,10.15,149.1,98.97,4.8,97.32,10.97,11.0,10.66,11.06,155.66,105.54
T4,17.899,5.16,102.62,10.28,9.58,10.01,10.19,149.56,106.66,4.74,107.84,10.04,10.68,10.0,10.77,172.98,98.71
T1,18.071,4.98,105.73,9.92,10.91,10.42,9.85,149.97,102.34,5.14,105.19,11.31,10.34,10.12,10.16,170.42,104.53
