task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T1,2.179,24.54,1.04,172.27,99.61,5.0,28.56,107.18,161.93,27.08,1.03,153.73,105.76,5.75,25.15,107.18,157.81
T3,2.604,26.8,0.99,154.17,113.28,4.7,27.03,109.05,151.8,24.9,1.02,164.5,112.76,4.8,26.65,105.11,164.59
T10,4.361,25.74,0.97,151.45,103.73,5.43,26.08,96.6,152.54,25.9,1.09,166.34,107.01,4.66,27.6,109.46,155.03
T9,4.56,26.44,1.01,157.02,108.95,5.33,25.13,100.07,168.78,24.02,1.03,146.29,112.62,5.86,25.9,95.32,148.4
T7,7.788,24.35,1.05,168.74,110.83,5.19,29.14,105.04,158.2,25.82,0.95,168.04,106.88,4.78,27.08,103.79,158.03
T6,10.403,26.8,1.17,140.95,101.53,5.09,26.25,110.0,146.84,27.01,1.15,161.69,99.88,5.44,29.48,100.51,162.52
T3,10.508,24.86,1.03,151.67,107.14,4.82,27.14,96.77,148.2,25.18,1.04,167.81,109.93,5.43,26.13,102.95,157.03
T5,11.466,25.74,1.03,151.79,105.35,4.76,26.46,95.5,149.34,29.48,1.03,164.94,115.52,5.04,27.67,110.23,163.31
T3,11.608,25.0,1.03,163.7,111.07,5.39,25.57,110.27,162.86,28.11,0.95,151.32,110.76,4.75,24.4,100.88,152.17
T6,13.793,27.03,1.1,142.9,99.88,5.47,26.38,114.17,151.46,24.36,1.12,150.16,117.76,5.68,26.01,99.84,147.29
T6,14.636,27.95,1.12,153.1,111.4,5.17,28.01,111.51,149.97,27.45,1.12,142.16,106.28,5.47,25.35,103.92,150.51
T5,15.927,26.68,1.06,154.2,113.05,5.16,26.05,108.12,146.79,25.04,1.05,173.47,111.44,4.86,28.76,105.21,142.32
T1,16.65,26.67,1.01,162.53,99.08,5.76,26.17,105.66,152.27,26.7,1.1,156.03,111.35,5.45,29.43,101.46,164.22
T6,17.194,23.94,1.02,163.72,114.2,5.14,26.53,98.89,148.72,26.86,1.05,141.44,106.82,5.35,29.09,99.63,147.18
