task_type,m1_1,m2_1,m3_1,m4_1
T2,0.521,1.586,5.757,6.205
T2,0.594,1.486,6.093,6.654
T2,0.583,1.699,6.177,5.802
T1,0.419,1.102,4.883,4.864
T2,0.545,1.591,6.441,6.551
T4,0.972,2.387,10.081,10.845
T3,0.664,2.18,7.37,7.92
T4,0.857,2.407,9.718,10.82
T2,0.516,1.596,6.106,5.861
T2,0.55,1.65,6.395,6.156
T3,0.7,2.087,7.831,8.517
T2,0.531,1.601,6.593,5.97
T1,0.404,1.107,4.413,4.667
T1,0.422,1.217,4.687,4.618
T1,0.439,1.204,4.734,5.007
T4,0.854,2.546,10.424,9.336
T4,0.871,2.673,9.168,10.084
T2,0.57,1.544,6.089,6.694
T4,0.85,2.487,10.671,10.18
T2,0.551,1.492,5.727,6.477
T3,0.73,1.868,7.737,7.399
T3,0.66,1.902,8.455,8.368
T4,0.921,2.753,10.63,9.671
T1,0.44,1.241,4.27,4.528
T3,0.734,2.011,7.514,7.696
T1,0.425,1.148,4.962,4.456
T4,0.98,2.402,10.314,9.53
T3,0.748,1.921,8.321,7.386
T3,0.705,1.93,8.387,7.897
T1,0.446,1.176,4.748,4.261
T2,0.546,1.561,6.582,5.777
T3,0.76,2.164,8.376,8.098
T3,0.671,2.147,8.256,7.555
T2,0.582,1.688,5.774,6.221
T1,0.442,1.084,4.408,4.266
T1,0.416,1.132,4.453,4.777
T3,0.762,1.861,7.776,7.979
T2,0.589,1.524,5.99,5.915
T4,0.919,2.528,9.923,9.927
T4,0.904,2.776,9.631,9.723
T2,0.52,1.597,6.163,6.622
T3,0.746,2.163,7.263,8.512
T4,0.904,2.406,10.651,10.391
T4,0.901,2.655,10.042,10.05
T2,0.579,1.664,6.277,6.477
T4,0.881,2.386,9.433,10.205
T3,0.685,2.073,7.557,7.997
T2,0.534,1.462,5.9,6.143
T3,0.766,1.929,7.8,7.893
T2,0.607,1.683,6.567,6.382
T1,0.428,1.15,4.524,4.322
T4,0.854,2.402,9.668,10.117
T3,0.761,2.09,8.252,7.78
T1,0.427,1.226,4.248,4.237
T2,0.553,1.584,6.69,5.756
T3,0.671,2.094,8.625,7.412
T3,0.753,2.035,8.624,8.504
T4,0.845,2.44,10.622,10.705
T3,0.758,1.96,7.341,7.697
T4,0.954,2.706,10.653,10.699
T4,0.899,2.704,10.575,9.266
T2,0.515,1.55,6.071,6.009
T1,0.418,1.09,5.01,4.818
T1,0.413,1.269,4.364,5.002
T2,0.571,1.604,6.55,5.771
T1,0.423,1.097,4.569,4.828
T2,0.595,1.7,6.034,5.937
T4,0.83,2.504,10.262,10.697
T4,0.847,2.525,10.464,9.185
T4,0.896,2.468,10.241,9.913
T4,0.897,2.655,9.151,10.388
T2,0.528,1.59,6.262,6.238
T3,0.734,1.878,7.544,8.191
T1,0.385,1.155,4.596,4.985
T3,0.713,1.944,7.786,7.445
T2,0.534,1.499,5.691,5.73
T2,0.562,1.464,5.729,5.862
T4,0.935,2.383,10.272,10.541
T3,0.758,2.065,8.194,8.259
T3,0.729,2.042,7.632,7.496
T2,0.57,1.527,6.267,5.685
T2,0.607,1.623,6.293,5.76
T3,0.73,2.016,8.586,8.342
T3,0.778,2.162,8.579,8.252
T3,0.765,2.201,8.2,8.187
T4,0.862,2.461,10.389,10.4
T3,0.67,2.205,7.428,7.554
T3,0.687,2.144,7.297,8.242
T4,0.838,2.398,10.778,9.734
T2,0.534,1.582,5.811,6.282
T3,0.707,2.012,8.348,8.349
T3,0.76,1.945,8.249,8.523
T1,0.413,1.09,4.624,4.386
T4,0.976,2.6,10.293,10.714
T1,0.392,1.103,4.692,4.61
T4,0.958,2.59,9.412,10.275
T4,0.91,2.377,9.266,10.844
T3,0.666,1.862,7.624,7.708
T4,0.965,2.621,9.423,10.801
T3,0.713,2.128,8.509,8.091
T2,0.607,1.587,5.719,6.049
T3,0.733,2.152,8.318,7.971
T3,0.665,2.062,8.26,7.773
T2,0.581,1.695,6.339,6.464
T2,0.564,1.716,6.133,6.059
T3,0.709,2.138,8.617,8.501
T1,0.437,1.233,4.746,4.904
T2,0.58,1.714,5.868,6.007
T2,0.547,1.691,6.288,5.654
T2,0.545,1.584,5.786,6.577
T3,0.718,2.006,7.295,8.376
T4,0.92,2.344,9.78,9.55
T1,0.44,1.22,4.788,5.004
T1,0.417,1.285,4.868,4.303
T2,0.6,1.653,6.057,5.886
T3,0.708,2.101,8.517,8.409
T2,0.526,1.56,6.241,6.319
T4,0.862,2.629,9.154,10.241
T2,0.556,1.601,5.688,6.255
T1,0.391,1.224,4.689,4.891
T3,0.707,2.058,7.414,8.564
T1,0.43,1.164,4.989,4.826
T1,0.396,1.084,4.391,4.854
T2,0.536,1.662,6.144,5.73
T1,0.388,1.261,4.552,4.318
T1,0.446,1.139,4.685,4.276
T1,0.392,1.094,4.557,4.813
T4,0.958,2.39,9.297,10.13
T4,0.835,2.601,9.937,9.174
T1,0.436,1.086,4.857,4.424
T4,0.981,2.682,9.43,9.521
T1,0.41,1.164,4.671,4.697
T1,0.408,1.2,4.778,4.876
T1,0.407,1.116,4.569,4.987
T4,0.901,2.666,9.49,10.12
T2,0.589,1.455,6.275,6.488
T1,0.413,1.086,4.966,5.02
T1,0.445,1.125,4.23,4.631
T3,0.753,1.867,8.429,8.358
T1,0.411,1.199,4.947,4.638
T2,0.538,1.643,6.337,6.43
T1,0.396,1.14,4.277,4.677
T1,0.393,1.255,4.434,4.935
T4,0.835,2.564,10.777,10.802
T4,0.96,2.447,10.376,9.886
