task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
3,0.033,1.09,100.13,96.96,0.97,111.55,106.2,109.02,9.37,1.1,111.16,98.44,1.0,111.19,113.34,98.78,9.73
4,0.343,0.96,96.35,113.53,1.1,106.21,100.36,102.2,10.77,0.94,99.96,110.88,1.0,98.96,98.21,96.95,11.03
2,0.368,1.05,107.02,94.36,0.98,113.64,110.5,113.78,9.52,1.09,106.24,99.52,1.12,108.0,103.86,103.43,10.87
4,0.465,1.1,94.49,110.03,1.02,113.68,112.13,96.58,9.74,1.03,104.44,104.78,1.1,98.45,100.56,109.0,10.43
3,0.56,1.08,109.04,96.22,1.1,112.62,111.11,102.2,9.29,1.07,101.88,94.78,1.13,109.74,111.22,96.83,10.53
1,0.707,1.11,107.33,107.1,1.12,99.0,111.64,101.86,11.01,1.03,111.07,103.49,1.13,110.61,103.31,104.76,10.6
1,1.098,1.06,95.96,113.56,1.03,109.71,96.9,95.13,10.35,1.14,109.81,107.03,1.07,116.09,112.32,109.63,10.92
3,1.126,1.09,97.53,100.1,0.98,98.36,111.16,97.68,10.4,1.1,101.68,95.1,1.1,108.34,107.99,113.36,10.4
2,1.437,1.03,106.94,96.9,1.06,101.75,95.05,100.05,10.39,1.03,98.85,96.2,1.08,110.37,98.87,113.36,11.27
4,1.641,1.06,95.3,105.2,1.02,110.92,102.81,98.64,10.5,1.04,109.65,106.78,1.1,114.7,114.56,100.3,9.84
4,1.978,1.06,104.49,107.02,1.06,106.48,98.53,98.15,10.47,1.0,106.81,110.49,1.12,108.01,114.19,106.79,10.39
2,2.282,1.01,96.85,94.22,0.99,110.58,101.48,110.69,10.99,1.04,102.08,106.7,1.09,109.95,102.06,109.25,10.75
3,2.895,1.05,110.22,100.33,1.05,102.91,110.3,114.06,9.74,1.04,102.88,105.16,1.0,103.68,102.05,108.04,10.06
2,3.35,0.95,105.8,102.9,1.14,106.57,100.33,98.23,10.35,1.05,109.03,103.93,1.06,108.06,94.51,105.7,9.64
3,3.473,1.03,106.24,92.61,1.06,99.61,105.26,109.17,9.16,0.99,105.34,106.26,0.99,109.27,109.05,104.41,9.3
3,3.755,1.04,98.72,103.03,1.1,102.7,102.29,109.62,10.15,1.01,101.1,109.26,0.98,105.5,99.11,112.54,10.58
2,3.956,0.92,112.56,102.33,1.02,109.16,106.18,102.78,10.16,1.08,98.77,102.1,1.08,99.39,110.69,96.82,10.13
1,3.978,1.15,95.15,110.76,1.18,116.09,96.42,110.18,10.35,1.11,105.21,103.83,1.15,108.75,99.68,109.56,10.98
1,4.237,1.07,111.85,113.7,1.13,105.61,99.26,96.08,10.19,1.15,97.24,113.62,1.03,108.17,108.57,104.59,9.86
2,4.378,1.05,100.19,98.66,1.1,108.07,93.4,107.89,10.21,1.07,113.5,96.27,1.03,106.73,104.54,110.23,10.29
3,4.499,1.01,104.01,100.68,1.04,113.82,104.06,110.54,10.4,1.03,107.1,95.9,1.04,109.13,108.5,105.89,10.07
4,4.601,0.98,105.72,99.73,1.09,101.09,113.24,108.97,10.77,0.99,104.79,113.48,1.09,109.57,99.34,104.22,11.0
2,4.898,1.08,108.74,98.33,1.01,113.07,103.81,105.63,10.89,1.06,102.53,109.24,1.06,100.24,105.67,104.56,11.06
2,4.9,0.99,97.1,110.11,1.15,100.55,97.61,102.77,10.84,0.99,108.19,98.4,1.13,111.2,110.64,96.72,10.28
1,5.716,1.14,96.21,102.55,1.17,110.54,94.78,96.57,10.15,1.06,105.97,111.57,1.05,114.05,104.82,93.99,9.46
2,5.845,0.97,114.34,103.14,1.01,113.0,100.86,105.06,10.35,1.04,101.5,103.77,1.01,115.08,110.23,106.71,10.09
3,6.201,0.96,110.95,105.84,1.01,111.45,102.34,112.12,9.77,0.95,97.31,101.68,0.97,105.4,103.33,102.56,9.44
1,6.34,1.05,95.19,113.63,1.07,105.4,102.2,105.28,10.97,1.06,102.47,111.23,1.11,115.53,99.09,98.44,10.83
3,6.368,1.1,105.8,109.67,1.09,98.88,100.47,106.36,9.59,1.01,101.19,93.45,1.03,97.98,107.99,105.04,9.72
2,6.695,0.96,101.19,104.94,1.08,111.31,108.53,98.85,11.1,1.04,111.78,101.09,1.05,114.73,109.14,100.95,10.88
2,6.954,1.0,108.0,106.7,1.0,107.17,107.11,113.86,9.67,0.94,96.81,106.93,1.09,108.7,93.78,105.66,9.56
4,7.267,1.1,97.42,111.18,1.07,104.1,102.06,104.0,10.34,1.04,97.36,103.18,1.04,111.38,110.03,110.13,10.25
4,7.493,1.05,97.75,101.38,0.96,99.44,113.51,102.24,10.87,0.98,92.51,100.95,0.98,106.66,109.23,94.66,9.84
2,7.806,1.08,101.51,107.39,1.0,116.3,108.15,104.99,10.12,1.09,114.04,95.94,1.06,108.43,108.03,99.07,9.65
4,7.846,1.02,103.23,113.5,1.07,102.56,103.11,107.37,10.82,0.95,95.48,101.13,1.07,112.42,98.66,98.26,11.36
2,8.045,1.05,102.97,105.49,1.0,108.2,98.46,111.49,10.78,1.04,103.26,107.47,0.98,110.15,99.14,103.92,9.9
1,8.479,1.1,100.08,108.21,1.16,107.62,111.01,95.05,10.53,1.08,96.62,99.1,1.14,113.64,97.5,100.67,9.32
1,8.914,1.07,96.51,113.1,1.01,105.09,97.21,102.09,10.02,1.02,102.21,110.8,1.17,112.61,101.77,106.56,10.62
2,8.975,1.01,108.87,110.01,1.03,113.7,94.16,110.15,11.18,0.97,103.78,100.43,1.09,100.64,109.77,108.7,10.03
2,9.406,1.08,112.77,106.5,1.06,103.18,96.52,102.23,9.9,1.09,114.42,107.44,1.16,111.69,110.17,96.06,10.66
1,9.449,1.08,102.18,104.23,1.09,108.77,102.39,103.27,9.67,1.16,112.29,107.3,1.01,100.82,96.81,97.51,10.32
1,9.726,1.11,108.48,108.36,1.05,114.76,100.36,102.0,9.69,1.07,101.55,105.35,1.1,110.55,98.86,107.67,10.41
2,9.8,0.98,109.84,95.65,0.98,100.45,98.93,106.22,9.59,1.01,111.23,106.78,0.99,116.59,98.8,110.82,11.11
2,9.838,0.97,98.05,95.68,1.04,111.86,93.53,107.29,10.38,1.04,107.78,102.84,1.02,107.32,110.21,111.5,9.71
2,10.166,0.98,108.18,95.95,1.06,108.52,103.33,105.55,10.6,0.98,111.83,96.98,1.15,109.52,109.88,107.5,9.89
4,10.172,1.01,102.21,105.48,0.99,104.7,112.58,102.57,9.79,0.96,95.97,108.58,0.98,101.86,100.28,112.31,10.2
1,10.881,1.03,106.52,98.01,1.13,110.76,101.06,96.92,9.94,1.15,107.64,106.68,1.17,109.08,105.08,100.21,9.95
3,10.906,0.98,107.54,108.8,1.0,101.26,115.7,98.09,10.85,1.08,101.19,100.47,1.0,112.67,105.47,109.92,9.32
4,12.734,0.97,102.06,106.95,1.0,100.96,99.2,108.38,11.57,1.07,96.23,114.32,1.0,111.38,113.57,103.82,11.14
1,12.874,1.13,106.25,109.83,1.11,105.95,108.86,105.61,9.38,1.13,112.19,104.47,1.11,113.51,98.94,98.52,9.69
1,12.932,1.11,101.14,103.96,1.05,115.45,108.17,104.69,9.6,1.08,102.2,105.4,1.06,110.22,111.36,97.93,10.13
3,13.456,1.06,108.57,93.34,0.99,108.69,100.35,109.03,10.62,1.11,99.21,103.13,1.12,101.29,113.9,100.09,10.15
3,13.471,1.11,95.1,109.09,1.03,107.25,112.97,111.9,9.97,1.03,96.11,105.15,1.03,108.89,100.0,106.83,10.53
4,13.573,0.99,103.5,113.84,0.96,104.81,102.87,98.2,9.9,1.02,106.07,113.21,0.94,104.85,112.8,103.82,11.46
4,14.107,1.11,99.35,112.88,1.1,102.25,100.51,110.91,10.57,1.01,107.88,105.71,1.09,101.05,103.7,97.48,11.46
3,14.43,1.08,101.73,109.39,1.1,101.24,116.04,102.76,9.48,1.08,105.02,92.87,1.04,108.68,112.7,106.14,10.56
