task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
4,0.16,0.98,107.88,103.64,0.98,100.06,98.99,96.01,10.26,1.06,93.28,108.54,1.1,108.47,114.96,101.61,11.45
2,0.297,1.06,107.41,95.33,1.03,107.6,108.37,100.37,10.13,1.02,104.34,101.82,1.06,99.88,102.68,102.09,10.52
1,0.807,1.08,103.11,113.63,1.1,108.58,99.6,110.12,10.12,1.14,97.63,108.36,1.13,103.79,102.39,102.14,9.53
4,0.913,1.0,107.35,102.5,1.11,101.86,110.56,97.89,10.94,1.09,108.68,109.48,1.06,103.81,104.74,97.06,10.56
1,1.312,1.15,108.61,109.26,1.04,100.54,106.4,104.46,10.74,1.14,95.11,102.77,1.08,112.76,109.6,109.47,10.08
1,1.361,1.09,112.7,103.22,1.19,109.27,95.76,111.56,9.96,1.02,104.49,104.34,1.06,103.73,95.51,108.46,9.44
2,1.448,0.94,108.0,107.06,1.04,100.94,107.18,101.18,10.31,1.1,101.54,95.93,1.04,111.88,109.56,113.56,10.88
4,1.594,0.99,94.62,114.98,1.12,113.56,110.62,99.49,10.24,1.1,100.88,106.71,0.95,110.2,108.41,102.4,11.23
4,1.651,1.11,101.88,105.86,1.11,107.22,103.46,102.23,11.1,0.96,92.86,108.44,0.99,98.04,114.38,96.8,10.92
3,1.91,0.96,110.97,106.65,1.07,105.07,105.34,109.4,10.06,1.07,102.3,105.4,1.07,109.28,103.88,109.81,9.87
3,1.987,1.06,106.52,98.09,1.0,98.96,111.56,106.69,9.45,1.03,96.48,109.54,1.04,112.39,103.56,102.51,10.49
1,2.107,1.11,108.61,110.89,1.16,111.16,99.22,107.02,9.87,1.09,96.05,107.66,1.19,108.34,106.01,102.96,10.35
1,2.273,0.99,95.6,108.37,1.06,114.56,96.47,94.69,9.51,0.99,102.15,108.16,1.1,116.7,95.58,107.59,10.6
4,2.336,0.95,93.02,112.39,1.05,113.0,115.13,94.57,10.26,0.98,101.08,113.75,1.0,100.66,111.85,107.62,10.2
2,2.538,1.06,102.41,99.79,1.13,100.02,108.65,112.43,10.68,1.07,104.46,106.29,0.99,101.98,108.61,110.17,10.46
1,2.966,1.1,103.23,101.71,1.04,100.43,103.47,108.4,10.24,1.17,103.68,99.85,1.05,101.25,96.76,97.68,9.52
1,3.262,1.06,110.0,106.78,1.14,100.54,94.83,101.83,10.32,0.99,99.71,105.84,1.04,101.05,102.2,102.36,9.33
4,3.984,1.06,99.86,115.26,1.07,109.98,102.02,100.23,10.28,1.12,101.59,113.77,0.97,99.46,109.75,103.5,11.11
2,4.039,1.05,112.54,102.14,1.0,99.67,102.21,112.48,9.89,1.06,99.34,96.14,1.0,104.68,99.79,105.42,10.28
1,4.045,1.1,100.27,100.53,1.19,104.16,112.26,102.59,10.47,1.1,99.38,101.43,1.19,101.1,103.98,96.56,9.52
4,4.234,0.99,107.35,102.73,1.08,99.37,115.02,107.09,10.23,1.01,101.0,113.61,1.08,99.96,103.5,97.0,10.7
3,4.24,1.1,110.75,99.35,1.03,104.58,111.57,105.9,10.07,1.04,110.88,101.88,1.0,96.91,106.52,110.25,9.22
3,4.814,1.01,111.29,96.59,1.11,112.4,99.38,99.82,10.49,0.94,111.8,109.21,1.07,101.42,106.35,107.6,9.59
1,4.84,1.11,111.94,111.98,1.16,117.49,95.31,104.46,10.6,1.11,106.5,113.6,1.15,109.47,102.24,105.28,10.34
4,4.918,1.01,94.95,97.99,1.07,114.44,100.9,112.43,10.18,1.06,101.97,98.81,0.96,104.26,98.99,101.93,10.25
3,4.951,1.08,111.5,96.87,1.03,104.59,104.42,106.93,9.59,1.08,112.18,93.35,1.1,98.06,103.75,112.54,10.8
1,5.096,1.12,103.11,115.88,1.08,100.04,102.2,105.44,10.28,1.09,105.0,108.07,1.16,106.62,102.89,96.43,10.38
1,5.19,1.06,96.72,112.56,1.19,100.45,96.58,107.84,10.66,1.11,100.61,100.12,1.17,113.62,95.03,111.07,10.29
4,5.653,1.0,108.8,103.42,1.03,109.17,100.56,103.77,11.26,1.07,109.47,113.42,1.04,112.43,102.34,103.09,10.93
1,5.791,1.15,112.85,110.22,1.02,101.77,105.78,96.58,9.97,1.0,103.65,107.26,1.02,105.83,107.64,106.89,10.67
2,5.796,0.97,100.34,110.1,1.16,109.52,106.15,106.57,9.7,1.01,102.63,93.08,0.99,115.86,99.25,110.19,9.89
3,5.808,1.03,95.7,97.83,1.04,101.26,102.58,98.86,9.57,1.04,96.53,93.83,1.11,100.02,103.88,109.39,9.77
4,5.983,0.98,108.48,111.22,0.95,106.66,113.15,111.89,11.37,1.12,105.19,108.19,1.01,104.11,110.52,100.88,10.87
2,6.237,1.03,113.15,106.06,1.04,100.46,106.34,107.7,10.09,1.1,114.75,104.33,1.1,104.68,105.43,99.61,11.17
2,6.726,1.09,114.91,107.39,1.13,104.78,99.12,107.7,10.95,0.94,112.39,107.18,1.03,107.52,96.36,113.78,11.18
1,7.275,1.09,108.81,99.44,1.05,104.89,98.42,103.6,9.35,1.04,107.62,111.23,1.11,99.81,97.92,100.79,9.71
4,7.431,1.1,109.6,109.78,1.08,111.43,110.0,99.08,10.27,1.06,96.14,112.28,0.98,114.7,108.5,106.09,9.9
3,7.644,0.99,98.64,109.29,1.04,101.63,106.2,97.24,10.85,0.94,107.43,93.25,1.08,108.67,115.36,105.69,9.96
2,8.086,0.95,103.24,101.73,1.15,108.07,109.52,102.88,10.33,0.93,102.57,98.94,1.13,106.71,99.98,112.92,9.83
3,8.215,1.08,96.92,103.88,1.11,107.48,112.36,110.4,10.73,0.98,111.68,107.42,0.97,101.27,108.75,108.89,10.82
2,8.418,1.02,110.68,102.97,1.0,103.34,108.74,97.88,11.1,1.05,113.5,107.22,1.02,107.25,93.6,110.97,9.72
1,8.421,1.05,111.59,104.18,1.18,105.51,111.97,100.74,9.62,1.12,99.9,105.87,1.19,113.58,97.51,104.17,9.87
4,8.434,1.12,92.99,103.65,0.95,104.26,115.26,96.25,10.91,1.01,107.26,110.62,1.01,101.85,110.8,99.59,10.91
2,8.766,1.02,103.56,108.98,1.16,99.98,110.17,106.71,9.91,0.94,98.01,100.88,1.13,115.2,99.02,109.33,10.89
3,9.405,0.96,98.2,97.44,1.0,102.93,108.68,110.01,9.96,1.09,100.03,101.07,1.14,109.91,113.32,108.04,10.09
2,9.62,0.94,113.21,104.27,1.03,103.24,106.74,96.91,10.4,0.95,110.28,99.84,1.04,116.04,109.84,106.14,9.84
2,9.668,1.08,109.57,108.75,1.11,114.18,109.74,99.51,9.63,0.93,97.38,109.19,1.11,109.12,109.74,108.75,10.67
4,9.926,1.07,96.06,100.26,1.11,103.15,102.18,101.53,11.2,1.06,95.78,99.93,1.0,108.27,100.72,107.16,11.46
2,10.158,0.92,100.37,94.84,1.13,100.24,97.28,95.93,10.38,0.93,100.18,105.93,1.02,104.44,108.3,105.77,10.87
1,10.403,1.0,96.72,108.48,1.19,104.1,104.54,111.07,10.73,1.06,99.47,106.45,1.13,106.62,110.78,110.5,10.6
4,10.451,0.98,98.58,114.16,1.03,97.89,110.22,106.18,10.94,1.07,98.84,109.17,1.1,102.0,111.58,107.47,10.29
3,10.559,0.94,110.22,105.01,0.97,106.41,100.24,107.64,9.96,1.04,104.3,108.92,1.1,100.92,114.65,114.7,10.77
1,11.008,1.11,98.93,110.28,1.09,110.76,101.86,101.62,9.82,1.12,98.05,114.71,1.13,108.2,103.65,110.97,9.84
4,11.58,1.01,97.86,115.2,1.12,113.73,114.61,109.32,9.93,1.1,105.58,100.54,0.96,100.32,103.36,106.18,10.33
3,11.766,1.0,98.69,97.99,1.12,112.21,113.64,100.41,9.76,1.07,98.23,93.23,1.02,98.4,101.49,101.72,9.68
1,11.85,1.03,106.21,112.42,1.13,114.02,109.97,97.92,10.38,1.12,97.63,107.2,1.08,100.83,102.15,99.31,10.63
1,11.856,1.11,109.18,114.98,1.02,104.72,95.86,106.58,9.9,1.04,95.19,108.12,1.14,107.97,105.82,106.46,10.37
2,11.957,1.08,110.89,98.66,1.04,112.23,109.52,112.13,9.93,1.05,108.19,93.38,1.15,104.25,106.18,112.3,10.02
4,12.389,1.09,109.56,115.34,1.03,102.19,108.97,98.91,11.54,1.03,92.69,104.93,1.05,114.3,116.13,100.36,9.9
4,12.599,1.03,99.45,114.15,1.04,98.84,103.06,105.2,11.46,1.1,106.02,105.53,1.05,108.01,113.21,111.56,11.54
2,12.693,1.01,103.67,100.34,1.04,107.42,108.75,102.23,10.4,0.96,110.09,104.95,1.1,106.07,97.11,103.27,11.11
4,12.777,1.08,107.06,113.84,0.98,109.83,113.31,98.86,11.57,1.08,97.98,107.15,1.11,104.61,110.29,110.86,10.98
2,12.829,0.99,113.52,101.53,1.02,112.13,103.86,98.82,9.92,0.93,104.22,101.93,1.03,115.04,104.24,113.86,11.07
3,13.278,1.04,108.12,103.23,1.0,102.74,109.94,112.12,9.56,1.07,99.34,105.9,1.03,101.98,103.88,99.76,10.48
2,13.365,1.02,111.72,99.07,0.98,103.04,101.16,111.14,10.54,0.96,108.49,93.38,1.04,115.95,109.21,106.9,10.39
