task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,0.907,1.911,1.073,1.963,1.048
2,1.379,3.011,5.901,3.046,5.902
1,1.396,1.931,1.011,1.973,1.094
2,1.728,3.077,5.935,3.097,5.907
1,2.748,1.998,1.036,1.913,1.075
1,3.021,1.909,1.005,1.985,1.029
1,3.811,1.936,1.023,1.927,1.065
2,3.857,3.016,5.965,3.08,5.997
2,3.859,3.079,5.934,3.013,5.913
1,4.591,1.949,1.013,1.956,1.001
1,5.021,1.954,1.032,1.981,1.007
1,5.119,1.931,1.094,1.953,1.01
1,5.225,1.936,1.053,1.979,1.071
2,5.572,3.084,5.967,3.042,5.997
2,5.63,3.052,5.912,3.039,5.962
1,6.837,1.954,1.054,1.988,1.01
2,7.164,3.075,5.911,3.056,5.944
1,8.245,1.989,1.006,1.902,1.08
1,8.32,1.924,1.057,1.992,1.021
1,9.138,1.95,1.095,1.968,1.093
2,9.154,3.012,5.946,3.023,5.915
2,9.156,3.058,5.947,3.046,5.941
2,9.229,3.028,5.953,3.042,5.957
2,9.415,3.016,5.991,3.039,5.987
2,9.545,3.075,5.982,3.013,5.954
1,9.968,1.958,1.021,1.97,1.048
2,9.992,3.027,5.999,3.075,5.916
1,10.242,1.915,1.078,1.951,1.052
2,10.738,3.079,5.952,3.058,5.971
1,10.826,1.981,1.07,1.943,1.031
2,10.885,3.049,5.99,3.024,5.992
2,12.49,3.097,5.949,3.004,5.93
2,13.098,3.095,5.924,3.062,6.0
1,13.276,1.941,1.047,1.905,1.043
1,13.349,1.941,1.034,1.972,1.059
2,13.416,3.089,5.911,3.083,5.952
2,13.459,3.002,5.927,3.088,5.947
2,13.532,3.096,5.909,3.038,5.941
2,13.68,3.052,5.966,3.043,5.957
2,13.89,3.033,5.982,3.009,5.906
1,14.6,1.903,1.066,1.946,1.038
2,14.666,3.064,5.991,3.072,5.98
2,14.748,3.025,5.938,3.075,5.93
2,14.921,3.036,5.909,3.078,5.908
1,15.828,1.969,1.069,1.925,1.056
1,16.338,1.971,1.049,1.97,1.058
1,16.527,1.95,1.086,1.95,1.005
1,16.541,1.915,1.015,1.983,1.077
2,16.982,3.061,5.907,3.045,5.909
2,17.103,3.066,5.917,3.057,5.993
1,17.159,1.982,1.081,1.98,1.032
2,17.595,3.023,5.962,3.066,5.92
1,17.636,1.995,1.029,1.937,1.033
1,17.71,1.921,1.081,1.989,1.075
1,18.313,1.904,1.06,1.939,1.059
1,18.698,1.977,1.048,1.98,1.099
2,18.7,3.086,5.938,3.015,5.947
2,18.874,3.065,5.943,3.056,5.911
1,19.03,1.968,1.07,1.906,1.037
1,19.719,1.992,1.037,1.901,1.035
2,20.225,3.076,5.922,3.019,5.96
2,20.276,3.099,5.979,3.081,5.993
2,20.445,3.037,5.927,3.097,5.962
2,20.607,3.022,5.967,3.013,5.977
1,21.235,1.982,1.051,1.966,1.028
1,21.55,1.95,1.096,1.97,1.08
2,21.847,3.012,5.959,3.014,5.914
2,22.68,3.018,5.994,3.02,5.973
1,22.727,1.946,1.074,1.938,1.043
1,23.17,1.923,1.015,1.953,1.027
2,23.588,3.004,5.994,3.087,5.934
2,23.742,3.066,5.946,3.046,5.934
1,24.163,1.958,1.03,1.982,1.028
1,24.205,1.967,1.094,1.928,1.091
1,24.836,1.987,1.054,1.918,1.032
2,24.907,3.032,6.0,3.035,5.949
2,24.982,3.053,5.974,3.09,5.916
1,25.077,1.917,1.095,1.946,1.005
2,25.086,3.076,5.9,3.072,5.922
2,25.286,3.026,5.997,3.041,5.905
2,25.865,3.003,5.957,3.04,5.961
2,25.898,3.092,5.996,3.022,5.908
2,26.281,3.096,5.946,3.095,5.934
1,26.729,1.986,1.086,1.908,1.083
1,26.938,1.971,1.066,1.988,1.076
1,27.086,1.952,1.046,1.924,1.057
1,27.977,1.948,1.01,1.975,1.093
2,28.136,3.06,5.906,3.045,5.977
1,28.14,1.924,1.094,1.94,1.011
2,28.186,3.074,5.96,3.056,5.936
1,28.28,1.936,1.002,1.988,1.004
1,28.471,1.949,1.006,1.911,1.047
2,29.611,3.08,5.927,3.027,5.978
1,29.697,1.944,1.072,1.976,1.008
1,30.231,1.965,1.005,1.948,1.061
1,30.248,1.986,1.04,1.905,1.072
