task_type,m1_1,m2_1,m3_1,m4_1
T2,3.448,9.906,30.865,33.268
T2,3.935,9.28,32.669,35.678
T2,3.86,10.609,33.12,31.109
T1,2.856,7.092,26.978,26.871
T2,3.609,9.935,34.538,35.127
T4,6.001,13.897,50.403,54.225
T3,4.256,13.172,38.239,41.093
T4,5.29,14.014,48.591,54.1
T2,3.419,9.968,32.741,31.428
T2,3.639,10.302,34.288,33.006
T3,4.485,12.61,40.634,44.19
T2,3.514,9.997,35.349,32.011
T1,2.757,7.12,24.378,25.784
T1,2.88,7.832,25.895,25.515
T1,2.991,7.746,26.153,27.66
T4,5.274,14.824,52.118,46.678
T4,5.374,15.561,45.839,50.418
T2,3.773,9.64,32.649,35.891
T4,5.247,14.479,53.356,50.899
T2,3.647,9.317,30.705,34.727
T3,4.677,11.288,40.144,38.389
T3,4.227,11.494,43.871,43.417
T4,5.683,16.029,53.152,48.354
T1,3.004,7.987,23.593,25.015
T3,4.702,12.153,38.987,39.933
T1,2.896,7.384,27.412,24.615
T4,6.049,13.985,51.569,47.652
T3,4.794,11.604,43.174,38.321
T3,4.516,11.66,43.517,40.973
T1,3.044,7.565,26.232,23.541
T2,3.613,9.744,35.289,30.976
T3,4.868,13.078,43.461,42.017
T3,4.301,12.974,42.84,39.201
T2,3.856,10.541,30.96,33.355
T1,3.016,6.975,24.35,23.569
T1,2.837,7.286,24.601,26.39
T3,4.883,11.242,40.345,41.401
T2,3.902,9.513,32.118,31.716
T4,5.672,14.721,49.616,49.637
T4,5.583,16.163,48.155,48.614
T2,3.44,9.971,33.046,35.505
T3,4.778,13.072,37.683,44.165
T4,5.582,14.01,53.253,51.956
T4,5.561,15.456,50.208,50.248
T2,3.831,10.389,33.657,34.727
T4,5.437,13.893,47.166,51.027
T3,4.388,12.523,39.212,41.494
T2,3.538,9.132,31.637,32.939
T3,4.91,11.655,40.474,40.953
T2,4.018,10.506,35.21,34.221
T1,2.922,7.398,24.996,23.877
T4,5.272,13.988,48.34,50.587
T3,4.875,12.627,42.818,40.369
T1,2.914,7.886,23.469,23.406
T2,3.664,9.893,35.871,30.862
T3,4.295,12.652,44.754,38.459
T3,4.825,12.297,44.748,44.126
T4,5.214,14.204,53.112,53.525
T3,4.857,11.843,38.092,39.939
T4,5.892,15.758,53.265,53.495
T4,5.548,15.747,52.874,46.329
T2,3.412,9.677,32.549,32.22
T1,2.851,7.011,27.68,26.617
T1,2.815,8.166,24.111,27.632
T2,3.78,10.015,35.12,30.945
T1,2.884,7.057,25.243,26.675
T2,3.941,10.613,32.355,31.831
T4,5.126,14.58,51.312,53.487
T4,5.225,14.702,52.318,45.926
T4,5.533,14.372,51.204,49.564
T4,5.54,15.46,45.755,51.938
T2,3.492,9.929,33.578,33.445
T3,4.701,11.347,39.142,42.502
T1,2.628,7.432,25.394,27.543
T3,4.569,11.743,40.4,38.631
T2,3.532,9.358,30.516,30.723
T2,3.72,9.144,30.716,31.43
T4,5.773,13.872,51.358,52.705
T3,4.853,12.475,42.515,42.855
T3,4.669,12.338,39.602,38.896
T2,3.771,9.537,33.605,30.481
T2,4.019,10.136,33.743,30.884
T3,4.675,12.18,44.55,43.284
T3,4.985,13.065,44.514,42.819
T3,4.901,13.299,42.548,42.479
T4,5.322,14.331,51.943,52.002
T3,4.289,13.324,38.539,39.194
T3,4.4,12.952,37.861,42.766
T4,5.17,13.96,53.892,48.67
T2,3.536,9.878,31.156,33.683
T3,4.53,12.155,43.313,43.32
T3,4.87,11.752,42.802,44.222
T1,2.817,7.009,25.546,24.232
T4,6.022,15.136,51.464,53.569
T1,2.674,7.097,25.924,25.468
T4,5.912,15.081,47.058,51.376
T4,5.617,13.84,46.329,54.22
T3,4.264,11.252,39.558,39.994
T4,5.959,15.258,47.113,54.005
T3,4.568,12.856,44.15,41.983
T2,4.018,9.907,30.666,32.435
T3,4.699,13.006,43.16,41.357
T3,4.26,12.456,42.859,40.331
T2,3.844,10.585,33.988,34.656
T2,3.734,10.713,32.882,32.489
T3,4.545,12.918,44.709,44.107
T1,2.981,7.93,26.221,27.094
T2,3.842,10.702,31.465,32.209
T2,3.619,10.559,33.716,30.314
T2,3.61,9.889,31.024,35.262
T3,4.6,12.121,37.849,43.461
T4,5.68,13.65,48.901,47.749
T1,3.003,7.85,26.45,27.644
T1,2.843,8.266,26.896,23.775
T2,3.97,10.324,32.477,31.558
T3,4.535,12.694,44.189,43.629
T2,3.485,9.743,33.462,33.882
T4,5.318,15.309,45.772,51.207
T2,3.682,9.997,30.496,33.537
T1,2.667,7.877,25.903,27.022
T3,4.532,12.434,38.469,44.434
T1,2.932,7.492,27.565,26.662
T1,2.7,6.976,24.258,26.819
T2,3.549,10.376,32.945,30.724
T1,2.646,8.11,25.146,23.856
T1,3.045,7.329,25.881,23.625
T1,2.673,7.039,25.179,26.593
T4,5.912,13.915,46.485,50.648
T4,5.152,15.144,49.686,45.871
T1,2.971,6.987,26.833,24.439
T4,6.055,15.615,47.151,47.604
T1,2.796,7.491,25.805,25.951
T1,2.781,7.719,26.395,26.937
T1,2.778,7.177,25.24,27.551
T4,5.563,15.525,47.448,50.601
T2,3.901,9.083,33.647,34.785
T1,2.818,6.986,27.437,27.736
T1,3.032,7.237,23.368,25.582
T3,4.823,11.281,43.738,43.369
T1,2.801,7.712,27.331,25.624
T2,3.564,10.26,33.975,34.475
T1,2.704,7.333,23.628,25.841
T1,2.679,8.071,24.497,27.264
T4,5.155,14.931,53.887,54.008
T4,5.929,14.249,51.878,49.43
T3,4.567,12.835,43.616,37.882
T2,3.438,9.487,30.345,34.951
T1,3.066,7.119,26.956,26.367
T1,2.695,7.373,24.696,26.014
T2,3.698,10.668,31.775,31.418
T4,5.429,13.852,47.349,50.563
T3,4.67,11.952,40.693,40.733
T3,4.508,13.106,44.719,40.697
T2,3.765,10.015,33.309,35.18
T1,2.674,7.481,23.326,26.84
T2,3.82,9.376,32.278,34.113
T3,4.256,12.435,38.399,38.424
T2,3.496,9.229,33.923,33.545
T2,3.957,9.299,32.545,31.44
T3,4.306,11.514,40.976,38.621
T2,3.529,9.268,32.68,31.953
T4,5.775,13.71,47.305,46.25
T4,5.681,14.282,46.473,53.157
T4,5.284,14.053,47.151,53.14
T4,5.677,14.589,50.182,45.807
T3,4.221,11.91,44.052,43.68
T3,4.52,11.683,37.788,41.962
T3,4.496,11.507,43.227,41.979
T3,4.558,13.324,37.653,41.677
T2,3.485,9.61,35.777,34.758
T4,5.181,15.194,51.37,49.851
T3,4.578,12.802,42.8,40.075
T3,4.57,11.271,40.832,39.189
T2,4.006,9.712,30.466,33.507
T1,2.739,7.725,27.285,25.83
T4,5.238,15.154,49.998,49.966
T3,4.966,13.218,43.731,40.768
T2,3.609,9.308,32.189,30.891
T1,3.072,7.644,26.361,23.911
T3,4.314,12.738,44.552,42.982
T3,4.525,12.396,38.367,41.237
T1,3.095,8.059,26.617,23.349
T4,5.454,16.059,48.723,45.691
T2,3.757,10.35,32.811,34.481
T4,5.668,13.914,51.457,49.026
T4,5.917,14.889,46.477,52.254
T3,4.563,11.837,42.312,38.95
T2,3.412,9.26,35.955,33.772
T1,2.674,7.079,25.937,23.458
T2,3.698,9.836,32.101,33.477
T4,5.615,16.025,49.973,45.991
T3,4.375,11.83,39.55,39.121
T3,4.884,13.049,40.488,41.98
T4,5.599,16.165,48.303,46.505
T3,4.913,12.943,43.667,43.926
T4,5.455,13.909,49.44,53.425
T2,3.693,10.084,34.44,31.926
T4,5.739,14.082,52.644,54.171
