task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
1,0.353,117.477,105.468,102.085,101.882,10.11,1.085,102.748,110.459,108.802,108.851,117.979,10.346,0.945,114.335
2,0.442,1.064,100.047,100.34,10.568,101.439,95.643,104.583,1.042,97.159,109.538,10.221,98.811,98.062,97.943
2,0.681,0.991,106.039,103.907,11.112,102.59,100.047,99.042,1.019,100.236,100.605,9.443,108.846,107.136,96.973
3,0.782,111.996,1.081,99.906,104.655,108.169,96.456,102.808,118.572,0.995,98.215,109.541,98.623,92.318,102.579
2,1.09,1.028,97.784,118.399,10.7,110.441,92.174,97.374,0.953,108.752,108.007,11.074,102.587,92.886,99.934
4,1.17,96.438,113.885,1.055,11.536,98.738,111.644,1.036,108.707,100.01,0.979,10.512,116.114,108.892,1.107
3,1.908,106.431,1.113,97.397,109.157,98.235,100.164,111.679,107.84,1.038,113.863,104.067,93.854,108.123,111.188
4,2.032,100.212,105.031,0.961,10.012,105.427,103.161,1.131,101.924,115.564,1.089,10.561,109.619,106.782,1.025
4,2.083,98.737,116.562,1.04,9.959,102.071,107.626,1.002,110.646,113.017,1.106,11.106,105.952,101.231,1.141
1,2.11,105.613,106.596,102.161,111.854,11.311,1.025,114.468,114.463,104.205,108.36,115.629,9.975,1.012,104.981
4,2.281,102.497,113.564,1.005,10.662,117.177,103.161,1.034,100.656,110.011,1.012,10.235,104.343,108.327,1.136
2,2.634,1.073,102.913,100.497,10.554,94.31,103.318,108.512,1.091,100.263,118.634,10.06,94.942,94.811,98.312
3,2.639,114.935,1.08,105.176,111.375,101.083,101.602,111.341,112.522,0.969,112.457,103.464,99.705,99.365,102.72
4,2.988,106.66,116.317,1.079,10.034,106.026,107.652,1.066,110.624,112.48,1.09,11.412,102.799,106.254,1.03
4,3.515,107.564,109.699,1.087,10.37,102.412,105.892,1.07,94.545,107.946,0.941,11.571,116.559,98.308,0.98
1,3.559,108.697,112.038,95.448,108.947,11.145,1.079,100.333,105.039,107.652,96.992,103.788,11.19,0.928,99.619
1,3.586,113.738,105.962,100.547,107.884,11.351,1.034,104.471,99.619,113.719,95.102,106.919,11.076,1.019,114.525
3,4.601,115.926,1.086,103.164,112.622,97.826,108.392,99.574,109.141,1.032,101.323,110.382,96.529,95.079,112.288
2,4.763,1.076,103.536,111.249,10.568,106.963,108.36,99.531,0.968,103.445,118.778,11.131,101.762,93.357,103.803
4,4.905,104.464,115.635,1.05,10.581,116.559,100.276,1.071,106.846,100.026,1.064,9.904,108.001,100.36,1.067
1,5.125,115.865,100.554,109.364,116.792,10.535,1.027,99.355,115.132,112.564,108.089,103.805,10.005,0.948,99.61
4,5.638,106.75,102.463,1.081,10.398,103.411,94.561,0.983,107.214,99.845,1.023,11.444,110.724,111.193,0.981
3,5.712,109.926,1.122,107.618,97.817,94.516,95.451,98.408,112.881,1.08,111.64,114.193,103.745,93.661,103.64
1,6.031,115.556,110.775,101.037,100.614,10.931,0.926,100.094,113.15,108.264,106.822,103.839,10.524,0.993,109.906
3,6.73,111.679,0.948,114.545,110.361,92.905,105.714,100.366,112.164,1.103,103.706,108.045,99.173,107.273,108.102
