task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T5,0.002,167.95,10.18,103.57,105.57,5.33,27.81,9.43,111.2,147.43,10.98,103.18,105.12,5.1,28.44,10.2,100.3
T9,0.014,153.02,10.48,100.28,96.48,5.31,26.22,11.6,107.16,161.71,10.82,109.02,103.4,5.65,23.99,11.6,94.32
T8,0.018,167.31,10.22,97.91,109.26,5.43,24.7,10.22,95.6,155.29,10.15,111.97,109.09,5.34,27.69,9.7,100.82
T5,0.022,156.14,10.75,104.33,100.31,5.25,26.03,10.27,113.36,149.89,10.92,112.82,108.19,5.1,25.77,9.82,96.47
T1,0.023,156.54,9.61,93.79,106.63,4.88,29.16,11.3,98.36,141.13,10.72,95.02,109.29,5.13,28.73,11.34,106.57
T1,0.024,150.18,9.93,102.19,110.74,5.2,26.29,10.44,99.33,143.2,10.63,93.88,102.32,5.67,28.24,10.1,116.21
T2,0.029,162.38,11.3,106.7,103.25,5.2,24.13,11.48,109.58,148.75,10.98,96.72,104.5,5.11,24.15,10.12,92.64
T1,0.032,150.38,10.7,95.18,105.26,4.97,27.48,10.66,106.24,141.85,10.36,102.56,100.23,5.66,28.86,11.4,108.79
T3,0.044,160.37,10.63,97.66,98.14,5.19,25.36,10.36,113.61,153.19,10.76,105.86,111.33,5.36,27.29,9.71,114.52
T7,0.051,159.92,10.82,97.18,113.34,5.41,24.49,9.78,104.3,164.68,11.0,108.78,111.01,5.55,27.04,10.97,108.15
T9,0.065,153.34,10.21,115.1,106.3,5.86,26.4,11.48,104.31,156.66,11.36,98.76,110.37,5.81,24.44,10.18,106.48
T6,0.095,158.14,10.46,109.11,95.77,5.72,27.43,11.1,98.81,169.82,9.94,103.47,96.66,5.58,26.29,10.4,101.66
T8,0.1,144.76,9.44,96.47,108.13,5.58,27.97,10.11,109.55,146.57,10.48,110.42,106.95,5.36,24.56,9.4,110.83
T9,0.13,156.65,10.93,104.28,111.18,5.6,24.24,11.24,100.93,142.88,11.33,103.13,108.26,5.11,26.17,9.79,102.34
T8,0.136,167.58,10.9,108.34,102.47,5.06,28.44,9.99,110.63,163.94,9.53,111.78,100.98,5.62,26.49,10.57,100.13
T3,0.138,153.91,10.62,108.16,101.71,4.99,26.37,10.2,104.87,161.22,10.72,113.62,110.64,5.55,27.54,9.81,108.4
T7,0.143,148.82,9.85,100.27,104.95,5.66,26.86,9.71,109.63,159.81,10.32,102.53,96.12,5.13,26.14,11.07,99.66
T1,0.163,143.92,11.1,100.16,99.16,4.92,26.23,11.6,110.44,156.15,10.71,99.44,107.54,5.74,27.71,10.53,113.63
T5,0.164,154.51,11.34,115.43,95.98,4.95,25.34,10.42,111.3,154.24,10.24,101.68,100.59,5.19,28.36,9.55,100.68
T7,0.181,174.48,9.82,103.86,106.85,5.13,24.52,10.06,105.41,153.6,10.3,93.96,107.58,5.3,27.88,10.86,110.54
T8,0.193,163.72,10.49,96.86,93.06,4.93,28.47,10.2,108.75,161.21,10.97,96.54,94.2,5.4,27.78,9.33,109.94
T4,0.202,149.98,10.62,109.96,100.59,5.55,26.32,11.03,105.12,151.63,11.19,104.05,109.88,5.91,24.84,10.71,102.45
T9,0.203,141.36,10.67,104.36,107.46,5.22,24.02,11.4,106.19,137.97,10.14,114.7,111.1,5.59,24.28,10.83,100.65
T3,0.206,171.05,10.88,98.94,98.74,5.27,27.0,10.17,113.74,147.02,9.67,103.2,102.41,4.81,28.38,10.27,108.12
T10,0.211,167.95,10.32,100.6,107.96,5.82,24.79,9.53,98.02,163.51,9.81,103.23,116.01,5.46,24.33,9.36,102.73
T7,0.215,152.61,9.85,97.51,108.41,5.53,27.9,10.32,98.71,154.15,11.22,93.49,111.34,4.94,27.97,10.82,105.66
T10,0.24,154.77,10.05,110.49,105.88,5.37,26.21,10.55,95.9,149.05,9.7,117.02,101.57,5.49,25.45,9.41,111.49
T1,0.246,142.34,11.06,106.08,100.25,5.12,27.76,9.86,104.56,159.3,10.94,100.14,99.1,5.17,26.57,10.66,108.3
T3,0.252,165.04,10.94,112.53,101.66,5.07,24.99,10.39,110.85,147.6,9.38,100.2,109.3,5.19,26.76,9.42,102.02
T10,0.256,157.35,10.31,104.86,98.59,5.14,23.8,9.51,110.38,156.42,10.66,115.62,108.05,5.14,23.56,10.31,108.55
T1,0.277,165.03,10.64,96.03,105.06,4.99,26.43,11.0,100.27,145.36,9.52,108.42,108.83,4.97,28.37,10.37,103.02
T9,0.291,142.0,10.87,111.34,106.07,5.54,23.37,11.23,99.63,159.66,10.78,113.2,102.11,5.78,26.9,9.79,102.0
T3,0.306,168.85,10.95,107.22,105.4,5.61,24.95,10.28,101.23,164.67,10.18,111.33,108.58,5.27,24.92,9.4,115.75
T7,0.311,154.94,9.66,106.2,109.38,5.44,27.22,10.02,98.78,159.01,9.97,107.05,101.12,5.76,27.65,10.02,106.08
T8,0.313,158.28,10.4,108.28,100.47,5.1,26.41,9.97,104.77,153.64,10.79,101.26,98.46,4.88,28.6,9.36,109.6
T3,0.329,171.79,10.36,97.13,100.3,5.42,25.73,9.78,102.61,148.01,10.94,112.08,96.13,4.94,24.26,9.61,113.13
T5,0.336,170.76,9.95,109.03,96.01,5.25,28.08,9.21,110.01,147.99,10.56,106.05,101.22,5.61,29.2,10.76,100.51
T4,0.339,167.15,10.87,113.09,111.51,5.42,25.88,10.02,98.33,158.35,10.84,117.29,118.34,5.83,24.48,11.74,99.78
T10,0.347,146.32,9.76,110.98,112.0,5.56,24.23,9.92,97.29,166.43,9.73,110.61,99.31,5.23,25.8,9.46,112.34
T3,0.366,145.85,10.07,100.76,101.9,5.26,27.93,10.9,105.46,167.48,9.53,111.92,97.48,5.21,27.29,9.88,110.25
T3,0.367,155.45,10.66,109.62,106.8,5.38,25.28,10.39,106.74,145.24,9.79,112.38,106.56,5.05,27.52,10.64,109.93
T9,0.37,156.66,10.88,100.7,107.46,5.66,23.83,11.57,106.28,151.35,10.77,99.11,98.76,5.08,27.06,10.8,93.36
T7,0.382,153.6,10.37,92.96,109.72,5.74,24.3,10.85,98.09,150.75,10.52,98.66,102.41,5.29,24.21,9.71,102.3
T8,0.384,150.68,10.05,111.94,93.91,5.68,27.6,10.38,100.14,169.01,10.3,109.41,99.04,4.83,28.47,10.79,96.35
T1,0.415,159.32,10.4,95.31,94.99,5.48,25.19,10.21,116.42,149.38,10.81,107.74,108.24,5.48,27.16,11.53,108.74
T8,0.418,166.29,9.87,108.99,109.0,4.81,26.02,10.67,100.71,162.5,10.06,99.2,107.53,5.4,28.0,9.31,104.59
T2,0.425,144.8,11.09,108.22,99.35,5.81,27.35,11.49,101.26,143.98,10.75,108.1,112.27,5.08,25.66,11.25,96.49
T9,0.429,140.97,10.11,107.44,106.66,5.93,25.72,10.79,94.34,148.7,10.8,107.46,110.04,5.09,26.88,11.24,92.13
T6,0.441,164.14,10.13,116.69,108.82,5.35,27.94,10.67,106.91,165.26,10.75,109.38,96.95,5.46,26.67,9.8,93.2
T4,0.456,150.26,11.29,111.36,108.14,5.42,25.89,10.81,111.8,168.61,9.86,107.36,116.32,5.05,28.0,10.92,100.45
T4,0.46,154.96,10.91,104.3,115.12,5.9,28.0,10.38,111.13,165.14,9.94,106.29,110.6,5.16,26.54,11.32,105.08
T6,0.472,173.22,9.56,105.04,102.5,5.46,27.86,10.48,108.21,149.38,9.94,118.27,111.39,5.82,27.85,10.97,95.05
T3,0.505,159.17,9.99,98.63,102.14,5.07,25.78,10.47,110.69,165.96,10.56,108.82,95.67,5.51,26.37,9.54,118.74
T9,0.513,143.32,9.78,98.94,97.7,5.02,23.56,9.85,101.42,139.95,10.22,113.93,95.43,5.69,22.94,10.41,97.74
T7,0.518,174.2,11.22,106.89,95.79,5.32,26.61,9.85,109.27,170.75,9.57,94.54,106.4,5.4,27.04,11.13,103.79
T1,0.528,160.94,11.03,98.52,104.68,5.03,29.79,10.34,113.29,139.29,9.85,107.86,103.74,5.36,25.13,10.91,116.1
