task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.021,1.18,112.81,159.96,1.07,152.27,1.02,5.3,165.12,1.16,110.99,169.59,1.1,152.29,1.14,5.28,162.99
T1,0.048,0.99,101.51,168.76,1.01,173.57,1.05,5.41,144.98,1.01,103.96,170.3,1.05,166.61,1.05,4.99,162.59
T7,0.271,1.06,113.55,161.17,1.02,169.71,1.04,5.49,148.13,1.06,113.65,168.6,1.11,153.76,1.03,5.52,164.69
T8,0.345,1.12,100.24,159.63,1.0,144.92,1.04,5.68,152.37,1.06,106.56,148.54,1.11,154.57,1.01,5.12,170.67
T5,0.634,1.04,115.5,139.19,1.0,167.27,1.08,5.48,147.25,1.0,117.93,138.54,1.11,167.11,1.13,5.82,168.24
T3,0.644,1.12,107.37,157.69,1.09,152.48,1.04,5.55,150.93,1.01,104.47,159.04,0.97,163.94,1.02,5.05,166.88
T7,0.716,1.12,111.2,152.05,1.0,162.38,1.08,4.94,162.46,1.0,101.44,166.4,1.17,159.86,1.1,5.46,151.88
T7,0.743,1.08,103.85,143.78,1.07,174.39,0.98,5.17,145.55,1.02,112.19,166.21,1.14,156.09,1.14,4.85,148.46
T8,0.788,1.05,104.27,155.02,1.12,155.31,1.05,5.0,158.97,1.13,109.94,154.99,1.0,140.02,1.13,5.47,151.01
T1,0.868,1.03,98.02,161.3,1.17,167.48,0.98,5.59,146.95,1.06,98.62,155.63,1.12,162.47,1.07,5.26,166.03
T10,1.04,1.01,110.95,166.83,1.14,140.04,1.0,4.72,161.62,1.05,102.56,167.52,1.02,144.55,1.1,5.4,152.75
T2,1.061,1.13,103.85,175.96,1.06,174.69,1.09,4.89,163.01,0.96,104.59,157.36,1.14,170.64,1.08,4.9,156.37
T6,1.216,1.05,101.89,144.54,1.11,144.31,1.07,5.0,159.58,1.08,98.01,171.03,1.13,156.33,1.08,5.04,165.84
T10,1.483,1.14,107.9,164.53,1.07,141.36,1.02,4.95,162.89,1.12,96.89,166.82,1.02,150.13,1.1,5.4,168.75
T3,1.569,1.13,108.25,173.17,1.03,158.78,1.14,4.95,155.93,1.14,110.17,158.24,0.96,171.8,1.14,4.88,143.28
T10,1.615,1.03,101.37,146.51,1.0,144.42,1.1,4.91,174.1,1.01,112.02,148.27,1.05,149.5,1.02,4.73,162.81
T9,1.651,1.04,107.98,151.77,1.17,156.78,1.11,4.82,169.25,1.06,111.8,158.03,1.0,147.69,0.99,4.96,162.18
T1,1.689,1.12,104.44,162.04,0.99,175.23,1.01,5.38,155.47,1.06,98.92,158.51,1.15,174.78,1.09,4.8,158.58
T7,1.721,1.0,110.53,143.94,1.07,151.16,1.01,5.07,149.07,0.99,105.46,143.72,1.11,150.87,1.07,5.17,150.72
T10,1.741,1.13,99.43,169.28,1.08,138.85,1.08,5.36,152.69,1.12,107.18,160.54,1.18,145.95,1.08,5.26,167.02
T1,2.155,1.09,101.93,157.06,1.17,168.0,0.99,5.12,164.4,1.11,93.89,164.33,1.03,167.1,0.98,4.86,169.24
T4,2.176,1.12,93.67,151.54,1.02,175.79,1.01,4.79,158.19,1.14,95.73,159.14,0.94,177.47,1.01,5.06,164.0
T8,2.234,1.1,108.54,149.89,1.09,160.26,1.03,5.58,157.51,1.07,105.15,141.57,1.04,145.82,0.99,5.82,150.64
T8,2.292,1.13,97.29,146.17,1.12,165.91,1.0,5.17,170.7,1.09,107.6,156.45,0.98,154.71,1.1,5.6,153.53
T1,2.337,1.06,95.71,166.49,1.1,148.52,1.14,5.0,157.75,1.06,108.32,158.87,1.07,173.06,1.06,5.11,169.7
T5,2.393,1.08,105.46,141.84,1.0,169.52,0.98,5.03,145.28,1.09,100.31,146.96,1.03,161.26,1.12,5.42,163.67
T2,2.593,1.02,94.36,161.66,1.13,152.26,1.12,5.22,155.12,1.1,96.26,173.69,1.15,147.66,1.18,5.35,164.04
T6,2.83,0.95,105.55,170.31,0.96,162.1,0.96,5.38,172.75,1.09,100.25,157.4,1.04,163.46,1.03,4.96,153.18
T5,2.885,1.05,111.06,155.48,1.07,167.03,1.08,5.15,152.66,1.14,111.84,152.07,1.14,146.97,1.11,5.54,156.25
T5,2.918,1.03,102.6,137.62,1.05,171.58,1.11,5.88,148.06,1.01,101.16,146.78,1.05,156.59,1.04,5.38,156.02
T6,3.031,0.99,112.83,164.87,1.0,142.63,1.05,4.78,172.26,1.07,111.48,149.34,1.0,158.63,0.96,5.08,156.61
T10,3.047,1.12,95.04,154.45,1.13,141.65,0.94,5.46,164.48,1.12,98.83,163.18,1.18,144.09,1.06,4.96,162.56
T4,3.118,0.99,96.46,164.21,1.05,172.83,1.06,5.03,169.97,1.08,106.43,141.86,1.01,166.79,1.07,5.17,168.07
T3,3.125,1.03,104.86,161.44,1.02,151.55,1.05,4.8,142.66,1.11,99.02,158.37,1.02,169.16,1.01,5.27,148.94
T10,3.139,1.04,101.71,152.87,1.15,160.94,1.06,4.79,157.66,1.03,98.04,170.69,1.01,139.88,1.06,4.7,147.06
T8,3.387,1.02,105.94,159.59,0.98,155.31,1.02,5.81,163.56,1.03,102.91,154.47,1.06,159.9,1.14,5.44,174.76
T10,3.421,0.96,104.45,148.46,1.12,158.6,1.1,5.13,167.1,1.0,104.55,148.44,1.15,164.58,1.01,5.03,161.61
T8,3.525,1.08,94.88,152.22,1.04,145.33,1.16,5.2,157.49,1.12,109.72,152.14,1.03,144.07,1.14,5.07,151.3
T9,3.538,1.1,113.78,159.08,1.02,156.62,1.13,5.13,149.42,1.03,110.14,156.23,1.04,138.68,1.08,5.21,165.75
T4,3.689,1.03,98.57,155.75,1.03,167.21,1.08,5.59,166.17,1.1,109.52,141.12,0.95,176.23,1.06,4.99,151.86
T8,3.701,1.06,108.78,155.22,1.01,143.35,1.1,5.17,155.87,0.99,107.22,156.28,0.98,149.65,1.01,5.2,158.33
T1,4.063,1.03,104.44,147.94,1.0,172.16,1.08,4.84,145.42,1.0,102.55,169.02,1.09,158.59,1.07,5.19,150.57
T3,4.199,1.11,107.8,167.51,1.1,160.54,1.07,4.96,166.34,1.01,100.0,158.12,1.04,171.34,1.12,5.27,159.09
