task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T1,0.218,1.03,102.11,153.47,1.06,165.76,1.04,5.66,158.18,1.13,105.02,154.79,1.05,148.44,1.01,4.84,167.44
T3,0.26,1.06,103.53,163.49,1.09,159.03,1.1,5.08,155.98,1.12,107.9,162.0,1.08,163.42,1.15,5.57,144.58
T10,0.436,0.99,110.73,149.89,1.01,159.36,1.03,4.87,163.18,1.08,111.72,156.61,1.17,146.28,1.1,5.52,157.78
T9,0.456,1.06,117.53,161.99,1.09,137.44,1.07,4.93,168.78,1.14,115.67,168.73,1.09,161.26,1.05,4.76,156.59
T7,0.779,1.1,113.64,145.95,1.04,159.01,1.08,4.89,171.57,0.99,98.79,158.13,1.12,176.77,1.0,5.32,168.36
T6,1.04,1.02,96.87,163.07,1.0,153.0,0.98,5.03,155.41,1.04,99.28,146.82,1.14,161.99,0.94,5.26,163.99
T3,1.051,1.08,113.59,160.87,1.03,167.12,1.09,5.25,152.16,1.04,114.6,149.57,0.98,152.1,1.12,5.11,150.22
T5,1.147,1.05,116.36,149.73,1.08,149.03,1.14,5.38,150.79,1.02,116.1,150.9,1.17,171.56,1.09,5.35,155.04
T3,1.161,1.15,104.01,155.99,1.03,172.64,1.07,5.42,167.13,1.09,109.04,156.9,1.04,169.47,0.99,5.05,161.5
T6,1.379,1.0,104.94,166.46,1.14,165.84,1.08,5.47,148.65,1.03,103.27,154.15,1.04,166.07,0.99,4.92,154.05
T6,1.464,0.92,110.55,162.47,1.11,166.31,0.99,5.28,147.26,1.02,104.31,160.9,1.1,144.34,0.93,5.11,157.44
T5,1.593,1.16,110.25,155.73,1.04,145.01,1.11,5.13,157.46,1.02,118.66,140.51,1.11,169.95,1.02,5.77,152.17
T1,1.665,0.98,104.69,162.44,1.01,156.27,1.06,5.51,157.49,1.08,100.68,157.8,1.16,158.38,1.04,5.25,150.82
T6,1.719,1.03,99.94,170.24,1.07,158.47,0.96,5.33,173.07,0.94,104.37,162.51,1.02,143.53,0.93,5.32,163.19
T5,1.831,1.16,115.54,138.08,1.15,165.65,1.09,5.69,147.52,1.09,105.92,141.44,1.08,151.59,1.09,5.41,168.03
T9,1.866,1.11,104.11,164.02,1.16,141.54,1.0,5.14,159.99,1.12,113.77,154.2,1.13,147.14,1.06,5.25,166.19
T1,1.897,1.12,103.19,156.66,1.0,171.76,1.03,5.63,164.05,1.0,93.44,159.31,1.11,170.65,1.01,5.19,162.81
T1,2.18,1.13,108.32,167.93,1.08,163.12,1.08,4.94,169.14,1.13,100.75,166.06,1.06,150.26,1.08,4.83,146.0
T4,2.3,0.99,107.56,154.29,1.09,177.52,1.04,5.68,165.98,0.98,108.44,142.24,0.98,151.9,1.18,5.45,175.44
T3,2.55,1.14,108.87,154.73,0.97,161.57,1.0,4.78,158.89,1.15,100.78,164.9,1.1,148.82,1.12,4.94,158.56
T3,2.568,1.12,108.28,168.17,1.0,175.21,1.05,5.02,148.76,1.18,104.27,175.51,0.95,148.91,1.02,4.87,142.01
T3,2.813,1.0,101.26,167.94,1.12,166.71,0.99,5.3,157.6,1.11,115.34,157.68,1.0,149.29,1.07,4.78,152.81
T8,2.825,0.99,99.21,155.01,1.12,148.71,0.98,5.23,175.86,1.06,105.42,146.2,1.06,148.84,1.1,5.12,165.22
T1,3.2,1.12,96.87,151.46,1.08,165.6,0.99,5.63,166.74,1.14,101.49,148.18,1.04,167.0,1.03,5.43,159.87
T10,3.652,0.96,106.46,159.81,1.12,161.52,1.04,5.26,148.85,1.1,105.83,168.62,1.04,154.89,1.05,5.15,172.41
T9,3.659,1.08,115.71,156.91,1.07,156.73,1.15,5.29,166.8,1.07,106.17,151.5,1.18,151.32,1.04,5.32,167.47
T1,3.824,1.02,107.78,156.02,1.1,163.01,1.02,5.18,157.75,1.0,95.62,156.74,1.03,166.22,1.15,5.14,153.34
T1,3.858,1.05,105.21,156.62,1.07,175.16,1.11,5.51,163.56,1.05,95.8,161.35,1.1,162.02,0.98,5.5,148.21
T2,3.905,1.14,94.98,162.96,1.18,157.47,1.07,4.85,164.74,1.11,97.48,168.16,1.02,149.35,1.09,4.96,169.88
T4,3.995,1.09,95.14,143.3,1.08,174.2,1.02,5.44,152.33,1.11,93.93,142.67,1.04,156.81,1.08,4.93,152.25
T7,4.01,1.06,102.14,164.79,1.1,155.93,1.14,5.08,171.17,0.98,100.63,153.24,1.08,163.32,1.08,5.32,172.58
T10,4.086,1.07,99.62,158.94,1.0,146.7,0.97,4.82,169.48,1.08,103.33,148.46,1.18,163.32,0.96,4.91,171.08
T2,4.103,1.0,100.15,158.6,1.07,154.93,1.03,5.66,164.9,1.02,100.76,162.98,1.11,148.14,1.11,5.18,158.76
T10,4.104,1.01,102.81,158.97,1.08,146.44,1.01,5.4,157.08,1.01,100.26,154.07,1.14,154.33,1.06,4.77,161.53
T5,4.108,1.03,100.83,158.62,1.01,157.27,1.03,5.51,152.35,1.11,102.84,157.16,1.03,157.5,0.97,5.4,150.6
T8,4.28,1.06,95.18,165.09,1.11,143.8,1.0,5.17,156.96,1.14,106.5,141.01,1.07,159.28,1.03,5.69,175.28
T3,4.363,1.12,108.12,173.0,1.12,160.77,1.0,5.22,141.65,1.18,102.1,163.57,1.04,174.48,0.97,5.36,148.92
T4,4.371,1.01,97.62,161.45,1.04,167.1,1.07,5.66,158.66,1.14,96.64,142.6,1.04,165.63,1.05,5.13,158.74
T8,4.392,1.14,104.64,142.3,1.02,156.25,1.0,5.86,159.61,1.0,103.92,154.41,1.15,151.79,1.01,5.71,160.8
T9,4.522,1.1,116.05,164.71,1.13,147.1,1.13,4.78,160.8,1.12,104.71,154.61,1.01,158.74,1.12,4.73,150.5
T3,4.538,1.1,115.95,160.24,1.05,166.47,1.1,4.92,165.12,1.08,100.33,164.69,1.01,171.02,1.01,5.1,153.98
T2,4.712,1.11,102.42,157.94,1.16,172.83,1.16,5.53,147.35,0.98,99.98,158.6,1.01,153.29,1.09,4.91,174.82
T2,4.727,1.1,95.34,153.24,1.15,160.52,1.04,5.64,154.16,0.98,102.94,156.96,1.0,161.63,1.04,4.97,173.2
T2,4.907,1.12,101.96,169.18,1.09,153.68,1.16,5.63,156.06,1.13,108.75,151.6,1.16,159.83,1.07,5.16,168.11
T1,4.912,1.09,105.39,151.25,1.05,160.26,1.11,5.16,144.14,1.02,99.82,168.31,1.01,170.67,1.0,5.65,153.74
T4,4.932,1.15,102.53,165.49,1.04,163.98,1.09,5.25,162.57,1.03,96.74,159.74,0.92,160.73,1.08,5.41,153.99
