task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.143,2.298,1.825,4.774,0.837,1.872,1.838,3.972,0.843
2,2.317,2.139,1.761,4.397,0.986,2.544,2.06,3.649,0.839
2,2.498,1.897,1.879,5.056,0.874,2.625,1.736,3.847,0.988
1,2.664,2.198,1.494,3.881,0.815,2.192,1.927,4.772,0.751
2,3.492,2.31,1.934,4.346,0.972,2.364,2.088,5.084,0.79
1,3.85,1.913,1.565,4.564,0.664,2.387,1.779,4.349,0.642
2,5.044,2.371,1.614,5.085,0.815,2.492,1.803,3.737,0.782
2,5.692,2.433,1.654,3.954,0.836,2.58,1.679,4.452,0.883
2,5.91,2.525,1.705,4.504,0.868,2.259,1.664,4.66,0.903
1,5.955,2.34,1.653,3.882,0.69,1.939,1.663,4.13,0.635
2,6.384,2.501,1.912,5.05,0.758,2.629,1.82,4.395,0.777
1,6.52,2.53,1.662,4.901,0.649,2.006,1.763,4.617,0.664
2,7.399,2.179,2.087,3.679,0.797,1.898,2.144,3.894,0.792
1,7.812,1.868,1.93,4.609,0.695,2.12,1.969,4.483,0.646
2,8.859,2.381,1.815,4.612,0.854,2.063,1.98,3.985,0.824
2,9.105,2.251,1.852,4.793,0.808,1.903,1.971,3.626,0.802
1,9.661,2.142,1.782,4.816,0.759,2.602,1.405,3.795,0.703
2,9.836,2.435,1.705,3.984,0.893,2.481,1.852,4.586,0.907
1,10.259,1.995,1.898,3.922,0.702,1.925,1.445,4.606,0.842
1,10.546,2.555,1.875,4.746,0.846,2.198,1.58,4.402,0.776
2,10.92,2.264,2.046,4.713,0.83,2.143,2.13,5.05,0.794
2,11.133,2.232,1.895,5.022,0.728,2.514,2.091,4.874,0.8
1,11.495,2.571,1.651,3.851,0.825,1.976,1.662,4.107,0.802
1,11.708,2.248,1.451,3.627,0.852,2.429,1.516,4.177,0.824
1,12.803,2.029,1.88,3.83,0.707,2.307,1.604,3.685,0.712
2,13.291,2.341,2.057,4.444,0.779,2.258,2.032,4.455,0.933
2,13.415,2.263,1.92,4.149,0.977,2.167,2.039,4.736,0.914
1,13.983,1.854,1.958,3.87,0.632,2.483,1.817,4.774,0.664
2,14.223,2.401,2.034,4.5,0.72,1.993,1.88,4.474,0.907
1,14.409,2.233,1.75,3.878,0.74,2.559,1.916,3.644,0.678
1,15.94,2.023,1.61,4.138,0.68,2.234,1.946,4.716,0.663
1,16.62,2.041,1.547,3.605,0.803,2.257,1.802,4.322,0.861
2,17.811,2.202,1.956,4.081,0.885,2.146,1.852,3.726,0.733
1,17.851,2.12,1.719,4.146,0.638,2.484,1.567,3.709,0.703
1,18.599,2.054,1.492,4.487,0.703,2.429,1.77,4.613,0.729
1,18.858,1.988,1.55,3.632,0.763,2.39,1.65,4.591,0.646
1,18.968,1.936,1.872,4.871,0.623,2.162,1.607,3.648,0.811
1,19.548,2.478,1.622,4.322,0.653,2.42,1.549,4.918,0.789
1,19.627,2.185,1.74,3.816,0.653,1.941,1.432,4.019,0.788
2,20.284,2.197,1.955,4.838,0.863,2.438,1.889,4.469,0.777
1,21.299,2.549,1.864,4.88,0.61,2.53,1.704,4.843,0.649
2,22.284,2.639,1.669,4.038,0.911,2.268,1.656,3.973,0.83
2,22.65,2.268,1.636,4.243,0.841,2.639,2.057,5.048,0.862
1,24.106,1.853,1.898,5.033,0.644,2.591,1.967,4.838,0.735
1,24.109,2.496,1.589,4.352,0.696,2.115,1.422,3.824,0.631
2,24.547,1.97,1.762,4.259,0.738,2.368,1.734,4.267,0.934
2,24.995,1.927,1.787,3.863,0.752,2.142,1.726,4.397,0.968
2,25.022,2.075,1.945,4.233,0.827,1.944,1.781,4.167,0.896
1,26.574,2.453,1.74,4.593,0.705,1.982,1.77,4.475,0.694
1,26.645,2.558,1.702,4.021,0.758,2.095,1.405,4.019,0.801
1,27.081,2.017,1.601,4.632,0.768,2.264,1.89,4.747,0.712
1,28.343,1.883,1.675,4.575,0.804,2.233,1.801,5.113,0.751
1,28.36,2.378,1.907,3.807,0.772,2.261,1.75,3.769,0.844
2,29.604,2.182,1.694,4.231,0.918,2.523,2.064,3.683,0.842
1,29.748,1.948,1.618,4.909,0.733,1.995,1.685,3.824,0.734
1,30.068,2.044,1.945,4.93,0.632,1.899,1.762,3.777,0.672
2,30.574,2.361,1.665,5.06,0.815,2.173,2.051,4.331,0.827
1,30.699,1.9,1.49,3.729,0.856,2.405,1.446,4.584,0.843
1,31.4,1.947,1.895,4.233,0.782,2.103,1.675,4.216,0.753
1,32.209,1.94,1.421,4.134,0.714,1.872,1.698,4.234,0.684
1,32.539,2.076,1.858,3.753,0.709,2.548,1.839,4.266,0.63
2,33.506,2.155,1.799,3.632,0.793,2.17,2.017,5.098,0.902
2,33.744,2.384,1.574,5.098,0.8,1.922,1.747,3.642,0.852
2,34.53,2.157,1.937,4.128,0.975,2.231,1.787,4.119,0.735
1,34.62,2.27,1.762,4.485,0.647,1.986,1.647,4.926,0.801
2,34.789,2.187,1.557,3.721,0.72,2.426,1.77,4.228,0.866
2,34.791,2.051,2.091,4.975,0.863,2.071,1.77,3.626,0.88
2,35.192,1.928,1.702,4.733,1.014,1.913,2.082,3.848,0.965
2,35.484,2.167,1.743,4.389,0.986,2.382,1.722,4.474,0.863
1,36.607,1.996,1.98,3.61,0.861,2.614,1.444,3.627,0.845
2,37.313,2.404,2.051,4.465,0.947,2.255,1.919,4.125,0.873
2,38.133,2.095,2.06,4.768,0.732,2.537,1.676,4.383,0.989
2,38.957,2.433,1.608,4.228,0.741,2.465,2.014,3.826,0.925
1,39.372,2.559,1.77,4.118,0.703,1.912,1.469,4.72,0.708
2,39.487,2.547,1.633,4.982,0.764,2.155,1.598,4.344,0.928
1,41.014,1.967,1.48,4.454,0.668,2.492,1.475,4.427,0.695
1,41.459,2.351,1.719,3.91,0.765,2.622,1.862,4.233,0.684
1,41.557,1.938,1.626,4.791,0.796,2.473,1.567,5.031,0.742
2,43.636,2.098,1.979,3.954,0.912,2.616,1.97,4.929,1.002
2,43.914,2.479,1.914,4.933,0.847,2.514,2.054,4.182,0.936
1,44.662,2.099,1.68,4.661,0.678,2.048,1.682,4.829,0.859
1,45.989,2.359,1.899,4.31,0.655,2.015,1.942,4.765,0.747
2,46.418,2.603,2.047,4.611,0.737,2.131,1.904,4.311,0.905
2,46.459,2.264,1.571,5.068,0.883,2.316,1.574,4.877,0.78
1,48.423,1.946,1.74,5.055,0.66,2.622,1.534,4.889,0.646
1,48.666,2.157,1.667,4.134,0.667,2.048,1.891,3.948,0.828
2,48.892,2.476,1.52,4.14,0.991,1.882,2.127,4.028,0.736
2,49.343,2.624,1.991,4.444,0.921,2.51,2.119,4.269,0.999
1,49.902,2.469,1.447,4.901,0.702,2.318,1.988,3.994,0.734
1,49.979,1.86,1.848,3.877,0.679,2.185,1.425,3.896,0.823
1,50.051,2.116,1.866,4.699,0.861,2.612,1.551,3.608,0.751
1,51.555,2.055,1.559,4.005,0.672,1.913,1.988,3.881,0.625
2,52.529,2.32,1.762,5.111,0.796,2.232,1.67,4.345,0.8
2,52.531,2.003,1.791,4.04,0.998,1.979,1.819,3.731,0.978
2,53.183,2.197,1.543,3.63,0.969,2.592,1.776,4.464,1.011
2,53.618,2.252,2.113,4.269,0.822,2.556,1.861,4.166,0.886
1,53.94,2.03,1.434,4.39,0.71,2.252,1.643,3.659,0.788
1,54.088,1.886,1.473,5.032,0.724,2.011,1.554,4.625,0.632
2,54.385,2.311,1.721,4.466,0.858,1.98,2.027,4.997,0.724
2,55.685,2.106,2.045,3.835,0.895,2.563,1.821,3.86,0.991
2,55.762,2.063,1.873,4.225,0.931,2.508,1.732,4.37,0.98
1,56.342,2.126,1.658,3.832,0.781,1.909,1.672,3.786,0.617
2,57.123,2.253,1.777,4.357,0.911,2.151,1.679,4.3,0.738
1,57.428,2.57,1.98,4.491,0.74,2.286,1.762,4.36,0.847
1,59.257,2.382,1.826,3.688,0.638,1.955,1.838,5.008,0.659
2,60.353,2.017,2.017,4.359,0.98,2.309,2.033,4.111,0.793
1,60.576,1.964,1.793,4.252,0.684,2.434,1.613,4.606,0.702
2,60.76,2.364,1.96,4.364,0.914,2.547,1.96,4.062,0.986
2,61.733,2.453,2.078,4.356,0.727,1.894,1.705,4.84,1.001
2,61.922,2.362,1.985,3.953,0.97,2.325,2.113,4.933,0.923
2,63.764,1.935,1.859,3.685,0.766,2.043,1.679,3.624,0.937
2,65.593,2.066,2.109,4.118,0.844,2.232,1.788,4.555,0.963
2,66.181,2.257,2.025,4.963,0.742,2.417,1.884,4.638,0.979
1,66.598,1.922,1.9,3.987,0.672,2.478,1.951,4.348,0.66
2,67.17,2.421,1.591,4.695,0.912,2.523,1.823,4.408,0.947
2,67.414,2.147,1.933,3.992,0.775,2.247,1.643,3.893,0.98
1,67.872,1.912,1.896,3.832,0.716,1.972,1.846,4.555,0.824
1,68.215,2.542,1.448,3.878,0.716,2.072,1.905,4.364,0.661
2,68.532,2.361,2.07,3.631,0.844,2.569,1.826,4.06,0.833
2,68.573,2.442,1.733,4.275,1.004,2.375,1.609,4.453,0.805
1,70.362,1.982,1.752,4.791,0.776,1.882,1.642,4.067,0.659
2,70.535,2.155,1.716,4.06,0.881,2.27,2.078,4.219,0.982
2,70.536,2.074,1.677,3.741,1.007,2.176,1.823,4.194,0.793
1,70.539,2.36,1.73,5.112,0.704,1.921,1.972,4.438,0.702
1,70.562,1.986,1.582,4.045,0.658,2.173,1.549,4.89,0.631
2,70.845,1.98,1.772,5.088,0.864,2.015,1.512,3.835,0.791
1,71.195,2.428,1.482,4.051,0.723,2.418,1.675,4.657,0.773
1,71.238,2.138,1.92,4.465,0.627,1.996,1.858,3.806,0.738
1,71.405,2.069,1.636,5.014,0.801,1.938,1.459,4.896,0.709
2,72.394,2.238,1.575,4.864,0.808,2.33,1.721,5.005,0.819
2,72.724,2.277,1.828,4.229,0.966,2.314,2.121,4.743,0.951
2,74.122,2.015,2.13,3.725,0.753,2.496,1.983,4.611,0.748
2,74.455,2.008,1.929,4.929,0.752,2.459,1.789,4.511,0.993
2,74.527,2.252,2.007,4.767,0.977,2.379,1.869,4.253,0.912
2,74.932,2.622,1.914,4.245,0.862,2.59,1.655,3.633,0.731
1,75.574,2.023,1.443,4.997,0.753,2.52,1.891,4.763,0.675
1,75.582,2.201,1.497,4.508,0.627,2.193,1.402,4.348,0.616
1,76.415,2.439,1.895,4.206,0.703,2.124,1.516,4.683,0.811
2,76.675,2.304,1.99,3.744,0.821,2.019,1.944,4.905,1.002
1,76.987,2.01,1.858,3.775,0.612,2.003,1.966,4.252,0.632
2,77.087,1.882,1.53,4.739,0.999,2.2,2.035,4.897,0.816
2,77.454,2.403,1.648,4.946,0.944,1.898,1.688,4.289,0.961
1,77.513,2.585,1.905,3.902,0.689,2.45,1.985,4.771,0.757
2,77.727,2.526,1.844,4.556,0.735,2.343,1.894,4.98,0.845
2,79.268,2.251,2.105,3.886,0.951,2.446,1.822,4.869,0.821
2,80.369,2.298,1.563,4.844,0.975,2.592,1.973,4.837,0.801
2,81.32,1.951,1.903,3.97,0.74,2.625,1.916,4.167,0.938
2,81.803,2.082,1.883,4.504,0.755,1.87,2.009,3.763,0.722
1,81.828,1.943,1.838,3.681,0.695,2.124,1.934,4.549,0.724
1,81.938,2.0,1.459,4.809,0.778,2.5,1.433,4.454,0.677
2,83.224,1.954,1.753,4.622,0.848,2.368,1.749,4.846,0.748
2,83.662,1.914,2.127,4.014,0.998,1.897,1.555,3.738,0.926
2,84.223,2.622,1.519,4.331,0.83,2.562,1.648,4.989,0.888
1,85.417,2.539,1.966,4.412,0.852,2.453,1.509,3.875,0.753
1,85.434,1.943,1.821,4.707,0.659,2.041,1.461,5.008,0.753
2,85.436,2.467,1.636,4.813,0.944,1.914,1.847,4.311,0.885
2,86.732,2.4,1.538,4.765,0.969,2.368,1.798,4.887,0.87
2,87.399,2.094,2.138,4.128,0.821,2.046,1.804,4.978,0.962
2,87.743,2.301,1.898,3.776,0.736,2.622,1.691,4.541,0.899
2,89.26,2.011,2.125,3.854,0.767,2.381,2.045,4.656,1.01
1,89.9,2.495,1.441,5.078,0.676,2.219,1.875,4.3,0.619
2,90.795,2.163,1.789,4.919,0.899,2.26,1.621,4.731,0.964
2,91.31,1.865,2.06,4.469,1.011,2.381,2.057,4.995,0.89
1,92.072,2.2,1.871,4.326,0.801,2.238,1.678,3.648,0.716
2,92.083,1.956,2.053,3.67,0.907,2.613,1.887,4.56,0.946
1,93.026,2.556,1.673,3.837,0.742,2.329,1.641,4.485,0.837
2,94.427,2.163,1.667,4.79,0.913,2.073,1.736,4.977,0.909
2,94.735,2.587,1.739,4.269,0.912,2.39,1.831,4.98,1.006
2,96.702,2.329,1.535,4.062,0.743,2.442,1.519,3.847,0.815
1,97.598,2.623,1.811,4.585,0.704,1.983,1.596,3.848,0.629
2,98.091,2.155,1.54,4.82,0.975,1.904,1.612,5.01,0.797
1,98.321,2.483,1.838,4.388,0.823,2.287,1.827,3.617,0.697
1,98.4,2.202,1.795,4.919,0.686,2.391,1.902,4.412,0.686
1,98.923,1.92,1.433,4.455,0.729,2.439,1.87,4.169,0.676
1,99.497,2.622,1.948,4.566,0.803,1.985,1.72,5.043,0.763
1,99.578,2.126,1.762,3.98,0.742,2.35,1.866,4.418,0.857
2,100.6,2.321,1.959,4.145,0.815,2.293,1.581,4.64,0.96
1,101.246,2.022,1.899,3.618,0.704,2.119,1.715,3.961,0.703
1,101.472,1.937,1.498,4.465,0.821,2.309,1.703,4.186,0.804
2,102.885,2.361,1.665,4.948,0.914,2.39,1.999,3.864,0.808
1,103.094,2.078,1.702,4.689,0.753,2.0,1.421,3.615,0.804
1,104.589,1.928,1.74,3.803,0.72,1.935,1.753,4.671,0.704
1,106.654,2.384,1.766,4.775,0.851,2.273,1.795,4.046,0.614
2,107.034,2.118,1.862,3.96,0.983,2.29,2.012,3.734,0.799
2,107.327,2.645,1.747,3.627,0.851,2.268,1.514,4.253,0.911
2,109.386,2.596,1.841,4.469,0.941,2.612,2.122,4.871,0.749
1,111.167,2.57,1.651,4.703,0.622,1.902,1.714,4.045,0.804
2,111.883,1.973,1.951,4.933,0.833,2.415,1.802,4.656,0.95
2,112.23,2.138,1.677,4.2,0.83,2.197,1.709,4.258,0.981
2,112.51,2.14,2.068,4.289,0.788,2.531,1.985,4.93,0.753
1,112.994,1.949,1.784,4.354,0.78,2.592,1.846,3.82,0.664
1,113.707,2.374,1.46,4.918,0.76,2.277,1.656,4.115,0.75
2,115.102,2.136,1.748,4.462,0.912,2.272,2.127,5.127,0.966
2,115.249,2.268,1.586,4.86,0.916,2.574,1.907,4.279,0.838
2,115.722,2.321,1.879,4.767,1.009,2.1,2.037,4.245,0.804
1,116.588,2.574,1.551,3.994,0.734,1.907,1.41,4.481,0.772
2,116.663,2.294,1.583,4.014,0.771,1.943,1.96,4.102,0.933
1,117.424,2.552,1.682,4.781,0.801,2.072,1.589,4.782,0.69
1,118.24,2.017,1.9,4.45,0.689,2.197,1.668,4.33,0.638
