task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.064,107.7,105.96,9.9,11.09,1.12,109.75,103.94,9.46,99.51,112.67,10.87,10.28,1.1,99.0,104.4,9.43
T2,0.33,99.47,97.7,9.62,11.6,1.14,103.92,103.56,10.85,95.91,102.36,10.53,10.8,1.07,103.71,95.4,9.44
T1,0.818,103.6,108.26,10.25,10.27,1.0,106.63,116.35,11.02,98.0,114.11,10.13,10.79,1.06,108.94,114.78,10.75
T2,0.875,96.57,109.08,11.11,11.29,1.12,108.07,108.99,10.12,103.55,114.18,10.43,11.84,1.0,114.27,106.79,10.12
T1,0.952,112.52,103.24,10.19,9.66,1.04,106.72,105.32,11.48,104.04,100.93,9.69,10.02,0.97,95.9,114.51,10.12
T3,1.253,104.64,105.05,10.96,10.99,1.03,102.98,105.65,11.59,100.15,111.25,9.87,10.75,1.13,105.66,112.0,11.03
T4,2.893,110.36,99.33,9.95,9.73,1.17,106.75,103.04,10.07,108.02,97.06,9.85,11.08,1.12,107.36,104.47,10.29
T4,3.228,108.95,104.17,11.36,10.2,1.08,96.94,96.65,10.08,99.82,110.74,10.11,11.17,1.12,97.08,104.38,10.9
T4,3.374,114.27,99.42,10.72,10.35,1.14,110.33,114.64,10.38,110.2,104.35,10.98,9.91,1.03,111.36,107.22,10.86
T4,3.563,107.36,101.68,10.12,10.05,1.11,101.09,97.1,10.24,115.4,97.35,11.18,9.94,1.11,108.51,106.08,11.06
T2,3.592,104.44,97.86,10.96,11.29,1.13,110.51,108.09,10.05,97.5,102.6,9.48,10.71,1.05,104.77,106.12,10.47
T3,3.592,97.47,110.32,11.14,10.61,1.05,97.42,114.48,11.08,99.42,108.42,10.22,10.93,1.14,107.57,112.6,11.45
T2,3.667,107.81,97.13,9.77,11.24,1.11,111.57,108.44,11.04,100.36,107.28,10.86,10.06,1.17,112.11,108.65,10.38
