task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.064,167.75,102.36,10.61,10.26,151.42,170.44,1.13,27.76,176.51,95.0,10.2,10.36,152.13,155.71,1.17,24.61
T8,0.153,161.37,103.12,10.61,9.41,173.4,144.71,0.98,26.3,152.88,105.08,11.08,11.0,146.83,158.19,0.99,28.35
T8,0.324,157.92,108.53,10.3,10.21,154.89,163.14,1.03,25.95,169.28,96.84,10.04,9.84,166.02,143.95,1.08,27.81
T2,0.33,157.96,97.86,11.01,9.85,168.63,156.07,1.13,27.57,174.16,103.75,10.94,10.75,142.32,164.59,1.07,24.79
T9,0.722,138.92,107.16,10.37,11.18,167.25,157.34,1.08,25.12,163.82,110.73,10.13,10.21,146.39,165.86,1.08,29.27
T1,0.818,149.93,115.76,10.69,10.23,145.38,171.52,1.16,26.2,158.84,103.96,10.43,11.0,154.04,161.46,1.14,26.7
T2,0.875,166.9,97.62,10.71,10.38,153.48,155.57,1.16,24.24,167.28,104.95,10.4,11.46,145.98,166.2,1.01,27.5
T1,0.952,160.67,116.97,10.47,10.39,153.14,151.23,1.02,24.27,176.36,102.8,10.38,11.13,154.04,167.45,1.06,26.34
T5,1.057,155.62,112.66,10.7,11.46,139.98,148.93,0.93,27.74,173.58,107.05,9.68,9.91,145.11,144.57,1.05,26.68
T10,1.085,145.11,107.43,9.52,10.17,143.98,160.34,1.05,26.91,166.55,106.77,10.93,10.73,143.5,149.91,1.11,25.36
T7,1.12,144.34,96.98,11.03,10.25,151.49,148.29,1.01,25.17,161.8,104.07,10.47,9.96,158.82,147.08,1.03,27.6
T10,1.155,158.0,105.64,10.82,10.97,159.91,162.99,1.07,26.15,170.14,109.32,10.89,10.01,148.86,148.63,1.14,28.16
T7,1.214,162.88,107.77,10.48,11.13,167.06,150.78,1.01,28.04,146.69,105.58,10.54,11.36,167.77,165.5,0.96,25.68
T9,1.222,160.85,103.86,9.89,10.55,157.62,152.83,1.14,29.33,156.6,115.64,10.38,10.09,160.91,152.21,1.03,25.03
T5,1.232,159.24,110.78,10.71,11.4,147.41,164.81,1.05,24.72,171.46,115.48,9.61,11.44,137.67,149.35,0.94,26.03
T3,1.253,147.84,109.15,11.32,9.84,164.84,158.29,1.0,26.63,160.82,110.16,10.57,11.37,155.44,151.07,0.95,29.1
T6,1.271,168.23,106.5,9.84,10.91,158.98,159.49,1.13,24.15,152.67,97.21,11.55,11.42,156.48,151.08,1.04,28.12
T5,1.509,163.39,108.81,11.31,11.15,161.81,166.31,1.03,27.98,161.26,118.26,10.91,10.76,157.28,143.12,1.07,28.11
T7,1.536,163.56,94.4,10.76,11.3,162.7,161.7,1.01,29.5,167.48,94.96,10.69,10.18,162.56,164.97,0.98,29.4
T10,1.604,155.22,104.68,10.15,10.21,155.63,157.13,1.12,28.25,169.13,94.47,10.22,10.03,160.04,170.86,1.06,26.07
T9,2.148,142.0,108.96,9.23,10.77,153.65,166.05,1.17,28.5,161.74,113.97,10.23,10.68,171.45,160.68,1.14,25.8
T7,2.166,151.47,108.13,10.53,11.12,151.68,161.04,1.05,27.72,155.24,93.43,10.3,10.04,158.61,162.49,0.93,28.21
T8,2.184,156.56,106.52,11.03,10.7,148.31,154.96,1.02,28.15,155.0,108.24,10.55,10.76,166.44,164.38,1.0,25.91
T5,2.467,164.97,113.29,10.45,11.59,141.47,157.98,1.06,24.9,157.55,108.24,10.7,10.91,152.51,159.15,0.94,28.07
T8,2.725,175.59,95.18,10.08,10.72,158.87,155.39,0.94,25.14,172.12,106.22,10.59,10.37,146.39,162.81,1.09,26.67
T6,2.736,156.22,104.96,10.42,10.16,141.49,163.06,1.03,24.89,174.05,96.29,10.07,10.69,140.34,169.54,1.14,24.28
T9,2.752,156.21,105.52,10.62,10.79,160.16,154.95,1.02,27.14,154.04,102.08,9.56,10.74,154.03,161.71,1.15,28.74
T7,2.847,168.16,95.66,10.78,9.76,159.15,163.34,1.07,28.94,165.28,101.48,11.82,10.72,159.95,165.45,0.99,27.05
T4,2.893,153.26,109.65,9.8,9.7,143.58,147.76,1.05,24.9,148.16,99.32,10.49,9.56,139.11,159.28,1.1,24.38
T4,3.228,166.34,99.0,9.58,10.25,141.41,139.91,1.08,23.46,145.14,103.53,10.7,10.76,154.13,140.87,1.03,24.47
T4,3.374,156.7,102.88,10.43,9.7,158.79,142.7,1.02,27.13,155.47,94.48,10.67,10.26,142.05,159.69,1.14,25.54
T4,3.563,158.1,96.76,10.74,10.16,164.14,151.29,1.01,27.35,164.22,100.28,10.69,10.72,154.04,146.63,1.03,25.96
T2,3.592,174.72,111.53,9.56,11.25,151.79,176.28,1.14,26.87,166.56,104.23,10.55,10.51,153.33,173.32,1.08,27.5
T3,3.592,148.87,99.65,11.08,9.79,155.44,157.89,1.0,25.7,171.45,104.66,10.02,10.97,159.31,147.81,1.1,27.3
T2,3.667,171.07,111.53,9.58,10.25,159.53,177.2,1.16,26.56,171.01,95.82,9.48,11.12,166.79,150.6,1.16,26.78
T9,3.837,154.45,105.6,10.03,11.4,160.19,171.91,1.02,25.23,146.74,103.69,10.44,10.49,168.66,171.76,1.01,25.39
T1,3.926,175.93,99.43,11.17,10.4,150.63,157.67,1.1,27.11,151.95,111.03,10.89,10.96,163.09,147.93,1.05,26.86
T5,3.934,163.42,106.14,9.68,11.39,146.53,158.67,1.01,24.42,163.72,117.43,11.0,10.28,159.47,165.26,1.0,25.94
T4,4.058,146.72,107.83,9.84,9.58,139.89,161.73,1.14,25.9,169.57,103.2,10.3,9.37,139.47,149.78,1.02,27.27
T5,4.107,173.34,110.58,11.06,10.07,155.47,152.1,1.06,25.67,151.08,105.16,10.82,9.89,146.67,166.87,1.0,25.78
T1,4.334,167.89,112.81,11.12,9.96,141.57,150.06,1.01,23.92,163.04,104.15,10.77,10.27,151.76,151.78,1.11,26.95
T6,4.422,173.22,95.37,10.19,11.63,149.15,147.81,1.09,24.09,170.17,101.73,10.51,11.24,150.96,169.66,1.03,26.18
T10,4.441,166.32,103.13,9.47,9.88,138.94,147.14,1.16,28.54,157.89,105.74,10.61,9.88,160.8,147.02,1.01,24.22
T9,4.454,163.13,112.63,9.88,11.13,159.53,154.32,1.15,26.55,153.31,118.64,10.52,11.18,168.56,163.23,1.16,27.76
T3,4.49,166.83,114.66,10.45,10.72,167.58,149.92,0.99,28.14,168.4,102.72,10.79,10.69,158.84,170.86,1.03,27.24
T1,4.597,149.82,100.81,10.78,10.88,150.63,162.25,1.17,26.76,163.11,102.18,10.56,10.1,153.72,160.13,1.02,23.66
T1,4.633,172.19,104.25,11.05,10.29,153.83,147.02,1.04,26.62,174.78,108.59,10.28,10.11,158.26,159.11,1.01,26.36
T3,4.736,158.36,101.04,10.72,11.31,159.2,147.88,0.96,27.2,150.85,100.71,10.63,9.82,162.62,171.26,1.02,26.16
T8,4.85,155.0,108.13,11.18,10.11,153.61,167.47,1.0,25.44,171.0,103.93,9.74,10.33,168.27,150.39,0.93,25.87
T8,4.905,169.54,109.38,10.68,9.37,165.69,152.71,0.96,27.5,160.1,110.39,10.35,10.13,160.38,165.77,0.93,26.35
T2,5.256,160.66,101.22,9.87,10.54,146.48,163.99,1.14,27.25,165.91,106.86,10.95,10.39,160.23,172.5,1.09,25.29
T10,5.477,147.14,105.75,10.69,10.49,155.08,163.7,1.06,24.86,147.91,101.11,10.86,9.95,149.28,149.95,1.18,27.56
T5,5.518,177.13,111.06,11.07,10.19,148.08,145.83,1.0,27.75,160.25,106.46,10.32,11.65,148.07,166.9,0.94,26.05
T8,5.683,166.04,105.42,10.36,10.57,148.24,154.45,0.96,27.16,155.45,100.02,10.13,10.06,170.59,169.32,0.96,23.99
T1,5.793,161.42,107.5,11.04,11.24,158.71,157.26,1.03,25.37,149.11,110.13,9.71,9.81,154.71,167.02,1.09,26.54
T5,5.815,169.86,112.74,11.31,11.38,149.91,148.2,0.96,24.55,161.37,112.17,10.19,10.21,156.84,148.8,1.03,27.41
T6,6.149,151.44,101.4,9.75,11.02,137.72,163.46,1.05,26.85,170.2,96.19,10.57,11.49,145.63,160.74,1.08,27.5
T1,6.33,160.03,106.95,10.23,10.79,140.34,150.28,1.16,25.08,163.35,99.8,9.85,11.09,149.77,165.7,1.16,27.44
T5,6.378,158.94,111.06,11.09,10.76,140.95,153.04,1.06,24.26,150.0,110.21,10.97,9.89,148.55,146.93,1.1,26.04
T5,6.464,168.15,111.6,10.45,11.16,137.63,158.76,0.93,24.43,151.75,101.97,10.5,11.3,151.45,155.01,0.98,27.17
T10,6.627,145.42,100.01,10.57,10.06,151.34,157.5,1.12,25.24,148.26,101.84,10.1,11.51,163.33,153.9,1.12,26.22
T1,6.643,170.43,103.46,10.81,10.82,158.55,171.18,1.16,23.89,167.89,113.0,10.18,10.83,158.26,152.93,1.02,26.95
T7,6.65,153.41,102.51,11.54,10.6,165.35,146.29,0.98,27.78,157.7,97.06,10.64,9.77,157.16,158.25,1.0,25.77
T10,6.69,159.26,95.4,10.62,10.65,143.98,165.88,1.18,24.28,146.99,109.05,10.37,11.06,154.14,144.54,1.19,24.15
T8,6.714,166.69,107.48,9.96,9.46,150.63,144.84,1.03,27.85,162.82,110.38,10.58,10.3,153.34,159.13,1.03,26.52
T7,6.96,160.22,106.06,11.95,10.18,173.95,167.49,0.99,29.24,168.25,102.29,10.44,11.24,157.74,143.68,1.08,25.52
T4,6.964,162.74,96.79,9.91,10.72,160.76,160.72,1.12,23.42,149.76,105.42,11.2,10.86,147.31,147.16,1.18,26.74
T5,7.021,173.73,113.74,10.85,10.46,152.6,146.49,0.98,24.8,157.55,109.84,10.27,11.22,146.73,167.2,1.0,26.95
T5,7.251,165.46,114.09,10.74,10.2,154.88,160.96,1.08,25.6,156.13,103.4,9.73,9.98,152.82,165.68,0.96,26.66
T5,7.273,152.76,113.17,11.39,11.25,146.9,159.1,1.0,23.67,164.15,118.29,10.18,11.59,155.89,159.37,1.0,27.67
T7,7.276,145.74,108.96,10.54,10.7,151.5,144.37,1.09,27.26,166.54,102.43,10.72,10.29,177.66,151.88,1.04,26.93
T2,7.293,154.34,100.6,11.09,10.82,146.41,178.94,1.11,24.88,168.57,96.23,9.52,10.95,162.96,169.45,1.06,27.52
T2,7.38,169.98,97.46,9.77,11.07,143.76,152.12,1.02,27.5,176.96,107.7,9.83,10.76,164.07,172.5,1.18,24.1
T7,7.495,149.08,111.04,11.21,10.93,158.82,162.25,1.07,28.69,154.62,96.47,10.23,10.14,151.93,159.87,1.1,27.52
