task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.749,1.792,0.818,1.453,1.119
2,1.373,2.086,1.133,3.501,2.116
1,2.026,2.112,0.89,1.031,1.07
1,2.026,1.795,0.944,1.461,0.752
2,2.765,1.074,1.969,9.789,2.908
2,3.356,4.239,2.4,3.757,0.947
2,4.659,5.338,1.262,5.746,1.242
1,5.378,2.382,0.746,1.105,1.385
2,5.647,7.59,1.176,9.003,1.891
1,5.764,1.491,0.943,2.008,0.613
2,6.886,5.775,1.771,5.965,2.81
2,7.048,10.061,0.713,4.051,1.194
2,8.365,6.156,1.261,5.335,1.098
2,8.583,3.382,0.677,3.12,2.989
2,9.687,2.25,0.84,1.899,0.909
2,9.745,1.973,1.706,1.532,0.601
2,9.756,1.872,1.092,7.987,1.455
1,10.828,1.957,0.884,1.216,1.254
1,10.978,1.759,0.856,0.961,0.935
1,11.173,1.316,0.918,1.102,0.879
2,11.309,1.683,1.989,9.635,0.929
2,11.359,3.133,2.84,4.103,1.324
2,12.045,8.852,1.116,2.03,0.669
2,12.152,10.331,0.738,7.019,0.804
2,12.504,3.929,3.127,2.365,1.926
2,12.889,2.253,3.465,4.524,0.96
2,13.893,2.902,1.791,3.381,1.128
1,14.063,1.021,1.233,1.78,0.96
1,14.247,1.328,0.911,2.088,0.587
1,14.758,1.275,1.323,2.018,0.876
2,14.977,5.064,1.667,2.258,1.124
1,15.176,2.018,1.264,0.935,1.128
2,15.537,12.035,1.345,8.991,0.773
1,15.795,1.81,0.863,1.522,0.841
1,15.927,1.134,1.07,2.074,0.866
1,16.517,1.11,1.183,2.446,0.875
2,17.032,3.299,1.563,6.132,0.627
2,17.065,5.748,0.629,3.855,2.911
1,17.368,1.035,0.869,1.501,0.929
1,18.004,0.964,0.621,1.2,0.96
1,18.13,1.18,0.991,1.921,1.436
1,18.511,1.311,0.895,2.074,0.881
1,18.814,2.145,0.855,1.217,0.823
1,18.854,1.351,1.392,0.966,0.787
1,19.569,1.418,0.969,1.032,0.764
2,21.473,13.287,0.622,4.327,1.194
2,21.626,3.649,3.244,2.234,1.37
2,21.809,2.119,1.19,2.873,1.254
2,21.877,7.266,0.627,6.086,0.713
2,21.958,9.839,3.112,12.35,1.667
2,23.186,3.787,2.603,2.572,0.891
1,24.145,1.288,0.903,1.013,1.344
2,24.898,7.431,3.563,4.209,0.981
2,25.162,11.077,2.232,1.44,3.191
2,25.762,2.481,0.885,11.869,0.959
1,27.82,1.3,0.63,1.302,1.222
2,28.094,11.813,0.988,3.297,0.567
2,29.452,11.51,2.113,7.605,2.105
1,29.942,1.476,1.394,1.234,0.942
1,30.045,1.925,0.607,1.101,0.821
2,30.125,4.039,1.036,4.718,3.276
1,31.549,1.778,0.835,2.002,0.928
2,32.598,12.444,2.669,11.641,1.981
2,32.83,10.999,1.061,5.212,0.729
1,33.598,1.016,1.549,1.274,0.73
1,34.123,1.486,1.158,1.214,0.927
1,35.019,0.962,1.134,1.907,1.396
2,35.136,6.718,0.853,5.487,0.968
1,35.839,1.288,0.782,2.049,0.885
2,35.927,3.445,1.891,4.111,0.697
1,36.014,1.885,0.841,0.937,0.873
1,36.024,1.321,0.923,1.821,0.669
2,36.127,1.81,1.085,10.607,1.694
2,37.062,3.858,1.401,2.864,3.43
2,37.49,2.742,1.981,5.97,0.944
1,37.802,1.021,0.731,1.221,0.857
1,38.085,1.218,0.998,1.262,0.999
1,40.721,1.005,0.903,1.065,1.218
2,40.986,6.873,3.009,2.794,2.992
1,41.889,1.154,1.332,2.038,1.383
1,43.227,1.086,0.982,1.181,0.947
1,43.473,2.416,0.88,1.304,1.215
1,44.219,1.79,0.831,1.757,0.89
2,44.385,3.929,1.563,3.1,1.646
2,45.73,5.064,2.416,11.268,1.891
2,45.918,9.015,3.415,6.134,1.236
1,46.053,2.056,0.931,1.212,1.143
1,46.092,1.435,1.241,1.241,0.862
2,46.839,4.016,1.231,1.66,1.281
2,46.939,3.21,2.366,3.52,3.563
1,47.122,1.461,1.095,1.767,1.047
1,47.155,1.816,0.88,1.208,1.054
1,47.302,1.225,1.233,1.453,0.946
2,47.569,8.879,2.669,3.757,0.766
1,47.691,0.933,0.623,0.954,1.348
2,48.338,12.508,3.142,7.287,1.107
2,49.0,8.946,3.265,3.917,2.579
1,49.033,0.999,1.332,1.218,1.335
2,49.553,5.491,1.989,5.487,0.873
1,50.361,2.134,1.141,1.005,0.623
2,50.753,2.928,1.295,4.378,1.76
2,51.099,8.437,3.422,2.015,3.11
2,51.471,3.185,1.934,8.337,1.597
1,51.801,1.407,1.196,1.11,1.238
1,51.961,1.263,0.619,1.227,0.985
2,52.186,4.792,1.159,4.899,2.142
1,52.697,1.008,0.946,1.211,0.951
1,52.988,0.95,0.872,2.123,0.981
2,53.206,1.44,1.106,1.748,1.335
2,53.97,4.107,1.428,3.234,1.924
2,54.384,7.883,1.043,7.542,1.066
1,54.458,1.488,0.992,2.079,0.865
2,54.936,2.229,1.337,9.3,3.041
1,55.59,1.309,0.924,1.391,0.855
1,55.602,1.815,0.653,1.841,1.238
1,56.376,1.308,0.919,1.261,0.925
1,56.637,1.398,1.22,1.14,0.788
2,57.819,2.997,2.166,2.229,1.062
1,58.033,2.424,1.434,1.793,0.725
2,58.114,12.036,0.996,7.084,1.262
1,59.279,1.254,1.116,1.217,1.129
2,59.801,5.327,0.677,1.993,2.105
1,60.403,2.015,0.85,1.256,0.867
2,60.673,6.133,1.744,6.394,1.302
1,60.753,1.793,0.91,1.289,0.948
1,61.273,1.219,0.959,1.486,0.891
1,62.503,1.531,0.879,1.299,0.627
2,62.519,2.696,1.164,5.736,0.703
2,62.582,2.193,0.988,12.463,0.656
2,62.769,5.064,1.135,2.45,1.281
1,62.794,0.94,1.151,2.072,0.864
2,62.907,5.335,0.988,3.984,2.002
2,63.075,2.457,1.28,3.622,0.686
1,63.231,1.825,0.856,1.763,1.396
1,64.44,1.327,1.516,1.424,0.785
1,64.652,1.391,0.725,1.815,1.396
2,64.919,2.241,1.279,6.133,2.782
1,64.94,2.147,0.967,1.499,1.417
2,65.157,6.16,2.416,6.635,0.93
2,65.535,2.063,0.759,2.757,0.704
1,66.016,1.229,0.953,1.311,0.889
1,66.123,1.256,0.637,1.923,0.945
2,67.784,2.097,1.273,2.584,0.731
1,69.64,1.299,1.405,1.183,0.925
1,71.501,1.101,0.936,1.185,0.874
1,72.169,1.299,1.117,2.106,1.235
2,73.223,4.79,0.564,5.219,0.999
2,73.695,2.797,0.73,5.805,0.824
1,73.702,1.813,0.999,2.046,0.782
1,75.035,1.213,0.831,1.529,0.788
1,75.113,1.436,0.983,1.294,0.986
2,76.641,4.166,1.336,8.906,2.166
2,76.771,3.029,1.694,3.851,3.138
1,77.006,1.233,1.219,1.821,0.837
2,78.101,4.488,2.445,3.626,1.531
2,78.107,6.369,1.093,10.361,2.038
2,78.267,2.127,0.551,6.844,1.106
2,78.312,1.962,3.265,6.369,2.048
2,79.938,4.322,0.865,7.031,2.908
1,79.946,1.283,0.948,1.852,1.332
2,80.65,2.571,0.836,4.074,0.873
2,81.823,10.731,1.061,13.016,0.737
2,81.977,11.972,0.822,6.16,0.674
2,82.065,5.83,0.965,6.475,0.779
1,82.743,1.291,1.426,1.241,1.088
1,82.801,1.98,1.359,1.218,0.992
1,83.154,2.119,0.904,1.093,1.377
2,83.443,10.636,1.556,2.638,0.874
1,83.949,1.311,1.114,1.318,1.183
1,84.364,1.227,0.912,1.327,1.203
2,84.922,3.969,1.891,13.021,1.388
1,85.426,1.466,1.387,2.116,0.933
2,85.774,3.263,1.512,12.463,1.08
1,86.297,1.253,1.337,2.151,0.72
1,87.077,1.244,1.107,1.066,0.991
1,87.441,1.005,1.229,1.216,0.868
2,87.636,5.212,0.779,4.16,2.755
2,88.044,4.179,1.156,10.841,1.957
