task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.095,1.27,1.224,1.023,0.935
1,0.164,1.262,0.879,0.954,0.929
1,0.737,1.253,1.401,1.764,1.359
1,1.058,1.757,0.981,0.987,0.621
1,1.223,1.77,0.824,1.751,0.752
2,1.306,8.437,0.809,6.153,3.544
1,1.695,1.907,0.967,1.994,0.904
2,2.424,2.15,2.026,6.086,1.098
1,3.816,1.253,1.008,1.414,0.632
1,5.032,1.102,0.915,1.229,1.008
1,5.23,1.294,0.692,0.966,0.946
1,5.449,1.01,0.839,1.287,1.394
1,5.565,1.266,1.583,1.438,0.788
2,5.718,10.532,1.107,4.42,0.601
2,6.65,3.219,1.776,3.658,0.73
1,7.572,1.07,0.995,1.288,0.633
2,8.555,11.326,1.793,3.787,1.943
1,9.254,1.537,0.681,1.523,0.972
1,9.687,2.046,1.335,2.119,1.142
2,10.397,7.507,0.775,4.195,1.926
2,10.893,5.338,1.231,10.607,2.017
2,11.13,5.064,1.966,2.43,0.935
2,11.314,2.055,1.989,13.9,2.972
1,11.538,1.802,0.789,1.2,1.233
1,11.565,1.271,0.935,1.266,1.254
1,12.367,2.305,0.937,1.242,0.756
1,13.295,2.305,0.753,1.323,0.94
2,13.318,2.31,0.929,3.903,0.748
2,13.913,6.475,2.71,8.055,2.546
1,14.096,2.114,0.624,1.012,0.661
2,14.659,11.024,1.915,11.548,3.132
1,14.704,1.26,1.078,1.389,0.92
2,15.002,2.313,0.832,5.594,2.064
2,15.024,8.408,0.781,2.638,2.845
2,15.64,3.75,1.552,5.806,0.959
2,16.092,6.093,0.805,5.814,2.067
1,16.268,2.015,1.057,1.038,0.96
2,16.457,2.365,1.9,4.429,1.701
2,16.835,9.692,1.553,13.9,1.564
1,17.142,1.287,1.394,1.25,0.918
2,18.271,8.402,1.018,14.09,1.447
1,18.693,1.019,0.972,1.123,0.949
1,19.101,2.279,1.323,1.341,0.619
1,19.149,1.073,0.722,1.223,1.223
1,19.528,1.207,0.994,1.226,0.894
1,19.832,0.964,0.588,1.757,0.732
2,20.726,5.653,1.737,10.478,1.255
2,21.604,6.475,1.261,5.298,1.584
2,21.656,2.941,3.275,10.526,1.813
1,21.708,2.006,0.627,1.221,0.918
1,23.494,1.213,1.123,1.499,0.993
1,23.761,2.312,0.903,1.202,1.047
2,25.061,6.447,2.589,2.563,1.194
2,26.035,10.576,1.934,5.219,1.926
2,26.399,12.463,1.701,9.651,2.002
1,27.076,2.024,0.591,2.176,0.878
1,27.332,0.939,0.613,1.336,1.143
1,27.443,0.978,1.264,2.146,0.925
