task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.557,5.064,1.857,5.624,0.553
2,1.292,2.055,1.69,2.184,1.194
2,1.841,7.573,0.642,5.805,1.21
2,2.534,2.289,0.804,4.58,2.167
2,2.635,2.248,1.471,7.542,2.603
1,2.878,1.154,0.86,1.272,0.937
2,3.045,13.011,1.229,2.253,1.447
2,3.168,1.807,3.579,3.445,2.603
1,3.423,1.03,0.629,1.274,1.082
1,3.9,1.227,0.611,1.243,0.613
1,3.992,1.15,0.971,1.499,0.895
2,4.442,3.929,1.046,2.481,3.151
2,4.656,1.75,2.873,6.132,2.929
1,5.445,2.043,0.882,2.277,1.333
1,5.572,1.272,0.942,1.295,0.895
2,6.099,4.103,2.139,5.212,0.918
1,6.467,1.272,0.959,1.351,0.858
2,6.577,7.833,1.275,1.918,2.221
1,7.561,1.226,1.242,1.864,0.627
2,7.565,1.591,2.911,7.372,2.292
2,7.877,7.24,1.208,11.284,1.09
1,9.366,1.48,1.234,1.522,1.249
1,9.612,1.337,0.611,1.275,1.187
2,9.663,3.194,2.774,3.911,2.751
2,10.044,6.873,0.905,5.105,0.877
2,10.171,13.942,3.275,1.66,1.857
2,11.154,6.718,1.857,6.081,0.919
1,12.713,1.275,0.87,0.999,0.942
1,12.944,1.434,0.905,1.556,0.62
1,13.152,1.807,0.919,1.219,1.107
2,13.833,3.357,0.952,2.515,1.293
1,14.747,1.243,0.82,1.326,1.258
2,15.062,12.713,1.638,3.649,0.819
1,15.412,1.864,0.827,1.523,0.92
2,15.941,6.215,0.896,4.781,2.412
1,15.985,1.967,1.115,1.237,0.908
1,16.201,1.407,1.002,1.29,0.928
1,16.415,1.008,0.935,1.299,0.616
2,16.503,2.227,1.636,5.746,0.699
1,17.081,1.499,1.396,1.292,0.84
2,17.183,3.855,1.663,2.055,1.172
1,17.262,1.777,0.623,1.749,0.611
2,17.266,3.443,0.764,2.015,0.863
2,17.533,9.02,0.753,8.355,3.191
1,17.891,1.455,0.871,0.993,1.261
1,17.951,1.013,1.377,1.262,0.902
1,18.764,1.22,1.095,0.976,1.332
1,18.915,2.114,1.459,1.275,1.342
2,20.03,6.025,2.139,6.082,1.197
2,21.035,2.055,1.446,4.115,0.614
2,21.242,12.383,2.972,4.214,2.908
1,21.88,1.466,0.612,1.224,1.151
1,22.531,1.274,1.213,2.025,0.585
2,22.695,4.12,0.967,5.887,0.661
1,22.765,1.81,0.875,1.772,0.883
1,24.26,1.403,0.956,1.501,1.002
1,24.573,1.267,0.879,1.422,1.233
1,24.725,2.372,0.912,2.027,0.841
1,24.73,1.105,0.894,1.224,1.231
1,24.899,2.016,1.329,0.987,0.94
2,25.074,1.643,0.533,3.176,2.873
2,25.713,11.718,0.992,8.652,0.853
2,27.004,1.926,2.669,8.099,3.343
1,27.612,2.397,1.149,1.277,0.904
2,28.499,9.643,3.279,2.195,2.165
2,28.963,10.22,0.853,5.141,2.119
1,28.97,2.025,0.895,1.277,1.07
2,29.749,4.289,2.458,5.607,1.793
1,30.193,0.979,1.222,1.852,0.874
1,30.254,1.763,0.669,1.767,0.924
2,31.618,5.708,0.66,4.028,0.754
2,31.653,11.226,3.23,4.529,0.987
2,31.899,12.87,1.916,3.851,0.773
2,32.9,2.683,0.852,4.16,0.726
1,33.472,2.382,1.339,1.435,0.934
1,34.335,1.216,1.261,2.116,0.879
2,35.803,5.487,2.002,5.572,3.142
1,36.338,1.021,1.429,1.293,0.922
1,36.594,1.193,1.166,2.024,0.678
1,38.598,1.556,0.618,1.258,1.323
2,38.62,4.548,3.415,9.02,1.717
2,39.347,3.004,3.225,4.76,1.241
1,39.684,1.765,0.884,1.935,1.245
2,39.691,5.184,1.179,7.102,1.085
1,39.817,1.442,1.436,1.269,0.867
1,39.967,1.15,0.839,1.244,0.879
1,40.516,1.256,1.434,1.423,0.971
1,40.856,1.803,0.895,0.969,0.832
1,42.127,1.272,0.621,1.278,0.637
1,42.573,1.206,0.91,1.815,0.928
1,43.935,1.237,0.993,1.813,0.717
2,44.348,4.488,0.701,8.464,1.324
2,44.553,1.98,1.107,2.767,1.215
2,45.361,2.737,1.091,11.821,1.334
1,46.008,1.763,1.224,1.293,0.927
2,46.293,11.493,1.981,5.327,1.667
2,46.294,1.679,2.96,10.526,1.484
1,46.786,1.313,0.681,1.2,0.931
2,47.323,10.576,1.69,13.409,2.81
2,48.299,3.24,3.579,6.769,1.312
2,49.358,1.939,0.666,12.106,1.604
1,49.875,1.414,1.346,1.316,1.483
1,50.273,1.281,0.898,1.286,0.894
1,50.966,1.03,1.008,1.311,0.865
1,51.958,1.242,0.87,1.524,1.22
2,52.318,6.772,1.154,3.485,1.916
2,52.741,2.43,1.35,3.88,1.642
2,52.816,4.841,1.232,2.346,1.32
2,52.903,4.179,1.175,4.927,1.976
2,53.371,4.028,1.96,10.171,0.799
1,53.708,1.454,0.619,1.475,1.125
1,54.73,1.325,0.607,1.295,0.964
2,54.832,6.132,0.941,3.074,3.275
2,56.387,9.643,1.484,1.862,0.987
1,56.884,1.032,0.628,2.126,0.878
