task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.529,1.217,0.905,1.293,1.25
2,0.743,7.08,1.444,4.524,1.101
2,1.421,4.922,1.119,3.234,0.752
1,2.006,1.539,1.346,1.894,0.789
1,2.296,1.301,0.981,1.351,0.978
2,2.462,2.434,2.943,6.873,2.396
1,2.531,1.778,0.9,1.556,1.189
2,2.64,4.214,2.873,4.554,1.345
2,2.712,10.22,3.11,3.538,2.199
2,3.095,4.961,3.191,3.658,0.943
1,4.245,1.294,0.893,1.244,1.009
1,4.281,1.894,1.389,1.231,0.994
2,4.42,8.055,1.093,4.132,1.066
1,4.433,1.235,0.587,1.313,0.73
1,4.553,1.269,0.635,2.312,1.11
2,4.626,3.643,3.259,2.496,0.674
1,5.316,1.237,0.674,2.049,1.335
1,5.708,1.219,1.459,1.308,0.856
1,6.022,1.959,0.922,1.308,0.869
1,6.774,1.218,0.756,1.524,0.878
1,7.249,1.798,1.323,2.036,0.911
2,7.371,1.872,0.622,3.194,1.504
1,7.45,1.448,0.863,1.921,0.825
2,7.714,6.133,1.7,11.772,3.465
1,7.975,1.019,0.847,1.001,0.746
2,8.727,4.113,0.675,4.555,1.107
1,9.045,2.091,0.611,1.756,0.615
1,9.14,1.388,1.087,2.074,0.726
1,10.298,1.097,1.238,1.29,1.151
1,10.475,1.926,0.917,1.343,1.192
2,10.596,7.084,0.846,4.322,1.37
1,11.288,1.006,0.727,1.302,0.969
1,11.646,2.126,0.903,1.11,1.123
2,11.656,10.331,1.934,2.097,0.759
1,13.286,1.747,0.961,1.244,1.44
2,14.671,6.312,1.119,3.054,1.257
1,14.765,1.252,0.877,1.251,0.999
2,14.889,7.13,0.965,12.023,0.944
1,15.082,1.497,0.82,1.437,0.895
1,15.381,2.279,1.264,1.319,0.937
1,15.66,1.229,0.848,1.331,0.91
2,15.737,2.677,2.903,3.923,1.091
1,16.023,1.429,0.863,1.417,0.873
1,17.775,0.973,0.635,1.757,1.214
1,18.079,2.412,1.178,1.42,0.935
2,18.157,4.858,3.425,1.603,1.389
1,19.034,2.176,0.938,1.24,0.913
2,19.731,7.605,2.4,3.643,0.855
2,19.84,3.755,3.113,1.807,0.759
1,20.419,1.298,0.928,1.935,1.234
1,22.026,1.083,0.958,1.486,0.873
1,22.433,1.211,0.889,2.018,0.784
2,22.711,1.962,1.217,9.144,2.939
2,22.906,2.928,1.107,7.987,2.221
2,23.073,4.554,1.018,7.084,1.504
1,23.585,1.019,0.789,1.073,0.593
1,24.414,1.244,0.666,1.229,0.624
1,24.42,1.308,1.4,1.478,1.215
2,24.455,7.67,0.766,10.601,1.695
1,24.776,1.758,0.867,2.277,1.148
1,25.126,1.469,0.85,1.772,0.9
1,26.368,1.101,0.849,2.37,1.129
1,26.731,1.417,0.623,1.195,0.942
1,28.433,1.2,0.912,1.225,0.918
1,28.829,2.397,0.617,1.009,0.879
2,30.222,7.403,2.838,12.348,1.116
1,31.749,1.296,0.72,1.803,1.458
1,31.826,1.021,1.191,1.007,1.446
1,32.037,1.244,1.153,2.179,1.436
2,32.626,2.421,3.165,6.63,1.541
1,32.825,1.03,1.174,1.751,1.449
2,33.149,4.028,1.404,2.015,0.611
2,33.77,2.119,2.943,3.337,1.776
1,33.914,1.935,1.057,1.967,1.388
1,34.191,1.094,1.173,1.035,0.837
2,34.823,13.868,0.819,6.796,0.657
1,34.962,1.227,1.282,1.316,0.94
1,35.272,1.293,0.903,0.993,0.85
2,35.297,4.781,3.165,10.557,0.804
1,35.322,1.219,1.191,1.008,0.717
2,35.423,5.538,2.766,8.507,2.166
2,36.435,3.038,1.213,4.033,1.158
1,37.333,1.326,0.906,1.019,1.266
1,37.927,1.765,0.879,1.239,1.116
1,39.319,1.221,0.956,1.932,0.623
2,39.354,4.209,2.954,1.848,0.89
1,39.458,1.303,0.905,2.072,0.843
1,39.764,1.096,0.853,2.02,0.885
2,40.312,5.603,2.81,12.036,0.699
1,42.254,2.051,1.191,1.2,0.673
1,42.389,1.777,0.944,1.091,1.389
2,42.631,2.496,1.336,7.13,2.4
2,42.733,3.435,1.466,2.457,3.244
1,44.102,1.834,1.254,1.101,0.616
2,45.087,5.386,0.959,4.115,2.899
1,45.142,1.294,0.895,1.096,0.593
1,45.199,1.108,0.652,1.794,1.219
1,45.229,1.437,0.872,1.11,1.11
