task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,5.816,15.0,15.0,15.0,15.04,14.93,14.74
T3,9.707,5.0,5.0,5.0,4.99,5.03,5.0
T4,22.229,2.0,2.0,2.0,2.01,2.02,2.0
T4,27.409,2.0,2.0,2.0,2.0,1.98,1.97
T1,38.451,10.0,10.0,10.0,9.95,9.88,10.14
T3,39.793,5.0,5.0,5.0,5.06,5.0,4.97
T4,46.57,2.0,2.0,2.0,1.98,1.97,1.98
T3,51.907,5.0,5.0,5.0,4.92,4.96,4.94
T2,54.749,15.0,15.0,15.0,14.95,15.12,14.79
T1,57.404,10.0,10.0,10.0,10.16,9.88,10.13
T1,66.145,10.0,10.0,10.0,9.84,9.87,9.99
T3,69.025,5.0,5.0,5.0,5.0,4.99,4.92
T3,78.759,5.0,5.0,5.0,5.04,5.08,5.04
T3,83.276,5.0,5.0,5.0,4.97,5.01,5.01
T1,84.901,10.0,10.0,10.0,10.03,10.0,9.98
T3,84.917,5.0,5.0,5.0,5.06,5.03,4.95
T3,95.79,5.0,5.0,5.0,4.92,5.06,5.05
T3,99.685,5.0,5.0,5.0,5.07,4.91,5.01
T4,103.26,2.0,2.0,2.0,1.97,2.03,2.02
T2,108.255,15.0,15.0,15.0,14.91,15.08,15.01
T1,113.535,10.0,10.0,10.0,9.85,10.07,10.0
T2,114.995,15.0,15.0,15.0,14.76,14.75,14.87
T4,126.805,2.0,2.0,2.0,1.99,1.99,2.0
T1,128.232,10.0,10.0,10.0,9.83,9.89,9.96
T1,130.263,10.0,10.0,10.0,9.83,9.96,10.11
T1,131.183,10.0,10.0,10.0,10.02,9.89,10.06
T3,132.014,5.0,5.0,5.0,5.08,4.93,5.0
T1,135.623,10.0,10.0,10.0,9.83,9.95,9.84
T4,155.823,2.0,2.0,2.0,1.98,1.99,2.0
T4,158.577,2.0,2.0,2.0,2.02,2.0,2.0
T3,165.25,5.0,5.0,5.0,4.97,4.98,4.93
T3,167.627,5.0,5.0,5.0,4.96,4.99,4.95
T4,173.955,2.0,2.0,2.0,2.02,2.03,1.99
T3,175.134,5.0,5.0,5.0,4.92,5.01,4.92
T1,180.706,10.0,10.0,10.0,10.17,10.06,9.89
T2,196.549,15.0,15.0,15.0,14.93,15.05,15.12
T4,199.179,2.0,2.0,2.0,2.0,2.02,1.97
T2,202.303,15.0,15.0,15.0,15.22,15.0,15.08
T4,212.716,2.0,2.0,2.0,2.0,2.02,2.03
T4,216.366,2.0,2.0,2.0,1.99,2.01,2.02
T1,218.053,10.0,10.0,10.0,10.13,10.11,9.91
T1,218.811,10.0,10.0,10.0,9.93,9.98,10.1
T4,225.234,2.0,2.0,2.0,2.01,1.97,2.03
T1,227.751,10.0,10.0,10.0,10.09,9.93,9.89
T2,235.733,15.0,15.0,15.0,14.96,15.06,15.06
T3,237.951,5.0,5.0,5.0,5.04,5.07,4.99
T3,250.426,5.0,5.0,5.0,4.96,4.99,4.96
T2,255.3,15.0,15.0,15.0,15.13,14.82,14.87
T3,257.349,5.0,5.0,5.0,5.01,5.07,5.08
T4,261.887,2.0,2.0,2.0,1.99,2.0,2.0
T1,269.699,10.0,10.0,10.0,9.91,9.84,10.06
T4,272.797,2.0,2.0,2.0,2.03,2.01,1.97
T2,273.589,15.0,15.0,15.0,14.78,14.78,15.16
T4,282.442,2.0,2.0,2.0,2.0,1.97,2.0
T2,286.303,15.0,15.0,15.0,15.18,14.91,15.06
T3,288.195,5.0,5.0,5.0,5.0,4.92,4.95
T1,296.911,10.0,10.0,10.0,10.04,9.85,10.12
T2,299.956,15.0,15.0,15.0,14.79,14.92,14.76
T3,305.281,5.0,5.0,5.0,4.97,5.04,5.01
T4,307.511,2.0,2.0,2.0,1.98,2.0,1.99
T1,308.103,10.0,10.0,10.0,10.15,10.03,10.0
T1,310.619,10.0,10.0,10.0,9.96,10.11,10.12
T3,314.549,5.0,5.0,5.0,5.0,5.08,5.03
T3,314.825,5.0,5.0,5.0,5.04,5.0,5.04
T3,323.503,5.0,5.0,5.0,4.93,5.03,4.95
T1,324.886,10.0,10.0,10.0,10.0,9.98,9.91
T4,331.788,2.0,2.0,2.0,2.02,2.02,1.99
T1,332.526,10.0,10.0,10.0,9.88,10.04,9.85
T4,335.523,2.0,2.0,2.0,1.99,2.0,1.99
T4,339.398,2.0,2.0,2.0,1.98,2.0,1.97
T2,342.609,15.0,15.0,15.0,14.77,15.02,14.95
T3,349.29,5.0,5.0,5.0,4.93,5.02,4.99
T2,357.34,15.0,15.0,15.0,14.83,15.08,14.78
T1,357.773,10.0,10.0,10.0,9.84,10.06,10.14
T1,364.914,10.0,10.0,10.0,10.1,9.92,9.99
T3,368.078,5.0,5.0,5.0,5.03,5.09,4.93
T2,370.006,15.0,15.0,15.0,14.9,15.26,15.13
T3,380.009,5.0,5.0,5.0,4.97,5.07,5.04
T1,392.308,10.0,10.0,10.0,9.97,10.03,10.17
