task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.352,5.0,5.0,5.0,4.94,4.96,5.02
T4,0.671,2.0,2.0,2.0,2.03,2.02,2.0
T1,0.808,10.0,10.0,10.0,9.95,9.89,10.15
T2,6.711,15.0,15.0,15.0,15.17,14.8,15.09
T2,6.803,15.0,15.0,15.0,14.97,14.86,14.86
T4,7.719,2.0,2.0,2.0,2.03,2.0,1.98
T2,8.584,15.0,15.0,15.0,15.19,15.11,15.12
T3,8.968,5.0,5.0,5.0,4.99,5.04,5.02
T1,11.456,10.0,10.0,10.0,10.02,9.85,10.06
T3,14.398,5.0,5.0,5.0,5.04,4.97,5.0
T1,19.381,10.0,10.0,10.0,10.0,9.89,9.85
T1,25.741,10.0,10.0,10.0,9.85,9.9,10.17
T4,27.976,2.0,2.0,2.0,2.02,1.98,2.02
T2,37.923,15.0,15.0,15.0,15.07,14.98,14.94
T4,38.146,2.0,2.0,2.0,1.98,1.97,1.99
T1,42.091,10.0,10.0,10.0,9.99,9.96,10.13
T1,44.182,10.0,10.0,10.0,10.11,10.12,10.01
T4,45.904,2.0,2.0,2.0,2.0,2.02,1.98
T4,47.121,2.0,2.0,2.0,2.03,2.03,1.97
T1,48.481,10.0,10.0,10.0,10.02,10.14,9.84
T2,55.265,15.0,15.0,15.0,15.05,15.1,14.86
T1,55.376,10.0,10.0,10.0,9.96,10.05,9.86
T2,59.211,15.0,15.0,15.0,15.16,15.03,14.91
T1,59.815,10.0,10.0,10.0,9.9,10.06,10.11
T2,71.057,15.0,15.0,15.0,14.74,14.99,15.23
T2,74.984,15.0,15.0,15.0,14.91,14.8,15.23
T3,75.42,5.0,5.0,5.0,4.96,4.95,5.04
T1,76.604,10.0,10.0,10.0,9.96,10.01,9.85
T4,78.539,2.0,2.0,2.0,2.01,2.02,2.01
T1,84.859,10.0,10.0,10.0,9.87,10.16,9.97
T4,93.382,2.0,2.0,2.0,2.02,1.99,2.03
T3,95.741,5.0,5.0,5.0,4.92,4.92,5.01
