task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.282,5.0,5.0,5.0,5.04,5.03,5.01
T4,0.79,2.0,2.0,2.0,2.02,1.97,1.97
T1,16.814,10.0,10.0,10.0,9.89,10.07,10.09
T4,19.069,2.0,2.0,2.0,2.03,2.03,2.0
T2,20.891,15.0,15.0,15.0,14.95,14.77,15.02
T1,28.08,10.0,10.0,10.0,9.98,9.85,9.89
T2,34.072,15.0,15.0,15.0,15.12,15.07,15.04
T3,35.829,5.0,5.0,5.0,5.02,4.96,5.0
T2,36.208,15.0,15.0,15.0,15.03,15.19,14.94
T3,41.194,5.0,5.0,5.0,4.98,4.98,5.05
T2,44.317,15.0,15.0,15.0,15.18,14.94,14.92
T4,44.716,2.0,2.0,2.0,2.0,2.01,1.99
T3,46.877,5.0,5.0,5.0,5.07,4.94,5.05
T1,61.819,10.0,10.0,10.0,9.96,10.13,9.91
T1,65.03,10.0,10.0,10.0,9.93,10.06,10.11
T2,68.638,15.0,15.0,15.0,14.89,15.2,15.14
T4,70.476,2.0,2.0,2.0,1.97,2.02,2.02
T3,72.003,5.0,5.0,5.0,5.0,4.99,4.92
T3,78.279,5.0,5.0,5.0,5.04,5.05,4.99
T2,80.084,15.0,15.0,15.0,15.15,15.02,14.75
T2,83.312,15.0,15.0,15.0,14.74,15.13,14.89
T1,95.624,10.0,10.0,10.0,10.17,10.0,10.12
T3,110.285,5.0,5.0,5.0,5.06,4.94,5.01
T2,114.045,15.0,15.0,15.0,14.82,15.25,14.85
T1,117.813,10.0,10.0,10.0,10.08,9.85,10.1
T3,119.778,5.0,5.0,5.0,4.97,4.92,5.02
T4,124.251,2.0,2.0,2.0,2.0,1.97,2.03
T3,132.491,5.0,5.0,5.0,4.98,5.01,4.99
T4,133.643,2.0,2.0,2.0,2.03,2.01,2.03
T1,135.364,10.0,10.0,10.0,10.01,10.04,10.1
T3,139.561,5.0,5.0,5.0,4.97,4.93,5.08
T3,141.467,5.0,5.0,5.0,5.01,5.0,4.99
T3,143.916,5.0,5.0,5.0,5.04,4.94,5.05
T3,153.335,5.0,5.0,5.0,4.96,4.94,4.95
T4,162.111,2.0,2.0,2.0,1.99,2.01,1.98
T2,163.796,15.0,15.0,15.0,14.94,14.82,15.19
T4,166.641,2.0,2.0,2.0,2.01,1.99,2.03
T4,167.467,2.0,2.0,2.0,2.0,1.97,2.03
T3,174.402,5.0,5.0,5.0,5.08,5.0,4.95
T4,178.16,2.0,2.0,2.0,2.0,2.03,2.0
T3,184.264,5.0,5.0,5.0,5.07,4.92,4.97
T4,194.968,2.0,2.0,2.0,2.0,2.02,1.97
T3,198.637,5.0,5.0,5.0,5.02,4.96,5.08
T3,205.206,5.0,5.0,5.0,4.96,5.0,5.07
T1,205.991,10.0,10.0,10.0,9.94,9.84,9.85
T1,210.743,10.0,10.0,10.0,9.83,9.99,9.97
T1,211.203,10.0,10.0,10.0,10.14,9.92,9.98
T3,214.901,5.0,5.0,5.0,5.07,4.94,4.96
T3,218.216,5.0,5.0,5.0,4.98,4.96,4.92
T3,226.626,5.0,5.0,5.0,5.01,5.01,4.98
T1,227.36,10.0,10.0,10.0,9.9,10.16,9.96
T3,228.893,5.0,5.0,5.0,4.92,5.0,5.08
T3,229.498,5.0,5.0,5.0,5.04,5.02,4.93
T2,230.173,15.0,15.0,15.0,15.02,15.09,15.04
T3,230.867,5.0,5.0,5.0,4.94,5.08,5.02
T2,233.598,15.0,15.0,15.0,14.85,15.02,14.75
T3,234.709,5.0,5.0,5.0,5.01,5.06,5.04
