task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,9.289,15.0,15.0,15.0,14.95,15.14,14.93
T3,10.679,5.0,5.0,5.0,4.98,4.96,4.94
T1,11.728,10.0,10.0,10.0,9.85,10.12,10.1
T3,14.931,5.0,5.0,5.0,4.96,5.03,5.02
T4,21.443,2.0,2.0,2.0,2.0,1.98,1.99
T4,30.744,2.0,2.0,2.0,1.98,1.98,2.0
T3,35.869,5.0,5.0,5.0,5.04,4.92,5.05
T1,42.426,10.0,10.0,10.0,9.88,10.13,10.06
T2,45.59,15.0,15.0,15.0,14.96,14.83,14.99
T3,47.208,5.0,5.0,5.0,5.0,5.02,4.99
T1,53.595,10.0,10.0,10.0,9.88,10.13,9.87
T1,54.182,10.0,10.0,10.0,10.14,10.03,9.97
T2,56.135,15.0,15.0,15.0,14.85,14.74,14.87
T3,58.148,5.0,5.0,5.0,5.05,4.93,5.02
T4,59.208,2.0,2.0,2.0,1.99,1.99,1.99
T2,60.325,15.0,15.0,15.0,14.91,15.23,14.9
T4,60.905,2.0,2.0,2.0,1.97,2.0,1.97
T3,64.899,5.0,5.0,5.0,4.93,5.01,4.99
T3,69.182,5.0,5.0,5.0,5.06,5.0,5.0
T3,70.967,5.0,5.0,5.0,4.92,5.04,5.07
T4,77.238,2.0,2.0,2.0,1.98,2.0,2.01
T1,94.941,10.0,10.0,10.0,10.04,9.95,10.15
T2,109.547,15.0,15.0,15.0,14.85,14.79,15.11
T1,110.611,10.0,10.0,10.0,9.83,9.94,10.16
T1,115.048,10.0,10.0,10.0,9.91,9.83,10.05
T2,116.163,15.0,15.0,15.0,14.8,14.79,15.24
T1,124.194,10.0,10.0,10.0,10.04,10.1,10.06
T1,128.956,10.0,10.0,10.0,9.83,10.12,9.96
T4,130.747,2.0,2.0,2.0,2.02,2.03,1.97
T2,132.849,15.0,15.0,15.0,14.74,14.96,15.14
T4,139.128,2.0,2.0,2.0,1.97,2.0,1.98
T1,139.145,10.0,10.0,10.0,10.06,9.85,9.88
T4,141.082,2.0,2.0,2.0,1.97,2.03,1.97
T4,141.886,2.0,2.0,2.0,2.01,1.99,2.0
T1,143.538,10.0,10.0,10.0,10.12,10.04,10.11
T1,145.712,10.0,10.0,10.0,9.86,10.15,9.94
T4,148.857,2.0,2.0,2.0,1.97,1.99,1.97
T1,158.523,10.0,10.0,10.0,10.04,10.0,10.06
T1,158.652,10.0,10.0,10.0,10.05,9.93,10.02
T3,160.566,5.0,5.0,5.0,5.0,5.02,4.97
T2,162.081,15.0,15.0,15.0,14.8,15.12,14.86
T4,170.196,2.0,2.0,2.0,2.02,2.01,1.97
T4,175.211,2.0,2.0,2.0,2.01,1.99,2.01
T3,177.433,5.0,5.0,5.0,5.09,4.93,4.94
T3,177.5,5.0,5.0,5.0,4.96,5.07,5.03
T3,179.52,5.0,5.0,5.0,4.92,5.04,5.0
T3,184.997,5.0,5.0,5.0,4.98,5.0,5.06
T4,188.688,2.0,2.0,2.0,2.0,1.98,2.02
T2,200.482,15.0,15.0,15.0,14.99,15.03,14.94
T4,204.872,2.0,2.0,2.0,2.0,2.02,2.01
T4,229.869,2.0,2.0,2.0,2.01,2.0,2.01
T1,243.499,10.0,10.0,10.0,10.1,9.83,10.17
T3,253.234,5.0,5.0,5.0,5.01,4.99,4.98
T1,257.197,10.0,10.0,10.0,9.85,9.95,10.01
T1,258.018,10.0,10.0,10.0,9.88,9.85,10.13
T3,260.812,5.0,5.0,5.0,4.92,4.94,5.02
T3,263.722,5.0,5.0,5.0,5.0,4.96,4.98
T3,280.074,5.0,5.0,5.0,4.95,4.99,5.05
T3,286.874,5.0,5.0,5.0,5.07,5.0,4.97
T1,291.834,10.0,10.0,10.0,10.15,10.06,10.14
T3,295.471,5.0,5.0,5.0,4.96,5.01,5.05
T4,296.28,2.0,2.0,2.0,1.98,2.02,2.01
T4,297.202,2.0,2.0,2.0,1.97,1.98,2.01
T3,304.759,5.0,5.0,5.0,4.97,5.01,4.98
T1,305.369,10.0,10.0,10.0,9.9,10.11,10.04
T4,305.395,2.0,2.0,2.0,2.01,2.03,1.99
T3,308.895,5.0,5.0,5.0,4.92,5.05,5.06
T1,309.94,10.0,10.0,10.0,10.08,10.02,10.17
T4,311.222,2.0,2.0,2.0,1.97,1.99,2.01
T1,313.163,10.0,10.0,10.0,9.97,9.91,10.06
T4,317.874,2.0,2.0,2.0,1.98,2.02,1.97
T2,321.523,15.0,15.0,15.0,14.77,15.02,14.81
T2,327.796,15.0,15.0,15.0,15.0,15.06,14.94
T1,329.414,10.0,10.0,10.0,10.03,9.91,10.12
T2,331.435,15.0,15.0,15.0,14.78,14.79,14.84
T1,332.258,10.0,10.0,10.0,10.0,9.92,9.94
T4,334.728,2.0,2.0,2.0,2.0,2.01,2.0
T4,334.802,2.0,2.0,2.0,2.03,2.01,2.0
T3,337.743,5.0,5.0,5.0,4.92,5.01,4.92
T3,346.498,5.0,5.0,5.0,5.03,4.96,5.03
T4,349.415,2.0,2.0,2.0,2.0,2.01,1.99
T3,350.288,5.0,5.0,5.0,5.03,4.96,4.96
T4,352.445,2.0,2.0,2.0,1.97,2.0,1.97
T1,354.596,10.0,10.0,10.0,10.14,10.15,10.13
T4,358.371,2.0,2.0,2.0,1.97,2.03,2.0
T3,361.391,5.0,5.0,5.0,5.02,5.08,4.96
T2,363.611,15.0,15.0,15.0,14.97,15.21,15.1
T4,369.303,2.0,2.0,2.0,1.99,1.97,2.02
T4,378.983,2.0,2.0,2.0,2.02,2.03,1.97
T1,384.445,10.0,10.0,10.0,10.02,9.9,10.12
T2,389.702,15.0,15.0,15.0,14.85,15.15,15.24
T4,410.39,2.0,2.0,2.0,2.03,1.97,1.99
T2,413.921,15.0,15.0,15.0,15.12,14.78,15.14
T4,421.008,2.0,2.0,2.0,2.02,1.98,1.97
T3,422.185,5.0,5.0,5.0,4.94,4.92,4.96
T2,426.157,15.0,15.0,15.0,15.11,14.77,15.18
T3,442.08,5.0,5.0,5.0,4.97,5.01,4.98
T2,450.171,15.0,15.0,15.0,15.18,15.03,14.93
T3,452.567,5.0,5.0,5.0,4.96,4.94,5.04
T4,458.597,2.0,2.0,2.0,2.03,1.99,1.98
T1,460.767,10.0,10.0,10.0,10.17,10.06,9.94
T4,462.745,2.0,2.0,2.0,2.0,2.02,2.02
T1,463.043,10.0,10.0,10.0,10.17,10.02,9.99
T2,465.11,15.0,15.0,15.0,14.9,14.75,15.24
T4,478.314,2.0,2.0,2.0,1.99,1.98,1.97
T2,483.632,15.0,15.0,15.0,15.2,15.03,14.94
T1,485.54,10.0,10.0,10.0,10.15,9.94,10.16
T4,488.13,2.0,2.0,2.0,2.03,1.99,1.97
T2,488.591,15.0,15.0,15.0,15.16,14.85,14.92
T3,492.903,5.0,5.0,5.0,4.93,4.92,5.06
T4,498.135,2.0,2.0,2.0,2.03,1.98,1.97
T1,501.082,10.0,10.0,10.0,10.04,9.94,10.14
T2,501.473,15.0,15.0,15.0,14.83,15.23,15.11
T4,502.37,2.0,2.0,2.0,2.02,1.98,1.99
T3,502.582,5.0,5.0,5.0,5.08,5.08,5.04
T3,507.465,5.0,5.0,5.0,5.0,5.04,4.98
T4,510.592,2.0,2.0,2.0,2.01,1.98,2.0
T3,522.12,5.0,5.0,5.0,4.98,4.99,4.96
T3,523.493,5.0,5.0,5.0,5.08,5.05,5.03
T2,524.698,15.0,15.0,15.0,14.94,14.79,15.0
T1,524.959,10.0,10.0,10.0,9.93,9.92,9.85
T2,527.71,15.0,15.0,15.0,14.85,15.24,15.25
T3,547.031,5.0,5.0,5.0,5.08,4.93,5.02
T1,570.159,10.0,10.0,10.0,9.89,9.84,9.88
T3,570.555,5.0,5.0,5.0,5.04,5.04,5.01
T3,570.796,5.0,5.0,5.0,4.96,4.97,4.97
T2,570.876,15.0,15.0,15.0,15.11,14.86,14.82
T4,593.785,2.0,2.0,2.0,1.97,2.0,1.99
T3,596.198,5.0,5.0,5.0,5.02,4.98,4.96
T2,600.935,15.0,15.0,15.0,15.1,14.97,14.96
T2,603.831,15.0,15.0,15.0,15.16,15.2,14.86
T2,607.501,15.0,15.0,15.0,14.88,15.17,14.84
T2,611.284,15.0,15.0,15.0,15.14,14.9,14.77
T3,616.437,5.0,5.0,5.0,4.92,5.05,4.93
T2,617.501,15.0,15.0,15.0,14.79,15.0,15.21
T4,617.629,2.0,2.0,2.0,1.98,1.98,1.99
T2,618.343,15.0,15.0,15.0,15.11,14.82,14.78
T4,619.833,2.0,2.0,2.0,2.03,2.02,2.03
T1,622.485,10.0,10.0,10.0,10.04,10.15,9.89
T3,636.044,5.0,5.0,5.0,5.05,5.03,5.03
T2,638.489,15.0,15.0,15.0,14.88,14.87,15.18
T2,639.049,15.0,15.0,15.0,15.1,15.2,14.82
T2,641.843,15.0,15.0,15.0,15.09,14.8,14.87
T4,643.208,2.0,2.0,2.0,1.99,2.02,1.98
T4,643.996,2.0,2.0,2.0,1.97,1.99,2.0
T2,656.487,15.0,15.0,15.0,14.92,15.19,14.98
T3,658.289,5.0,5.0,5.0,4.99,5.03,4.98
T2,663.747,15.0,15.0,15.0,14.8,14.91,15.13
T1,666.62,10.0,10.0,10.0,9.86,9.88,10.16
T3,667.2,5.0,5.0,5.0,5.05,4.97,5.08
T4,673.166,2.0,2.0,2.0,2.03,1.98,2.0
T3,677.353,5.0,5.0,5.0,4.99,5.03,4.98
T2,681.571,15.0,15.0,15.0,15.25,14.87,14.89
T3,684.963,5.0,5.0,5.0,4.96,4.98,5.02
T2,704.12,15.0,15.0,15.0,15.11,15.17,14.82
T1,711.01,10.0,10.0,10.0,9.84,10.04,10.09
T3,713.916,5.0,5.0,5.0,4.93,5.04,5.03
T2,715.107,15.0,15.0,15.0,15.02,15.04,15.04
T1,722.079,10.0,10.0,10.0,9.9,10.11,9.88
T4,728.713,2.0,2.0,2.0,2.0,1.99,1.98
T1,729.761,10.0,10.0,10.0,10.07,10.16,9.84
T4,735.472,2.0,2.0,2.0,1.97,2.02,2.02
T1,736.754,10.0,10.0,10.0,9.86,9.88,9.99
T2,737.32,15.0,15.0,15.0,15.08,14.89,14.82
T4,739.298,2.0,2.0,2.0,2.0,2.01,1.98
T4,740.299,2.0,2.0,2.0,2.01,1.99,2.0
T3,742.13,5.0,5.0,5.0,5.01,4.94,4.92
T1,744.397,10.0,10.0,10.0,10.04,10.16,10.17
T4,745.046,2.0,2.0,2.0,1.97,2.01,1.97
T1,749.737,10.0,10.0,10.0,9.84,10.1,9.96
T4,751.413,2.0,2.0,2.0,2.02,1.98,1.97
T1,755.804,10.0,10.0,10.0,9.99,9.91,10.04
T3,766.1,5.0,5.0,5.0,5.06,5.07,5.06
T3,767.354,5.0,5.0,5.0,5.03,5.05,5.03
T3,776.027,5.0,5.0,5.0,5.03,5.04,4.99
T4,778.956,2.0,2.0,2.0,2.0,2.0,2.02
T1,783.525,10.0,10.0,10.0,9.96,10.1,9.95
T4,787.423,2.0,2.0,2.0,1.97,2.02,2.0
T3,791.274,5.0,5.0,5.0,5.0,4.93,4.93
T3,792.833,5.0,5.0,5.0,4.97,4.99,4.92
T4,797.541,2.0,2.0,2.0,1.98,2.03,2.0
T2,802.587,15.0,15.0,15.0,15.13,15.09,14.96
T2,807.623,15.0,15.0,15.0,14.95,14.91,14.93
T1,809.562,10.0,10.0,10.0,9.9,9.86,10.05
T3,810.065,5.0,5.0,5.0,5.05,4.95,4.96
T3,819.879,5.0,5.0,5.0,5.07,5.08,4.93
T2,823.591,15.0,15.0,15.0,15.1,14.74,14.82
T3,823.793,5.0,5.0,5.0,4.93,5.02,5.02
T2,840.441,15.0,15.0,15.0,15.19,14.94,15.06
T3,842.179,5.0,5.0,5.0,5.0,5.04,4.99
T2,846.643,15.0,15.0,15.0,15.13,15.01,15.25
T2,854.828,15.0,15.0,15.0,15.04,14.76,15.12
T1,856.015,10.0,10.0,10.0,10.04,10.06,9.83
T3,856.625,5.0,5.0,5.0,5.04,5.07,5.03
T1,860.595,10.0,10.0,10.0,10.14,10.03,9.84
T4,862.017,2.0,2.0,2.0,2.01,2.01,2.0
T3,865.948,5.0,5.0,5.0,5.03,4.97,4.98
T4,866.75,2.0,2.0,2.0,2.02,1.99,1.97
T1,867.812,10.0,10.0,10.0,9.87,9.95,10.04
T3,869.238,5.0,5.0,5.0,5.07,5.07,5.05
T3,870.883,5.0,5.0,5.0,4.99,5.0,4.92
T3,875.255,5.0,5.0,5.0,5.05,4.94,5.09
T3,882.292,5.0,5.0,5.0,5.0,5.01,5.0
T2,882.349,15.0,15.0,15.0,14.97,14.82,15.02
T2,884.997,15.0,15.0,15.0,15.14,14.92,15.03
T2,887.548,15.0,15.0,15.0,14.83,15.23,15.08
T3,893.536,5.0,5.0,5.0,4.94,4.98,4.96
T2,894.34,15.0,15.0,15.0,15.01,14.98,14.93
T2,909.44,15.0,15.0,15.0,14.82,14.75,15.19
T4,913.474,2.0,2.0,2.0,2.0,1.97,1.99
T2,916.045,15.0,15.0,15.0,14.78,14.96,14.92
T1,923.291,10.0,10.0,10.0,9.85,9.98,9.98
T4,923.432,2.0,2.0,2.0,1.98,1.98,2.01
T1,923.615,10.0,10.0,10.0,9.92,10.11,9.96
T4,934.876,2.0,2.0,2.0,2.0,2.01,2.01
T1,936.274,10.0,10.0,10.0,10.12,10.01,10.12
T2,938.532,15.0,15.0,15.0,14.96,15.13,14.99
T1,940.013,10.0,10.0,10.0,9.91,10.13,9.9
T4,943.148,2.0,2.0,2.0,1.98,2.02,2.02
T1,952.445,10.0,10.0,10.0,10.07,10.11,9.99
T4,955.86,2.0,2.0,2.0,2.01,1.99,2.03
T1,961.998,10.0,10.0,10.0,10.03,9.85,10.15
T3,962.029,5.0,5.0,5.0,4.97,4.93,4.96
T3,964.624,5.0,5.0,5.0,4.98,5.01,5.01
T3,975.525,5.0,5.0,5.0,5.0,5.04,5.01
T1,976.386,10.0,10.0,10.0,10.1,9.91,10.16
T2,976.557,15.0,15.0,15.0,14.82,14.83,15.06
T4,976.619,2.0,2.0,2.0,2.03,1.98,1.97
T4,979.703,2.0,2.0,2.0,1.97,2.0,1.99
T3,980.791,5.0,5.0,5.0,4.99,5.01,5.06
