task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T1,1.946,10.0,10.0,10.0,9.95,10.02,9.85
T1,3.616,10.0,10.0,10.0,9.84,10.06,10.01
T3,4.546,5.0,5.0,5.0,4.97,5.06,5.05
T3,7.488,5.0,5.0,5.0,4.96,5.05,5.01
T3,17.409,5.0,5.0,5.0,5.08,5.04,5.0
T3,19.709,5.0,5.0,5.0,5.04,4.95,5.08
T1,21.237,10.0,10.0,10.0,9.87,9.93,10.07
T3,26.401,5.0,5.0,5.0,4.99,5.0,4.99
T3,35.094,5.0,5.0,5.0,4.92,5.0,5.0
T4,39.268,2.0,2.0,2.0,1.98,2.0,2.0
T2,41.785,15.0,15.0,15.0,14.88,15.24,14.86
T1,47.718,10.0,10.0,10.0,10.05,10.02,9.94
T1,48.769,10.0,10.0,10.0,10.07,9.9,10.02
T2,50.938,15.0,15.0,15.0,15.03,14.93,14.89
T1,51.41,10.0,10.0,10.0,10.15,9.89,10.1
T3,51.566,5.0,5.0,5.0,5.02,4.98,5.0
T4,55.179,2.0,2.0,2.0,2.03,2.0,1.97
T2,60.284,15.0,15.0,15.0,14.82,15.05,14.8
T2,66.549,15.0,15.0,15.0,15.07,14.8,14.98
T4,66.557,2.0,2.0,2.0,1.99,1.99,2.02
T4,67.427,2.0,2.0,2.0,2.01,1.98,1.98
T4,68.08,2.0,2.0,2.0,2.0,2.01,2.02
T4,89.228,2.0,2.0,2.0,2.0,2.0,1.98
T3,93.949,5.0,5.0,5.0,4.97,4.97,5.07
T3,104.066,5.0,5.0,5.0,5.0,4.95,5.0
T4,106.791,2.0,2.0,2.0,2.01,1.98,1.97
T2,107.268,15.0,15.0,15.0,14.75,14.99,15.25
T2,127.896,15.0,15.0,15.0,15.06,14.88,15.21
T2,130.657,15.0,15.0,15.0,15.06,15.09,14.85
T1,131.612,10.0,10.0,10.0,9.9,10.08,10.15
T2,133.248,15.0,15.0,15.0,14.78,15.24,14.85
T4,136.812,2.0,2.0,2.0,1.98,2.0,1.97
T4,139.361,2.0,2.0,2.0,1.98,1.97,2.01
T2,143.965,15.0,15.0,15.0,14.91,14.87,15.07
T3,145.3,5.0,5.0,5.0,4.98,4.96,4.95
T1,147.054,10.0,10.0,10.0,9.99,9.91,10.06
T3,147.073,5.0,5.0,5.0,5.06,4.95,4.95
T3,151.631,5.0,5.0,5.0,4.95,5.02,5.04
T3,155.357,5.0,5.0,5.0,4.92,5.02,4.92
T4,158.249,2.0,2.0,2.0,2.03,2.02,2.03
T2,165.615,15.0,15.0,15.0,14.88,14.75,14.91
T3,168.928,5.0,5.0,5.0,4.94,4.97,5.04
T4,174.969,2.0,2.0,2.0,1.98,2.03,1.98
T3,185.714,5.0,5.0,5.0,4.99,5.0,4.92
T1,189.325,10.0,10.0,10.0,9.91,9.92,10.04
T3,190.394,5.0,5.0,5.0,4.92,5.02,4.97
T1,202.437,10.0,10.0,10.0,9.86,10.17,10.02
T3,202.65,5.0,5.0,5.0,5.06,4.97,5.0
T3,202.708,5.0,5.0,5.0,5.06,4.97,5.03
T3,205.477,5.0,5.0,5.0,4.98,4.94,5.02
T2,208.408,15.0,15.0,15.0,14.82,14.77,14.91
T4,212.277,2.0,2.0,2.0,2.03,2.01,2.0
T4,213.296,2.0,2.0,2.0,1.98,2.02,1.99
T3,213.763,5.0,5.0,5.0,5.0,5.08,4.96
T2,215.328,15.0,15.0,15.0,14.78,14.75,14.96
T1,217.62,10.0,10.0,10.0,10.04,9.94,10.09
T4,222.277,2.0,2.0,2.0,1.97,2.01,2.02
T4,223.809,2.0,2.0,2.0,2.03,2.03,2.0
T3,225.984,5.0,5.0,5.0,5.07,5.08,4.92
T2,234.332,15.0,15.0,15.0,15.07,14.77,14.96
T1,237.723,10.0,10.0,10.0,10.0,10.08,10.09
T4,238.925,2.0,2.0,2.0,2.0,2.0,1.99
T1,239.508,10.0,10.0,10.0,10.04,10.01,10.07
T3,239.893,5.0,5.0,5.0,5.03,4.91,5.01
T3,240.9,5.0,5.0,5.0,4.99,5.04,5.04
T4,244.558,2.0,2.0,2.0,2.03,2.03,1.97
T1,244.909,10.0,10.0,10.0,10.16,9.85,10.07
T4,258.137,2.0,2.0,2.0,2.01,1.97,2.02
T1,264.291,10.0,10.0,10.0,10.16,9.94,9.99
T1,264.411,10.0,10.0,10.0,10.02,9.99,10.17
T2,264.843,15.0,15.0,15.0,15.21,14.83,14.87
T3,265.276,5.0,5.0,5.0,4.99,4.93,4.93
T2,278.464,15.0,15.0,15.0,14.93,15.24,15.11
T4,282.609,2.0,2.0,2.0,2.01,2.03,2.0
T1,282.803,10.0,10.0,10.0,10.17,10.03,10.16
T1,282.972,10.0,10.0,10.0,10.15,10.06,9.91
T2,287.912,15.0,15.0,15.0,14.79,14.85,15.18
T2,291.688,15.0,15.0,15.0,15.2,15.24,15.14
T2,294.649,15.0,15.0,15.0,15.1,15.08,15.05
T4,297.582,2.0,2.0,2.0,1.99,2.0,2.03
T3,302.457,5.0,5.0,5.0,4.96,4.94,4.98
T4,305.966,2.0,2.0,2.0,2.01,1.99,1.99
T2,306.306,15.0,15.0,15.0,15.08,15.22,15.03
T3,306.985,5.0,5.0,5.0,4.99,5.0,4.92
T1,309.47,10.0,10.0,10.0,10.04,9.95,10.06
T1,311.009,10.0,10.0,10.0,9.94,9.97,9.99
T3,312.25,5.0,5.0,5.0,4.97,4.97,4.95
T3,320.735,5.0,5.0,5.0,5.05,4.91,5.07
T2,321.395,15.0,15.0,15.0,15.06,15.11,15.12
T3,321.467,5.0,5.0,5.0,5.05,4.92,4.97
T1,323.9,10.0,10.0,10.0,10.01,9.89,10.15
T2,325.358,15.0,15.0,15.0,14.96,14.86,15.09
T2,325.635,15.0,15.0,15.0,14.95,14.96,14.84
