task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.549,5.0,5.0,5.0,5.04,4.99,4.95
T2,7.508,15.0,15.0,15.0,15.02,14.76,14.79
T3,11.295,5.0,5.0,5.0,4.93,5.04,5.08
T1,31.331,10.0,10.0,10.0,10.1,9.99,9.88
T4,34.728,2.0,2.0,2.0,2.01,2.03,2.02
T1,38.793,10.0,10.0,10.0,9.85,9.89,9.9
T3,41.237,5.0,5.0,5.0,4.92,4.96,5.04
T3,49.717,5.0,5.0,5.0,5.05,4.95,4.95
T1,51.752,10.0,10.0,10.0,10.15,9.84,10.03
T2,55.67,15.0,15.0,15.0,15.17,15.01,15.24
T4,59.591,2.0,2.0,2.0,1.97,1.98,1.99
T3,65.686,5.0,5.0,5.0,4.93,5.01,5.0
T4,68.437,2.0,2.0,2.0,2.0,2.02,1.97
T3,71.187,5.0,5.0,5.0,5.03,5.0,5.04
T2,76.738,15.0,15.0,15.0,15.24,14.92,15.08
T4,78.865,2.0,2.0,2.0,1.98,2.01,1.97
T4,78.871,2.0,2.0,2.0,1.97,2.03,2.02
T3,83.709,5.0,5.0,5.0,4.93,5.02,5.06
T3,87.854,5.0,5.0,5.0,4.99,5.0,5.09
T2,91.345,15.0,15.0,15.0,15.03,15.05,15.1
T3,92.25,5.0,5.0,5.0,5.07,5.03,5.02
T2,94.059,15.0,15.0,15.0,14.8,15.24,14.91
T2,96.773,15.0,15.0,15.0,14.98,15.21,14.81
T2,97.73,15.0,15.0,15.0,14.92,15.03,14.82
T1,101.605,10.0,10.0,10.0,10.03,10.07,9.99
T4,109.919,2.0,2.0,2.0,1.97,1.98,2.0
T4,116.894,2.0,2.0,2.0,2.02,2.01,2.02
T1,122.955,10.0,10.0,10.0,9.83,9.89,10.02
T4,127.565,2.0,2.0,2.0,2.02,2.03,1.97
T2,129.91,15.0,15.0,15.0,15.01,15.2,14.89
T4,136.879,2.0,2.0,2.0,2.02,2.0,1.98
T3,141.329,5.0,5.0,5.0,4.93,4.93,4.99
T2,144.615,15.0,15.0,15.0,14.92,15.04,14.83
T1,150.058,10.0,10.0,10.0,9.88,9.96,9.89
T1,151.763,10.0,10.0,10.0,9.86,9.93,10.01
T3,157.935,5.0,5.0,5.0,5.01,4.95,4.98
T3,158.224,5.0,5.0,5.0,4.96,5.05,5.05
T2,164.315,15.0,15.0,15.0,14.75,14.85,15.08
T2,164.648,15.0,15.0,15.0,15.2,15.04,15.0
T4,181.519,2.0,2.0,2.0,2.0,2.02,1.97
T1,193.969,10.0,10.0,10.0,10.01,10.12,10.14
T4,201.755,2.0,2.0,2.0,2.01,1.97,2.03
T1,208.998,10.0,10.0,10.0,10.01,10.14,9.83
T2,220.705,15.0,15.0,15.0,14.92,14.78,14.81
T1,223.522,10.0,10.0,10.0,9.99,9.93,9.84
T1,225.062,10.0,10.0,10.0,10.16,10.08,10.01
T4,231.111,2.0,2.0,2.0,1.99,2.02,2.0
T1,231.836,10.0,10.0,10.0,10.07,9.98,9.84
T4,236.625,2.0,2.0,2.0,2.03,2.03,2.01
T3,247.078,5.0,5.0,5.0,4.94,4.96,4.94
T1,249.227,10.0,10.0,10.0,9.85,10.14,9.84
T2,249.288,15.0,15.0,15.0,15.14,14.75,15.17
T2,253.107,15.0,15.0,15.0,14.85,14.76,15.2
T2,256.318,15.0,15.0,15.0,14.89,14.91,14.99
T1,258.554,10.0,10.0,10.0,10.04,9.9,10.08
T2,259.559,15.0,15.0,15.0,15.13,15.06,14.76
T2,265.364,15.0,15.0,15.0,15.13,15.24,15.23
T4,265.477,2.0,2.0,2.0,1.98,2.03,2.01
T3,268.339,5.0,5.0,5.0,5.04,5.08,5.01
T1,271.383,10.0,10.0,10.0,9.99,10.14,10.03
T4,274.968,2.0,2.0,2.0,1.98,2.02,2.0
T2,277.266,15.0,15.0,15.0,15.06,15.04,14.99
T4,280.432,2.0,2.0,2.0,2.01,2.0,1.97
T2,286.315,15.0,15.0,15.0,15.06,15.19,14.89
T4,288.695,2.0,2.0,2.0,1.97,1.99,2.0
T3,288.817,5.0,5.0,5.0,5.03,4.92,5.02
T1,290.845,10.0,10.0,10.0,10.04,10.01,9.85
T2,291.823,15.0,15.0,15.0,15.0,15.03,14.82
T3,297.273,5.0,5.0,5.0,4.97,5.06,4.95
T3,300.919,5.0,5.0,5.0,4.96,5.03,4.94
T1,305.088,10.0,10.0,10.0,9.87,10.05,9.99
T1,305.907,10.0,10.0,10.0,10.14,9.88,9.93
T2,306.964,15.0,15.0,15.0,14.99,14.96,15.08
T2,309.368,15.0,15.0,15.0,15.06,15.2,15.17
T4,314.389,2.0,2.0,2.0,2.0,2.03,2.03
T2,314.896,15.0,15.0,15.0,14.85,14.85,15.08
