task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.05,102.62,27.11,108.99,1.03,106.04,10.66,100.82,1.09,103.91,26.5,116.02,1.12,106.43,10.74,103.43,1.14
T8,0.103,101.82,26.52,115.33,1.12,109.69,11.56,109.86,1.01,107.52,29.09,109.45,1.05,108.68,11.64,99.72,1.11
T1,0.199,109.84,26.18,103.12,1.09,97.55,10.85,104.88,1.04,108.92,24.67,102.75,1.02,105.84,10.45,109.29,1.11
T4,0.205,105.4,25.47,117.25,1.06,104.77,10.52,99.84,1.04,100.56,26.0,114.77,1.12,101.11,11.5,96.67,0.93
T1,0.218,101.72,26.76,98.96,1.1,111.74,9.97,97.18,0.95,100.18,23.84,101.39,0.95,97.35,10.04,111.93,1.02
T3,0.289,101.85,25.38,102.43,1.03,106.71,11.14,104.83,0.93,104.85,25.76,105.93,0.97,95.99,10.8,110.58,0.94
T3,0.336,111.08,27.48,109.6,1.11,99.51,10.08,103.96,1.0,103.2,27.69,107.44,1.08,99.94,10.56,109.71,1.07
T2,0.391,109.18,26.7,109.2,1.03,95.09,10.74,102.2,1.02,113.88,27.96,101.2,1.02,102.05,10.5,109.14,1.09
T10,0.43,118.37,24.41,110.58,1.12,114.5,11.1,99.3,1.15,100.07,24.91,111.16,1.01,103.31,11.75,109.94,1.07
T4,0.694,98.59,26.25,110.67,0.99,112.32,11.88,108.02,1.04,96.18,28.21,109.16,1.12,97.82,11.51,105.15,0.95
T7,0.791,99.57,23.9,98.88,1.11,97.28,11.12,115.2,1.01,106.74,25.72,111.16,1.12,100.51,10.89,114.99,1.12
T1,0.841,98.78,26.0,103.5,1.08,99.11,9.81,97.95,0.99,110.69,24.58,109.58,1.0,108.39,9.35,111.76,1.03
T5,0.947,100.23,27.3,103.16,1.02,99.06,10.41,97.13,0.98,107.17,27.46,105.87,1.07,108.05,10.51,110.41,1.0
T9,1.111,105.62,26.01,112.63,1.06,97.52,10.84,101.57,0.99,98.94,25.0,98.81,1.03,100.55,10.85,109.95,0.97
T5,1.132,113.1,27.56,92.93,1.02,109.7,10.02,94.94,1.03,108.16,26.24,100.1,1.06,108.66,11.2,100.19,1.06
T8,1.225,101.56,29.44,102.99,1.13,109.77,11.01,102.42,0.98,115.68,26.15,110.83,1.1,108.82,11.71,118.17,0.99
T3,1.466,110.01,28.74,102.65,1.11,94.93,10.08,107.97,0.97,108.55,24.98,114.83,0.98,107.91,10.08,104.16,1.1
T3,1.51,117.66,28.62,115.0,0.97,102.67,11.46,110.89,1.06,100.52,26.74,100.56,0.99,106.85,10.69,108.58,1.04
T3,1.634,102.22,29.06,97.67,1.08,105.6,11.54,109.65,1.0,100.37,28.44,112.9,1.01,103.69,11.69,106.14,1.02
T2,1.668,116.01,28.1,114.26,1.0,107.18,10.58,94.34,1.06,111.0,25.72,102.61,1.11,104.69,10.8,110.83,1.01
T2,1.689,103.72,27.79,109.43,1.04,98.74,10.65,98.89,1.04,115.36,25.46,103.23,1.14,103.87,9.78,105.48,1.1
T5,1.705,103.9,26.56,106.46,1.09,111.68,9.43,97.05,1.05,105.41,28.2,96.01,1.06,105.44,9.7,104.33,1.1
T2,1.92,106.7,29.02,99.34,1.0,94.5,9.56,106.13,1.08,101.04,28.0,114.4,1.01,93.96,9.99,107.51,1.18
T9,1.961,104.76,24.22,105.8,0.98,95.47,10.95,107.78,0.97,94.96,27.24,112.72,1.09,105.56,11.49,99.72,1.06
T2,1.972,99.62,25.73,101.65,1.08,103.74,10.06,108.89,1.04,104.97,26.92,100.35,1.15,97.31,9.47,106.79,1.1
T1,2.131,104.85,25.11,113.36,0.95,100.3,10.01,113.16,0.95,97.29,25.23,103.65,1.02,95.14,9.75,99.21,1.07
T8,2.277,108.42,27.43,115.61,1.02,98.74,11.07,109.56,0.98,103.5,26.27,111.69,1.06,98.35,10.9,110.08,1.0
T9,2.309,96.29,25.78,102.48,1.03,102.79,11.35,108.43,0.95,100.02,26.07,97.99,1.13,91.79,11.15,98.54,1.01
T2,2.332,100.14,27.13,99.36,1.05,103.92,9.94,103.34,1.02,115.24,26.38,105.17,1.01,107.84,10.19,99.13,1.12
T4,2.477,104.09,26.27,100.63,1.06,110.7,10.45,101.21,1.06,99.24,26.22,115.54,1.02,99.67,10.14,108.78,1.03
T3,2.56,104.69,26.84,109.27,0.97,104.19,10.1,116.63,0.98,111.16,26.92,97.72,1.1,108.26,10.75,107.08,0.99
T1,2.676,96.46,26.53,107.07,1.08,110.18,10.31,105.88,0.96,97.73,26.78,109.68,1.0,103.77,11.01,107.26,1.06
T4,2.699,104.24,29.51,99.89,1.08,95.81,11.87,99.92,0.93,98.19,24.99,110.65,0.99,103.0,10.37,98.16,1.02
T3,2.772,116.67,27.82,100.48,1.06,108.99,10.73,102.99,0.97,115.39,29.29,112.03,1.1,106.49,11.11,103.56,0.94
