task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
4,0.098,1.14,107.26,106.89,105.78,107.24,110.76,99.58,107.38,1.0,101.36,95.3,100.16,110.24,101.74,98.85,111.83
3,0.286,0.99,94.99,103.45,103.18,109.62,108.28,112.9,105.31,1.09,102.67,96.52,97.13,116.52,106.55,103.26,109.57
3,0.464,1.05,108.11,99.23,96.94,115.35,106.55,118.27,101.61,1.0,96.03,105.84,99.46,110.95,114.46,108.05,97.45
4,0.699,1.14,104.5,96.72,104.12,104.1,97.69,99.95,108.72,1.1,92.69,109.9,102.27,107.87,100.42,102.49,118.15
3,1.995,0.97,96.03,106.49,108.11,103.09,103.07,106.84,99.94,1.02,94.78,96.51,92.72,107.61,101.09,107.33,108.67
2,2.054,0.99,109.06,97.92,100.14,108.28,92.48,107.15,101.44,1.1,112.56,105.52,100.42,106.01,94.57,111.51,108.5
4,2.158,1.13,107.3,103.05,99.34,107.72,109.38,96.31,102.82,1.04,92.57,100.34,100.88,98.6,108.93,96.92,107.72
1,2.504,1.07,100.14,95.16,104.18,101.71,103.72,105.59,110.36,1.06,105.07,97.63,106.23,109.59,110.74,104.25,101.25
2,2.587,1.11,113.81,105.67,108.31,114.76,93.72,109.04,100.65,1.0,105.76,102.5,93.9,100.8,94.59,104.92,108.11
4,3.143,1.01,97.98,94.24,107.53,94.11,100.91,99.56,104.63,1.06,93.4,110.22,106.96,100.8,98.29,111.03,115.58
1,3.286,0.98,107.61,108.07,107.94,103.84,101.76,95.26,95.3,0.98,99.07,104.04,102.23,93.67,115.76,97.73,102.2
2,3.405,1.13,108.08,102.86,105.75,113.88,99.61,110.32,106.98,1.13,118.03,109.82,108.67,114.96,105.32,100.48,116.3
3,3.648,1.04,104.69,103.77,100.72,107.2,113.74,105.53,100.35,1.01,98.89,104.18,92.44,99.35,96.91,102.86,93.14
1,3.784,1.16,109.36,98.76,108.7,98.58,112.27,99.86,111.05,1.0,97.4,95.16,113.18,97.01,108.26,96.52,104.23
2,3.97,1.14,108.27,109.03,99.05,102.85,103.81,94.7,102.88,0.99,116.74,102.14,107.89,106.36,97.6,106.1,99.37
3,4.63,0.97,108.4,106.04,96.98,100.15,105.75,101.53,100.37,0.97,107.35,111.21,100.96,105.84,108.48,106.57,107.74
4,4.796,1.02,98.2,99.4,96.81,108.37,107.98,96.2,114.01,1.13,92.96,95.82,96.81,108.96,98.91,104.43,102.06
2,5.1,0.98,114.44,107.34,108.63,106.1,102.64,98.43,113.95,1.1,104.12,110.15,93.42,109.4,94.08,110.7,108.65
1,5.455,0.99,109.45,111.49,117.74,103.14,108.76,94.6,98.52,1.13,100.05,95.21,113.74,105.87,106.15,107.31,111.74
4,5.543,0.99,96.32,98.88,102.67,103.84,104.7,100.47,100.68,1.07,100.1,97.62,99.83,110.8,105.44,110.04,116.42
3,5.557,0.96,105.88,104.49,98.3,102.23,102.92,114.98,105.5,1.02,108.74,104.69,92.06,106.44,113.34,101.34,104.71
1,5.637,1.05,102.22,111.01,112.29,107.91,115.18,100.54,111.35,1.03,103.98,105.4,112.52,98.71,110.5,101.82,105.7
2,6.274,1.01,114.74,94.0,102.72,101.86,96.12,101.52,109.84,1.08,116.34,100.48,105.74,102.55,91.92,111.59,101.63
4,6.421,1.09,100.84,110.34,108.45,102.49,97.76,107.69,116.5,1.08,92.33,97.08,95.35,96.88,109.85,95.28,104.96
2,6.611,1.04,119.13,101.9,92.23,102.49,97.58,110.73,109.61,1.05,118.29,101.73,105.05,111.4,107.34,95.05,111.92
2,6.869,1.05,107.63,99.55,97.49,99.35,103.91,99.1,111.93,1.13,115.64,105.62,98.66,101.03,105.8,97.63,106.79
4,7.164,0.98,98.06,94.72,95.57,101.06,98.64,108.69,113.8,1.0,103.95,109.97,97.26,103.04,101.72,102.7,111.54
1,7.359,1.1,101.19,99.5,117.93,94.62,106.42,102.13,111.86,1.06,111.38,99.75,106.07,107.64,111.77,93.77,99.95
3,7.726,1.12,97.5,101.04,108.34,101.95,103.98,111.86,99.98,1.11,101.34,106.39,99.61,116.22,104.39,103.64,109.42
1,8.413,1.04,111.78,105.58,113.19,106.83,113.52,108.81,111.47,1.04,102.88,110.02,109.99,109.59,98.62,96.96,111.51
4,8.497,1.06,104.47,109.64,95.43,106.82,108.44,106.88,101.35,1.12,96.15,102.24,104.71,108.38,102.78,101.62,107.04
2,8.666,1.05,102.24,99.28,102.94,101.78,105.1,97.97,109.85,1.06,110.29,104.93,102.43,97.63,98.09,99.14,110.0
2,8.836,1.14,117.9,105.4,104.38,114.0,92.54,98.12,100.64,1.05,116.76,94.11,106.4,98.71,108.4,110.5,101.62
3,9.149,0.99,101.53,106.94,102.32,108.86,110.77,108.69,110.52,1.04,92.89,102.31,95.11,99.35,107.72,103.86,109.2
1,9.214,1.08,106.43,98.0,104.62,96.39,98.72,99.93,105.7,1.08,108.18,99.93,108.04,94.29,104.32,102.03,106.37
3,9.349,1.08,97.71,100.17,103.92,110.36,101.01,115.05,94.52,1.08,101.33,98.11,98.04,102.5,113.26,105.44,106.94
3,9.512,1.06,103.36,100.54,103.82,100.36,100.68,103.6,93.27,0.99,93.25,99.55,107.61,100.86,101.76,102.11,103.68
4,9.971,1.0,107.69,99.16,106.32,108.1,97.44,106.3,112.56,0.97,92.39,101.36,103.02,109.1,95.79,96.46,118.38
3,10.084,1.02,105.31,101.52,98.96,103.73,105.6,115.37,97.93,0.96,95.11,107.94,96.39,110.03,97.28,106.42,104.44
3,10.571,1.08,95.52,111.04,103.89,114.97,102.72,104.71,99.84,0.97,93.45,109.48,100.93,107.96,103.02,102.83,100.71
4,10.884,0.98,108.34,97.78,107.61,99.16,100.91,102.53,113.22,1.06,94.88,105.19,94.28,109.9,102.85,102.58,115.55
1,11.115,1.04,111.34,102.81,106.09,107.87,102.87,107.0,108.24,1.01,97.72,97.56,113.54,94.93,99.9,94.07,97.34
4,11.29,1.13,104.64,106.16,110.44,110.18,98.64,105.95,111.54,1.14,92.5,94.88,106.16,107.59,95.96,103.63,117.42
3,11.428,1.02,106.41,104.23,94.32,103.95,101.54,102.22,93.8,1.04,99.57,109.01,99.43,110.64,110.12,114.53,93.69
2,11.462,1.04,105.07,109.96,99.3,108.39,94.35,106.01,103.12,1.11,104.25,108.86,103.2,104.51,106.24,97.99,114.02
3,11.586,1.01,96.02,99.08,99.0,113.92,101.11,101.43,97.3,1.02,106.15,111.17,100.93,113.93,97.83,111.84,105.76
4,11.712,1.0,108.42,106.77,108.04,96.12,108.16,100.28,103.37,1.04,96.6,94.02,93.55,106.2,96.1,102.2,111.15
4,11.721,0.98,108.22,105.15,105.25,106.46,96.1,95.4,103.23,1.04,93.95,95.07,96.49,108.22,97.93,104.13,100.51
1,11.977,1.09,110.75,102.46,111.0,103.82,109.45,96.07,97.24,1.06,106.57,106.48,103.04,99.84,116.43,98.3,105.63
2,12.024,1.15,106.79,110.26,104.34,115.54,92.44,96.34,113.37,1.09,107.83,111.35,105.61,104.25,106.78,95.77,100.65
2,12.738,1.15,115.57,108.26,106.39,107.91,101.72,110.76,108.28,0.99,118.84,98.8,105.1,113.74,107.94,96.92,99.45
3,12.746,1.06,95.48,108.04,91.73,100.74,100.76,111.8,105.76,1.09,105.6,103.63,105.8,103.53,108.84,101.32,99.48
4,12.851,1.11,97.18,96.64,100.98,94.21,109.04,107.68,103.23,1.1,101.0,101.94,106.06,110.23,109.0,96.98,114.85
2,13.006,1.09,109.35,107.64,97.68,104.31,106.08,94.91,110.51,1.07,114.74,108.17,98.23,100.17,91.74,94.47,104.16
1,13.16,1.08,97.68,100.35,101.36,105.34,104.34,97.55,101.22,1.02,97.86,98.22,105.44,103.62,103.46,95.88,103.12
3,13.379,1.1,106.41,101.89,95.04,114.77,112.88,101.66,99.98,1.03,102.04,108.72,100.99,101.17,109.73,100.03,100.75
2,13.435,0.98,104.16,110.21,107.51,112.83,103.32,100.83,115.62,1.01,100.69,97.91,100.84,105.63,91.63,98.77,101.5
4,13.543,1.03,108.13,97.02,102.33,102.13,111.33,109.92,102.51,0.97,94.41,94.0,98.32,100.96,108.15,110.28,116.14
2,13.612,1.04,114.68,95.48,93.01,103.3,103.35,97.15,111.65,1.16,116.35,108.46,99.63,108.44,98.25,107.76,99.16
2,13.882,1.04,103.38,101.12,98.11,101.39,97.94,105.47,111.87,1.06,109.84,98.04,99.19,100.14,102.83,107.31,109.34
4,14.223,0.98,93.04,103.58,110.33,94.2,101.24,95.68,108.45,1.09,104.54,111.21,107.63,100.96,111.59,107.62,113.22
3,14.223,1.02,96.78,99.19,108.12,103.47,100.92,101.51,104.42,1.02,100.59,98.32,95.63,99.83,101.13,106.42,102.87
4,14.547,1.11,93.04,105.16,94.25,111.76,99.7,100.99,103.67,1.09,107.45,103.53,97.66,101.74,107.76,99.95,101.19
3,15.26,1.0,97.31,103.46,94.13,103.42,102.34,106.51,108.84,0.96,94.69,101.2,104.48,106.8,106.54,104.93,107.81
4,15.475,1.0,98.46,99.46,96.21,95.63,104.02,109.33,116.34,1.01,96.84,100.41,99.69,109.37,102.76,96.39,117.95
1,15.669,1.02,106.0,111.3,110.95,95.13,106.69,106.59,110.03,1.1,107.72,97.04,101.91,96.37,115.61,101.24,106.05
4,15.908,1.13,101.42,102.9,108.2,99.37,103.76,112.67,102.66,1.07,101.28,99.38,104.06,105.48,95.9,99.61,100.11
2,16.185,1.04,103.65,110.64,94.69,99.5,94.43,94.44,115.14,1.06,115.73,102.76,105.37,112.85,107.22,98.7,101.61
3,16.545,1.03,101.05,107.02,102.44,100.24,112.23,117.37,96.85,1.04,108.21,95.9,106.64,102.61,97.15,118.22,98.38
4,16.87,1.07,105.27,95.42,109.32,103.3,100.46,107.94,108.52,1.09,108.34,101.07,93.72,103.58,102.04,101.53,111.59
2,17.602,1.04,118.63,94.26,99.08,109.58,104.99,96.23,108.62,1.0,101.15,102.32,96.97,108.58,106.9,102.11,103.81
3,17.687,1.08,104.62,106.83,92.9,111.15,103.95,116.49,96.9,1.05,100.79,95.27,97.94,98.89,98.22,105.93,95.57
4,17.772,0.98,99.18,98.08,96.65,95.44,95.83,110.32,107.41,0.98,102.22,107.32,107.15,101.63,103.16,98.77,115.06
4,17.845,1.04,102.99,107.62,109.08,97.09,101.54,108.12,117.42,1.0,100.24,109.8,100.0,95.65,98.15,98.67,111.28
3,17.886,1.05,106.98,98.46,103.95,105.11,108.65,100.78,105.62,1.01,106.11,109.42,92.34,102.28,111.42,105.53,110.47
3,18.012,0.98,104.76,108.63,105.3,111.35,105.59,111.24,102.97,1.07,96.47,110.69,104.31,101.24,98.5,110.23,94.68
1,18.111,1.05,107.64,107.87,118.09,101.52,110.99,104.13,112.18,1.08,111.58,103.27,101.37,105.54,106.6,109.02,109.21
4,18.231,1.03,107.55,100.78,104.7,107.59,108.8,102.2,101.9,1.08,107.89,103.68,94.19,95.87,97.63,104.13,114.42
3,18.29,1.03,93.45,98.1,96.32,106.32,106.54,102.75,96.91,1.1,106.72,100.41,105.33,100.96,108.48,111.56,105.72
3,18.298,1.07,102.36,102.7,106.07,104.84,113.1,104.36,94.38,1.02,103.61,96.72,91.93,103.67,99.22,110.4,102.32
1,18.702,1.07,107.6,101.76,114.73,99.24,115.13,94.35,103.52,1.04,96.99,94.73,104.96,102.97,115.97,100.88,109.59
3,18.745,0.96,104.35,108.96,107.1,106.82,105.6,106.63,107.92,0.95,101.23,104.29,100.31,114.4,99.95,102.21,93.83
2,18.813,1.11,105.6,97.48,100.5,108.02,102.62,96.81,109.6,0.99,103.86,103.64,100.48,109.05,93.82,100.04,111.48
