task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
3,0.052,101.118,113.905,112.531,96.448,97.394,110.048,10.493,105.311,108.898,104.794,105.973,95.602,110.914,11.187
2,0.089,1.052,11.45,110.212,106.179,108.944,103.245,103.6,1.007,11.251,105.656,105.775,108.634,102.759,96.341
2,0.267,1.017,11.646,99.898,94.352,105.608,102.255,101.168,0.953,11.048,103.53,106.757,110.603,107.543,110.717
1,0.406,0.973,98.146,1.128,102.186,102.776,1.145,98.765,0.973,104.139,1.018,114.862,99.268,1.003,97.492
4,0.514,111.765,102.902,111.36,111.694,1.093,103.366,107.213,115.473,103.704,109.571,100.773,1.058,94.117,105.883
4,0.514,103.048,100.705,98.326,98.447,1.072,101.802,110.655,111.336,104.305,100.456,100.942,1.108,93.107,108.588
3,0.636,106.592,102.951,113.399,93.608,97.699,107.858,9.765,106.682,105.978,108.583,93.239,110.03,114.152,9.873
3,0.761,97.386,108.42,117.367,92.495,106.361,109.269,10.56,114.628,104.238,109.609,97.147,104.466,113.905,10.137
1,1.22,1.096,103.819,1.192,115.634,94.304,1.138,97.824,1.033,102.234,1.182,111.133,105.88,1.013,96.41
4,1.28,100.139,109.484,109.294,112.73,1.117,93.267,106.406,104.042,106.912,96.929,101.999,1.113,102.307,100.66
3,1.543,110.476,102.439,100.501,93.803,100.775,108.238,9.982,102.045,106.44,112.843,108.404,111.295,97.147,9.62
3,1.566,114.766,104.316,110.777,109.755,100.545,106.547,9.642,113.911,101.084,101.53,108.779,110.279,106.705,9.851
1,1.947,0.949,103.036,1.074,101.896,104.85,1.11,106.354,1.056,101.233,1.162,102.036,99.18,1.108,98.387
2,2.086,1.028,10.717,116.526,109.076,101.303,102.002,111.711,1.026,11.493,101.916,98.731,102.629,97.249,98.712
1,2.153,1.042,109.586,1.131,108.748,108.834,1.119,101.195,0.948,98.68,1.056,104.54,92.912,1.075,99.963
1,2.212,0.966,108.618,1.018,116.363,93.054,1.079,105.65,1.022,107.622,1.179,110.118,104.031,1.182,110.272
3,2.341,107.606,102.541,114.647,99.878,104.717,101.467,10.517,107.937,106.504,101.53,98.953,100.775,113.547,9.736
1,2.564,0.93,94.578,1.009,100.976,106.8,1.057,98.94,0.959,94.069,1.167,105.974,93.893,1.09,98.841
3,2.641,103.048,99.399,106.848,103.537,99.671,104.027,10.121,113.26,100.173,111.509,94.02,100.416,101.893,10.15
1,2.657,1.082,106.221,1.088,99.271,93.123,1.09,100.013,1.026,110.655,1.045,105.246,95.93,1.149,102.356
3,2.721,100.463,108.128,102.422,100.433,108.131,114.002,10.478,103.812,105.132,109.589,97.518,95.776,101.121,10.131
3,2.739,107.349,113.708,110.932,93.362,109.211,113.849,9.423,101.539,106.604,109.325,105.004,108.192,104.463,10.699
2,2.903,0.951,10.064,112.311,109.88,116.432,107.64,112.423,1.027,11.188,112.579,109.473,116.35,97.19,105.539
3,2.928,106.59,111.411,115.614,103.847,102.145,111.005,10.443,107.511,113.846,102.266,95.26,111.614,103.628,10.9
4,3.118,115.184,99.431,102.573,109.697,1.059,107.991,99.061,112.788,102.894,111.294,101.014,1.058,103.344,102.843
4,3.289,109.03,103.545,109.34,104.154,1.159,100.318,109.359,105.875,113.635,102.62,107.704,0.988,98.632,112.496
2,3.449,1.055,9.962,110.983,108.112,103.115,95.889,106.183,1.036,10.569,110.286,109.456,106.652,96.645,109.66
4,3.793,103.87,113.478,96.703,109.299,1.106,100.529,108.324,104.434,99.933,98.85,101.727,1.092,98.389,98.756
3,3.855,103.523,108.274,105.201,105.08,99.492,113.715,9.561,102.833,101.798,100.983,107.208,98.422,111.026,10.647
2,3.877,1.026,10.612,107.445,94.688,108.726,105.462,101.076,1.083,11.517,113.437,107.015,100.262,103.273,101.911
1,4.069,0.954,105.939,1.155,100.235,95.639,1.083,110.33,0.981,107.756,1.045,104.771,104.493,1.1,103.097
3,4.759,111.255,115.81,113.255,93.426,100.624,100.097,10.204,101.657,107.334,108.196,93.426,95.649,101.169,10.928
4,4.821,103.153,104.171,98.135,108.194,1.154,104.4,96.96,109.574,105.355,97.275,106.646,1.016,99.469,101.075
1,5.044,1.062,102.451,1.128,112.108,99.306,1.01,95.568,1.027,95.806,1.067,116.155,95.279,1.076,101.667
3,5.103,109.977,115.987,100.352,99.537,99.647,113.172,9.467,98.724,108.605,99.537,104.645,97.857,102.775,10.923
1,5.45,0.951,101.479,1.117,101.357,102.3,1.086,97.694,1.066,103.635,1.145,117.323,108.834,1.061,97.866
1,5.719,1.012,101.745,1.097,117.033,101.737,1.089,99.187,1.065,109.944,1.089,99.345,102.576,1.073,107.999
1,5.953,0.988,110.667,1.013,115.234,97.586,1.112,95.568,1.016,98.401,1.103,108.586,104.477,1.013,99.295
4,6.337,108.943,103.809,102.097,112.793,1.106,102.983,106.56,106.814,112.85,98.766,111.676,1.162,100.066,113.683
2,6.625,1.116,11.273,106.878,92.428,109.876,94.634,97.237,0.983,11.147,108.405,109.746,113.227,108.667,107.976
3,6.847,102.977,114.613,106.91,108.671,94.426,114.127,10.533,106.308,108.632,99.231,108.523,111.585,104.678,10.025
1,7.328,1.026,107.608,1.154,101.398,105.328,1.094,106.821,0.979,93.8,1.179,103.956,108.291,1.105,102.855
2,7.415,0.989,10.703,109.229,107.903,104.526,101.021,98.431,1.112,11.151,113.558,106.743,112.772,98.579,100.929
3,7.851,105.483,113.085,104.071,97.533,98.226,114.499,10.843,108.09,101.061,103.109,106.491,95.919,114.375,10.972
3,8.052,106.073,107.281,101.296,105.893,99.462,112.22,10.81,104.788,114.504,108.756,98.169,101.884,99.182,10.98
1,8.181,0.991,101.071,1.174,115.406,91.625,1.186,95.085,0.942,94.021,1.136,116.739,95.879,1.058,102.585
4,8.182,105.08,110.434,95.677,100.02,1.102,103.06,102.373,100.467,102.938,111.389,112.997,1.162,103.85,103.813
1,8.241,0.956,99.972,1.091,113.809,92.758,1.032,94.76,0.959,106.137,1.056,110.621,105.931,1.105,95.941
3,8.378,97.916,98.79,110.72,99.648,105.703,110.261,9.42,106.066,111.296,104.133,98.563,103.97,102.129,9.975
1,8.54,1.056,94.155,1.063,110.57,101.04,1.155,96.236,1.102,100.183,1.162,108.013,97.286,1.036,101.799
1,8.618,1.073,104.183,1.145,101.368,107.685,1.028,95.203,1.059,99.857,1.105,107.066,104.132,1.037,94.645
1,8.787,0.951,101.576,1.184,103.167,92.716,1.037,94.421,1.077,95.909,1.123,109.258,93.065,1.104,106.58
4,8.913,110.741,103.515,103.013,105.373,1.156,103.202,104.771,107.531,103.11,101.709,106.593,1.104,103.009,111.569
3,8.949,114.726,110.081,117.298,103.656,110.159,97.931,10.684,109.67,98.773,105.827,97.234,102.607,97.068,10.451
2,9.547,1.067,11.369,116.143,103.848,102.062,97.614,99.586,0.957,9.892,114.838,108.562,107.103,103.037,97.715
1,9.549,1.072,109.461,1.15,99.361,100.893,1.158,107.938,1.031,96.388,1.111,112.238,99.712,1.136,108.023
