task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.021,105.12,98.3,9.47,1.1,10.74,103.76,1.16,108.68,104.38,109.91,10.05,1.01,9.82,110.66,1.12,113.0
T1,0.048,102.36,94.74,10.5,1.06,11.41,105.41,1.08,111.33,93.91,109.36,10.6,0.98,10.08,107.23,1.16,104.29
T3,0.644,112.86,114.43,9.53,1.02,9.94,103.61,1.05,108.67,101.4,97.35,10.47,1.11,10.71,102.62,1.06,105.17
T1,0.868,108.88,97.95,11.45,1.05,10.92,93.86,1.0,110.78,94.97,99.97,10.54,1.04,10.96,93.46,1.16,107.82
T2,1.061,104.57,107.94,10.76,1.06,9.84,102.49,1.05,104.21,104.14,102.56,10.76,1.06,11.14,101.26,0.96,104.54
T3,1.569,104.26,99.49,10.46,1.1,10.0,114.46,1.18,102.19,113.22,103.13,11.03,0.97,9.8,117.46,1.17,108.68
T1,1.689,108.66,100.62,11.07,1.07,11.77,103.51,1.14,112.46,107.25,106.86,10.29,0.97,11.78,101.55,1.1,97.99
T1,2.155,109.29,98.44,10.52,1.06,10.74,97.75,1.06,101.09,105.12,111.34,10.36,0.94,11.51,107.19,1.0,96.34
T4,2.176,110.07,106.05,10.05,1.01,9.97,109.84,0.98,104.14,101.98,106.39,11.65,1.09,10.96,101.42,0.98,102.9
T1,2.337,100.81,103.59,11.18,1.05,10.02,103.62,1.16,105.96,94.53,109.19,10.22,1.06,10.05,97.04,1.18,104.13
T2,2.593,97.8,97.82,10.1,1.14,11.27,103.62,0.95,108.03,107.6,97.22,9.63,1.14,10.23,101.12,0.97,104.21
T4,3.118,100.51,110.67,10.42,1.11,9.84,111.44,1.13,111.19,102.96,99.31,10.11,1.15,10.27,98.94,1.06,95.44
T3,3.125,115.05,98.09,11.02,1.12,9.81,100.46,1.11,102.08,105.36,108.83,10.5,1.02,10.05,107.62,1.08,112.74
T4,3.689,105.88,100.95,11.7,1.13,10.77,110.26,1.08,100.31,116.26,103.62,11.62,1.14,10.48,110.81,0.97,106.23
T1,4.063,100.09,105.74,11.25,0.96,10.96,107.91,1.17,101.66,94.79,95.09,10.04,0.96,10.81,108.07,1.09,109.18
T3,4.199,116.66,109.79,10.69,1.02,11.13,101.28,1.01,109.46,109.39,110.6,11.07,0.97,9.74,101.81,1.06,117.85
