task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.064,97.06,98.51,9.95,1.06,10.82,97.56,0.93,102.08,99.36,100.75,10.43,1.01,10.04,95.77,0.93,105.8
T2,0.33,96.9,109.06,10.48,1.1,10.13,110.31,0.93,102.99,100.01,108.68,10.74,0.98,9.99,97.11,1.01,109.03
T1,0.818,100.81,99.5,10.48,1.1,10.99,109.49,1.18,108.98,101.04,98.79,10.03,1.02,10.73,106.22,1.05,111.51
T2,0.875,103.3,104.51,9.22,1.1,10.55,95.92,1.06,102.13,110.99,108.42,9.74,1.06,10.89,105.7,0.97,99.91
T1,0.952,103.86,107.94,10.91,0.98,11.16,100.33,1.16,96.73,98.41,94.32,11.64,0.98,11.77,97.89,1.02,104.72
T3,1.253,99.19,99.25,9.68,1.06,10.76,109.42,1.0,108.37,107.31,96.46,9.92,1.11,9.92,115.76,1.06,114.98
T4,2.893,113.23,105.95,10.87,1.16,10.06,99.53,1.02,107.6,107.87,111.04,11.29,1.16,9.67,95.9,1.05,96.53
T4,3.228,111.45,100.04,10.22,1.03,10.62,101.69,0.98,109.21,112.14,95.22,9.91,1.1,9.81,111.93,1.11,105.67
T4,3.374,108.14,105.73,10.65,1.13,11.23,108.12,0.97,109.21,101.91,96.98,11.28,1.11,10.49,107.07,1.06,110.36
T4,3.563,114.77,95.31,11.47,1.01,11.33,108.35,1.12,105.98,99.13,107.18,10.99,1.17,10.59,108.13,1.12,97.82
T2,3.592,113.54,110.76,10.27,1.08,10.04,103.76,0.97,112.94,111.92,109.63,10.47,1.11,11.26,103.08,1.04,114.61
T3,3.592,103.52,105.76,10.01,1.02,9.81,100.1,1.04,104.01,105.09,112.97,9.61,0.98,10.15,117.48,1.03,118.52
T2,3.667,113.31,105.17,10.2,1.12,10.78,96.41,1.06,107.49,112.53,108.08,10.12,1.0,9.74,94.95,1.06,107.49
T1,3.926,105.39,101.27,11.58,1.03,11.61,109.17,1.06,96.9,107.31,106.33,10.72,1.09,10.06,108.69,1.01,104.68
T4,4.058,116.69,108.12,11.77,1.01,10.01,106.31,1.12,110.11,100.2,107.32,9.97,1.08,9.65,108.44,0.98,108.19
T1,4.334,101.84,93.66,11.28,0.98,11.36,109.28,1.14,111.06,100.41,96.53,10.18,0.97,10.2,109.33,1.07,109.82
T3,4.49,101.35,103.89,9.57,1.0,9.49,103.51,1.09,113.92,100.88,101.16,10.71,1.04,9.7,117.87,1.13,109.52
T1,4.597,104.27,102.68,10.47,1.03,10.17,97.61,1.01,99.08,95.33,107.75,11.9,1.03,10.98,98.79,1.14,112.43
T1,4.633,101.24,102.87,10.5,0.98,11.13,97.14,1.01,110.03,95.35,94.96,10.76,1.05,10.88,105.33,1.04,108.88
T3,4.736,99.57,101.14,9.78,1.0,9.96,105.08,1.05,117.49,111.06,96.77,10.67,0.99,10.74,116.9,1.0,114.52
T2,5.256,109.69,101.43,10.77,1.01,10.12,105.46,1.04,117.2,113.98,114.23,9.46,1.0,10.04,95.45,0.99,102.21
T1,5.793,102.15,107.71,10.21,0.99,10.95,101.42,1.03,106.43,96.02,95.75,10.26,0.97,11.55,98.92,1.04,102.02
T1,6.33,98.91,98.6,10.08,1.1,10.81,94.7,1.13,110.38,110.67,105.99,11.45,0.97,11.36,105.33,1.08,107.76
T1,6.643,95.61,104.33,11.14,1.1,10.53,98.69,1.13,102.69,110.67,100.53,11.29,0.99,11.32,107.89,1.05,95.28
T4,6.964,115.13,101.52,11.13,1.16,9.78,109.8,1.1,95.18,102.43,103.48,11.25,1.17,10.95,102.17,1.12,110.74
T2,7.293,106.9,113.34,9.28,1.1,10.76,107.24,0.96,116.76,96.8,109.26,10.58,1.07,10.35,100.31,0.97,104.8
T2,7.38,113.86,113.38,9.36,0.96,11.36,103.26,0.92,107.35,97.8,103.46,10.43,0.98,10.43,93.94,0.98,109.89
T1,7.869,96.78,96.11,10.6,1.09,11.29,93.3,1.1,97.88,95.21,103.79,11.3,1.11,11.5,100.59,1.17,107.62
T2,7.906,102.26,114.62,9.64,0.96,10.81,110.77,1.08,110.3,97.67,100.1,10.31,0.99,10.57,98.74,0.98,101.76
T1,8.009,104.21,98.01,11.57,1.07,11.47,103.59,1.04,101.21,95.2,96.67,11.51,1.09,10.5,102.21,1.14,103.38
T2,8.234,96.68,106.66,10.79,1.04,10.05,108.6,0.99,117.35,112.48,114.07,10.6,1.08,11.13,102.88,0.94,103.91
T2,8.299,106.16,112.94,10.43,1.02,9.81,111.24,1.05,113.89,109.9,104.07,10.23,1.04,10.58,106.19,1.03,116.95
T3,8.453,102.89,106.81,10.9,1.03,10.28,117.75,1.08,110.24,100.18,110.95,10.69,1.04,10.91,100.64,1.17,117.9
T3,8.512,116.48,103.34,10.2,1.02,9.87,106.17,1.08,112.65,104.75,98.12,9.82,1.04,11.01,112.13,1.13,118.32
T2,8.567,106.61,111.78,10.43,0.98,9.74,105.05,1.07,106.59,101.36,113.25,10.68,1.09,10.54,110.5,0.97,114.02
T1,8.747,108.15,108.58,11.06,1.01,10.96,93.32,1.13,101.52,93.74,109.23,10.49,1.06,11.18,94.45,1.18,106.72
T2,8.838,96.8,97.64,10.33,0.99,10.42,111.18,1.05,116.57,111.88,105.25,9.89,1.09,10.57,96.29,0.94,116.51
T3,9.079,99.28,105.56,9.85,1.05,9.46,105.75,1.03,104.41,102.0,104.26,10.68,0.99,11.06,118.1,1.17,104.1
T2,9.167,106.58,96.89,10.59,0.98,10.14,108.55,1.04,100.0,113.49,112.63,9.33,1.11,10.05,96.43,1.0,117.42
T4,9.294,108.27,106.28,10.44,1.16,10.98,110.6,0.99,105.88,101.02,100.9,11.58,1.16,10.29,110.15,1.01,98.58
T4,9.328,107.54,96.57,11.41,1.08,9.54,110.49,1.04,109.7,99.47,105.24,10.89,1.14,10.7,101.1,1.07,112.84
T2,9.637,101.61,100.24,10.84,1.11,10.38,95.18,0.95,107.29,98.03,105.97,10.36,1.1,10.67,99.41,1.0,99.3
T3,9.832,114.64,110.74,9.72,1.0,10.52,118.28,1.17,105.19,113.85,109.64,10.28,0.96,10.36,107.67,1.06,117.64
T1,9.955,100.11,103.44,11.18,1.02,11.58,105.71,1.03,100.44,97.88,100.35,10.18,0.97,11.1,104.56,1.13,107.78
T2,10.097,100.01,113.69,10.58,1.06,9.91,100.39,1.08,117.01,107.16,106.87,10.4,1.03,11.02,108.91,1.06,106.62
T4,10.535,108.86,111.03,10.01,1.06,9.79,109.13,1.0,97.22,106.79,95.89,11.57,1.05,10.6,94.55,1.02,97.42
T1,10.672,106.54,96.22,11.56,0.98,10.96,98.26,1.05,107.45,97.98,102.83,11.21,1.08,11.04,103.77,1.13,100.57
T4,10.814,113.53,106.23,11.62,1.16,10.96,112.37,0.97,105.44,101.72,102.29,11.02,1.14,11.27,99.44,1.02,97.54
T1,10.83,107.19,108.61,10.09,1.06,11.34,107.98,1.14,100.07,105.93,98.84,10.33,0.96,10.63,103.04,1.01,108.33
T2,11.065,104.21,112.76,9.31,1.1,10.76,105.5,0.93,113.8,108.48,106.28,10.32,0.97,10.76,96.31,0.96,117.94
T4,11.074,111.22,110.66,11.29,1.1,11.2,108.76,1.07,107.99,114.36,107.03,10.8,1.16,10.75,101.75,1.11,109.86
