task_type,m1_1,m2_1,m3_1,m4_1
T2,19.049,46.311,106.024,114.277
T2,21.742,43.386,112.22,122.556
T2,21.326,49.601,113.77,106.862
T1,16.88,35.476,99.145,98.753
T2,19.939,46.45,118.639,120.665
T4,28.954,56.743,151.21,162.674
T3,21.985,57.586,122.83,131.996
T4,25.525,57.22,145.772,162.299
T2,18.887,46.604,112.469,107.956
T2,20.104,48.166,117.781,113.376
T3,23.171,55.13,130.522,141.943
T2,19.413,46.737,121.427,109.959
T1,16.296,35.614,89.591,94.759
T1,17.02,39.177,95.164,93.769
T1,17.678,38.747,96.112,101.65
T4,25.448,60.527,156.353,140.034
T4,25.928,63.539,137.517,151.254
T2,20.847,45.069,112.15,123.289
T4,25.317,59.119,160.067,152.696
T2,20.146,43.559,105.474,119.29
T3,24.163,49.348,128.949,123.312
T3,21.839,50.252,140.919,139.463
T4,27.42,65.448,159.456,145.062
T1,17.756,39.948,86.704,91.931
T3,24.292,53.13,125.231,128.271
T1,17.114,36.936,100.739,90.463
T4,29.185,57.104,154.707,142.956
T3,24.767,50.731,138.682,123.092
T3,23.328,50.977,139.782,131.613
T1,17.991,37.837,96.406,86.516
T2,19.963,45.557,121.22,106.405
T3,25.148,57.175,139.605,134.963
T3,22.219,56.719,137.607,125.918
T2,21.302,49.28,106.351,114.575
T1,17.826,34.889,89.488,86.618
T1,16.768,36.442,90.411,96.983
T3,25.225,49.149,129.595,132.985
T2,21.559,44.478,110.326,108.947
T4,27.365,60.107,148.849,148.912
T4,26.937,65.996,144.464,145.841
T2,19.006,46.616,113.514,121.962
T3,24.682,57.15,121.042,141.864
T4,26.935,57.207,159.759,155.869
T4,26.829,63.109,150.623,150.744
T2,21.167,48.572,115.615,119.291
T4,26.235,56.726,141.498,153.08
T3,22.671,54.749,125.954,133.285
T2,19.545,42.693,108.675,113.147
T3,25.365,50.956,130.007,131.547
T2,22.2,49.119,120.95,117.552
T1,17.268,37.004,91.861,87.748
T4,25.438,57.115,145.021,151.761
T3,25.187,55.206,137.537,129.671
T1,17.222,39.447,86.249,86.019
T2,20.242,46.254,123.219,106.012
T3,22.191,55.312,143.758,123.535
T3,24.926,53.76,143.739,141.738
T4,25.155,57.999,159.335,160.575
T3,25.093,51.776,122.356,128.289
T4,28.427,64.343,159.794,160.484
T4,26.768,64.296,158.621,138.986
T2,18.852,45.241,111.809,110.679
T1,16.851,35.07,101.726,97.818
T1,16.637,40.847,88.61,101.549
T2,20.883,46.825,120.641,106.297
T1,17.045,35.301,92.769,98.033
T2,21.773,49.62,111.142,109.341
T4,24.73,59.531,153.937,160.461
T4,25.212,60.031,156.953,137.778
T4,26.698,58.683,153.611,148.692
T4,26.729,63.127,137.265,155.813
T2,19.292,46.422,115.343,114.885
T3,24.288,49.609,125.731,136.524
T1,15.531,37.176,93.325,101.221
T3,23.606,51.339,129.769,124.09
T2,19.512,43.754,104.824,105.536
T2,20.551,42.75,105.511,107.963
T4,27.856,56.643,154.073,158.115
T3,25.071,54.539,136.564,137.657
T3,24.121,53.939,127.207,124.941
T2,20.834,44.588,115.434,104.703
T2,22.202,47.388,115.91,106.089
T3,24.151,53.251,143.1,139.034
T3,25.753,57.121,142.987,137.541
T3,25.318,58.14,136.671,136.45
T4,25.678,58.515,155.83,156.006
T3,22.158,58.249,123.792,125.898
T3,22.73,56.627,121.614,137.371
T4,24.946,57.001,161.676,146.011
T2,19.536,46.182,107.023,115.705
T3,23.4,53.14,139.127,139.149
T3,25.161,51.379,137.485,142.047
T1,16.652,35.06,93.882,89.054
T4,29.055,61.803,154.391,160.708
T1,15.802,35.497,95.273,93.598
T4,28.527,61.58,141.174,154.127
T4,27.103,56.509,138.988,162.659
T3,22.026,49.191,127.066,128.467
T4,28.752,62.301,141.339,162.014
T3,23.598,56.205,141.815,134.856
T2,22.2,46.32,105.342,111.415
