task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.022,112.31,117.78,1.08,110.7,1.08,117.93,103.82,106.53,104.11,109.48,0.99,102.89,0.98,118.83,111.11,92.72
3,0.042,94.92,105.82,1.01,96.54,1.01,103.65,103.06,117.18,101.94,108.7,1.04,100.58,0.95,107.22,96.26,106.33
1,0.419,104.67,106.55,1.11,99.95,1.12,105.37,103.08,100.5,111.51,114.25,1.0,115.61,1.02,116.85,103.58,113.08
1,0.425,102.69,108.14,1.04,113.03,1.08,104.05,102.47,102.08,101.47,98.73,1.04,111.79,1.02,106.36,105.95,113.99
3,0.482,108.1,115.17,0.98,105.76,0.96,101.35,108.25,101.6,106.6,105.49,1.14,112.47,0.96,117.2,108.42,113.5
1,0.537,101.94,104.29,1.07,113.62,1.02,101.11,106.25,110.92,111.62,112.88,1.14,109.64,1.12,110.53,104.06,113.42
2,0.56,113.32,104.91,0.99,114.12,1.03,100.96,111.18,100.5,112.33,113.21,1.1,103.38,1.03,110.16,110.19,100.66
2,0.9,114.3,100.82,1.09,114.14,1.1,103.44,100.01,98.51,105.8,107.16,1.09,100.15,1.12,105.94,108.12,99.24
3,1.749,108.6,99.14,1.05,99.69,1.05,115.69,93.34,104.16,107.16,102.04,1.08,96.31,0.97,111.57,104.24,118.39
1,2.37,110.12,100.66,1.1,105.79,1.13,104.03,95.54,104.21,97.78,109.14,1.01,102.85,1.04,111.91,99.05,109.5
3,2.384,104.5,103.62,1.08,101.62,1.06,111.64,96.29,99.54,99.03,116.01,1.07,108.65,1.11,103.36,108.07,105.06
3,2.869,99.31,104.7,1.15,100.4,0.99,116.34,102.01,108.7,110.94,103.71,0.99,100.76,1.04,102.62,94.46,106.81
3,2.945,96.96,115.53,1.0,99.71,1.01,113.95,99.4,115.89,104.78,100.3,1.08,108.87,1.1,106.82,108.22,110.34
1,3.454,105.34,103.56,1.0,109.17,1.07,105.0,98.62,98.71,99.83,97.74,1.01,115.96,0.97,108.61,99.8,113.58
4,3.57,100.87,100.28,1.18,101.77,0.93,100.22,107.54,106.26,101.19,100.92,1.11,96.6,1.05,108.86,105.79,96.75
1,3.701,108.67,106.64,1.01,101.14,1.01,106.08,94.29,107.98,106.7,108.39,1.11,113.23,1.1,101.78,100.21,109.54
4,3.905,103.22,102.3,1.1,105.19,0.99,100.44,103.6,94.74,101.17,105.29,1.08,99.77,1.01,97.36,101.33,99.2
4,4.112,108.59,111.59,1.06,96.32,1.01,103.69,107.24,94.29,112.78,98.75,1.06,99.66,0.95,95.36,109.74,110.43
1,4.441,98.98,105.64,1.0,110.93,1.09,109.04,99.52,107.82,100.59,100.04,1.1,103.77,0.98,103.15,99.58,112.99
1,4.686,102.09,109.64,1.02,110.73,0.98,112.44,106.0,104.05,103.27,109.11,1.1,113.03,1.03,111.58,96.06,115.73
2,4.714,107.6,106.28,1.12,108.29,1.04,108.73,107.89,106.28,99.43,100.29,1.11,103.99,1.06,114.28,106.64,93.98
3,4.909,99.47,102.45,1.0,111.82,1.04,114.12,101.58,106.92,95.36,113.9,1.09,100.45,1.05,116.33,106.34,103.08
4,4.973,118.03,98.55,1.12,94.16,1.06,103.84,112.36,105.93,106.38,99.4,1.08,99.41,0.98,96.63,104.13,97.19
4,5.321,110.79,98.69,1.07,101.39,1.07,100.62,106.17,102.55,101.42,106.58,1.18,94.03,1.04,108.14,114.0,108.77
4,5.638,109.04,114.7,1.03,99.12,1.02,106.8,100.89,94.91,117.85,112.02,1.09,99.77,1.04,101.71,109.95,94.24
3,5.836,108.34,114.42,1.06,102.4,1.01,107.12,105.77,115.56,102.15,114.63,1.0,111.59,1.08,110.25,102.74,108.13
2,5.984,106.62,102.57,1.05,108.92,1.03,118.29,98.15,109.07,100.79,106.69,0.99,106.9,1.04,116.68,110.21,103.2
4,6.005,103.11,100.26,1.08,106.1,1.09,107.05,109.23,110.35,117.8,102.8,1.19,97.27,0.94,106.89,105.9,96.83
2,6.498,113.32,110.87,1.1,106.33,0.95,114.84,111.78,100.96,103.0,108.7,1.02,103.13,1.1,102.26,98.47,106.33
3,7.519,105.5,100.02,1.14,98.93,1.08,118.43,96.19,114.36,96.72,111.17,0.99,107.38,0.96,106.41,98.68,117.48
4,7.845,113.19,103.5,1.08,100.79,0.94,98.51,113.68,104.85,107.19,115.18,1.02,109.22,1.08,98.64,111.66,99.22
4,8.704,113.76,98.33,1.16,103.37,0.98,96.78,107.95,103.02,111.28,99.94,1.18,110.82,0.97,98.68,109.83,97.76
2,8.731,101.08,102.85,1.01,103.11,1.0,115.39,102.06,105.58,103.16,103.21,1.01,105.63,1.02,105.5,113.79,99.93
4,8.763,103.62,108.45,1.03,99.74,0.92,108.55,106.89,100.66,113.61,100.7,1.02,96.02,1.02,102.78,111.77,98.71
2,8.917,109.06,111.27,1.13,111.04,1.08,102.39,99.02,109.73,97.82,100.76,1.08,99.74,1.11,113.97,103.3,93.18
1,8.981,102.46,102.91,0.97,111.24,0.98,106.83,98.27,101.28,106.17,113.12,0.98,114.94,0.98,109.58,100.75,99.67
2,9.149,110.32,118.39,1.1,114.18,0.99,100.42,108.54,103.86,98.54,109.11,1.06,107.91,1.01,108.35,101.78,95.1
3,9.474,100.7,101.35,1.0,96.54,1.11,105.45,92.6,100.17,111.49,112.91,1.07,112.33,1.09,105.13,108.48,117.63
1,9.48,95.84,111.92,0.98,100.49,1.08,110.76,100.8,113.72,113.1,108.35,1.07,99.79,1.06,101.84,99.46,113.38
1,9.971,106.17,99.42,1.02,109.48,1.09,112.93,101.81,100.5,98.33,109.46,1.01,107.67,0.98,104.76,109.63,99.58
3,10.536,97.4,100.56,1.11,96.84,1.08,107.33,96.17,115.96,102.7,100.29,1.14,99.34,1.05,108.17,100.36,117.23
2,10.621,98.44,104.26,1.12,107.12,1.12,115.29,110.09,104.24,110.79,117.93,1.11,104.07,1.04,110.8,99.94,109.81
3,10.672,99.9,106.46,1.09,110.22,1.0,113.31,104.24,116.02,110.5,107.0,1.12,108.24,1.12,107.83,99.21,118.16
2,10.714,101.48,117.48,1.04,105.53,1.04,106.81,108.76,109.24,115.13,118.78,1.07,102.89,1.12,116.68,102.43,95.15
3,11.393,105.98,110.0,1.12,97.06,0.97,105.97,94.17,113.13,110.77,102.38,0.99,112.78,1.05,102.1,105.6,109.17
1,11.537,100.61,113.2,1.08,102.05,1.14,99.3,98.01,100.08,98.88,101.67,1.0,108.62,1.1,117.82,109.46,108.71
1,11.568,106.33,105.44,0.98,113.84,1.06,110.9,100.21,109.09,104.02,105.53,1.13,109.98,1.14,100.94,104.81,105.52
2,11.619,101.48,109.9,1.13,113.35,1.08,114.04,115.07,109.36,110.37,116.38,1.06,106.28,1.09,102.09,105.6,98.15
3,11.671,106.42,113.05,1.12,101.56,0.97,115.77,103.3,109.56,97.73,114.29,1.09,103.86,1.1,117.22,95.43,115.22
4,12.105,103.86,104.34,1.18,102.07,1.05,93.78,102.57,108.03,111.68,100.58,1.02,110.53,1.06,107.53,111.54,100.5
4,12.15,118.02,99.56,1.02,100.79,0.99,108.22,105.62,104.17,100.83,113.0,1.17,107.51,1.05,101.58,110.75,93.88
2,12.357,111.97,117.02,1.04,106.78,1.06,101.14,108.39,98.32,112.8,108.14,1.14,103.17,1.06,100.64,106.45,108.61
4,12.452,108.26,102.26,1.08,95.84,0.95,102.4,105.18,100.56,103.66,116.3,1.11,105.96,1.03,93.25,99.52,104.7
2,12.636,110.73,108.14,1.06,117.02,1.09,103.08,102.8,101.19,111.01,103.44,1.08,109.97,1.12,106.32,113.09,103.19
2,12.771,100.18,103.05,1.1,105.16,1.0,112.31,103.18,104.3,105.17,101.69,0.97,102.53,1.12,102.4,111.18,96.19
1,12.815,95.78,98.56,1.01,115.62,1.05,107.47,100.15,101.3,109.86,103.94,1.0,105.88,0.98,101.67,100.06,110.44
3,13.237,102.02,104.18,1.09,108.84,1.06,109.06,93.29,112.89,98.28,103.62,1.0,111.57,1.0,111.04,99.24,104.59
3,13.373,102.82,111.49,0.97,107.39,0.96,104.79,107.68,107.64,106.43,109.39,0.98,110.13,1.12,115.75,100.57,113.35
2,13.635,98.22,118.22,1.11,99.74,0.98,104.12,103.61,103.86,114.39,114.69,1.12,99.73,1.07,103.41,111.85,100.3
3,13.734,99.99,102.68,1.03,98.26,0.97,113.75,107.68,109.24,98.59,116.58,1.04,111.2,1.07,114.35,99.2,114.3
4,14.108,109.47,110.68,1.16,108.33,0.94,100.78,112.02,100.66,109.57,102.41,1.0,96.25,1.06,96.41,107.19,102.13
3,14.118,96.84,112.7,0.99,96.85,0.97,104.77,96.51,110.78,102.66,113.05,1.01,98.61,1.11,106.16,105.26,107.87
3,14.439,104.36,109.2,1.04,101.45,1.01,105.79,101.51,117.56,103.59,99.41,1.02,109.69,0.97,118.42,108.75,117.32
