task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
1,0.742,113.97,106.354,115.154,109.06,109.75,101.391,93.012,103.2,112.387,117.938,93.125,102.782,103.791,102.113
1,0.839,108.581,101.553,109.123,99.812,94.029,94.074,99.802,100.878,109.612,111.6,101.264,106.089,94.336,97.641
2,1.583,111.449,11.453,112.646,96.573,103.484,111.466,112.195,108.665,10.637,95.659,97.268,111.414,99.836,109.45
3,1.789,1.087,108.408,107.959,9.737,108.235,1.149,93.616,0.942,110.764,102.326,10.632,113.382,1.178,105.777
1,1.921,108.909,111.096,111.495,92.223,99.557,101.241,96.538,108.826,99.168,107.92,106.604,94.541,104.684,93.859
4,1.93,10.227,10.888,102.291,9.364,11.254,106.814,103.782,9.513,10.521,109.907,9.267,10.784,99.919,108.364
2,2.185,109.498,9.882,97.747,107.593,114.579,111.27,115.094,109.996,10.391,107.774,110.653,114.2,111.637,112.209
4,3.034,10.517,11.602,111.435,10.485,10.053,98.855,102.621,11.092,10.621,109.291,10.817,10.782,113.352,104.958
3,3.277,1.036,107.858,113.86,9.67,107.304,1.103,99.16,1.11,112.51,101.382,10.367,99.396,1.168,99.979
1,3.322,106.37,112.263,116.116,92.355,103.888,103.754,97.055,101.302,106.651,107.95,104.108,96.418,98.669,108.251
4,3.51,10.769,11.415,101.141,9.709,10.224,110.582,104.416,9.733,10.783,108.577,9.517,11.716,99.601,105.134
4,3.522,11.043,11.232,110.589,10.866,11.615,98.314,101.408,11.252,11.234,108.364,9.579,11.291,98.752,110.073
2,4.217,110.275,11.117,113.082,111.326,117.847,111.337,110.752,101.46,10.047,98.249,110.653,109.33,111.512,99.085
3,4.971,0.98,102.168,111.744,9.804,107.162,1.084,103.184,0.938,111.415,108.682,9.846,110.6,1.185,98.935
4,5.343,9.712,10.953,107.53,9.789,11.621,114.377,116.73,10.562,11.547,102.443,9.964,10.591,103.677,111.428
4,5.451,11.162,10.171,112.105,10.734,10.83,97.7,111.601,10.801,11.139,106.271,10.487,10.096,112.752,113.872
2,5.87,106.706,10.378,108.534,112.66,111.027,104.488,112.302,110.271,10.962,101.219,105.949,116.529,99.718,105.279
2,6.294,107.383,10.127,106.056,100.685,107.011,111.728,112.681,119.273,10.494,111.343,101.473,116.818,95.83,98.572
4,6.515,10.102,11.517,103.721,9.77,11.624,106.941,108.12,10.166,10.554,110.112,9.731,10.474,104.576,102.065
4,6.554,11.027,10.316,97.689,9.256,10.389,113.026,117.604,9.518,10.155,106.529,10.139,10.744,103.451,117.081
1,6.706,107.151,101.014,101.211,99.665,94.125,104.758,107.032,113.132,101.887,117.925,94.116,106.089,101.988,108.491
2,7.665,114.649,10.001,113.334,108.988,101.174,106.331,113.926,102.991,11.033,107.774,99.813,106.476,105.349,103.785
3,8.331,1.006,101.408,109.062,9.71,104.972,1.049,94.271,1.017,100.451,100.279,11.187,114.191,1.185,107.613
2,8.664,105.724,11.645,104.86,102.431,108.53,101.874,108.253,119.129,10.772,97.201,106.86,108.545,104.617,111.772
2,9.003,107.426,11.583,106.084,106.312,111.559,96.725,105.257,104.145,11.133,107.151,97.63,112.254,101.366,106.499
3,9.111,1.017,97.527,100.024,10.759,99.844,1.041,105.369,1.037,105.139,113.678,10.93,113.911,1.033,107.742
4,9.509,9.919,10.807,104.984,9.723,10.747,101.567,116.577,10.188,11.234,109.687,9.37,11.309,104.988,100.8
3,9.644,1.108,112.754,111.838,10.993,98.727,1.159,99.007,0.991,99.937,114.492,10.231,102.856,1.161,100.093
1,10.089,111.76,100.383,117.307,96.691,103.888,97.748,103.931,113.096,110.882,105.029,103.133,101.984,98.856,102.558
3,10.469,1.087,96.756,113.702,9.787,113.512,1.001,101.395,0.984,108.233,101.799,10.353,98.968,0.998,103.241
3,10.74,1.053,104.267,116.388,9.428,107.618,1.003,105.895,1.047,99.798,106.383,10.867,107.162,1.166,94.105
3,11.138,0.985,98.179,115.339,10.323,115.409,1.019,95.601,1.004,107.958,103.154,10.953,107.919,1.041,95.67
3,11.325,1.045,99.892,99.602,10.413,116.336,1.121,94.791,0.998,104.805,109.666,9.577,111.8,1.001,101.174
4,11.761,10.87,11.248,110.747,10.389,10.76,107.594,99.997,10.491,10.444,97.359,10.387,10.974,109.105,114.753
2,11.896,109.41,10.003,103.975,95.927,100.872,100.128,103.376,115.37,11.165,97.059,98.915,106.145,100.274,108.75
3,11.906,0.965,102.363,99.466,9.775,102.82,1.028,101.2,1.01,98.421,104.738,10.538,116.014,1.184,101.822
4,12.183,10.546,11.532,103.126,9.739,11.721,101.896,115.887,10.248,10.385,115.317,10.33,11.693,96.926,115.247
