task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
3,0.162,1.022,113.693,103.268,99.378,105.329,103.11,109.344,1.067,108.081,108.15,104.837,105.636,105.438,99.158
3,0.295,1.141,108.683,106.092,105.098,105.216,105.99,103.1,1.043,116.818,107.914,107.068,100.813,100.965,99.215
2,0.387,10.077,101.403,106.906,105.37,116.621,1.085,98.862,10.563,104.841,104.278,99.429,104.048,1.158,108.467
3,0.68,1.178,110.723,99.619,105.903,105.88,97.721,109.407,1.002,111.961,107.92,98.739,100.216,111.55,98.357
2,1.797,9.39,115.664,93.971,104.098,111.036,1.075,99.245,10.956,114.552,101.414,108.994,110.353,1.124,108.346
3,1.806,1.115,104.406,104.151,105.573,102.654,111.104,99.193,1.051,107.376,104.394,108.709,104.327,103.907,111.061
4,2.092,115.493,10.761,97.629,105.93,95.444,1.113,108.011,115.414,10.205,93.258,104.849,92.977,1.066,106.546
4,2.157,111.631,10.573,93.657,100.095,100.025,1.184,111.39,115.762,11.575,101.899,97.035,107.283,1.081,102.384
4,2.285,108.945,11.153,99.562,106.603,93.81,1.026,110.388,98.641,11.548,95.458,109.03,108.376,1.082,101.08
3,2.75,1.174,104.129,100.189,104.08,94.202,106.303,110.565,1.141,111.821,111.466,110.636,97.183,108.0,111.624
1,2.971,97.507,1.12,10.342,1.057,103.448,10.532,102.654,112.584,1.025,10.035,0.943,104.751,10.542,100.367
4,3.834,110.962,11.624,92.287,99.533,98.457,1.071,108.848,115.157,10.701,103.129,110.74,96.802,1.032,113.037
2,3.901,10.867,101.455,102.532,113.909,104.708,1.044,98.597,10.264,106.488,107.109,112.252,113.412,1.15,106.039
1,4.332,103.082,0.979,11.324,1.069,108.151,10.235,108.997,113.022,1.129,10.82,1.012,104.985,10.346,107.038
1,4.371,97.612,1.045,10.607,0.984,105.618,11.319,96.142,108.108,0.999,9.819,1.003,107.908,11.551,107.746
1,4.764,113.48,0.981,10.969,1.077,106.814,10.082,97.138,111.719,1.13,10.925,1.112,115.085,11.235,108.247
3,4.868,1.041,117.201,110.204,101.593,106.487,112.293,100.995,1.093,100.131,107.998,97.447,105.59,101.903,114.023
2,5.082,10.511,108.628,108.409,111.288,100.724,1.112,108.829,10.84,110.781,101.634,104.703,116.584,1.101,95.309
1,5.152,101.653,1.143,11.335,1.093,101.411,11.085,102.505,106.284,1.053,10.333,1.039,106.058,11.284,103.633
3,5.237,1.005,105.154,110.305,111.6,106.902,108.069,98.467,1.108,115.561,106.872,104.386,97.636,110.164,115.602
3,5.625,1.011,106.92,100.389,102.515,100.342,103.341,102.769,1.13,109.691,98.623,96.054,93.83,111.785,102.197
1,5.672,112.085,1.042,10.012,1.045,113.4,10.83,112.099,104.931,0.971,10.757,0.942,101.588,11.352,98.379
1,5.747,111.682,1.068,10.028,0.961,109.491,10.653,108.035,101.612,1.131,10.028,0.977,116.564,10.439,101.385
3,5.919,1.104,109.14,103.193,103.545,103.105,109.276,102.931,1.007,101.185,101.386,108.322,110.148,100.129,104.989
1,6.147,104.622,0.982,11.203,1.015,105.548,10.389,110.066,100.104,1.077,10.958,1.083,102.794,10.829,99.28
3,6.527,1.152,103.818,109.554,97.602,94.286,98.53,107.401,1.122,107.815,103.796,101.691,110.518,103.85,103.781
2,6.618,10.509,116.001,93.669,104.098,110.016,1.012,101.754,10.202,100.784,94.204,105.932,102.524,1.096,100.218
4,7.624,105.83,10.777,103.074,98.255,93.673,1.066,110.901,104.993,10.72,106.935,99.893,108.664,1.158,101.133
1,7.645,113.351,1.137,10.229,1.078,110.383,10.593,105.126,104.135,1.049,10.608,0.971,110.055,10.877,98.988
3,7.701,1.041,111.691,110.598,101.087,98.025,99.113,113.839,1.149,103.434,108.211,110.133,108.813,106.823,114.902
1,7.834,105.404,1.104,11.353,0.98,117.292,10.821,99.693,106.056,1.073,10.287,1.065,106.86,11.529,111.68
4,7.941,108.706,10.555,108.732,102.555,108.368,1.097,115.736,103.26,11.48,106.815,98.884,93.824,1.157,102.083
1,8.584,106.862,1.032,10.318,0.957,107.573,9.99,97.613,105.926,1.122,10.585,1.085,114.815,11.491,100.003
1,8.869,99.64,0.985,10.869,0.966,112.053,10.383,102.754,102.698,1.032,9.695,0.962,108.369,11.562,111.04
1,8.931,107.657,1.073,11.061,0.982,110.911,11.578,95.152,111.275,1.082,11.046,1.007,105.14,10.471,106.777
3,8.988,1.07,115.775,112.92,106.459,94.594,108.753,99.898,1.106,115.514,113.214,106.091,104.041,104.428,98.964
2,9.014,9.832,112.909,103.267,115.518,113.757,1.103,101.361,10.7,115.411,104.098,113.297,107.578,1.122,100.058
