task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
2,0.486,3.076,5.968,3.098,5.936
2,1.33,3.004,5.946,3.013,5.977
1,1.876,1.922,1.063,1.911,1.073
2,2.363,3.013,5.968,3.06,5.968
2,3.318,3.037,5.972,3.091,5.94
2,4.014,3.076,5.931,3.08,5.935
2,4.073,3.076,5.946,3.032,5.901
1,4.082,1.999,1.001,1.953,1.056
2,4.215,3.097,5.983,3.057,5.907
2,5.843,3.043,5.911,3.074,5.927
2,6.469,3.079,5.912,3.053,5.946
1,7.008,1.934,1.011,1.907,1.003
2,7.097,3.058,5.916,3.056,5.982
1,7.655,1.919,1.042,1.974,1.025
2,8.369,3.069,5.998,3.041,5.946
1,10.668,1.945,1.081,1.925,1.073
2,14.609,3.066,5.948,3.047,5.947
1,15.145,1.992,1.077,1.956,1.022
2,15.962,3.064,5.95,3.075,5.961
1,16.002,1.903,1.049,1.924,1.011
2,16.96,3.075,5.943,3.01,5.964
2,19.851,3.039,5.991,3.023,5.925
2,21.366,3.011,5.958,3.062,5.956
1,22.078,1.997,1.029,1.921,1.012
1,23.215,1.976,1.067,1.984,1.006
1,23.226,1.968,1.063,1.941,1.027
2,23.522,3.05,5.963,3.092,5.947
2,23.777,3.075,5.937,3.027,5.975
2,25.722,3.072,5.955,3.023,5.983
2,26.651,3.023,5.934,3.069,5.97
2,27.058,3.073,5.948,3.02,5.99
2,27.632,3.011,5.982,3.013,5.993
2,28.024,3.088,5.936,3.065,5.912
1,30.191,1.94,1.004,1.921,1.024
1,30.631,1.95,1.016,1.96,1.004
2,31.2,3.089,5.913,3.041,5.922
2,31.806,3.076,5.991,3.076,5.934
2,32.316,3.0,5.936,3.055,5.929
2,33.713,3.003,5.987,3.013,5.946
2,34.694,3.066,5.926,3.001,5.997
1,37.217,1.952,1.066,1.946,1.044
1,37.891,1.919,1.045,1.913,1.008
1,38.029,1.986,1.006,1.905,1.06
1,40.072,1.911,1.057,1.925,1.063
1,40.36,1.941,1.016,1.908,1.02
2,40.76,3.095,5.946,3.027,5.946
1,41.441,1.903,1.034,1.955,1.007
2,41.978,3.056,5.944,3.049,5.999
2,42.669,3.046,5.935,3.027,5.964
2,44.759,3.079,5.924,3.009,5.97
2,47.292,3.083,5.951,3.061,5.95
2,47.325,3.051,5.996,3.039,5.996
1,47.862,1.915,1.096,1.942,1.017
2,48.265,3.032,5.953,3.008,5.959
2,48.661,3.059,5.959,3.077,5.977
1,49.266,1.935,1.025,1.998,1.033
1,50.914,1.924,1.01,1.985,1.028
1,51.101,1.9,1.039,1.941,1.038
1,52.44,1.925,1.046,1.989,1.07
1,54.009,1.979,1.005,1.998,1.001
2,54.067,3.079,6.0,3.068,5.951
2,54.55,3.014,5.943,3.009,5.957
2,54.751,3.067,5.913,3.096,5.972
1,54.99,1.983,1.076,1.902,1.046
