task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
2,1.122,3.048,5.936,3.01,5.948
1,1.878,1.992,1.038,1.969,1.056
2,1.913,3.087,5.94,3.068,5.924
1,3.585,1.981,1.072,1.949,1.013
1,6.515,1.914,1.014,1.932,1.043
2,7.994,3.064,5.986,3.098,5.993
2,8.749,3.072,5.934,3.053,5.929
2,10.009,3.076,5.996,3.081,5.951
1,10.196,1.928,1.015,1.937,1.055
2,10.297,3.095,5.994,3.068,5.988
2,11.495,3.025,5.936,3.076,5.95
1,13.175,1.943,1.006,1.958,1.028
2,14.566,3.074,5.999,3.079,5.963
1,14.971,1.968,1.066,1.901,1.008
2,17.259,3.058,5.985,3.1,5.962
2,19.787,3.016,5.942,3.037,5.987
1,21.796,1.925,1.082,1.964,1.068
2,21.804,3.009,5.92,3.091,5.967
1,22.68,1.931,1.097,1.915,1.096
1,23.34,1.903,1.052,1.929,1.08
2,24.558,3.075,5.913,3.04,5.974
2,25.31,3.001,5.995,3.015,5.903
1,26.843,1.994,1.067,1.952,1.091
1,27.244,1.943,1.005,1.968,1.043
1,29.581,1.905,1.004,1.917,1.09
1,32.139,1.923,1.075,1.915,1.096
1,32.355,1.97,1.011,1.948,1.024
1,32.504,1.932,1.094,1.902,1.037
1,33.406,1.978,1.081,1.927,1.061
2,33.915,3.046,5.959,3.013,5.963
2,34.761,3.052,5.999,3.072,5.939
1,34.769,1.981,1.08,1.911,1.087
1,35.303,1.924,1.009,1.903,1.065
1,35.399,1.999,1.021,1.978,1.08
2,35.962,3.077,5.911,3.013,5.959
1,36.594,1.95,1.059,1.903,1.043
1,38.057,1.961,1.095,1.982,1.099
1,39.386,1.966,1.065,1.919,1.088
1,39.959,1.914,1.094,1.904,1.021
1,40.123,1.999,1.074,1.968,1.064
2,40.463,3.068,5.976,3.005,5.947
1,40.821,1.961,1.027,1.989,1.063
1,41.545,1.973,1.033,1.97,1.028
2,42.847,3.035,5.963,3.018,5.989
2,42.855,3.072,5.992,3.022,5.968
1,43.646,1.972,1.078,1.966,1.048
1,44.179,1.996,1.098,1.917,1.002
1,45.46,1.96,1.026,1.915,1.065
2,45.75,3.01,5.937,3.042,5.948
2,45.816,3.046,5.933,3.05,5.903
2,46.159,3.019,5.922,3.031,5.95
1,46.761,1.934,1.025,1.905,1.095
2,49.565,3.095,5.926,3.045,5.915
2,50.402,3.005,5.939,3.076,5.937
1,50.619,1.984,1.032,1.904,1.004
1,51.016,1.961,1.095,1.918,1.094
2,51.182,3.013,5.921,3.068,5.977
2,52.094,3.019,5.905,3.021,5.919
1,55.567,1.99,1.038,1.918,1.087
1,56.441,1.915,1.098,1.964,1.092
1,58.469,1.96,1.079,1.996,1.004
1,59.179,1.964,1.03,1.972,1.094
1,59.922,1.912,1.062,1.959,1.077
1,60.757,1.971,1.027,1.984,1.008
1,61.844,1.912,1.011,1.99,1.001
1,62.983,1.915,1.028,1.903,1.062
2,63.468,3.035,5.949,3.089,5.969
2,66.162,3.043,5.992,3.047,5.94
1,68.233,1.978,1.066,1.977,1.073
1,69.823,1.966,1.07,1.934,1.044
1,70.061,1.966,1.044,1.955,1.099
2,70.439,3.095,5.907,3.06,5.928
1,71.138,1.987,1.086,1.95,1.088
1,72.387,1.913,1.087,1.913,1.068
2,72.755,3.042,5.901,3.08,5.998
1,74.07,1.97,1.016,1.943,1.045
2,74.258,3.047,5.907,3.061,5.967
2,75.124,3.066,5.912,3.016,5.907
1,75.203,1.979,1.047,1.938,1.075
1,75.335,1.904,1.073,1.914,1.094
1,76.655,1.916,1.085,1.97,1.0
2,76.735,3.064,5.934,3.022,5.918
1,76.854,1.988,1.02,1.998,1.076
1,78.028,1.914,1.043,1.987,1.075
2,78.07,3.065,5.978,3.051,5.925
1,78.814,1.979,1.026,1.964,1.012
1,78.945,1.916,1.081,1.992,1.091
1,79.224,1.918,1.086,1.968,1.085
1,79.352,1.973,1.044,1.926,1.052
1,80.308,1.902,1.006,1.981,1.094
1,81.255,1.935,1.094,1.928,1.08
2,82.525,3.016,5.955,3.074,5.986
2,82.929,3.08,5.909,3.003,5.941
1,83.57,1.979,1.082,1.95,1.071
1,83.638,1.902,1.081,1.986,1.083
2,83.829,3.0,5.974,3.066,5.976
1,83.867,1.979,1.062,1.975,1.037
2,84.763,3.064,5.97,3.031,5.949
2,84.767,3.054,5.906,3.013,5.99
1,84.917,1.99,1.083,1.919,1.084
1,85.832,1.999,1.092,1.911,1.075
1,87.517,1.977,1.057,1.934,1.087
1,89.087,1.918,1.078,1.946,1.08
1,89.941,1.998,1.072,1.996,1.038
1,90.193,1.945,1.044,1.964,1.03
1,90.221,1.959,1.014,1.987,1.077
2,90.472,3.09,5.949,3.022,5.999
2,90.749,3.031,5.908,3.038,5.998
2,92.036,3.006,5.973,3.076,5.964
2,92.271,3.072,5.926,3.088,5.94
1,92.461,1.985,1.09,1.994,1.084
2,92.683,3.041,5.997,3.011,5.938
2,92.992,3.06,5.981,3.081,5.955
1,93.034,1.992,1.045,1.971,1.081
1,93.306,1.904,1.0,1.97,1.054
1,95.06,1.986,1.017,1.926,1.08
1,96.975,1.975,1.063,1.992,1.04
2,97.342,3.087,5.911,3.099,5.906
2,97.449,3.054,5.939,3.059,5.963
2,100.104,3.084,5.947,3.073,5.938
2,100.908,3.007,5.954,3.032,5.912
1,101.497,1.965,1.094,1.911,1.091
1,101.601,1.963,1.028,1.956,1.079
1,102.949,1.916,1.035,1.963,1.084
2,104.396,3.021,5.906,3.038,5.992
2,105.883,3.099,5.941,3.053,5.949
2,106.397,3.048,5.946,3.02,5.971
1,106.635,1.949,1.053,1.957,1.069
