task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,3.284,1.996,1.05,1.914,1.062
2,4.093,3.082,5.939,3.027,5.993
2,5.626,3.035,5.937,3.032,5.916
1,5.988,1.904,1.001,1.996,1.004
2,6.095,3.023,5.987,3.097,5.917
1,6.304,1.942,1.079,1.931,1.094
1,7.91,1.926,1.095,1.962,1.065
2,8.02,3.001,5.902,3.015,5.912
2,8.238,3.094,5.97,3.015,5.913
1,8.696,1.978,1.019,1.943,1.055
1,10.437,1.927,1.076,1.934,1.059
2,10.536,3.018,5.963,3.043,5.969
2,12.298,3.069,5.992,3.039,5.988
2,12.82,3.022,5.963,3.038,5.988
2,13.166,3.005,5.967,3.064,5.925
1,13.206,1.994,1.001,1.981,1.008
1,14.822,1.922,1.001,1.964,1.081
1,18.066,1.945,1.091,1.965,1.011
1,18.631,1.907,1.043,1.975,1.057
1,19.913,1.973,1.053,1.932,1.095
1,20.597,1.907,1.081,1.959,1.03
1,20.895,1.948,1.045,1.986,1.052
2,21.243,3.029,5.911,3.045,5.969
2,21.486,3.032,5.96,3.016,5.994
2,23.256,3.085,5.963,3.07,5.905
1,24.435,1.921,1.086,1.968,1.054
1,26.792,1.929,1.099,1.958,1.087
2,27.522,3.02,5.989,3.086,5.957
1,30.351,1.94,1.01,1.995,1.094
2,31.491,3.017,5.905,3.072,5.939
2,32.226,3.032,5.95,3.082,5.992
1,33.03,1.992,1.051,1.933,1.005
1,33.36,1.906,1.095,1.96,1.033
1,35.046,1.941,1.095,1.929,1.093
2,35.987,3.035,5.939,3.046,5.935
2,39.089,3.058,5.983,3.079,5.935
1,40.574,1.984,1.018,1.936,1.069
1,40.764,1.905,1.058,1.946,1.084
2,42.456,3.003,5.984,3.084,5.974
2,43.302,3.09,5.975,3.073,5.936
2,43.379,3.068,5.98,3.04,5.941
1,43.491,1.918,1.069,1.967,1.062
2,44.186,3.088,5.98,3.047,5.976
1,44.372,1.962,1.067,1.937,1.097
2,44.525,3.078,5.922,3.069,5.988
1,44.851,1.99,1.06,1.966,1.036
1,46.507,1.929,1.074,1.949,1.075
2,46.769,3.062,5.934,3.031,5.972
2,47.224,3.066,5.929,3.087,5.947
2,48.218,3.042,5.914,3.083,5.979
1,49.245,1.976,1.027,1.93,1.006
2,49.49,3.068,5.915,3.086,5.996
1,49.85,1.941,1.083,1.909,1.069
2,50.998,3.087,5.919,3.08,5.978
1,51.131,1.934,1.033,1.978,1.056
1,52.939,1.988,1.037,1.931,1.042
1,53.193,1.902,1.031,1.963,1.026
2,53.199,3.046,5.927,3.087,5.904
1,53.33,1.95,1.008,1.95,1.06
2,54.263,3.01,5.905,3.061,5.935
1,54.601,1.927,1.07,1.955,1.055
2,54.794,3.017,5.913,3.008,5.984
2,55.58,3.034,5.923,3.046,5.953
1,56.696,1.979,1.016,1.992,1.01
1,57.053,1.966,1.013,1.966,1.061
1,59.563,1.967,1.017,1.972,1.005
1,59.965,1.992,1.086,1.963,1.022
1,59.996,1.906,1.018,1.966,1.098
2,60.415,3.065,5.926,3.022,5.933
1,60.989,1.936,1.084,1.949,1.073
1,61.272,1.948,1.06,1.938,1.008
2,63.327,3.027,5.974,3.018,5.947
1,66.31,1.942,1.004,1.957,1.06
2,67.364,3.083,5.935,3.074,5.934
1,67.746,1.918,1.066,1.96,1.043
2,68.071,3.076,5.993,3.028,5.923
1,68.113,1.932,1.001,1.906,1.004
2,69.03,3.072,5.919,3.031,5.995
1,71.311,1.976,1.035,1.912,1.074
2,71.452,3.024,5.907,3.094,5.962
1,71.708,1.9,1.093,1.991,1.077
2,74.492,3.043,5.903,3.079,5.921
2,76.44,3.079,5.947,3.028,5.93
2,76.677,3.075,5.957,3.076,5.918
1,76.757,1.969,1.03,1.996,1.085
2,76.801,3.084,5.903,3.024,5.955
1,77.04,1.928,1.008,1.902,1.091
2,78.444,3.04,5.987,3.04,5.948
2,78.528,3.039,5.945,3.016,5.985
1,79.024,1.968,1.052,1.952,1.095
1,79.215,1.984,1.077,1.909,1.083
1,80.109,1.936,1.086,1.98,1.002
2,80.445,3.093,5.98,3.015,5.935
1,81.113,1.916,1.081,1.949,1.092
1,83.044,1.958,1.033,1.925,1.086
1,85.734,1.997,1.081,1.982,1.066
2,86.504,3.033,5.957,3.075,5.941
1,88.287,1.934,1.022,1.992,1.062
2,89.314,3.02,5.959,3.093,5.939
2,93.386,3.03,5.922,3.004,5.98
1,93.636,1.929,1.077,1.986,1.064
1,94.046,1.96,1.087,1.922,1.037
1,95.117,1.905,1.047,1.9,1.032
2,96.051,3.037,5.947,3.006,5.949
2,96.235,3.002,5.943,3.062,5.969
2,96.375,3.029,5.935,3.082,5.973
1,97.62,1.914,1.047,1.974,1.08
2,98.218,3.043,5.914,3.015,5.995
2,98.885,3.051,5.992,3.021,5.947
2,100.513,3.05,5.975,3.002,5.952
2,100.689,3.074,5.906,3.053,5.994
2,101.516,3.083,5.916,3.019,5.935
2,102.543,3.027,5.914,3.052,5.933
1,102.896,1.999,1.035,1.902,1.073
1,102.945,1.985,1.063,1.954,1.098
2,103.373,3.001,5.965,3.051,5.923
2,103.853,3.097,5.993,3.091,5.933
2,103.992,3.035,5.963,3.082,5.973
2,104.011,3.066,5.904,3.076,5.922
2,104.046,3.095,5.952,3.099,5.997
1,104.186,1.945,1.071,1.925,1.061
2,104.37,3.067,5.97,3.083,5.989
2,105.205,3.095,5.939,3.031,5.929
2,105.432,3.084,5.918,3.001,5.933
1,106.405,1.914,1.02,1.947,1.031
1,106.521,1.992,1.035,1.953,1.073
2,107.836,3.023,5.927,3.03,5.947
2,108.575,3.016,5.914,3.051,5.933
1,108.682,1.991,1.063,1.947,1.072
1,109.225,1.907,1.018,1.922,1.005
2,109.644,3.088,5.958,3.053,5.903
1,110.18,1.985,1.064,1.949,1.023
2,110.581,3.027,5.939,3.08,5.987
2,110.837,3.051,5.923,3.04,5.913
1,111.807,1.939,1.066,1.959,1.018
2,112.53,3.032,5.966,3.021,5.917
1,114.538,1.992,1.01,1.908,1.042
1,115.547,1.903,1.057,1.911,1.098
2,116.011,3.094,5.929,3.069,5.924
1,116.652,1.943,1.095,1.943,1.033
2,116.963,3.041,5.939,3.096,5.938
2,119.849,3.037,5.95,3.09,5.995
1,120.101,1.949,1.004,1.969,1.046
1,120.544,1.976,1.005,1.922,1.064
1,120.776,1.952,1.089,1.985,1.037
1,121.212,1.975,1.031,1.986,1.044
2,121.78,3.001,5.982,3.038,5.98
2,122.301,3.04,5.965,3.072,5.922
1,122.641,1.926,1.093,1.988,1.056
2,122.954,3.033,5.98,3.017,5.9
2,123.141,3.072,5.956,3.069,5.947
2,124.123,3.087,5.946,3.097,5.905
1,125.635,1.982,1.046,1.946,1.087
2,125.662,3.022,5.959,3.053,5.94
2,125.952,3.09,5.983,3.096,5.998
1,126.359,1.942,1.089,1.966,1.031
2,126.542,3.071,5.903,3.007,5.947
2,128.324,3.035,5.946,3.045,5.914
1,128.958,1.982,1.06,1.958,1.017
2,129.002,3.095,5.958,3.03,5.943
1,129.167,1.993,1.006,1.93,1.037
2,129.415,3.073,5.944,3.035,5.962
1,130.204,1.944,1.087,1.965,1.005
2,130.505,3.098,5.978,3.076,5.993
1,131.304,1.996,1.052,1.919,1.002
2,134.692,3.023,5.979,3.02,5.951
1,134.753,1.974,1.055,1.979,1.032
1,135.237,1.957,1.034,1.943,1.075
1,135.747,1.963,1.072,1.99,1.001
1,136.073,1.996,1.018,1.949,1.092
1,136.283,1.959,1.0,1.925,1.06
1,136.666,1.92,1.039,1.975,1.055
2,136.702,3.064,5.946,3.08,5.95
1,136.931,1.923,1.056,1.913,1.067
1,137.232,1.914,1.037,1.961,1.027
1,138.416,1.932,1.021,1.955,1.069
2,139.038,3.062,5.956,3.079,5.989
2,139.711,3.08,5.997,3.012,5.962
2,139.714,3.027,5.987,3.038,5.972
2,140.435,3.009,5.947,3.005,5.925
1,141.476,1.96,1.057,1.906,1.037
1,143.872,1.963,1.001,1.916,1.065
1,145.809,1.903,1.09,1.959,1.015
1,146.601,1.978,1.092,1.943,1.033
2,148.07,3.078,5.909,3.033,5.977
2,149.125,3.062,5.969,3.008,5.957
2,149.206,3.055,5.968,3.066,5.909
1,149.781,1.964,1.069,1.994,1.023
2,150.161,3.033,5.962,3.038,5.993
2,150.42,3.011,5.969,3.098,5.939
1,150.426,1.945,1.078,1.926,1.027
2,150.667,3.088,5.924,3.096,5.912
1,151.044,1.993,1.016,1.98,1.044
2,151.512,3.05,5.993,3.002,5.934
1,151.945,1.936,1.008,1.914,1.05
1,152.131,1.919,1.06,1.951,1.087
2,152.267,3.052,5.917,3.094,5.979
2,152.27,3.057,5.957,3.021,5.943
1,152.829,1.949,1.092,1.97,1.094
2,156.249,3.066,5.979,3.093,5.903
1,157.543,1.992,1.013,1.965,1.095
1,158.048,1.906,1.077,1.945,1.06
2,162.118,3.041,5.925,3.08,5.984
1,163.479,1.999,1.044,1.966,1.055
1,164.07,1.941,1.065,1.956,1.017
2,164.522,3.028,5.998,3.028,5.906
1,164.58,1.983,1.029,1.952,1.063
2,164.668,3.017,5.961,3.028,5.935
1,166.548,1.965,1.044,1.946,1.072
2,167.044,3.04,5.947,3.037,5.94
2,167.248,3.047,5.948,3.053,5.912
2,168.54,3.099,5.92,3.015,5.946
2,169.059,3.09,5.927,3.066,5.907
2,170.496,3.086,5.901,3.084,5.935
1,171.945,1.982,1.091,1.936,1.078
1,172.674,1.993,1.039,1.982,1.033
2,173.023,3.052,5.943,3.017,5.933
2,173.063,3.073,5.976,3.006,5.902
2,175.327,3.045,5.953,3.039,5.904
1,175.338,1.948,1.007,1.912,1.005
2,175.674,3.099,5.949,3.067,5.941
1,175.816,1.902,1.075,1.932,1.005
1,176.01,1.932,1.002,1.917,1.024
1,177.166,1.981,1.085,1.944,1.081
1,178.698,1.993,1.041,1.908,1.016
2,178.946,3.095,5.937,3.075,5.948
2,180.032,3.074,5.991,3.031,5.953
2,181.594,3.068,5.909,3.015,5.909
2,181.81,3.049,5.933,3.038,5.946
1,183.329,1.919,1.056,1.938,1.087
2,183.437,3.098,5.95,3.035,5.978
2,184.388,3.053,5.906,3.099,5.99
1,185.498,1.902,1.021,1.979,1.081
2,186.187,3.031,5.904,3.023,5.987
2,186.992,3.013,5.988,3.088,5.913
1,187.273,1.981,1.075,1.934,1.073
2,189.111,3.003,5.934,3.041,5.948
2,189.52,3.031,5.935,3.05,5.965
1,189.876,1.982,1.057,1.925,1.076
1,190.353,1.939,1.054,1.958,1.097
2,190.464,3.084,5.97,3.065,5.906
2,191.81,3.068,5.915,3.026,5.912
2,193.583,3.086,5.952,3.009,5.927
1,194.279,1.984,1.032,1.946,1.057
2,194.409,3.07,5.955,3.001,5.947
2,195.273,3.014,5.959,3.076,5.967
1,195.677,1.917,1.099,1.988,1.098
2,196.033,3.007,5.995,3.039,5.915
1,196.766,1.955,1.073,1.998,1.082
2,197.077,3.057,5.918,3.004,5.993
2,198.126,3.038,5.9,3.007,5.92
2,198.787,3.062,5.905,3.06,5.987
1,199.515,1.953,1.059,1.91,1.059
2,199.534,3.051,5.928,3.087,5.979
1,200.256,1.969,1.069,1.95,1.005
2,203.918,3.05,5.932,3.033,5.913
1,204.365,1.908,1.08,1.999,1.017
2,205.793,3.003,5.956,3.042,5.972
1,205.881,1.972,1.055,1.974,1.099
2,207.971,3.001,5.946,3.084,5.996
1,209.467,1.911,1.05,1.915,1.026
2,212.828,3.023,5.992,3.037,5.919
2,213.173,3.048,5.962,3.067,5.929
