task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,0.095,1.948,1.09,1.964,1.082
1,3.442,1.94,1.056,1.985,1.077
2,3.706,3.032,5.911,3.04,5.905
2,4.104,3.084,5.943,3.02,5.905
2,6.931,3.014,5.968,3.043,5.966
1,7.454,1.985,1.016,1.939,1.065
1,10.349,1.976,1.027,1.945,1.02
2,11.94,3.034,5.923,3.086,5.984
1,12.257,1.992,1.028,1.922,1.03
1,12.338,1.928,1.043,1.968,1.034
2,12.757,3.081,5.909,3.085,5.927
2,13.676,3.068,5.988,3.018,5.968
2,13.932,3.047,5.998,3.074,5.956
2,14.153,3.003,5.957,3.038,5.974
1,14.332,1.975,1.008,1.932,1.037
2,14.457,3.072,5.974,3.005,5.95
1,14.512,1.915,1.042,1.915,1.095
2,19.023,3.022,5.959,3.015,5.982
2,20.031,3.074,5.951,3.096,5.917
1,20.088,1.907,1.063,1.934,1.02
1,20.171,1.997,1.028,1.948,1.091
1,20.271,1.906,1.046,1.963,1.032
2,20.292,3.06,5.993,3.048,5.998
2,22.947,3.01,5.949,3.065,5.952
1,23.088,1.925,1.016,1.965,1.053
1,23.821,1.912,1.067,1.988,1.042
1,23.947,1.958,1.088,1.978,1.062
1,24.873,1.926,1.021,1.992,1.034
1,25.295,1.924,1.028,1.972,1.033
2,25.981,3.026,5.914,3.053,5.988
2,27.058,3.098,5.902,3.077,5.983
2,27.317,3.008,5.915,3.041,5.993
2,27.505,3.022,5.908,3.023,5.941
2,28.183,3.015,5.956,3.061,5.959
2,29.373,3.022,5.972,3.089,5.993
2,30.967,3.085,5.988,3.076,5.934
2,31.616,3.064,5.964,3.07,5.986
1,33.081,1.985,1.041,1.954,1.028
2,33.98,3.098,5.998,3.065,5.954
1,34.124,1.936,1.01,1.931,1.078
2,34.847,3.016,5.979,3.067,5.919
2,35.021,3.099,5.989,3.047,5.996
2,37.286,3.014,5.996,3.062,5.966
2,37.439,3.046,5.975,3.022,5.988
1,40.022,1.906,1.056,1.94,1.072
1,40.813,1.977,1.08,1.958,1.001
1,41.001,1.924,1.074,1.988,1.011
1,41.2,1.968,1.046,1.97,1.084
1,41.213,1.981,1.04,1.949,1.03
2,41.243,3.09,5.99,3.013,5.968
1,44.073,1.929,1.011,1.938,1.057
1,44.617,1.919,1.048,1.931,1.041
2,46.634,3.038,5.991,3.035,5.955
2,48.809,3.093,5.962,3.032,5.954
1,49.197,1.905,1.082,1.974,1.097
2,49.493,3.014,5.931,3.061,5.943
2,49.573,3.066,5.989,3.069,5.991
1,49.627,1.954,1.08,1.973,1.097
2,49.696,3.056,5.986,3.058,5.947
1,50.241,1.902,1.017,1.951,1.016
1,50.261,1.915,1.032,1.964,1.039
2,50.411,3.042,5.962,3.04,5.909
2,51.865,3.038,5.928,3.079,5.955
1,51.896,1.976,1.077,1.91,1.052
2,52.664,3.056,5.958,3.053,5.975
1,52.944,1.903,1.06,1.997,1.042
1,52.993,1.966,1.096,1.907,1.081
2,54.828,3.082,5.928,3.078,6.0
1,54.857,1.919,1.022,1.936,1.078
2,60.09,3.033,5.953,3.009,5.935
1,61.246,1.992,1.032,1.915,1.081
2,61.429,3.083,5.98,3.052,5.987
1,64.726,1.972,1.072,1.948,1.075
1,65.384,1.974,1.062,1.902,1.09
2,66.144,3.066,5.988,3.062,5.973
2,67.566,3.056,5.939,3.016,5.94
1,69.279,1.917,1.054,1.997,1.046
1,69.791,1.979,1.063,1.935,1.044
1,70.302,1.905,1.067,1.98,1.096
1,72.742,1.959,1.071,1.919,1.042
1,72.947,1.971,1.008,1.934,1.06
1,72.968,1.976,1.039,1.988,1.044
1,74.137,1.989,1.042,1.938,1.017
2,74.462,3.091,5.966,3.018,5.909
2,74.644,3.072,5.982,3.065,5.939
2,74.758,3.002,5.964,3.042,5.967
1,75.46,1.979,1.089,1.981,1.019
2,75.977,3.065,5.933,3.008,5.926
1,77.532,1.98,1.028,1.955,1.074
2,78.219,3.008,5.906,3.028,5.974
2,79.861,3.023,5.933,3.032,5.968
2,80.41,3.045,5.96,3.053,5.929
2,80.784,3.087,5.955,3.062,5.934
1,80.968,1.946,1.094,1.957,1.041
1,83.463,1.959,1.094,1.919,1.062
2,83.655,3.085,5.993,3.003,5.955
2,84.772,3.042,5.92,3.013,5.917
2,86.26,3.019,5.997,3.071,5.997
1,86.975,1.982,1.08,1.95,1.003
1,87.952,1.917,1.091,1.906,1.046
2,88.096,3.072,5.915,3.01,6.0
1,89.19,1.964,1.091,1.956,1.084
2,90.107,3.083,5.99,3.023,5.924
2,90.115,3.079,5.927,3.01,5.925
2,90.972,3.041,5.991,3.065,5.953
2,92.326,3.002,5.97,3.049,5.993
2,92.965,3.097,5.99,3.08,5.909
2,93.646,3.023,5.915,3.018,5.96
1,95.41,1.984,1.02,1.981,1.077
1,95.855,1.906,1.058,1.979,1.005
1,96.536,1.972,1.004,1.923,1.083
1,96.689,1.971,1.017,1.982,1.078
2,97.176,3.042,5.978,3.006,5.992
1,97.539,1.977,1.048,1.902,1.035
1,98.125,1.992,1.033,1.938,1.078
2,99.794,3.095,5.921,3.014,5.913
1,100.747,1.982,1.08,1.953,1.012
1,103.11,1.999,1.073,1.945,1.026
2,103.264,3.003,5.913,3.038,5.909
2,103.289,3.041,5.934,3.076,5.971
1,104.008,1.971,1.057,1.941,1.009
1,105.101,1.979,1.063,1.939,1.059
1,105.521,1.912,1.086,1.966,1.056
1,107.269,1.999,1.042,1.932,1.059
1,109.166,1.981,1.039,1.974,1.094
1,109.992,1.988,1.09,1.905,1.018
1,110.09,1.938,1.06,1.948,1.06
1,110.901,1.955,1.071,1.979,1.064
2,110.939,3.003,5.906,3.096,5.935
2,111.517,3.005,5.947,3.1,5.912
1,111.575,1.986,1.08,1.917,1.032
1,112.139,1.925,1.019,1.96,1.041
1,114.631,1.918,1.041,1.975,1.015
1,115.3,1.924,1.022,1.954,1.058
2,115.811,3.042,5.939,3.015,5.912
2,116.678,3.004,5.909,3.073,5.946
1,116.793,1.906,1.021,1.918,1.027
2,117.255,3.083,5.914,3.072,5.946
2,117.773,3.1,5.938,3.058,5.972
1,118.366,1.932,1.016,1.932,1.058
1,118.857,1.978,1.01,1.939,1.038
1,119.089,1.9,1.086,1.985,1.063
1,119.588,1.986,1.043,1.971,1.048
1,119.696,1.9,1.069,1.978,1.06
2,119.896,3.016,5.913,3.047,5.933
1,120.287,1.941,1.04,1.948,1.091
2,122.302,3.03,5.969,3.06,5.958
2,123.753,3.016,5.971,3.068,5.97
2,123.776,3.07,5.9,3.04,5.931
2,125.41,3.017,5.962,3.001,5.909
1,125.89,1.917,1.092,1.941,1.037
1,126.191,1.935,1.06,1.902,1.042
1,126.194,1.97,1.095,1.986,1.011
1,126.5,1.923,1.086,1.974,1.011
2,127.084,3.008,5.952,3.064,5.923
1,129.313,1.982,1.046,1.945,1.013
1,132.541,1.929,1.074,1.938,1.027
1,133.377,1.985,1.001,1.957,1.041
2,134.613,3.036,5.988,3.083,5.964
1,135.969,1.981,1.046,1.942,1.02
2,136.806,3.095,5.933,3.079,5.92
1,137.652,1.957,1.091,1.949,1.063
1,137.785,1.993,1.054,1.943,1.069
1,140.489,1.916,1.086,1.976,1.033
2,141.527,3.097,5.987,3.072,5.928
1,141.92,1.913,1.016,1.939,1.05
2,142.593,3.096,5.983,3.01,5.901
2,144.283,3.075,5.913,3.097,5.923
1,144.541,1.912,1.077,1.991,1.098
2,145.065,3.085,5.905,3.055,5.949
1,145.19,1.948,1.083,1.918,1.047
1,145.699,1.967,1.022,1.92,1.082
1,146.361,1.918,1.063,1.974,1.065
1,146.624,1.965,1.018,1.917,1.078
2,146.999,3.022,5.937,3.045,5.996
1,147.593,1.982,1.009,1.913,1.062
2,148.807,3.092,5.912,3.076,5.926
1,149.142,1.943,1.01,1.954,1.061
1,149.244,1.934,1.062,1.99,1.038
2,149.787,3.048,5.917,3.092,5.967
2,149.926,3.035,5.942,3.001,5.903
1,150.054,1.901,1.041,1.965,1.055
2,150.16,3.036,5.924,3.061,5.971
1,150.975,1.903,1.077,1.936,1.029
2,152.912,3.009,5.964,3.079,5.93
1,154.936,1.996,1.076,1.957,1.048
2,155.506,3.048,5.939,3.014,5.943
2,155.648,3.043,5.982,3.082,5.929
1,156.798,1.937,1.03,1.994,1.082
2,157.424,3.094,5.987,3.042,5.963
1,157.536,1.902,1.006,1.91,1.059
1,157.712,1.946,1.037,1.916,1.088
2,158.649,3.068,5.959,3.068,5.918
2,158.863,3.084,5.967,3.072,5.954
2,159.217,3.005,5.934,3.08,5.97
2,159.371,3.072,5.993,3.075,5.909
1,159.864,1.915,1.035,1.955,1.076
