task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
2,0.758,3.048,5.971,3.059,5.98
1,1.68,1.98,1.09,1.936,1.001
2,2.543,3.067,5.912,3.032,5.973
2,4.06,3.047,5.995,3.039,5.985
1,4.305,1.935,1.095,1.929,1.039
2,4.953,3.079,5.966,3.035,5.966
2,5.328,3.094,5.992,3.021,5.997
1,5.485,1.974,1.036,1.96,1.042
2,6.382,3.082,5.909,3.036,5.926
1,8.77,1.942,1.023,1.905,1.059
1,9.241,1.923,1.047,1.937,1.093
2,9.251,3.098,5.96,3.006,5.928
2,9.626,3.068,5.959,3.054,5.946
1,16.167,1.964,1.099,1.993,1.093
2,16.865,3.023,5.979,3.027,5.946
1,17.644,1.902,1.027,1.946,1.003
2,18.537,3.071,5.973,3.09,5.911
2,20.323,3.04,5.982,3.1,5.937
2,20.372,3.032,5.95,3.078,5.939
2,20.392,3.065,5.992,3.099,5.974
2,22.796,3.096,5.906,3.086,5.903
1,23.523,1.932,1.073,1.943,1.098
2,24.05,3.033,5.907,3.04,5.966
1,24.424,1.905,1.013,1.982,1.056
2,24.488,3.067,5.915,3.087,5.937
2,24.572,3.086,5.925,3.06,5.959
1,25.374,1.967,1.041,1.913,1.064
2,25.556,3.039,5.94,3.092,5.988
2,25.596,3.094,5.959,3.001,5.918
1,25.776,1.943,1.041,1.915,1.03
1,26.203,1.907,1.084,1.931,1.015
1,26.642,1.917,1.056,1.936,1.085
2,27.681,3.042,5.925,3.062,5.931
2,27.975,3.065,5.933,3.031,5.966
1,28.765,1.905,1.035,1.941,1.099
2,31.506,3.003,5.939,3.016,5.964
2,31.511,3.078,5.912,3.002,5.922
2,31.801,3.076,5.996,3.042,5.999
1,32.318,1.954,1.054,1.974,1.088
2,32.842,3.099,5.915,3.053,5.943
2,34.003,3.058,5.908,3.037,5.933
2,36.838,3.095,5.965,3.048,5.946
1,37.269,1.975,1.029,1.954,1.029
2,37.547,3.042,5.965,3.055,5.946
2,40.587,3.054,5.913,3.067,5.975
2,40.975,3.099,5.972,3.065,5.992
1,41.351,1.913,1.093,1.913,1.096
1,42.826,1.92,1.034,1.902,1.093
2,43.498,3.083,5.909,3.004,5.979
2,47.756,3.024,5.97,3.089,5.914
2,48.654,3.076,5.967,3.025,5.971
1,48.912,1.992,1.063,1.907,1.009
2,48.961,3.088,5.973,3.042,5.922
2,48.992,3.007,5.913,3.039,5.95
1,49.165,1.972,1.097,1.996,1.03
1,50.625,1.903,1.091,1.993,1.098
1,50.648,1.984,1.019,1.957,1.081
2,52.639,3.029,5.963,3.034,5.964
2,52.661,3.094,5.954,3.043,5.993
2,53.493,3.026,5.999,3.099,5.949
1,54.388,1.942,1.035,1.913,1.059
1,54.4,1.969,1.07,1.974,1.089
1,54.735,1.991,1.011,1.966,1.097
2,55.59,3.079,5.975,3.03,5.945
1,57.274,1.952,1.04,1.971,1.028
1,58.027,1.923,1.06,1.957,1.085
1,58.045,1.951,1.057,1.959,1.025
2,59.195,3.093,5.965,3.072,5.904
1,59.464,1.913,1.025,1.931,1.041
1,59.81,1.952,1.007,1.904,1.039
1,60.751,1.951,1.089,2.0,1.035
1,61.891,1.922,1.097,1.946,1.03
2,62.043,3.055,5.98,3.086,5.913
2,63.366,3.06,5.91,3.005,5.901
1,63.655,1.922,1.072,1.995,1.042
2,64.308,3.068,5.948,3.078,5.91
1,65.537,1.913,1.066,1.963,1.029
1,66.123,1.97,1.022,1.902,1.006
1,66.956,1.905,1.008,1.988,1.081
2,67.691,3.091,5.947,3.004,5.963
2,67.733,3.073,5.942,3.045,5.965
1,69.128,1.939,1.084,1.967,1.08
2,69.416,3.0,5.973,3.044,5.928
2,70.166,3.023,5.993,3.037,5.938
1,70.326,1.991,1.091,1.911,1.07
2,70.513,3.036,5.978,3.008,5.902
1,73.295,1.93,1.022,1.942,1.037
2,73.364,3.043,5.941,3.015,5.906
2,73.587,3.015,5.946,3.009,5.999
2,74.557,3.087,5.993,3.097,5.914
2,76.257,3.049,5.969,3.042,5.903
2,76.918,3.075,5.933,3.097,5.906
1,78.224,1.915,1.039,1.937,1.048
1,80.521,1.968,1.081,1.994,1.067
1,82.323,1.979,1.005,1.933,1.035
1,83.293,1.998,1.056,1.977,1.09
2,83.588,3.099,5.922,3.076,5.964
2,83.929,3.003,5.985,3.027,5.938
1,84.648,1.908,1.087,1.968,1.035
1,85.881,1.932,1.057,1.945,1.072
2,86.072,3.039,5.933,3.033,5.967
1,86.368,1.994,1.002,1.994,1.097
1,86.551,1.928,1.087,1.927,1.022
2,87.05,3.077,5.934,3.08,5.998
2,87.998,3.002,5.922,3.095,5.926
2,88.276,3.015,5.968,3.022,5.91
1,88.807,1.925,1.081,1.964,1.03
1,90.914,1.986,1.005,1.962,1.045
1,91.084,1.959,1.031,1.976,1.037
1,91.577,1.901,1.086,1.954,1.071
1,91.995,1.948,1.051,1.903,1.05
1,92.499,1.907,1.06,1.916,1.026
1,92.605,1.915,1.01,1.991,1.006
2,93.82,3.065,5.963,3.013,5.947
2,96.036,3.007,5.974,3.014,5.965
1,96.296,1.968,1.084,1.929,1.07
1,98.113,1.937,1.078,1.967,1.094
2,99.818,3.004,5.933,3.043,5.959
2,101.942,3.042,5.949,3.013,5.92
2,104.954,3.054,5.926,3.028,5.905
1,105.329,1.915,1.053,1.936,1.064
1,105.784,1.903,1.039,1.931,1.071
1,106.584,1.921,1.005,1.914,1.095
2,106.948,3.046,5.988,3.058,5.998
2,107.912,3.054,5.933,3.002,5.996
2,108.482,3.076,5.956,3.024,5.915
2,110.785,3.092,5.949,3.013,5.939
2,110.851,3.038,5.923,3.045,5.982
1,111.198,1.927,1.025,1.958,1.008
2,112.38,3.018,5.911,3.065,5.986
1,112.924,1.914,1.007,1.987,1.093
1,113.588,1.987,1.078,1.979,1.087
1,114.638,1.93,1.066,1.986,1.097
2,115.454,3.024,5.99,3.03,5.906
2,116.081,3.045,5.992,3.011,5.946
2,118.134,3.066,5.91,3.012,5.964
2,118.34,3.099,5.969,3.05,5.909
1,118.724,1.966,1.011,1.965,1.047
1,119.427,1.946,1.089,1.975,1.092
1,120.008,1.981,1.081,1.958,1.006
1,121.322,1.942,1.093,1.912,1.086
2,121.498,3.081,5.976,3.097,5.947
1,121.714,1.993,1.086,1.941,1.022
1,122.677,1.922,1.079,1.952,1.041
1,123.184,1.931,1.06,1.948,1.043
2,123.952,3.046,5.925,3.013,5.912
1,124.086,1.949,1.066,1.968,1.087
1,125.52,1.948,1.046,1.962,1.016
1,125.837,1.908,1.031,1.982,1.069
2,128.764,3.058,5.917,3.078,5.938
2,128.867,3.016,5.966,3.04,5.941
2,129.461,3.064,5.939,3.045,5.916
1,130.473,1.903,1.051,1.967,1.059
1,131.591,1.977,1.063,1.98,1.07
2,132.084,3.046,5.902,3.055,5.911
1,132.973,1.969,1.089,1.963,1.028
2,133.115,3.021,5.923,3.066,5.991
1,133.892,1.951,1.087,1.911,1.04
2,134.966,3.069,5.917,3.076,5.995
1,135.646,1.98,1.04,1.988,1.023
1,135.787,1.907,1.081,1.981,1.02
2,136.02,3.09,5.911,3.043,5.905
1,136.916,1.903,1.042,1.952,1.1
2,137.628,3.008,5.944,3.041,5.946
1,137.739,1.918,1.011,1.967,1.051
2,139.785,3.07,5.926,3.086,5.943
2,140.25,3.038,5.958,3.026,5.953
2,140.876,3.013,5.949,3.084,5.937
2,142.229,3.009,5.973,3.076,5.987
2,143.291,3.076,5.96,3.069,5.969
2,144.953,3.003,5.994,3.014,5.934
1,145.287,1.988,1.044,1.965,1.026
2,145.636,3.072,5.959,3.09,5.928
2,145.862,3.089,5.922,3.035,5.941
2,146.545,3.072,5.998,3.028,5.968
2,146.688,3.03,5.913,3.023,5.922
1,146.745,1.914,1.091,1.952,1.065
1,147.283,1.931,1.086,1.902,1.008
1,147.578,1.943,1.002,1.945,1.017
1,147.653,1.931,1.065,1.954,1.008
2,147.672,3.007,5.964,3.015,5.977
1,150.397,1.925,1.036,1.915,1.033
1,152.576,1.926,1.094,1.931,1.087
1,153.74,1.933,1.032,1.995,1.023
1,153.897,1.94,1.018,1.974,1.023
1,154.971,1.993,1.071,1.994,1.098
1,156.636,1.913,1.001,1.902,1.037
2,158.945,3.067,5.936,3.087,5.995
1,159.457,1.986,1.056,1.929,1.032
1,159.924,1.967,1.016,1.975,1.09
1,161.172,1.928,1.041,1.972,1.059
2,161.218,3.085,5.915,3.056,5.929
1,161.511,1.935,1.075,1.909,1.009
2,161.515,3.096,5.93,3.074,5.995
2,161.75,3.069,5.991,3.041,5.979
1,162.092,1.911,1.044,1.92,1.053
2,162.404,3.077,5.93,3.013,5.993
1,162.513,1.933,1.026,1.917,1.092
1,163.245,2.0,1.037,1.901,1.092
2,163.429,3.007,5.933,3.088,6.0
1,164.147,1.929,1.064,1.996,1.018
1,165.052,1.929,1.037,1.994,1.066
1,165.57,1.996,1.074,1.949,1.097
1,166.452,1.983,1.043,1.994,1.027
2,166.606,3.053,5.956,3.051,5.929
2,166.937,3.064,5.968,3.003,5.972
1,167.328,1.926,1.037,1.974,1.09
1,167.546,1.941,1.038,1.981,1.016
2,168.235,3.089,5.909,3.047,5.97
