task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
2,0.377,3.005,5.946,3.042,5.962
2,1.16,3.043,5.904,3.042,5.925
2,2.058,3.011,5.947,3.04,5.966
1,2.199,1.912,1.043,1.974,1.008
2,3.532,3.039,5.947,3.084,6.0
1,5.028,1.928,1.057,1.905,1.043
1,5.095,1.967,1.099,1.928,1.016
1,6.135,1.981,1.073,1.928,1.03
2,6.499,3.097,5.993,3.014,5.942
2,6.613,3.001,5.953,3.043,5.954
1,7.09,1.918,1.08,1.964,1.078
2,7.718,3.084,5.997,3.011,5.934
2,8.935,3.053,5.979,3.018,5.966
1,9.17,1.942,1.029,1.982,1.049
2,9.952,3.032,5.921,3.002,5.988
1,10.394,1.941,1.098,1.91,1.001
1,10.55,1.918,1.048,1.967,1.094
1,10.723,1.993,1.056,1.934,1.074
1,11.483,1.916,1.021,1.905,1.055
1,13.003,1.979,1.005,1.924,1.056
2,13.026,3.002,5.987,3.085,5.92
2,13.875,3.058,5.912,3.01,5.926
1,15.859,1.901,1.001,1.927,1.019
2,16.354,3.078,5.985,3.07,5.949
1,17.008,1.911,1.001,1.974,1.037
2,18.151,3.021,5.998,3.006,5.992
2,18.848,3.033,5.941,3.02,5.966
1,18.902,1.905,1.088,1.949,1.093
2,19.037,3.039,5.956,3.088,5.969
1,19.127,1.959,1.002,1.908,1.044
1,19.129,1.929,1.049,1.946,1.094
1,19.521,1.983,1.023,1.969,1.081
1,19.826,1.949,1.092,1.993,1.021
2,20.81,3.065,5.969,3.042,5.958
2,21.266,3.047,5.922,3.055,5.902
2,21.316,3.062,5.973,3.017,5.91
2,22.263,3.076,5.97,3.068,5.94
2,22.996,3.06,5.929,3.025,5.919
2,23.779,3.061,5.999,3.088,5.922
2,24.757,3.033,5.991,3.09,5.988
1,24.825,1.964,1.082,1.957,1.094
1,25.523,1.916,1.065,1.996,1.078
1,25.783,1.946,1.095,1.916,1.056
1,26.87,1.948,1.098,1.901,1.098
1,27.874,1.925,1.077,1.951,1.072
2,28.356,3.067,5.962,3.03,5.963
2,29.003,3.065,5.987,3.053,5.922
1,29.007,1.903,1.027,1.987,1.09
2,29.723,3.017,5.991,3.084,5.996
1,31.018,1.922,1.068,1.996,1.093
2,31.511,3.064,5.973,3.08,5.902
2,32.242,3.068,5.984,3.005,5.916
1,32.63,1.94,1.092,1.966,1.084
2,32.639,3.04,5.948,3.065,6.0
1,32.78,1.958,1.015,1.936,1.069
2,33.123,3.013,5.947,3.056,5.941
2,37.921,3.069,5.985,3.013,5.976
2,38.357,3.05,5.934,3.019,5.927
1,39.177,1.917,1.021,1.947,1.076
1,39.695,1.974,1.006,1.962,1.04
1,39.981,1.936,1.096,1.984,1.045
1,40.157,1.903,1.083,1.995,1.094
2,40.457,3.028,5.939,3.045,5.966
2,41.145,3.013,5.968,3.092,5.998
2,41.418,3.072,5.987,3.042,5.918
1,42.364,1.945,1.024,1.924,1.015
2,43.33,3.038,5.973,3.09,5.939
2,43.682,3.045,5.959,3.003,5.905
1,44.135,1.902,1.03,1.993,1.066
1,44.291,1.936,1.039,1.99,1.043
2,46.574,3.053,5.96,3.081,5.903
2,46.684,3.054,5.92,3.045,5.918
1,46.839,1.936,1.001,1.988,1.067
2,48.358,3.084,5.957,3.013,5.965
2,48.879,3.052,5.922,3.076,5.979
2,49.917,3.061,5.96,3.042,5.951
2,53.928,3.035,5.927,3.088,5.963
2,56.44,3.016,5.915,3.028,5.992
1,57.435,1.959,1.056,1.909,1.051
1,58.051,1.987,1.016,1.998,1.087
2,58.081,3.05,5.958,3.065,5.914
2,58.739,3.072,5.986,3.052,5.965
1,60.53,1.945,1.057,1.922,1.036
1,63.941,1.922,1.027,1.97,1.094
2,64.839,3.058,5.943,3.064,5.905
1,64.992,1.964,1.079,1.92,1.075
2,66.533,3.066,5.965,3.042,5.939
1,67.748,1.949,1.075,1.952,1.084
2,69.151,3.018,5.92,3.053,5.936
1,69.159,1.992,1.041,1.903,1.086
2,69.618,3.087,5.939,3.023,5.949
1,69.758,1.915,1.021,1.925,1.091
1,73.929,1.963,1.086,1.944,1.061
1,76.034,1.942,1.002,1.991,1.012
1,77.697,1.95,1.065,1.931,1.042
1,78.359,1.917,1.046,1.949,1.091
1,79.027,1.902,1.027,1.909,1.075
2,79.541,3.059,5.92,3.024,5.935
1,80.389,1.97,1.037,1.993,1.081
1,81.194,1.914,1.052,1.919,1.08
2,83.935,3.021,5.948,3.026,5.991
2,86.655,3.027,5.909,3.046,5.993
2,87.922,3.046,5.997,3.062,5.997
2,88.33,3.078,5.937,3.002,5.911
1,89.113,1.93,1.076,1.909,1.033
1,89.405,1.936,1.064,1.926,1.032
2,89.549,3.072,5.944,3.079,5.963
1,89.994,1.91,1.042,1.96,1.061
2,91.232,3.001,5.966,3.009,5.944
1,91.768,1.929,1.026,1.974,1.059
2,94.697,3.056,5.932,3.003,5.989
1,95.025,1.955,1.004,1.983,1.072
2,95.169,3.014,5.902,3.067,5.929
1,95.434,1.956,1.07,1.949,1.063
1,97.9,1.987,1.073,1.917,1.037
1,98.608,1.985,1.002,1.938,1.053
2,102.654,3.032,5.954,3.002,5.915
1,102.942,1.92,1.02,1.927,1.098
1,102.995,1.934,1.058,1.916,1.07
2,103.993,3.011,5.999,3.053,5.914
2,104.044,3.09,5.993,3.038,5.958
2,104.806,3.003,5.949,3.007,5.963
1,104.852,1.976,1.035,1.948,1.069
1,105.201,1.983,1.082,1.901,1.007
1,105.37,1.943,1.075,1.958,1.069
1,106.116,1.902,1.012,1.959,1.092
1,106.749,1.909,1.042,1.998,1.094
1,106.988,1.985,1.063,1.94,1.094
2,108.287,3.055,5.966,3.056,5.988
2,109.707,3.064,5.977,3.032,5.923
1,110.385,1.991,1.075,1.946,1.094
1,110.914,1.918,1.087,1.908,1.077
1,112.782,1.971,1.042,1.914,1.074
1,114.384,1.933,1.059,1.931,1.078
2,114.674,3.067,5.97,3.029,5.995
1,114.936,1.95,1.095,1.972,1.073
2,115.099,3.03,5.95,3.087,5.927
1,115.375,1.915,1.069,1.98,1.047
2,115.604,3.053,5.984,3.086,5.962
1,118.46,1.97,1.094,1.972,1.072
2,118.87,3.094,5.922,3.001,5.935
2,121.221,3.043,5.968,3.005,5.992
1,121.516,1.951,1.077,1.969,1.088
2,122.103,3.065,5.963,3.005,5.913
1,122.666,1.987,1.082,1.952,1.095
1,123.983,1.975,1.068,1.92,1.083
2,124.182,3.053,5.909,3.027,5.907
2,124.263,3.057,5.961,3.076,5.932
2,124.928,3.014,5.968,3.075,5.903
2,125.114,3.043,5.933,3.018,5.978
1,125.18,1.999,1.069,1.955,1.073
1,125.693,1.994,1.094,1.954,1.02
1,126.014,1.946,1.037,1.963,1.023
1,127.127,1.937,1.026,1.954,1.064
2,127.204,3.042,5.937,3.079,5.934
1,127.633,1.954,1.082,1.996,1.086
1,128.444,1.907,1.087,1.955,1.066
2,129.056,3.01,5.982,3.047,5.946
1,129.53,1.96,1.092,1.955,1.094
1,129.598,1.957,1.074,1.959,1.014
2,129.747,3.055,5.924,3.09,5.986
1,130.641,1.996,1.007,1.983,1.09
1,130.721,1.932,1.028,1.954,1.001
2,133.786,3.016,5.966,3.088,5.965
2,135.468,3.013,5.987,3.056,5.949
1,135.554,1.915,1.032,1.937,1.008
2,136.435,3.046,5.988,3.03,5.952
2,136.574,3.056,5.983,3.07,5.961
1,136.602,1.93,1.087,1.95,1.078
2,137.303,3.08,5.939,3.097,5.98
1,137.723,1.907,1.075,1.932,1.056
2,137.916,3.088,5.904,3.07,5.936
1,138.032,1.942,1.052,1.963,1.075
2,138.693,3.001,5.986,3.056,5.933
2,138.844,3.056,5.966,3.04,5.976
1,140.363,1.979,1.035,1.905,1.026
1,140.947,1.935,1.027,1.954,1.085
2,141.55,3.042,5.971,3.043,5.959
2,141.552,3.079,5.933,3.075,5.908
2,141.727,3.023,5.952,3.029,5.973
1,146.143,1.963,1.052,1.911,1.02
2,146.768,3.036,5.978,3.068,5.96
2,147.488,3.007,5.954,3.042,5.95
2,148.245,3.026,5.92,3.039,5.96
1,148.55,1.974,1.066,1.945,1.037
1,148.69,1.929,1.048,1.965,1.087
1,149.997,1.979,1.006,1.91,1.035
1,150.29,1.914,1.097,1.976,1.003
1,150.513,1.97,1.0,1.985,1.058
2,151.228,3.041,5.96,3.039,5.948
2,151.743,3.065,5.937,3.073,5.951
1,152.665,1.983,1.024,1.95,1.025
1,154.035,1.97,1.028,1.954,1.061
1,154.273,1.92,1.011,1.938,1.006
1,154.377,1.936,1.06,1.932,1.02
2,154.45,3.065,5.922,3.041,5.959
1,156.294,1.995,1.066,1.907,1.008
1,157.607,1.999,1.03,1.959,1.006
1,158.176,1.909,1.071,1.972,1.081
2,158.714,3.036,5.987,3.018,5.901
1,158.861,1.908,1.039,1.982,1.077
1,160.193,1.996,1.072,1.954,1.034
1,162.629,1.936,1.064,1.965,1.006
1,163.244,1.915,1.086,1.986,1.094
2,163.641,3.075,5.911,3.079,5.935
1,163.922,1.992,1.008,1.975,1.068
1,164.114,1.954,1.076,1.926,1.077
1,164.378,1.979,1.055,1.955,1.065
1,164.399,1.919,1.012,1.97,1.07
1,165.457,1.964,1.055,1.97,1.073
2,165.496,3.088,5.909,3.091,5.968
1,165.767,1.979,1.007,1.944,1.07
1,166.415,1.928,1.047,1.917,1.078
2,168.169,3.066,5.998,3.076,5.967
2,169.273,3.052,5.993,3.02,5.999
2,169.861,3.007,5.968,3.048,5.998
2,169.946,3.01,5.949,3.078,5.933
1,171.207,1.975,1.084,1.978,1.04
1,171.663,1.95,1.003,1.973,1.075
2,172.0,3.099,5.959,3.001,5.943
1,174.299,1.985,1.043,1.979,1.073
1,174.562,1.954,1.089,1.925,1.052
1,176.622,1.905,1.082,1.903,1.032
2,177.171,3.025,5.941,3.091,5.964
2,177.485,3.097,5.994,3.07,5.947
2,177.531,3.039,5.916,3.033,5.98
1,179.378,1.902,1.005,1.97,1.05
1,179.412,1.954,1.02,1.987,1.091
2,179.937,3.066,5.991,3.042,5.949
2,181.261,3.055,5.995,3.089,5.999
2,181.564,3.064,5.903,3.015,5.983
2,182.853,3.096,5.902,3.046,5.998
1,185.084,1.948,1.018,1.902,1.006
2,186.569,3.073,5.986,3.026,5.958
1,188.217,1.908,1.058,1.916,1.072
2,188.317,3.076,5.96,3.023,5.988
1,190.526,1.985,1.056,1.994,1.01
1,193.135,1.928,1.043,1.942,1.055
2,194.019,3.064,5.947,3.052,5.949
1,196.645,1.986,1.015,1.991,1.033
2,196.654,3.007,5.923,3.004,5.967
2,198.44,3.054,5.968,3.006,5.954
2,198.698,3.089,5.902,3.009,5.913
1,200.441,1.902,1.091,1.901,1.002
2,200.835,3.071,5.957,3.08,5.959
2,202.36,3.041,5.987,3.019,5.907
1,203.283,1.936,1.005,1.905,1.047
2,203.895,3.073,5.995,3.012,5.929
2,204.413,3.002,5.925,3.005,5.982
2,205.32,3.028,5.966,3.035,5.949
1,205.373,1.923,1.042,1.936,1.005
1,205.393,1.985,1.077,1.956,1.084
2,205.814,3.021,5.939,3.066,5.973
1,206.67,1.934,1.086,1.955,1.098
1,207.369,1.902,1.017,1.93,1.067
1,208.757,1.967,1.1,1.943,1.031
2,209.569,3.019,5.992,3.06,5.931
2,209.571,3.007,5.995,3.068,5.992
2,210.279,3.007,5.992,3.065,5.97
1,212.697,1.907,1.095,1.972,1.016
2,212.946,3.086,5.933,3.009,5.961
1,213.154,1.905,1.057,1.908,1.026
1,213.711,1.987,1.066,1.969,1.074
2,215.842,3.072,5.982,3.081,5.923
2,215.859,3.096,5.911,3.1,5.983
1,217.638,1.998,1.046,1.908,1.099
2,217.776,3.095,5.952,3.058,5.91
2,218.034,3.087,5.959,3.067,5.967
2,218.18,3.059,5.902,3.039,5.966
2,219.692,3.09,5.947,3.075,5.952
1,220.952,1.905,1.053,1.954,1.022
2,221.129,3.033,5.966,3.085,5.967
1,221.182,1.962,1.038,1.918,1.011
1,221.246,1.983,1.047,1.904,1.098
1,221.534,1.998,1.099,1.989,1.041
2,221.589,3.082,5.936,3.091,5.928
2,224.407,3.041,5.978,3.041,5.989
1,224.896,1.985,1.086,1.978,1.074
2,225.064,3.006,5.995,3.062,5.902
1,226.059,1.905,1.055,1.933,1.089
2,226.381,3.026,5.947,3.016,5.952
2,226.819,3.048,5.916,3.003,5.982
1,226.875,1.946,1.066,1.992,1.044
2,227.001,3.032,5.998,3.089,5.957
2,227.19,3.025,5.993,3.099,5.963
1,229.021,1.902,1.06,1.975,1.022
2,229.563,3.019,5.968,3.046,5.987
1,229.593,1.9,1.092,1.964,1.081
2,229.616,3.045,5.974,3.088,5.957
1,230.149,1.987,1.088,1.959,1.014
1,230.308,1.942,1.043,1.994,1.012
1,230.665,1.96,1.06,1.93,1.036
2,231.375,3.08,5.948,3.028,5.952
2,232.133,3.079,5.921,3.096,5.944
2,232.406,3.073,5.975,3.026,5.95
1,232.542,1.963,1.026,1.998,1.086
2,232.884,3.014,5.903,3.039,5.982
2,233.017,3.021,5.915,3.058,5.919
1,233.845,1.909,1.054,1.908,1.092
2,234.15,3.079,5.922,3.063,5.97
1,234.918,1.948,1.041,1.993,1.056
1,234.942,1.926,1.055,1.948,1.066
1,235.281,1.984,1.061,1.963,1.008
2,235.78,3.038,5.903,3.066,5.905
2,235.866,3.018,5.911,3.046,5.991
1,237.177,1.913,1.035,1.904,1.017
2,237.556,3.033,5.998,3.032,5.998
2,237.888,3.014,5.974,3.011,5.966
2,238.197,3.058,5.961,3.018,5.948
1,239.691,1.959,1.035,1.915,1.086
1,239.848,1.931,1.041,1.919,1.055
2,240.144,3.086,5.973,3.008,5.929
2,241.272,3.003,5.903,3.03,5.908
2,241.47,3.026,5.966,3.068,5.944
2,242.485,3.051,5.986,3.019,5.989
2,244.985,3.025,5.937,3.075,5.978
1,246.48,1.978,1.029,1.968,1.07
2,248.294,3.015,5.913,3.079,5.922
2,249.01,3.021,5.95,3.071,5.949
1,249.263,1.971,1.095,1.984,1.077
1,249.548,1.906,1.09,1.943,1.057
2,249.627,3.089,5.958,3.015,5.959
2,249.751,3.082,5.944,3.024,5.966
1,249.764,1.947,1.099,1.991,1.081
1,250.14,1.989,1.064,1.952,1.04
2,250.512,3.068,5.907,3.068,5.992
1,250.572,1.97,1.025,1.984,1.004
1,250.758,1.903,1.043,1.91,1.015
1,251.016,1.944,1.092,1.979,1.002
1,251.332,1.939,1.052,1.98,1.063
2,251.38,3.049,5.928,3.02,5.929
1,252.25,1.916,1.073,1.992,1.043
2,253.516,3.053,5.951,3.006,5.953
2,255.685,3.033,5.967,3.097,5.914
2,257.451,3.07,5.903,3.049,5.969
1,258.164,1.974,1.004,1.978,1.063
2,258.168,3.093,5.947,3.065,5.961
2,258.725,3.067,5.933,3.099,5.977
2,258.748,3.079,5.93,3.082,5.961
2,259.467,3.004,5.924,3.004,5.92
1,260.208,1.986,1.089,1.974,1.0
2,261.045,3.069,5.966,3.019,5.967
2,261.469,3.067,5.931,3.033,5.946
2,263.262,3.023,5.98,3.007,5.953
1,263.488,1.961,1.016,1.905,1.077
2,263.86,3.033,5.987,3.019,5.939
1,264.887,1.911,1.011,1.948,1.005
2,265.464,3.082,5.913,3.026,5.917
2,267.493,3.068,5.975,3.04,5.922
2,267.991,3.015,5.963,3.068,5.929
2,268.064,3.029,5.936,3.061,5.948
1,268.322,1.914,1.067,1.979,1.065
2,268.664,3.012,5.975,3.02,5.987
2,268.934,3.021,5.979,3.039,5.983
2,270.246,3.037,5.951,3.034,5.938
2,270.653,3.099,5.93,3.05,5.926
1,271.332,1.948,1.032,1.916,1.031
1,271.616,1.997,1.046,1.91,1.086
2,272.424,3.002,5.922,3.033,5.947
1,273.029,1.916,1.062,1.997,1.022
1,273.038,1.937,1.024,1.996,1.066
2,274.41,3.018,5.954,3.046,5.913
1,275.876,1.947,1.031,1.939,1.083
1,279.56,1.908,1.015,1.907,1.072
1,279.619,1.937,1.002,1.942,1.025
1,279.776,1.936,1.041,1.937,1.084
1,280.654,1.924,1.008,1.938,1.095
2,281.045,3.076,5.966,3.084,5.969
1,281.075,1.959,1.033,1.946,1.06
1,281.821,1.907,1.093,1.927,1.057
2,282.968,3.02,5.968,3.094,5.956
1,283.819,1.953,1.099,1.913,1.052
2,284.994,3.046,5.954,3.084,5.95
2,285.017,3.012,5.993,3.048,5.983
2,285.214,3.056,5.975,3.046,5.903
2,285.425,3.096,5.946,3.07,5.928
1,286.735,1.956,1.042,1.979,1.006
1,287.401,1.993,1.052,1.925,1.088
1,289.07,1.923,1.047,1.964,1.072
1,289.441,1.928,1.044,1.919,1.09
2,291.348,3.09,5.978,3.099,5.971
2,291.72,3.029,5.936,3.038,5.941
2,292.407,3.041,5.961,3.092,5.981
1,292.771,1.912,1.027,1.989,1.068
2,292.808,3.079,5.964,3.038,5.936
1,293.313,1.933,1.097,1.939,1.067
2,293.646,3.074,5.96,3.062,5.934
2,294.548,3.064,5.979,3.054,5.948
2,294.613,3.063,5.972,3.079,5.933
1,294.656,1.941,1.016,1.999,1.098
1,295.263,1.975,1.087,1.986,1.078
1,296.233,1.93,1.043,1.981,1.09
1,297.199,1.943,1.035,1.919,1.016
2,298.877,3.064,5.959,3.034,5.93
2,298.883,3.093,5.947,3.088,5.96
2,299.257,3.065,5.983,3.01,5.979
2,299.545,3.012,5.961,3.03,5.935
2,300.422,3.056,5.91,3.072,5.983
2,300.707,3.074,5.961,3.076,5.967
2,301.725,3.056,5.952,3.084,5.982
2,302.114,3.06,5.902,3.02,5.911
2,303.313,3.003,5.941,3.051,5.927
2,303.36,3.029,5.991,3.066,5.941
2,303.633,3.075,5.986,3.075,5.987
1,305.444,1.946,1.069,1.968,1.036
2,305.493,3.091,5.922,3.043,5.936
1,306.003,1.905,1.054,1.958,1.09
1,307.471,1.921,1.056,1.961,1.085
2,308.939,3.087,5.947,3.049,5.978
1,309.183,1.996,1.091,1.996,1.066
1,310.905,1.977,1.093,1.942,1.043
2,313.977,3.066,5.966,3.053,5.962
2,314.091,3.02,5.984,3.049,5.909
1,314.093,1.929,1.094,1.965,1.023
1,314.265,1.915,1.066,1.955,1.001
1,314.774,1.994,1.068,1.95,1.094
2,315.257,3.075,5.982,3.062,5.945
1,317.282,1.974,1.006,1.923,1.056
2,318.343,3.046,5.944,3.082,5.947
2,318.403,3.032,5.911,3.044,5.922
1,320.114,1.923,1.036,1.953,1.041
1,320.854,1.954,1.004,1.952,1.007
2,321.264,3.066,5.954,3.055,5.991
1,322.829,1.982,1.058,1.975,1.026
2,323.427,3.005,5.979,3.019,5.951
1,324.18,1.944,1.015,1.913,1.092
2,324.622,3.067,5.977,3.042,5.939
1,324.675,1.918,1.044,1.975,1.056
1,325.653,1.942,1.038,1.936,1.058
2,326.188,3.014,5.962,3.079,5.937
2,328.062,3.09,5.929,3.013,5.934
1,328.122,1.978,1.0,1.934,1.096
1,328.255,1.992,1.086,1.903,1.077
1,328.275,1.958,1.072,1.994,1.08
2,328.93,3.002,5.914,3.03,5.939
1,329.404,1.996,1.088,1.938,1.081
1,329.783,1.986,1.018,1.927,1.003
1,330.447,1.981,1.095,1.931,1.009
1,330.639,1.988,1.042,1.98,1.069
1,331.015,1.946,1.039,1.948,1.043
2,331.658,3.048,5.948,3.018,5.963
2,332.107,3.096,5.951,3.095,5.935
2,332.545,3.003,5.929,3.015,5.988
2,332.941,3.019,5.933,3.042,5.999
2,335.055,3.097,5.941,3.079,5.957
2,335.37,3.01,5.971,3.096,5.987
1,335.88,1.946,1.038,1.909,1.028
2,336.529,3.051,5.966,3.083,5.962
1,337.223,1.933,1.075,1.941,1.094
1,337.377,1.901,1.095,1.957,1.027
2,338.285,3.096,5.931,3.009,5.958
2,339.749,3.08,5.983,3.099,5.915
2,340.191,3.042,5.927,3.059,5.936
2,341.687,3.003,5.947,3.004,5.948
2,342.565,3.09,5.96,3.043,5.957
1,343.278,1.994,1.078,1.988,1.081
2,343.842,3.017,5.906,3.026,5.995
2,344.139,3.025,5.947,3.046,5.949
2,344.885,3.008,5.962,3.069,5.939
2,345.044,3.048,5.912,3.058,5.961
1,345.687,1.956,1.061,1.989,1.026
1,346.238,1.908,1.048,1.91,1.05
1,346.607,1.956,1.029,1.964,1.025
1,346.722,1.968,1.068,1.911,1.041
2,347.53,3.043,5.931,3.086,5.963
1,347.787,1.934,1.016,1.994,1.065
2,348.416,3.038,5.916,3.013,5.957
2,350.902,3.039,5.979,3.048,5.9
2,351.149,3.068,5.975,3.003,5.928
1,352.125,1.99,1.018,1.914,1.006
2,352.626,3.081,5.973,3.02,5.923
2,352.854,3.056,5.943,3.023,5.948
1,353.725,1.977,1.094,1.941,1.039
2,355.183,3.091,5.913,3.005,5.947
1,357.012,1.993,1.055,1.99,1.073
1,358.883,1.978,1.002,1.904,1.03
2,359.33,3.082,5.95,3.046,5.903
2,359.481,3.002,5.999,3.006,5.911
2,360.215,3.033,5.989,3.084,5.941
2,360.454,3.039,5.94,3.016,5.948
2,361.629,3.06,5.92,3.078,5.951
1,365.202,1.9,1.032,1.92,1.041
1,367.226,1.992,1.047,1.976,1.021
1,367.447,1.943,1.061,1.952,1.035
2,368.784,3.035,5.997,3.087,5.96
2,370.018,3.023,5.924,3.037,5.971
1,370.175,1.927,1.084,1.927,1.001
1,370.238,1.992,1.062,1.957,1.072
1,370.576,1.902,1.087,1.902,1.053
1,371.184,1.902,1.026,1.965,1.094
1,371.584,1.924,1.086,1.977,1.031
2,371.906,3.003,5.997,3.026,5.958
2,372.182,3.068,5.953,3.023,5.913
1,373.124,1.965,1.044,1.984,1.042
2,374.275,3.08,5.944,3.049,5.925
1,377.479,1.986,1.025,1.988,1.023
2,377.614,3.079,5.941,3.038,5.957
1,378.577,1.902,1.0,1.953,1.078
2,379.275,3.059,5.934,3.085,5.936
2,380.749,3.04,5.915,3.04,5.957
1,382.758,1.927,1.067,1.921,1.001
1,385.124,1.986,1.098,1.995,1.036
2,387.926,3.085,5.926,3.094,5.948
2,388.434,3.037,5.973,3.039,5.962
1,389.019,1.957,1.005,1.909,1.024
2,389.813,3.029,5.992,3.035,5.944
2,390.638,3.035,5.949,3.022,5.948
2,390.67,3.072,5.941,3.043,5.958
1,391.674,1.965,1.091,1.919,1.097
1,393.217,1.927,1.048,1.946,1.039
2,393.46,3.084,5.969,3.041,5.981
2,393.584,3.002,6.0,3.049,5.954
1,393.766,1.944,1.085,1.998,1.017
1,394.465,1.922,1.042,1.927,1.069
2,395.069,3.033,5.988,3.064,5.933
2,395.793,3.037,5.929,3.073,5.924
1,396.693,1.907,1.01,1.966,1.004
1,397.883,1.958,1.078,1.969,1.004
1,399.005,1.96,1.034,1.959,1.068
