task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,1.362,1.919,1.024,1.916,1.011
2,1.529,3.021,5.914,3.033,5.95
1,1.74,1.983,1.031,1.982,1.077
2,3.108,3.053,5.949,3.064,5.902
2,3.81,3.003,5.925,3.042,5.978
1,4.373,1.923,1.091,1.941,1.064
2,5.532,3.097,5.94,3.05,5.929
2,6.799,3.053,5.978,3.088,5.927
2,7.347,3.025,5.941,3.099,5.947
2,7.755,3.04,5.973,3.071,5.961
2,8.063,3.08,5.938,3.05,5.903
1,9.387,1.9,1.015,1.916,1.011
2,10.61,3.068,5.941,3.093,5.96
2,12.168,3.036,5.998,3.098,5.952
2,12.263,3.067,5.917,3.047,5.979
2,12.763,3.067,5.935,3.04,5.937
1,13.109,1.902,1.098,1.945,1.042
1,13.396,1.914,1.033,1.972,1.084
2,13.418,3.039,5.931,3.04,5.969
2,13.422,3.09,5.947,3.024,5.935
2,14.437,3.078,5.9,3.099,5.938
1,15.663,1.92,1.044,1.941,1.042
2,15.933,3.088,5.963,3.096,5.932
1,17.337,1.931,1.056,1.925,1.081
2,18.295,3.009,5.968,3.03,5.95
1,19.255,1.907,1.031,1.966,1.002
1,19.345,1.946,1.097,2.0,1.055
1,19.473,1.967,1.012,1.994,1.054
2,21.197,3.019,5.947,3.016,5.949
2,22.713,3.076,5.997,3.005,5.95
1,23.102,1.987,1.011,1.939,1.026
2,23.461,3.094,5.91,3.002,5.942
1,23.84,1.946,1.055,1.911,1.065
1,24.034,1.936,1.098,1.986,1.061
1,24.143,1.909,1.045,1.919,1.078
2,24.736,3.098,5.953,3.029,5.964
1,25.127,1.923,1.011,1.954,1.048
1,26.11,1.939,1.002,1.901,1.02
2,26.112,3.05,5.938,3.04,5.909
1,27.06,1.928,1.004,1.927,1.084
2,28.585,3.046,5.995,3.036,5.957
2,29.76,3.033,5.969,3.095,5.933
2,29.919,3.055,5.926,3.094,5.914
2,30.396,3.033,5.997,3.019,5.996
1,30.736,1.959,1.063,1.963,1.075
1,32.976,1.927,1.099,1.9,1.078
1,34.103,1.983,1.064,1.913,1.047
1,34.307,1.95,1.081,1.972,1.029
1,34.671,1.975,1.053,1.993,1.091
1,34.935,1.944,1.005,1.905,1.09
1,35.349,1.966,1.027,1.996,1.095
2,36.67,3.02,5.911,3.068,5.908
2,37.237,3.034,5.913,3.035,5.973
1,37.559,1.949,1.048,1.998,1.042
2,39.47,3.063,5.914,3.063,5.97
2,39.537,3.01,5.946,3.005,5.993
1,39.842,1.948,1.089,1.924,1.054
2,42.011,3.064,5.903,3.093,5.989
2,42.256,3.051,5.927,3.027,5.91
2,42.46,3.015,5.934,3.017,5.907
1,42.491,1.917,1.016,1.958,1.039
1,42.725,1.909,1.091,1.947,1.027
1,43.711,1.941,1.044,1.985,1.082
1,45.266,1.916,1.08,1.948,1.06
1,45.78,1.997,1.085,1.901,1.037
2,46.155,3.022,5.98,3.055,5.991
1,46.555,1.984,1.084,1.974,1.079
1,48.703,1.967,1.037,1.949,1.084
2,49.5,3.097,5.985,3.046,5.924
1,49.643,1.974,1.076,1.95,1.073
2,50.247,3.053,5.95,3.042,5.951
2,50.649,3.021,5.944,3.032,5.998
2,51.128,3.073,5.978,3.02,5.968
1,51.741,1.953,1.004,1.996,1.001
