task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,1.465,1.962,1.073,1.989,1.048
2,2.931,3.058,5.929,3.091,5.969
1,3.137,1.968,1.085,1.947,1.074
2,4.154,3.06,5.911,3.03,5.909
2,5.203,3.016,5.911,3.096,5.974
1,5.345,1.95,1.042,1.926,1.095
2,6.101,3.01,5.968,3.007,5.902
2,8.487,3.019,5.915,3.067,5.948
1,9.292,1.917,1.035,1.978,1.034
2,10.211,3.011,5.905,3.069,5.914
2,10.23,3.04,5.91,3.028,5.92
1,10.89,1.92,1.035,1.988,1.054
1,11.444,1.938,1.026,1.929,1.061
2,13.796,3.032,5.93,3.002,5.92
1,15.496,1.996,1.097,1.901,1.004
1,15.524,1.923,1.034,1.979,1.082
2,15.593,3.059,5.933,3.085,5.978
2,15.671,3.043,5.957,3.086,5.951
2,16.641,3.057,5.94,3.088,5.957
1,17.226,1.948,1.0,1.941,1.032
2,18.912,3.043,5.912,3.023,5.939
2,18.94,3.001,5.973,3.039,5.99
1,18.955,1.947,1.066,1.982,1.068
2,18.966,3.039,5.984,3.025,5.912
1,21.199,1.905,1.087,1.955,1.016
2,21.29,3.075,5.915,3.037,5.955
1,21.307,1.955,1.037,1.955,1.071
2,22.799,3.018,5.961,3.043,5.944
1,23.019,1.905,1.095,1.964,1.059
2,23.214,3.062,5.978,3.046,5.937
2,23.612,3.035,5.928,3.093,5.975
2,24.224,3.082,5.969,3.001,5.926
2,24.433,3.022,5.914,3.039,5.992
1,24.79,1.915,1.008,1.905,1.024
1,25.72,1.957,1.088,1.972,1.075
1,26.524,1.963,1.004,1.958,1.084
1,27.088,1.968,1.067,1.934,1.073
1,27.181,1.997,1.093,1.952,1.065
2,28.956,3.053,5.979,3.088,5.917
1,29.862,1.935,1.009,1.953,1.052
1,30.225,1.998,1.07,1.957,1.088
1,30.817,1.92,1.04,1.924,1.098
2,31.908,3.093,5.911,3.045,5.914
1,32.026,1.945,1.067,1.905,1.048
2,32.363,3.079,5.906,3.032,5.914
1,33.494,1.946,1.087,1.932,1.083
2,34.709,3.003,5.963,3.032,5.972
1,35.668,1.939,1.057,1.913,1.033
1,36.306,1.952,1.08,1.962,1.035
1,36.84,1.939,1.024,1.992,1.057
1,37.18,1.95,1.027,1.951,1.08
1,37.876,1.927,1.034,1.95,1.021
1,38.734,1.999,1.094,1.964,1.015
2,41.329,3.003,5.952,3.023,5.979
2,42.327,3.069,5.985,3.075,5.929
2,42.589,3.012,5.901,3.025,5.974
2,43.288,3.095,5.995,3.013,5.934
1,43.45,1.953,1.063,1.994,1.09
1,43.797,1.973,1.025,1.947,1.048
2,44.225,3.095,5.915,3.045,5.979
2,44.787,3.01,5.906,3.058,5.963
1,44.89,1.928,1.001,1.985,1.056
2,47.094,3.033,5.94,3.073,5.922
1,48.371,1.911,1.037,1.982,1.023
2,49.342,3.08,5.988,3.083,5.973
1,49.654,1.966,1.098,1.91,1.088
1,49.655,1.977,1.052,1.901,1.065
1,51.399,1.939,1.091,1.935,1.016
1,52.147,1.946,1.029,1.942,1.034
1,52.339,1.984,1.089,1.949,1.037
1,53.272,1.904,1.098,1.991,1.086
1,54.112,1.985,1.076,1.902,1.098
1,56.725,1.931,1.035,1.929,1.017
2,56.889,3.027,5.994,3.05,5.94
1,57.191,1.922,1.063,1.905,1.079
1,57.47,1.92,1.047,1.914,1.083
1,57.716,1.976,1.033,1.992,1.044
