task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
2,0.4,3.013,5.933,3.025,5.972
1,3.218,1.903,1.027,1.953,1.077
2,3.422,3.095,5.936,3.04,5.96
2,4.307,3.068,5.949,3.078,5.965
1,7.043,1.986,1.074,1.942,1.086
1,7.565,1.915,1.042,1.917,1.051
2,8.49,3.001,5.919,3.031,5.94
1,9.189,1.967,1.09,1.916,1.06
1,9.469,1.903,1.093,1.923,1.025
1,9.509,1.94,1.027,1.928,1.095
2,10.125,3.077,5.922,3.058,5.927
1,10.179,1.973,1.001,1.989,1.038
2,10.576,3.056,5.971,3.069,5.968
2,10.801,3.043,5.922,3.023,5.994
1,10.923,1.981,1.001,1.975,1.083
2,11.983,3.08,5.987,3.012,5.975
1,13.503,1.913,1.036,1.951,1.002
1,14.721,1.996,1.034,1.954,1.056
2,15.512,3.021,5.989,3.036,5.97
2,17.184,3.084,5.96,3.019,5.966
1,18.21,1.995,1.042,1.941,1.052
1,19.257,1.919,1.025,1.919,1.061
1,19.747,1.928,1.021,1.931,1.025
2,20.036,3.013,5.901,3.001,5.939
1,21.219,1.955,1.097,1.934,1.074
2,21.383,3.058,5.906,3.061,5.991
2,21.796,3.09,5.925,3.069,5.967
1,23.407,1.955,1.047,1.908,1.008
2,23.833,3.069,5.964,3.072,5.955
1,25.503,1.901,1.0,1.924,1.096
2,25.77,3.006,5.914,3.086,5.987
1,27.551,1.926,1.015,1.929,1.044
1,27.733,1.914,1.017,1.967,1.06
1,27.793,1.909,1.048,1.944,1.022
2,28.299,3.054,5.993,3.023,5.968
2,28.814,3.09,5.99,3.063,5.945
2,29.947,3.088,5.926,3.055,5.918
2,31.028,3.06,5.954,3.065,5.957
2,31.199,3.08,5.933,3.023,5.976
2,33.444,3.061,5.964,3.015,5.993
1,33.822,1.942,1.039,1.923,1.094
1,34.534,1.984,1.013,1.941,1.065
1,35.617,1.96,1.032,1.992,1.088
2,35.799,3.037,5.936,3.057,5.901
2,36.944,3.047,5.927,3.013,5.951
1,37.107,1.982,1.084,1.951,1.017
2,37.397,3.013,5.947,3.045,5.965
1,38.891,1.905,1.031,1.952,1.066
1,38.954,1.996,1.016,1.941,1.023
1,40.463,1.981,1.073,1.913,1.055
1,41.854,1.928,1.044,1.972,1.058
2,41.99,3.027,5.956,3.032,5.96
2,42.398,3.054,5.95,3.013,5.983
2,42.687,3.088,5.909,3.024,5.933
1,44.208,1.947,1.096,1.926,1.036
2,45.722,3.005,5.932,3.033,5.963
1,47.075,1.942,1.043,1.91,1.099
1,47.322,1.938,1.049,1.934,1.036
2,47.579,3.063,5.902,3.077,5.987
2,48.558,3.039,5.961,3.042,5.937
1,48.9,1.975,1.064,1.965,1.037
1,49.747,1.935,1.022,1.973,1.006
1,50.119,1.918,1.073,1.915,1.066
2,50.287,3.037,5.911,3.072,5.924
1,54.72,1.931,1.055,1.968,1.029
1,54.965,1.982,1.063,1.964,1.052
2,55.608,3.013,5.901,3.062,5.941
1,56.067,1.906,1.062,1.941,1.086
1,56.1,1.989,1.093,1.996,1.091
1,56.476,1.912,1.03,1.928,1.075
2,58.189,3.042,5.951,3.063,5.979
1,58.283,1.915,1.019,1.946,1.032
2,60.005,3.053,5.955,3.016,5.914
1,60.295,1.986,1.027,1.962,1.088
1,60.991,1.928,1.005,1.924,1.097
2,61.553,3.063,5.912,3.05,5.927
2,61.994,3.023,5.948,3.067,5.982
2,62.515,3.095,5.941,3.011,5.949
2,62.748,3.009,5.906,3.078,5.972
2,62.903,3.058,5.947,3.032,5.923
2,63.882,3.041,5.936,3.032,5.914
1,65.027,1.915,1.047,1.93,1.062
1,65.594,1.978,1.041,1.98,1.097
1,65.987,1.917,1.03,1.925,1.029
2,66.953,3.037,5.966,3.021,5.942
2,67.82,3.084,5.988,3.084,5.919
1,67.935,1.922,1.057,1.948,1.011
2,68.551,3.088,5.933,3.037,5.915
2,68.807,3.088,5.964,3.038,5.967
1,70.658,1.992,1.006,1.932,1.065
2,74.108,3.042,5.932,3.076,5.912
1,74.381,1.985,1.083,1.971,1.066
2,74.626,3.051,5.973,3.054,5.903
1,75.375,1.936,1.033,1.958,1.096
1,76.257,1.932,1.057,1.904,1.035
2,76.68,3.007,5.985,3.036,5.949
1,76.913,1.961,1.02,1.935,1.041
2,78.633,3.028,5.957,3.064,5.962
2,79.686,3.079,5.951,3.02,5.984
1,81.214,1.917,1.02,1.982,1.074
1,81.294,1.94,1.032,1.926,1.046
1,82.012,1.959,1.019,1.971,1.007
