task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,0.717,1.975,1.081,1.934,1.073
1,1.072,1.999,1.064,1.968,1.017
1,1.874,1.938,1.026,1.999,1.077
2,2.115,3.045,5.986,3.088,5.937
2,3.75,3.017,5.987,3.042,5.941
1,3.799,1.965,1.028,1.914,1.026
1,5.196,1.915,1.016,1.951,1.094
2,5.322,3.042,5.982,3.023,5.939
2,6.785,3.023,5.928,3.06,5.991
1,7.543,1.915,1.06,1.942,1.049
2,7.658,3.016,5.922,3.077,5.905
2,8.631,3.059,5.991,3.076,5.904
2,9.995,3.067,5.979,3.072,5.909
2,10.711,3.071,5.951,3.037,5.926
2,11.313,3.008,5.96,3.072,5.995
2,13.279,3.041,5.908,3.095,5.922
2,14.458,3.033,5.963,3.066,5.948
1,14.722,1.996,1.002,1.974,1.094
1,14.986,1.931,1.098,1.992,1.045
1,15.265,1.982,1.08,1.948,1.048
2,16.159,3.047,5.947,3.099,5.903
1,17.936,1.997,1.055,1.901,1.028
1,18.176,1.917,1.041,1.925,1.005
2,19.396,3.021,5.949,3.066,5.932
2,19.429,3.007,5.937,3.088,5.901
2,19.612,3.097,5.963,3.012,5.965
2,19.891,3.062,5.929,3.093,5.935
2,20.047,3.008,5.952,3.031,5.964
1,21.076,1.979,1.072,1.914,1.047
2,21.453,3.034,5.995,3.062,5.934
1,21.587,1.99,1.066,1.922,1.096
1,22.22,1.979,1.043,1.936,1.074
2,22.431,3.067,5.947,3.074,5.968
1,24.055,1.902,1.013,1.911,1.041
2,24.775,3.026,5.93,3.088,5.909
1,25.215,1.963,1.091,1.993,1.093
2,25.223,3.043,5.997,3.072,5.959
2,26.11,3.085,5.919,3.007,5.924
2,27.571,3.095,5.992,3.089,5.939
2,28.756,3.064,5.967,3.037,5.948
1,28.83,1.911,1.015,1.951,1.078
2,28.953,3.062,5.906,3.018,5.924
1,29.133,1.903,1.065,1.909,1.011
2,30.101,3.05,5.982,3.032,5.968
2,31.157,3.055,5.939,3.011,5.96
1,31.741,1.966,1.025,1.914,1.046
1,32.946,1.999,1.081,1.973,1.095
2,33.261,3.099,5.969,3.071,5.939
2,33.375,3.035,5.955,3.094,5.901
2,34.812,3.008,5.925,3.067,5.941
2,37.147,3.032,5.929,3.097,5.942
1,38.647,1.991,1.09,1.919,1.065
2,39.394,3.085,5.947,3.003,5.985
1,40.249,1.925,1.034,1.998,1.025
1,40.494,1.905,1.045,1.964,1.078
2,40.884,3.062,5.907,3.047,5.982
2,41.165,3.078,5.973,3.074,5.952
1,41.927,1.988,1.008,1.924,1.07
1,41.977,1.953,1.051,1.917,1.002
2,42.398,3.065,5.946,3.088,5.99
1,43.87,1.963,1.081,1.929,1.019
1,44.414,1.942,1.016,1.984,1.022
1,46.884,1.989,1.072,1.969,1.077
2,47.489,3.013,5.956,3.097,5.949
1,47.497,1.993,1.073,1.901,1.035
1,48.799,1.993,1.027,1.981,1.02
1,49.197,1.952,1.046,1.915,1.086
1,50.31,1.982,1.097,1.908,1.033
2,51.101,3.045,5.991,3.053,5.922
2,51.537,3.051,5.946,3.038,5.946
1,51.69,1.907,1.055,1.996,1.1
1,51.944,1.963,1.074,1.966,1.034
1,52.413,1.974,1.024,1.974,1.069
2,52.822,3.087,5.943,3.055,5.95
1,53.442,1.929,1.056,1.998,1.094
1,53.707,1.95,1.097,1.99,1.039
1,53.918,1.926,1.055,1.915,1.019
2,54.467,3.074,5.989,3.039,5.975
2,54.625,3.067,5.937,3.038,5.976
1,56.052,1.931,1.063,1.945,1.076
2,58.545,3.089,6.0,3.037,5.911
1,58.595,1.997,1.016,1.945,1.034
1,60.293,1.991,1.057,1.951,1.011
1,60.827,1.947,1.071,1.935,1.086
1,61.028,1.929,1.063,1.966,1.033
1,61.751,1.963,1.02,1.934,1.078
1,62.554,1.905,1.022,1.991,1.019
1,63.678,1.977,1.084,1.905,1.063
2,64.371,3.033,5.982,3.064,5.925
2,66.486,3.093,5.97,3.033,5.965
2,67.107,3.066,5.905,3.076,5.956
1,67.404,1.902,1.016,1.989,1.034
2,67.988,3.079,5.985,3.051,5.905
2,68.097,3.002,5.913,3.078,5.96
1,68.389,1.966,1.018,1.934,1.094
2,68.413,3.012,5.947,3.04,5.925
1,68.552,1.996,1.026,1.964,1.073
1,70.256,1.958,1.018,1.904,1.025
2,70.514,3.003,5.962,3.073,5.916
1,70.697,1.943,1.087,1.946,1.077
1,70.979,1.969,1.099,1.966,1.01
2,72.271,3.082,5.913,3.013,5.909
2,72.727,3.044,5.975,3.026,5.96
1,72.962,1.96,1.095,1.945,1.082
2,73.8,3.005,5.903,3.08,5.973
1,74.396,1.971,1.022,1.991,1.0
1,75.153,1.998,1.019,1.976,1.054
2,75.367,3.089,6.0,3.066,5.905
2,75.523,3.044,5.987,3.01,5.957
1,76.286,1.91,1.033,1.948,1.042
1,78.169,1.925,1.018,1.967,1.084
2,78.555,3.033,5.937,3.058,5.959
1,78.608,1.94,1.052,1.975,1.039
2,79.439,3.082,5.932,3.015,5.909
2,83.967,3.092,5.987,3.055,5.953
1,84.677,1.936,1.011,1.943,1.002
1,85.261,1.931,1.065,1.902,1.034
2,86.406,3.073,5.953,3.09,5.947
1,86.428,1.99,1.028,1.934,1.066
2,87.896,3.068,5.937,3.068,5.972
1,89.099,1.967,1.061,1.928,1.031
1,89.559,1.927,1.012,1.993,1.034
1,89.59,1.957,1.069,1.905,1.089
1,89.661,1.994,1.056,1.972,1.087
2,90.763,3.062,5.972,3.043,5.983
