task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
2,1.462,3.081,5.966,3.022,5.985
2,3.226,3.079,5.943,3.023,5.917
2,4.316,3.05,5.965,3.079,5.902
1,4.799,1.998,1.026,1.987,1.083
2,6.709,3.021,5.98,3.094,5.967
1,7.89,1.962,1.075,1.938,1.07
2,8.946,3.063,5.944,3.07,5.9
1,9.758,1.999,1.086,1.946,1.046
2,10.183,3.017,5.947,3.093,5.908
1,10.248,1.949,1.077,1.929,1.02
2,10.596,3.016,5.939,3.045,5.957
1,11.549,1.94,1.048,1.911,1.075
1,12.11,1.921,1.063,1.912,1.072
2,12.458,3.005,5.92,3.087,5.932
2,13.137,3.099,5.966,3.036,5.922
1,14.001,1.992,1.076,1.995,1.016
1,14.016,1.963,1.054,1.95,1.069
1,16.663,1.967,1.069,1.93,1.065
2,16.806,3.021,5.939,3.09,5.977
1,16.928,1.972,1.099,1.96,1.03
2,18.22,3.075,5.971,3.053,5.973
1,19.591,1.901,1.068,1.967,1.021
2,20.534,3.061,5.964,3.04,5.959
2,20.705,3.04,5.955,3.028,5.935
1,21.366,1.901,1.01,1.932,1.01
2,23.55,3.053,5.998,3.002,5.977
1,24.544,1.943,1.016,1.927,1.078
1,24.549,1.993,1.025,1.962,1.094
2,25.549,3.035,5.986,3.085,5.995
1,25.747,1.982,1.068,1.977,1.02
2,26.564,3.075,5.965,3.018,5.973
2,27.078,3.029,5.933,3.018,5.934
2,27.381,3.086,5.922,3.016,5.999
2,29.047,3.056,5.978,3.008,5.96
1,29.068,1.903,1.029,1.98,1.1
2,29.175,3.088,5.915,3.094,5.997
1,29.321,1.907,1.067,1.925,1.081
1,29.358,1.924,1.046,1.987,1.01
1,34.411,1.99,1.006,1.904,1.024
2,35.114,3.04,5.955,3.095,5.98
1,35.282,1.98,1.092,1.918,1.031
1,35.296,1.997,1.084,1.97,1.026
1,35.457,1.929,1.076,1.985,1.011
2,41.786,3.075,5.907,3.076,5.948
2,41.92,3.073,5.991,3.084,5.979
1,45.203,1.998,1.077,1.948,1.002
2,45.959,3.078,5.942,3.027,5.947
2,46.521,3.039,5.969,3.007,5.971
1,47.983,1.982,1.08,1.976,1.02
2,50.462,3.08,5.985,3.053,5.978
2,51.88,3.008,5.947,3.005,5.936
1,52.322,1.948,1.006,1.939,1.057
1,52.364,1.982,1.056,1.906,1.015
2,52.474,3.04,5.994,3.005,5.911
1,52.659,1.913,1.064,1.987,1.06
1,53.669,1.991,1.047,1.946,1.038
