task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,1.611,1.957,1.086,1.949,1.044
1,2.103,1.948,1.094,1.97,1.031
1,3.908,1.974,1.041,1.911,1.006
2,4.798,3.013,5.96,3.05,5.961
1,7.7,1.97,1.001,1.949,1.076
2,8.801,3.06,5.995,3.025,5.907
1,8.89,1.945,1.055,1.957,1.026
2,11.4,3.079,5.983,3.066,5.959
2,11.624,3.041,5.986,3.048,5.942
2,12.17,3.074,5.947,3.023,5.905
1,12.764,1.936,1.081,1.999,1.073
1,13.023,1.969,1.011,1.972,1.033
2,13.2,3.085,5.934,3.005,5.912
1,16.572,1.948,1.077,1.946,1.042
1,17.556,1.974,1.047,1.994,1.08
2,17.672,3.042,5.967,3.042,5.933
2,19.264,3.096,5.939,3.045,5.958
1,20.585,1.97,1.084,1.941,1.091
1,20.748,1.933,1.044,1.918,1.094
2,21.527,3.035,5.903,3.093,5.995
2,21.817,3.07,5.92,3.053,5.993
2,21.998,3.098,5.973,3.077,5.905
2,27.795,3.016,5.908,3.084,5.922
1,28.284,1.937,1.023,1.924,1.041
1,28.51,1.932,1.089,1.949,1.031
1,28.87,1.94,1.088,1.945,1.043
2,29.552,3.09,5.903,3.065,5.98
2,29.945,3.091,5.927,3.042,5.92
1,30.591,1.946,1.027,1.928,1.015
2,32.99,3.041,5.937,3.05,5.927
1,33.01,1.908,1.026,1.901,1.077
2,33.067,3.081,5.901,3.083,5.917
2,34.515,3.08,5.905,3.041,5.933
2,35.115,3.084,5.936,3.053,5.999
2,36.038,3.084,5.986,3.033,5.938
2,38.422,3.002,5.92,3.068,5.949
1,38.684,1.984,1.098,1.936,1.046
2,38.742,3.091,5.904,3.094,5.951
1,39.896,1.952,1.079,1.915,1.094
2,40.415,3.057,5.976,3.041,5.934
2,40.7,3.062,5.984,3.076,5.922
1,40.725,1.943,1.006,1.956,1.083
2,41.373,3.016,5.966,3.09,5.951
1,42.152,1.974,1.033,1.996,1.028
1,42.428,1.991,1.052,1.951,1.042
2,42.749,3.079,5.985,3.069,5.949
1,43.506,1.971,1.079,1.967,1.051
1,43.812,1.95,1.077,1.907,1.062
1,44.769,1.964,1.025,1.999,1.028
