task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,0.244,1.969,1.004,1.974,1.004
2,0.849,3.068,5.968,3.002,5.987
2,2.064,3.001,5.982,3.026,5.927
2,3.136,3.092,5.915,3.018,5.962
1,3.77,1.917,1.058,1.955,1.019
1,5.752,1.931,1.045,1.959,1.024
2,8.898,3.039,5.949,3.013,5.989
1,10.349,1.963,1.056,1.94,1.087
2,12.381,3.073,5.983,3.025,5.941
2,12.76,3.042,5.944,3.013,5.947
1,13.659,1.953,1.037,1.975,1.061
1,15.065,1.972,1.033,1.939,1.007
1,18.288,1.936,1.035,1.998,1.032
1,19.057,1.955,1.001,1.996,1.09
1,19.301,1.999,1.087,1.988,1.054
2,19.318,3.099,5.91,3.007,5.991
1,22.57,1.986,1.079,1.963,1.025
2,26.948,3.004,5.945,3.094,5.937
2,27.396,3.013,5.932,3.08,5.913
1,29.522,1.949,1.015,1.956,1.066
1,30.243,1.925,1.038,1.906,1.084
2,30.514,3.04,5.902,3.068,5.991
2,30.822,3.02,5.979,3.024,5.985
2,32.092,3.093,5.973,3.023,5.964
2,32.239,3.037,5.981,3.013,5.961
1,32.478,1.963,1.056,1.926,1.085
2,34.05,3.077,5.957,3.046,5.992
1,34.726,1.902,1.093,1.984,1.001
1,35.403,1.91,1.048,1.982,1.046
1,36.077,1.935,1.065,1.985,1.056
1,37.094,1.972,1.058,1.92,1.046
2,37.876,3.013,5.933,3.045,5.964
2,38.894,3.029,5.995,3.035,5.932
2,39.148,3.069,5.942,3.076,5.995
1,40.476,1.993,1.095,1.964,1.074
2,41.114,3.054,5.933,3.001,5.926
1,41.383,1.912,1.09,1.942,1.091
1,41.759,1.913,1.057,1.983,1.07
1,43.768,1.975,1.073,1.993,1.004
2,44.5,3.076,5.927,3.081,5.904
1,44.567,1.912,1.025,1.911,1.053
2,45.289,3.047,5.987,3.028,5.946
2,45.889,3.045,5.984,3.056,5.957
2,46.635,3.074,5.929,3.042,5.971
2,48.48,3.021,5.999,3.058,5.947
1,50.167,1.927,1.023,1.929,1.095
1,53.33,1.996,1.098,1.97,1.023
2,54.342,3.044,5.902,3.015,5.992
2,54.586,3.013,5.996,3.063,5.988
2,55.374,3.086,5.957,3.028,5.984
