task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
2,1.268,3.062,5.932,3.065,5.928
2,2.262,3.093,5.964,3.064,5.986
2,2.729,3.022,5.969,3.047,5.92
2,3.606,3.054,5.947,3.004,5.926
2,4.112,3.003,5.978,3.028,5.914
1,6.914,1.978,1.01,1.946,1.047
1,8.895,1.946,1.069,1.931,1.074
2,9.78,3.09,5.966,3.016,5.997
2,10.825,3.045,5.94,3.045,5.973
2,12.048,3.003,5.978,3.088,5.914
1,12.496,1.948,1.08,1.927,1.095
2,13.415,3.096,5.907,3.046,5.936
1,13.812,1.95,1.018,1.979,1.093
1,13.999,1.901,1.007,1.97,1.071
1,14.202,1.902,1.055,1.939,1.095
2,14.415,3.076,5.976,3.086,5.954
1,17.333,1.98,1.051,1.918,1.08
2,18.416,3.057,5.985,3.037,5.959
1,18.725,1.996,1.031,1.905,1.008
2,18.991,3.021,5.958,3.013,5.994
1,19.394,1.968,1.043,1.919,1.041
2,19.798,3.066,5.948,3.041,5.947
2,20.058,3.091,5.963,3.073,5.973
1,20.593,1.994,1.023,1.982,1.083
2,21.223,3.09,5.961,3.08,5.934
1,21.463,1.967,1.05,1.925,1.095
2,21.511,3.04,5.903,3.009,5.933
1,23.83,1.987,1.011,1.971,1.065
1,24.485,1.991,1.029,1.98,1.057
2,25.391,3.076,5.98,3.028,5.913
1,28.498,1.904,1.064,1.986,1.063
1,30.144,1.931,1.084,1.978,1.081
1,32.061,1.928,1.005,1.946,1.058
1,33.181,1.949,1.084,1.976,1.073
2,33.5,3.035,5.922,3.068,5.987
2,33.717,3.055,5.94,3.022,5.927
1,34.092,1.982,1.029,1.963,1.091
1,34.108,1.91,1.004,1.982,1.061
1,34.438,1.909,1.041,1.929,1.069
1,36.184,1.938,1.065,1.954,1.067
2,36.227,3.038,5.933,3.04,5.971
2,37.1,3.053,5.962,3.06,5.988
1,37.219,1.94,1.074,1.968,1.002
1,39.322,1.907,1.091,1.907,1.071
2,39.732,3.01,5.988,3.051,5.913
1,40.235,1.905,1.036,1.993,1.096
2,40.516,3.004,5.914,3.042,5.935
2,40.928,3.016,5.904,3.073,5.939
2,41.506,3.092,5.908,3.084,5.969
1,42.593,1.995,1.052,1.913,1.021
2,44.541,3.087,5.929,3.067,5.964
2,46.598,3.092,5.914,3.072,5.958
1,47.306,1.974,1.001,1.936,1.078
2,47.329,3.099,5.978,3.018,5.957
1,47.354,1.981,1.087,1.909,1.074
2,48.107,3.021,5.991,3.088,5.952
1,48.2,1.949,1.045,1.934,1.097
1,50.744,1.925,1.081,1.977,1.002
2,51.862,3.026,5.995,3.05,5.98
2,52.751,3.062,5.902,3.04,5.905
1,53.315,1.903,1.026,1.913,1.003
2,54.116,3.06,5.991,3.04,5.962
1,55.778,1.904,1.057,1.933,1.043
2,56.945,3.097,5.948,3.038,5.958
1,57.111,1.964,1.005,1.919,1.055
1,57.841,1.957,1.05,1.997,1.094
2,59.676,3.05,5.957,3.004,5.936
1,60.18,1.962,1.038,1.906,1.005
2,61.047,3.007,5.957,3.027,5.993
2,61.364,3.066,5.991,3.039,5.909
2,62.728,3.071,5.98,3.05,5.933
1,63.123,1.998,1.08,1.96,1.052
1,63.178,1.993,1.022,1.944,1.055
1,64.214,1.915,1.09,1.946,1.045
1,64.713,1.913,1.031,1.959,1.018
2,65.259,3.009,5.998,3.034,5.935
1,66.773,1.979,1.03,1.934,1.068
1,67.451,1.971,1.049,1.984,1.083
2,67.766,3.047,5.906,3.026,5.988
1,68.207,2.0,1.02,1.993,1.096
2,69.414,3.079,5.954,3.067,5.921
2,69.917,3.055,5.963,3.037,5.939
2,71.193,3.024,5.964,3.095,5.947
2,72.873,3.091,5.969,3.089,5.995
2,72.993,3.04,5.963,3.076,5.954
1,74.533,1.964,1.029,1.99,1.081
1,77.231,1.983,1.017,1.986,1.038
2,79.09,3.063,5.918,3.031,5.971
1,79.107,1.958,1.013,1.966,1.005
2,79.535,3.025,5.945,3.079,5.905
1,81.366,1.917,1.037,1.942,1.022
1,81.418,1.91,1.084,1.946,1.039
1,81.683,1.901,1.081,1.965,1.089
1,82.143,1.936,1.023,1.938,1.031
2,82.222,3.009,5.973,3.02,5.918
2,83.211,3.04,5.966,3.002,5.945
1,83.273,1.999,1.072,1.921,1.028
2,83.486,3.076,5.987,3.05,5.929
1,84.137,1.968,1.022,1.901,1.01
1,86.139,1.998,1.071,1.995,1.023
2,86.96,3.042,5.907,3.015,5.933
1,87.806,1.992,1.032,1.961,1.042
1,88.189,1.992,1.087,1.999,1.039
2,88.248,3.078,5.949,3.088,5.989
2,89.43,3.083,5.92,3.017,5.957
2,90.965,3.098,5.963,3.096,5.963
1,91.913,1.941,1.082,1.909,1.061
1,92.436,1.921,1.033,1.996,1.005
1,92.569,1.968,1.042,1.962,1.027
1,92.882,1.943,1.059,1.973,1.056
2,93.399,3.074,5.91,3.019,5.911
2,93.672,3.099,5.921,3.017,5.953
1,94.454,1.968,1.024,1.919,1.058
2,94.765,3.099,5.95,3.098,5.911
2,96.148,3.03,5.927,3.01,5.922
1,96.928,1.994,1.094,1.928,1.053
2,97.001,3.036,5.973,3.04,6.0
2,97.464,3.006,5.934,3.007,5.954
2,97.501,3.017,5.954,3.051,5.963
1,97.617,1.907,1.041,1.997,1.002
1,97.82,1.9,1.05,1.941,1.055
1,98.593,1.976,1.02,1.978,1.082
1,99.309,1.918,1.041,1.992,1.09
2,99.409,3.074,5.96,3.091,5.987
2,100.244,3.011,5.996,3.03,5.976
2,100.993,3.076,5.982,3.066,5.919
1,101.278,1.95,1.047,1.918,1.008
1,102.83,1.989,1.058,1.996,1.084
1,104.112,1.975,1.094,1.936,1.065
1,104.964,1.96,1.062,1.967,1.025
1,105.051,1.978,1.009,1.963,1.028
2,105.097,3.007,5.999,3.043,5.972
2,105.876,3.006,5.923,3.029,5.918
2,107.093,3.008,5.94,3.055,5.974
2,108.504,3.083,5.983,3.094,5.959
2,108.996,3.044,5.964,3.003,5.909
1,113.049,1.903,1.087,1.938,1.067
2,114.856,3.079,5.96,3.018,5.994
2,114.943,3.095,5.933,3.047,5.913
1,115.361,1.932,1.026,1.952,1.053
1,116.266,1.916,1.086,1.995,1.03
2,116.516,3.012,5.947,3.087,5.965
1,118.663,1.978,1.063,1.999,1.062
1,118.814,1.903,1.087,1.912,1.059
2,120.355,3.041,5.959,3.005,5.972
1,121.232,1.919,1.1,1.976,1.057
1,121.455,1.995,1.096,1.946,1.057
1,121.568,1.902,1.065,1.975,1.062
2,122.192,3.04,5.947,3.027,5.948
2,123.09,3.013,5.909,3.007,5.909
2,123.655,3.011,5.97,3.059,5.902
2,124.306,3.023,5.922,3.081,5.962
1,125.142,1.949,1.026,1.973,1.058
1,126.061,1.925,1.037,2.0,1.043
2,127.118,3.042,5.994,3.024,5.975
2,127.134,3.08,5.951,3.016,5.985
2,128.052,3.066,5.968,3.071,5.94
2,129.477,3.06,5.939,3.026,5.902
2,130.522,3.066,5.949,3.071,5.909
2,130.87,3.027,5.991,3.095,5.963
1,131.37,1.984,1.001,1.947,1.066
2,131.562,3.008,5.951,3.095,5.924
1,132.586,1.907,1.048,1.917,1.047
1,133.095,1.978,1.058,1.925,1.09
2,133.123,3.084,5.937,3.043,5.963
1,133.138,1.994,1.039,1.967,1.066
1,133.682,1.957,1.095,1.929,1.083
2,134.296,3.037,5.944,3.012,5.922
2,134.87,3.031,5.988,3.096,5.941
2,134.927,3.003,5.964,3.038,5.987
2,135.414,3.076,5.931,3.079,5.987
2,135.517,3.076,5.911,3.024,5.912
2,137.663,3.077,5.96,3.082,5.975
2,137.951,3.073,5.927,3.069,5.968
2,139.591,3.023,5.937,3.08,5.95
2,140.543,3.076,5.908,3.041,5.936
2,140.747,3.016,5.973,3.069,5.965
2,143.508,3.027,5.97,3.059,5.92
2,144.119,3.08,5.903,3.035,5.986
2,145.23,3.079,5.928,3.042,5.901
2,145.731,3.078,5.914,3.062,5.968
2,146.089,3.018,5.996,3.078,5.994
2,147.469,3.095,5.978,3.023,5.995
2,149.23,3.061,5.974,3.046,5.99
2,149.951,3.064,5.937,3.03,5.902
1,151.048,1.905,1.023,1.915,1.049
2,153.07,3.025,5.993,3.038,5.969
2,154.167,3.059,5.976,3.066,5.915
2,154.601,3.009,5.916,3.0,5.947
1,154.956,1.928,1.017,1.971,1.074
2,157.753,3.028,5.92,3.007,5.918
2,158.446,3.04,5.959,3.059,5.984
1,159.067,1.944,1.05,1.94,1.039
2,159.305,3.019,5.966,3.005,5.902
2,161.549,3.055,5.937,3.005,5.969
2,162.412,3.088,5.917,3.068,5.995
1,162.526,1.968,1.045,1.976,1.084
1,162.921,1.973,1.005,1.972,1.039
1,163.379,1.919,1.022,1.902,1.029
1,165.198,1.968,1.055,1.931,1.073
2,165.28,3.073,5.952,3.051,5.985
2,166.017,3.09,5.959,3.015,5.958
