task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
2,0.967,3.028,5.992,3.005,5.989
1,1.281,1.948,1.047,1.949,1.026
1,1.936,1.905,1.05,1.971,1.073
2,4.144,3.098,5.929,3.09,5.935
1,4.496,1.938,1.026,1.939,1.056
2,5.199,3.071,5.934,3.089,5.988
2,6.229,3.039,5.931,3.05,5.963
2,6.38,3.016,5.935,3.022,5.931
1,6.999,1.968,1.025,1.929,1.066
1,7.051,1.985,1.011,1.975,1.092
2,7.096,3.054,5.926,3.003,5.93
1,7.581,1.993,1.084,1.925,1.066
2,7.862,3.081,5.932,3.054,5.947
2,8.151,3.007,5.923,3.019,5.955
2,8.712,3.015,5.966,3.064,5.947
1,8.802,1.967,1.075,1.9,1.084
2,9.912,3.069,5.915,3.016,5.939
2,10.136,3.012,5.993,3.076,5.915
2,10.871,3.047,5.978,3.088,5.913
1,11.967,1.917,1.067,1.941,1.03
1,12.404,1.903,1.041,1.988,1.025
1,13.496,1.907,1.012,1.992,1.01
1,13.577,1.924,1.011,1.945,1.016
1,14.081,1.989,1.053,1.961,1.057
1,14.55,1.996,1.097,1.991,1.071
2,17.503,3.095,5.949,3.081,5.936
2,17.624,3.003,5.934,3.093,5.985
2,19.339,3.023,5.939,3.032,5.947
2,20.528,3.095,5.989,3.069,5.915
2,22.316,3.09,5.951,3.027,5.993
1,22.653,1.968,1.068,1.923,1.067
2,24.154,3.014,5.923,3.021,5.964
2,24.88,3.011,5.99,3.063,5.958
1,24.884,1.914,1.041,1.965,1.073
1,26.032,1.987,1.016,1.906,1.005
1,26.201,1.989,1.038,1.929,1.006
2,27.228,3.046,5.967,3.033,5.942
2,27.779,3.007,5.993,3.044,5.969
2,29.238,3.011,5.98,3.09,5.947
2,31.541,3.009,5.983,3.042,5.966
2,32.228,3.097,5.972,3.001,5.97
1,32.326,1.93,1.018,1.928,1.093
1,32.441,1.952,1.047,1.933,1.062
2,32.549,3.006,5.906,3.016,5.966
1,32.593,1.941,1.044,1.967,1.06
1,33.357,1.938,1.038,1.94,1.006
1,33.486,1.956,1.025,1.991,1.005
2,34.015,3.066,5.914,3.034,5.956
2,34.597,3.027,5.959,3.035,5.98
1,36.752,1.908,1.057,1.955,1.05
1,37.141,1.973,1.011,1.903,1.007
2,37.559,3.023,5.909,3.047,5.985
1,38.589,1.922,1.082,1.979,1.006
1,38.732,1.969,1.006,1.998,1.06
1,39.383,1.964,1.065,1.982,1.06
2,39.604,3.028,5.987,3.089,5.927
1,40.055,1.931,1.06,1.957,1.065
2,40.6,3.074,5.972,3.038,5.943
2,42.162,3.032,5.931,3.096,5.948
1,42.635,1.953,1.023,1.971,1.042
1,44.353,1.979,1.057,1.954,1.065
1,44.867,1.963,1.033,1.967,1.017
2,45.986,3.029,5.975,3.1,5.915
1,46.399,1.997,1.061,1.999,1.001
